,COUNTY,VAP,NAME,WVAP,PRES12D,PRES12R,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,PRES12None,PRES12D_pct,PRES12R_pct,PRES12None_pct
207,St. Mary's,1701,St. Mary's Precinct 03-004,1508,429,787,193,1701,1,0.8865373309817755,0.11346266901822458,485,0.25220458553791886,0.4626690182245738,0.28512639623750735
208,St. Mary's,2001,St. Mary's Precinct 03-003,1791,470,892,210,2001,1,0.8950524737631185,0.10494752623688156,639,0.23488255872063968,0.44577711144427784,0.3193403298350825
371,St. Mary's,2659,St. Mary's Precinct 07-001,2221,788,947,438,2659,1,0.8352764197066567,0.16472358029334336,924,0.2963520120345995,0.35614892816848437,0.34749905979691614
372,St. Mary's,2636,St. Mary's Precinct 04-003,2211,644,1067,425,2636,1,0.8387708649468892,0.16122913505311076,925,0.24430955993930198,0.40477996965098634,0.3509104704097117
373,St. Mary's,2127,St. Mary's Precinct 04-002,1873,468,784,254,2127,1,0.8805829807240244,0.11941701927597555,875,0.22002820874471085,0.3685942642219088,0.4113775270333804
374,St. Mary's,2525,St. Mary's Precinct 03-002,1979,724,797,546,2525,1,0.7837623762376238,0.21623762376237624,1004,0.2867326732673267,0.31564356435643565,0.39762376237623764
375,St. Mary's,2671,St. Mary's Precinct 04-001,2400,674,1155,271,2671,1,0.8985398727068513,0.10146012729314863,842,0.2523399475851741,0.4324223137401722,0.3152377386746537
376,St. Mary's,3052,St. Mary's Precinct 05-001,2652,808,1291,400,3052,1,0.8689384010484927,0.1310615989515072,953,0.26474442988204455,0.4230013106159895,0.31225425950196595
377,St. Mary's,3010,St. Mary's Precinct 05-002,2584,737,1079,426,3010,1,0.8584717607973422,0.1415282392026578,1194,0.24485049833887043,0.3584717607973422,0.3966777408637874
379,St. Mary's,2846,St. Mary's Precinct 05-003,2609,549,1257,237,2846,1,0.9167252283907238,0.08327477160927618,1040,0.19290231904427266,0.4416725228390724,0.36542515811665494
380,St. Mary's,2045,St. Mary's Precinct 03-001,1545,522,643,500,2045,1,0.7555012224938875,0.24449877750611246,880,0.2552567237163814,0.31442542787286065,0.43031784841075793
381,St. Mary's,2258,St. Mary's Precinct 06-004,1826,539,837,432,2258,1,0.8086802480070859,0.1913197519929141,882,0.23870682019486272,0.37068201948627105,0.3906111603188663
382,St. Mary's,2382,St. Mary's Precinct 06-002,2168,522,1022,214,2382,1,0.910159529806885,0.08984047019311503,838,0.21914357682619648,0.4290512174643157,0.3518052057094878
383,St. Mary's,2804,St. Mary's Precinct 03-005,2463,439,797,341,2804,1,0.8783880171184023,0.12161198288159772,1568,0.1565620542082739,0.2842368045649073,0.5592011412268189
384,St. Mary's,1613,St. Mary's Precinct 06-001,1464,398,710,149,1613,1,0.907625542467452,0.09237445753254804,505,0.2467451952882827,0.44017358958462494,0.31308121512709236
944,St. Mary's,2003,St. Mary's Precinct 01-002,1697,529,709,306,2003,1,0.8472291562656016,0.1527708437343984,765,0.2641038442336495,0.3539690464303545,0.381927109335996
945,St. Mary's,3822,St. Mary's Precinct 01-001,3130,748,971,692,3822,1,0.8189429618001046,0.18105703819989535,2103,0.19570905285190998,0.25405546834118264,0.5502354788069074
948,St. Mary's,3575,St. Mary's Precinct 08-003,2427,956,976,1148,3575,1,0.6788811188811189,0.3211188811188811,1643,0.2674125874125874,0.273006993006993,0.45958041958041956
