,COUNTY,VAP,NAME,WVAP,SEN12PD_BC,SEN12PD_CM,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,SEN12PDNone,SEN12PD_BC_pct,SEN12PD_CM_pct,SEN12PDNone_pct
218,Allegany,1719,Allegany Precinct 29-002,1637,87,0,82,1719,1,0.9522978475858057,0.0477021524141943,1632,0.0506108202443281,0.0,0.9493891797556719
219,Allegany,3235,Allegany Precinct 06-006,1942,73,5,1293,3235,1,0.6003091190108192,0.3996908809891808,3157,0.022565687789799074,0.0015455950540958269,0.9758887171561051
220,Allegany,1207,Allegany Precinct 06-005,1034,94,3,173,1207,1,0.8566694283347142,0.14333057166528584,1110,0.07787903893951947,0.0024855012427506215,0.9196354598177299
221,Allegany,800,Allegany Precinct 06-003,740,57,0,60,800,1,0.925,0.075,743,0.07125,0.0,0.92875
222,Allegany,1902,Allegany Precinct 29-001,1833,106,4,69,1902,1,0.9637223974763407,0.03627760252365931,1792,0.05573080967402734,0.002103049421661409,0.9421661409043113
223,Allegany,1522,Allegany Precinct 06-001,1409,129,1,113,1522,1,0.9257555847568988,0.07424441524310119,1392,0.08475689881734559,0.000657030223390276,0.9145860709592641
224,Allegany,1679,Allegany Precinct 20-000,1648,46,6,31,1679,1,0.9815366289458011,0.01846337105419893,1627,0.0273972602739726,0.00357355568790947,0.9690291840381179
225,Allegany,928,Allegany Precinct 04-005,911,34,0,17,928,1,0.9816810344827587,0.018318965517241378,894,0.036637931034482756,0.0,0.9633620689655172
226,Allegany,1457,Allegany Precinct 04-003,1352,55,3,105,1457,1,0.9279341111873713,0.0720658888126287,1399,0.03774879890185312,0.002059025394646534,0.9601921757035004
227,Allegany,1118,Allegany Precinct 04-002,951,22,0,167,1118,1,0.8506261180679785,0.14937388193202147,1096,0.01967799642218247,0.0,0.9803220035778175
228,Allegany,1603,Allegany Precinct 04-008,1511,93,3,92,1603,1,0.9426076107298814,0.05739238927011853,1507,0.05801621958827199,0.0018714909544603868,0.9401122894572677
229,Allegany,1425,Allegany Precinct 04-004,1355,128,0,70,1425,1,0.9508771929824561,0.04912280701754386,1297,0.08982456140350877,0.0,0.9101754385964912
230,Allegany,856,Allegany Precinct 14-000,766,45,3,90,856,1,0.8948598130841121,0.10514018691588785,808,0.052570093457943924,0.0035046728971962616,0.9439252336448598
