,County,VAP,BVAP,EL12G_PR_D,EL12G_PR_R,OVAP,TOT_VOTES,factor,BVAP_pct,OVAP_pct,PRES12None,EL12G_PR_D_pct,EL12G_PR_R_pct,PRES12None_pct
103,37011,899,1,101,376,898,899,1.0,0.0011123470522803114,0.9988876529477196,422,0.11234705228031146,0.41824249165739713,0.4694104560622914
104,37011,235,4,24,127,231,235,1.0,0.01702127659574468,0.9829787234042553,84,0.10212765957446808,0.5404255319148936,0.3574468085106383
105,37011,353,0,101,232,353,353,1.0,0.0,1.0,20,0.28611898016997167,0.6572237960339944,0.056657223796033995
106,37013,2478,475,550,902,2003,2478,1.0,0.1916868442292171,0.8083131557707829,1026,0.22195318805488298,0.3640032284100081,0.41404358353510895
107,37013,1305,575,524,337,730,1305,1.0,0.44061302681992337,0.5593869731800766,444,0.40153256704980844,0.2582375478927203,0.34022988505747126
108,37013,1615,159,254,665,1456,1615,1.0,0.09845201238390093,0.9015479876160991,696,0.15727554179566564,0.4117647058823529,0.4309597523219814
109,37013,1690,753,712,361,937,1690,1.0,0.4455621301775148,0.5544378698224852,617,0.421301775147929,0.2136094674556213,0.3650887573964497
110,37013,841,274,292,317,567,841,1.0,0.3258026159334126,0.6741973840665874,232,0.34720570749108204,0.3769322235434007,0.27586206896551724
111,37013,1483,435,475,515,1048,1483,1.0,0.2933243425488874,0.7066756574511126,493,0.3202966958867161,0.3472690492245448,0.33243425488873907
112,37013,957,59,96,519,898,957,1.0,0.06165099268547544,0.9383490073145245,342,0.10031347962382445,0.542319749216301,0.3573667711598746
113,37013,1833,773,630,537,1060,1833,1.0,0.4217130387343153,0.5782869612656847,666,0.3436988543371522,0.29296235679214405,0.36333878887070375
114,37013,1897,185,483,1047,1712,1897,1.0,0.09752240379546652,0.9024775962045335,367,0.25461254612546125,0.5519240906694781,0.19346336320506063
115,37013,2650,398,470,1139,2252,2650,1.0,0.150188679245283,0.849811320754717,1041,0.17735849056603772,0.429811320754717,0.3928301886792453
116,37013,1507,920,834,220,587,1507,1.0,0.6104844061048441,0.38951559389515594,453,0.5534173855341739,0.145985401459854,0.30059721300597214
117,37013,4524,1004,841,1518,3520,4524,1.0,0.22192749778956675,0.7780725022104332,2165,0.1858974358974359,0.33554376657824936,0.47855879752431474
118,37013,1737,853,716,363,884,1737,1.0,0.491076568796776,0.5089234312032239,658,0.41220495106505467,0.20898100172711573,0.3788140472078296
119,37013,1392,457,321,501,935,1392,1.0,0.32830459770114945,0.6716954022988506,570,0.23060344827586207,0.3599137931034483,0.40948275862068967
120,37013,2571,624,682,849,1947,2571,1.0,0.2427071178529755,0.7572928821470245,1040,0.26526643329443794,0.33022170361726955,0.4045118630882925
121,37013,1846,101,202,967,1745,1846,1.0,0.05471289274106175,0.9452871072589383,677,0.1094257854821235,0.5238353196099675,0.366738894907909
122,37013,1190,428,327,348,762,1190,1.0,0.3596638655462185,0.6403361344537815,515,0.2747899159663866,0.292436974789916,0.4327731092436975
123,37013,1872,80,336,1026,1792,1872,1.0,0.042735042735042736,0.9572649572649573,510,0.1794871794871795,0.5480769230769231,0.2724358974358974
124,37013,912,87,110,482,825,912,1.0,0.09539473684210527,0.9046052631578947,320,0.1206140350877193,0.5285087719298246,0.3508771929824561
125,37013,1616,119,268,781,1497,1616,1.0,0.07363861386138613,0.9263613861386139,567,0.16584158415841585,0.4832920792079208,0.35086633663366334
126,37013,1316,257,312,583,1059,1316,1.0,0.1952887537993921,0.8047112462006079,421,0.23708206686930092,0.4430091185410334,0.31990881458966564
127,37015,1707,1096,790,289,611,1707,1.0,0.6420620972466315,0.3579379027533685,628,0.46280023432923256,0.169302870533099,0.36789689513766843
128,37015,849,421,298,256,428,849,1.0,0.4958775029446408,0.5041224970553593,295,0.3510011778563015,0.30153121319199055,0.3474676089517079
129,37015,986,470,302,337,516,986,1.0,0.4766734279918864,0.5233265720081136,347,0.30628803245436104,0.34178498985801214,0.35192697768762676
130,37015,811,463,379,215,348,811,1.0,0.5709001233045623,0.42909987669543775,217,0.46732429099876693,0.2651048088779285,0.2675709001233046
131,37015,764,24,38,455,740,764,1.0,0.031413612565445025,0.9685863874345549,271,0.049738219895287955,0.5955497382198953,0.35471204188481675
132,37015,5703,3712,2083,883,1991,5703,1.0,0.650885498860249,0.349114501139751,2737,0.3652463615640891,0.1548307908118534,0.4799228476240575
133,37015,983,578,387,177,405,983,1.0,0.5879959308240081,0.41200406917599186,419,0.3936927772126144,0.18006103763987794,0.4262461851475076
134,37015,1025,778,551,107,247,1025,1.0,0.7590243902439024,0.24097560975609755,367,0.5375609756097561,0.10439024390243902,0.35804878048780486
135,37015,1274,498,357,408,776,1274,1.0,0.39089481946624804,0.609105180533752,509,0.2802197802197802,0.3202511773940345,0.39952904238618525
136,37015,1050,879,608,65,171,1050,1.0,0.8371428571428572,0.16285714285714287,377,0.579047619047619,0.06190476190476191,0.35904761904761906
137,37015,1302,954,650,171,348,1302,1.0,0.7327188940092166,0.2672811059907834,481,0.49923195084485406,0.1313364055299539,0.369431643625192
138,37015,392,335,252,24,57,392,1.0,0.8545918367346939,0.14540816326530612,116,0.6428571428571429,0.061224489795918366,0.29591836734693877
139,37017,1607,245,305,706,1362,1607,1.0,0.15245799626633477,0.8475420037336652,596,0.1897946484131923,0.4393279402613566,0.37087741132545116
140,37017,813,202,211,275,611,813,1.0,0.24846248462484624,0.7515375153751538,327,0.25953259532595324,0.33825338253382536,0.4022140221402214
141,37017,3006,660,581,1043,2346,3006,1.0,0.21956087824351297,0.780439121756487,1382,0.19328010645375915,0.34697272122421824,0.4597471723220226
142,37017,1838,460,393,668,1378,1838,1.0,0.250272034820457,0.749727965179543,777,0.21381936887921654,0.3634385201305767,0.42274211099020675
143,37017,1414,608,419,348,806,1414,1.0,0.42998585572843,0.57001414427157,647,0.29632248939179634,0.24611032531824611,0.45756718528995755
144,37017,1503,911,821,109,592,1503,1.0,0.6061210911510313,0.39387890884896876,573,0.5462408516300732,0.07252162341982701,0.3812375249500998
145,37017,1439,830,687,210,609,1439,1.0,0.5767894371091036,0.4232105628908965,542,0.477414871438499,0.1459346768589298,0.3766504517025712
146,37017,1789,707,575,415,1082,1789,1.0,0.3951928451648966,0.6048071548351034,799,0.32140860816098377,0.2319731693683622,0.44661822247065397
147,37017,739,132,106,232,607,739,1.0,0.17861975642760486,0.8213802435723951,401,0.14343707713125844,0.31393775372124494,0.5426251691474966
148,37017,1410,378,330,369,1032,1410,1.0,0.2680851063829787,0.7319148936170212,711,0.23404255319148937,0.26170212765957446,0.5042553191489362
149,37017,551,178,198,140,373,551,1.0,0.32304900181488205,0.676950998185118,213,0.35934664246823955,0.2540834845735027,0.38656987295825773
150,37017,3314,616,634,1260,2698,3314,1.0,0.18587809293904647,0.8141219070609536,1420,0.19130959565479783,0.38020519010259507,0.4284852142426071
151,37017,923,372,305,189,551,923,1.0,0.40303358613217766,0.5969664138678223,429,0.3304442036836403,0.2047670639219935,0.4647887323943662
152,37017,3068,1475,1291,788,1593,3068,1.0,0.4807692307692308,0.5192307692307693,989,0.42079530638852675,0.25684485006518903,0.3223598435462842
153,37017,2092,974,756,496,1118,2092,1.0,0.4655831739961759,0.5344168260038241,840,0.361376673040153,0.23709369024856597,0.40152963671128106
154,37017,745,163,153,262,582,745,1.0,0.21879194630872484,0.7812080536912752,330,0.20536912751677852,0.3516778523489933,0.4429530201342282
155,37017,822,302,236,200,520,822,1.0,0.36739659367396593,0.6326034063260341,386,0.2871046228710462,0.24330900243309003,0.46958637469586373
156,37019,2693,221,764,1104,2472,2693,1.0,0.08206461195692537,0.9179353880430746,825,0.2836984775343483,0.4099517266988489,0.3063497957668028
157,37019,2259,15,566,1036,2244,2259,1.0,0.006640106241699867,0.9933598937583001,657,0.2505533421868083,0.4586100044267375,0.2908366533864542
158,37019,3584,99,676,1492,3485,3584,1.0,0.027622767857142856,0.9723772321428571,1416,0.18861607142857142,0.41629464285714285,0.3950892857142857
159,37019,5008,976,1560,2007,4032,5008,1.0,0.19488817891373802,0.805111821086262,1441,0.31150159744408945,0.40075878594249204,0.2877396166134185
160,37019,2003,517,562,553,1486,2003,1.0,0.2581128307538692,0.7418871692461309,888,0.28057913130304546,0.2760858711932102,0.4433349975037444
161,37019,2734,998,958,669,1736,2734,1.0,0.3650329188002926,0.6349670811997074,1107,0.35040234089246525,0.2446964155084126,0.40490124359912216
162,37019,4102,417,745,1138,3685,4102,1.0,0.10165772793759142,0.8983422720624086,2219,0.18161872257435396,0.27742564602632863,0.5409556313993175
163,37019,5600,296,1643,3206,5304,5600,1.0,0.05285714285714286,0.9471428571428572,751,0.2933928571428571,0.5725,0.13410714285714287
164,37019,3979,517,879,1364,3462,3979,1.0,0.12993214375471224,0.8700678562452877,1736,0.22090977632571,0.3427996984166876,0.4362905252576024
165,37019,4318,101,980,1758,4217,4318,1.0,0.023390458545622973,0.9766095414543771,1580,0.2269569245020843,0.40713293191292266,0.3659101435849931
166,37019,4341,90,1026,2162,4251,4341,1.0,0.02073255010366275,0.9792674498963373,1153,0.23635107118175536,0.49804192582354295,0.2656070029947017
167,37019,4246,150,885,2002,4096,4246,1.0,0.03532736693358455,0.9646726330664155,1359,0.20843146490814884,0.47150259067357514,0.320065944418276
168,37019,4918,337,1052,2279,4581,4918,1.0,0.06852379015860106,0.9314762098413989,1587,0.21390809272061814,0.4633997559983733,0.32269215128100853
169,37019,5287,1162,1394,1312,4125,5287,1.0,0.21978437677321733,0.7802156232267827,2581,0.26366559485530544,0.24815585398146398,0.48817855116323056
170,37019,2350,11,561,1054,2339,2350,1.0,0.004680851063829788,0.9953191489361702,735,0.23872340425531915,0.44851063829787235,0.3127659574468085
171,37019,4520,133,830,1933,4387,4520,1.0,0.029424778761061948,0.970575221238938,1757,0.1836283185840708,0.42765486725663715,0.38871681415929205
172,37019,3945,364,1091,1595,3581,3945,1.0,0.09226869455006337,0.9077313054499366,1259,0.276552598225602,0.40430925221799746,0.3191381495564005
173,37019,10931,1298,3435,4653,9633,10931,1.0,0.1187448540847132,0.8812551459152868,2843,0.3142438935138597,0.42567011252401427,0.26008599396212606
174,37019,1842,583,633,353,1259,1842,1.0,0.31650380021715524,0.6834961997828447,856,0.34364820846905536,0.19163952225841477,0.46471226927252984
175,37019,2448,171,373,751,2277,2448,1.0,0.06985294117647059,0.9301470588235294,1324,0.15236928104575165,0.306781045751634,0.5408496732026143
176,37019,3151,201,661,1188,2950,3151,1.0,0.06378927324658838,0.9362107267534117,1302,0.2097746747064424,0.37702316724849255,0.41320215804506505
177,37019,1944,476,450,606,1468,1944,1.0,0.2448559670781893,0.7551440329218106,888,0.23148148148148148,0.3117283950617284,0.4567901234567901
178,37019,1067,5,314,528,1062,1067,1.0,0.004686035613870665,0.9953139643861293,225,0.2942830365510778,0.4948453608247423,0.21087160262417995
179,37021,3266,376,1458,539,2890,3266,1.0,0.11512553582363748,0.8848744641763625,1269,0.4464176362522964,0.16503368034292712,0.3885486834047765
180,37021,4056,59,1359,1628,3997,4056,1.0,0.014546351084812623,0.9854536489151874,1069,0.33505917159763315,0.40138067061143984,0.263560157790927
181,37021,3169,77,798,1157,3092,3169,1.0,0.024297885768381194,0.9757021142316188,1214,0.25181445250867784,0.36509940044177974,0.38308614704954247
182,37021,4062,91,1282,1721,3971,4062,1.0,0.0224027572624323,0.9775972427375677,1059,0.3156080748399803,0.4236829148202856,0.26070901033973415
183,37021,3264,742,2195,159,2522,3264,1.0,0.22732843137254902,0.772671568627451,910,0.6724877450980392,0.04871323529411765,0.27879901960784315
184,37021,1758,88,811,315,1670,1758,1.0,0.05005688282138794,0.949943117178612,632,0.4613196814562002,0.17918088737201365,0.3594994311717861
185,37021,1559,82,953,301,1477,1559,1.0,0.05259781911481719,0.9474021808851828,305,0.6112892880051315,0.1930724823604875,0.19563822963438102
186,37021,2213,19,961,814,2194,2213,1.0,0.00858563036601898,0.991414369633981,438,0.4342521464075915,0.36782647989154993,0.19792137370085855
187,37021,999,122,561,164,877,999,1.0,0.12212212212212212,0.8778778778778779,274,0.5615615615615616,0.16416416416416416,0.27427427427427425
188,37021,1571,182,1036,226,1389,1571,1.0,0.1158497772119669,0.8841502227880331,309,0.6594525779758116,0.14385741565881605,0.19669000636537237
189,37021,1634,5,399,800,1629,1634,1.0,0.0030599755201958386,0.9969400244798041,435,0.2441860465116279,0.48959608323133413,0.26621787025703797
190,37021,4049,80,910,1382,3969,4049,1.0,0.01975796492961225,0.9802420350703878,1757,0.22474685107433934,0.3413188441590516,0.43393430476660905
191,37021,3129,38,745,1217,3091,3129,1.0,0.012144455097475231,0.9878555449025248,1167,0.23809523809523808,0.38894215404282517,0.37296260786193675
192,37021,4545,26,997,1703,4519,4545,1.0,0.00572057205720572,0.9942794279427942,1845,0.21936193619361935,0.3746974697469747,0.40594059405940597
