,County,VAP,BVAP,EL16G_GV_D,EL16G_GV_R,OVAP,TOT_VOTES,factor,BVAP_pct,OVAP_pct,GOV16None,EL16G_GV_D_pct,EL16G_GV_R_pct,GOV16None_pct
0,37001,1505,338,348,271,1167,1505,1.0,0.2245847176079734,0.7754152823920266,886,0.23122923588039868,0.18006644518272424,0.588704318936877
1,37001,2503,712,572,296,1791,2503,1.0,0.2844586496204555,0.7155413503795446,1635,0.22852576907710748,0.11825809029165002,0.6532161406312426
2,37001,2156,243,771,575,1913,2156,1.0,0.11270871985157699,0.887291280148423,810,0.35760667903525045,0.26669758812615957,0.37569573283859
3,37001,3167,1027,853,409,2140,3167,1.0,0.3242816545626776,0.6757183454373223,1905,0.26934006946637196,0.12914430059993684,0.6015156299336912
4,37001,1713,50,617,806,1663,1713,1.0,0.02918855808523059,0.9708114419147694,290,0.36018680677174547,0.4705195563339171,0.1692936368943374
5,37001,1948,276,601,638,1672,1948,1.0,0.14168377823408623,0.8583162217659137,709,0.3085215605749487,0.3275154004106776,0.3639630390143737
6,37001,2127,494,659,545,1633,2127,1.0,0.23225199811941702,0.767748001880583,923,0.30982604607428305,0.2562294311236483,0.43394452280206863
7,37001,4955,350,1397,1386,4605,4955,1.0,0.07063572149344097,0.929364278506559,2172,0.28193743693239154,0.27971745711402624,0.4383451059535822
8,37001,3483,81,497,1927,3402,3483,1.0,0.023255813953488372,0.9767441860465116,1059,0.1426930806775768,0.5532586850416308,0.3040482342807924
9,37001,2371,578,780,651,1793,2371,1.0,0.24377899620413326,0.7562210037958668,940,0.32897511598481655,0.2745676929565584,0.39645719105862504
10,37001,3130,469,789,1131,2661,3130,1.0,0.14984025559105432,0.8501597444089457,1210,0.2520766773162939,0.36134185303514377,0.3865814696485623
11,37001,3498,1037,980,549,2461,3498,1.0,0.2964551172098342,0.7035448827901658,1969,0.2801600914808462,0.1569468267581475,0.5628930817610063
12,37001,4530,2457,1746,302,2073,4530,1.0,0.5423841059602649,0.45761589403973507,2482,0.38543046357615895,0.06666666666666667,0.5479028697571744
13,37001,3686,257,499,1806,3429,3686,1.0,0.06972327726532827,0.9302767227346718,1381,0.13537710255018992,0.4899620184481823,0.37466087900162776
14,37001,2197,201,583,828,1996,2197,1.0,0.09148839326354119,0.9085116067364588,786,0.2653618570778334,0.37687756030951297,0.35776058261265364
15,37001,1630,141,425,738,1489,1630,1.0,0.08650306748466258,0.9134969325153375,467,0.2607361963190184,0.452760736196319,0.2865030674846626
16,37001,5580,729,1909,1996,4851,5580,1.0,0.13064516129032258,0.8693548387096774,1675,0.3421146953405018,0.35770609318996416,0.300179211469534
17,37001,1694,70,330,684,1624,1694,1.0,0.04132231404958678,0.9586776859504132,680,0.19480519480519481,0.4037780401416765,0.4014167650531287
18,37001,3476,1342,1174,1015,2134,3476,1.0,0.3860759493670886,0.6139240506329114,1287,0.3377445339470656,0.2920023014959724,0.370253164556962
19,37001,5931,1310,2613,2173,4621,5931,1.0,0.2208733771707975,0.7791266228292025,1145,0.4405665149215984,0.3663800370932389,0.1930534479851627
20,37001,3118,255,719,1148,2863,3118,1.0,0.081783194355356,0.918216805644644,1251,0.23059653624118023,0.36818473380372035,0.40121872995509944
21,37001,4345,476,1193,1710,3869,4345,1.0,0.1095512082853855,0.8904487917146146,1442,0.2745684695051784,0.39355581127733025,0.33187571921749137
22,37001,2757,951,796,317,1806,2757,1.0,0.34494015233949943,0.6550598476605005,1644,0.2887196227783823,0.11498005077983316,0.5963003264417845
23,37001,2408,198,761,1142,2210,2408,1.0,0.08222591362126246,0.9177740863787376,505,0.3160299003322259,0.4742524916943522,0.20971760797342193
24,37001,3146,267,681,1250,2879,3146,1.0,0.08486967577876668,0.9151303242212333,1215,0.21646535282898918,0.39732994278448824,0.38620470438652255
25,37001,4661,519,1193,1683,4142,4661,1.0,0.11134949581634843,0.8886505041836515,1785,0.2559536580133019,0.36108131302295643,0.3829650289637417
26,37001,3292,503,1038,1432,2789,3292,1.0,0.15279465370595383,0.8472053462940462,822,0.3153098420413123,0.4349939246658566,0.2496962332928311
27,37001,3307,149,523,1607,3158,3307,1.0,0.04505594194133656,0.9549440580586634,1177,0.1581493801028122,0.4859389174478379,0.3559117024493499
28,37001,1860,602,497,194,1258,1860,1.0,0.32365591397849464,0.6763440860215054,1169,0.2672043010752688,0.1043010752688172,0.628494623655914
29,37001,2681,152,421,1379,2529,2681,1.0,0.0566952629615815,0.9433047370384186,881,0.15703095859753824,0.5143603133159269,0.32860872808653485
30,37001,4070,1178,1095,994,2892,4070,1.0,0.28943488943488943,0.7105651105651105,1981,0.269041769041769,0.24422604422604421,0.4867321867321867
31,37001,5660,421,1060,1446,5239,5660,1.0,0.07438162544169612,0.9256183745583039,3154,0.1872791519434629,0.2554770318021201,0.557243816254417
