,County,VAP,BVAP,WVAP,HVAP,EL16G_PR_D,EL16G_PR_R,OVAP,TOT_VOTES,factor,BVAP_pct,WVAP_pct,HVAP_pct,OVAP_pct,PRES16None,EL16G_PR_D_pct,EL16G_PR_R_pct,PRES16None_pct
0,37001,1505,338,899,211,339,271,57,1505,1.0,0.2245847176079734,0.59734219269103,0.14019933554817277,0.03787375415282392,895,0.22524916943521595,0.18006644518272424,0.5946843853820598
1,37001,2503,712,1085,622,552,322,84,2503,1.0,0.2844586496204555,0.4334798242109469,0.24850179784258888,0.033559728326008786,1629,0.2205353575709149,0.12864562524970036,0.6508190171793847
2,37001,2156,243,1740,121,706,618,52,2156,1.0,0.11270871985157699,0.8070500927643784,0.05612244897959184,0.02411873840445269,832,0.3274582560296846,0.28664192949907236,0.38589981447124305
3,37001,3167,1027,1450,623,834,423,67,3167,1.0,0.3242816545626776,0.45784654246921375,0.1967161351436691,0.021155667824439534,1910,0.2633407009788443,0.13356488790653614,0.6030944111146195
4,37001,1713,50,1609,30,578,809,24,1713,1.0,0.02918855808523059,0.9392877991827204,0.017513134851138354,0.014010507880910683,326,0.3374197314652656,0.47227086981903094,0.19030939871570343
5,37001,1948,276,1481,145,543,666,46,1948,1.0,0.14168377823408623,0.7602669404517454,0.07443531827515401,0.023613963039014373,739,0.27874743326488705,0.34188911704312114,0.37936344969199176
6,37001,2127,494,1404,145,607,569,84,2127,1.0,0.23225199811941702,0.6600846262341326,0.06817113305124589,0.039492242595204514,951,0.2853784673248707,0.26751292900799245,0.44710860366713684
7,37001,4955,350,4378,96,1346,1374,131,4955,1.0,0.07063572149344097,0.8835519677093845,0.019374369323915237,0.026437941473259334,2235,0.27164480322906154,0.2772956609485368,0.4510595358224016
8,37001,3483,81,3321,40,403,2004,41,3483,1.0,0.023255813953488372,0.9534883720930233,0.011484352569623888,0.011771461383864484,1076,0.11570485213896066,0.5753660637381568,0.30892908412288256
9,37001,2371,578,1542,196,741,671,55,2371,1.0,0.24377899620413326,0.6503584985238297,0.08266554196541544,0.023196963306621677,959,0.3125263601855757,0.2830029523407845,0.4044706874736398
10,37001,3130,469,2368,186,716,1183,107,3130,1.0,0.14984025559105432,0.7565495207667732,0.05942492012779553,0.034185303514377,1231,0.22875399361022364,0.3779552715654952,0.3932907348242812
11,37001,3498,1037,1449,940,996,528,72,3498,1.0,0.2964551172098342,0.4142367066895369,0.2687249857061178,0.02058319039451115,1974,0.2847341337907376,0.1509433962264151,0.5643224699828473
12,37001,4530,2457,1162,823,1777,289,88,4530,1.0,0.5423841059602649,0.2565121412803532,0.1816777041942605,0.019426048565121413,2464,0.3922737306843267,0.06379690949227373,0.5439293598233995
13,37001,3686,257,3309,79,411,1865,41,3686,1.0,0.06972327726532827,0.8977211068909386,0.021432447097124253,0.01112316874660879,1410,0.11150298426478568,0.5059685295713511,0.38252848616386326
14,37001,2197,201,1817,125,523,874,54,2197,1.0,0.09148839326354119,0.8270368684569868,0.05689576695493855,0.024578971324533454,800,0.2380518889394629,0.3978152025489304,0.36413290851160673
15,37001,1630,141,1359,71,381,771,59,1630,1.0,0.08650306748466258,0.8337423312883435,0.043558282208588955,0.03619631901840491,478,0.23374233128834357,0.47300613496932514,0.29325153374233126
16,37001,5580,729,4240,260,1782,2045,351,5580,1.0,0.13064516129032258,0.7598566308243727,0.04659498207885305,0.06290322580645161,1753,0.3193548387096774,0.3664874551971326,0.31415770609318994
17,37001,1694,70,1541,52,276,723,31,1694,1.0,0.04132231404958678,0.9096812278630461,0.030696576151121605,0.01829988193624557,695,0.16292798110979928,0.4268004722550177,0.410271546635183
18,37001,3476,1342,1836,220,1142,1037,78,3476,1.0,0.3860759493670886,0.5281933256616801,0.06329113924050633,0.02243958573072497,1297,0.3285385500575374,0.298331415420023,0.3731300345224396
19,37001,5931,1310,4202,249,2445,2240,170,5931,1.0,0.2208733771707975,0.7084808632608329,0.041982802225594334,0.02866295734277525,1246,0.4122407688416793,0.3776766143989209,0.21008261675939977
20,37001,3118,255,2590,233,638,1204,40,3118,1.0,0.081783194355356,0.8306606799230276,0.07472738935214882,0.012828736369467608,1276,0.20461834509300833,0.386144964720975,0.40923669018601666
