,County,VAP,BVAP,WVAP,HVAP,EL16G_GV_D,EL16G_GV_R,OVAP,TOT_VOTES,factor,BVAP_pct,WVAP_pct,HVAP_pct,OVAP_pct,GOV16None,EL16G_GV_D_pct,EL16G_GV_R_pct,GOV16None_pct
0,37001,1505,338,899,211,348,271,57,1505,1.0,0.2245847176079734,0.59734219269103,0.14019933554817277,0.03787375415282392,886,0.23122923588039868,0.18006644518272424,0.588704318936877
1,37001,2503,712,1085,622,572,296,84,2503,1.0,0.2844586496204555,0.4334798242109469,0.24850179784258888,0.033559728326008786,1635,0.22852576907710748,0.11825809029165002,0.6532161406312426
2,37001,2156,243,1740,121,771,575,52,2156,1.0,0.11270871985157699,0.8070500927643784,0.05612244897959184,0.02411873840445269,810,0.35760667903525045,0.26669758812615957,0.37569573283859
3,37001,3167,1027,1450,623,853,409,67,3167,1.0,0.3242816545626776,0.45784654246921375,0.1967161351436691,0.021155667824439534,1905,0.26934006946637196,0.12914430059993684,0.6015156299336912
4,37001,1713,50,1609,30,617,806,24,1713,1.0,0.02918855808523059,0.9392877991827204,0.017513134851138354,0.014010507880910683,290,0.36018680677174547,0.4705195563339171,0.1692936368943374
5,37001,1948,276,1481,145,601,638,46,1948,1.0,0.14168377823408623,0.7602669404517454,0.07443531827515401,0.023613963039014373,709,0.3085215605749487,0.3275154004106776,0.3639630390143737
6,37001,2127,494,1404,145,659,545,84,2127,1.0,0.23225199811941702,0.6600846262341326,0.06817113305124589,0.039492242595204514,923,0.30982604607428305,0.2562294311236483,0.43394452280206863
7,37001,4955,350,4378,96,1397,1386,131,4955,1.0,0.07063572149344097,0.8835519677093845,0.019374369323915237,0.026437941473259334,2172,0.28193743693239154,0.27971745711402624,0.4383451059535822
8,37001,3483,81,3321,40,497,1927,41,3483,1.0,0.023255813953488372,0.9534883720930233,0.011484352569623888,0.011771461383864484,1059,0.1426930806775768,0.5532586850416308,0.3040482342807924
9,37001,2371,578,1542,196,780,651,55,2371,1.0,0.24377899620413326,0.6503584985238297,0.08266554196541544,0.023196963306621677,940,0.32897511598481655,0.2745676929565584,0.39645719105862504
10,37001,3130,469,2368,186,789,1131,107,3130,1.0,0.14984025559105432,0.7565495207667732,0.05942492012779553,0.034185303514377,1210,0.2520766773162939,0.36134185303514377,0.3865814696485623
11,37001,3498,1037,1449,940,980,549,72,3498,1.0,0.2964551172098342,0.4142367066895369,0.2687249857061178,0.02058319039451115,1969,0.2801600914808462,0.1569468267581475,0.5628930817610063
12,37001,4530,2457,1162,823,1746,302,88,4530,1.0,0.5423841059602649,0.2565121412803532,0.1816777041942605,0.019426048565121413,2482,0.38543046357615895,0.06666666666666667,0.5479028697571744
13,37001,3686,257,3309,79,499,1806,41,3686,1.0,0.06972327726532827,0.8977211068909386,0.021432447097124253,0.01112316874660879,1381,0.13537710255018992,0.4899620184481823,0.37466087900162776
14,37001,2197,201,1817,125,583,828,54,2197,1.0,0.09148839326354119,0.8270368684569868,0.05689576695493855,0.024578971324533454,786,0.2653618570778334,0.37687756030951297,0.35776058261265364
15,37001,1630,141,1359,71,425,738,59,1630,1.0,0.08650306748466258,0.8337423312883435,0.043558282208588955,0.03619631901840491,467,0.2607361963190184,0.452760736196319,0.2865030674846626
16,37001,5580,729,4240,260,1909,1996,351,5580,1.0,0.13064516129032258,0.7598566308243727,0.04659498207885305,0.06290322580645161,1675,0.3421146953405018,0.35770609318996416,0.300179211469534
17,37001,1694,70,1541,52,330,684,31,1694,1.0,0.04132231404958678,0.9096812278630461,0.030696576151121605,0.01829988193624557,680,0.19480519480519481,0.4037780401416765,0.4014167650531287
18,37001,3476,1342,1836,220,1174,1015,78,3476,1.0,0.3860759493670886,0.5281933256616801,0.06329113924050633,0.02243958573072497,1287,0.3377445339470656,0.2920023014959724,0.370253164556962
19,37001,5931,1310,4202,249,2613,2173,170,5931,1.0,0.2208733771707975,0.7084808632608329,0.041982802225594334,0.02866295734277525,1145,0.4405665149215984,0.3663800370932389,0.1930534479851627
20,37001,3118,255,2590,233,719,1148,40,3118,1.0,0.081783194355356,0.8306606799230276,0.07472738935214882,0.012828736369467608,1251,0.23059653624118023,0.36818473380372035,0.40121872995509944
21,37001,4345,476,3126,626,1193,1710,117,4345,1.0,0.1095512082853855,0.7194476409666283,0.14407364787111623,0.026927502876869965,1442,0.2745684695051784,0.39355581127733025,0.33187571921749137
