,County,VAP,BVAP,WVAP,HVAP,EL12G_PR_D,EL12G_PR_R,OVAP,TOT_VOTES,factor,BVAP_pct,WVAP_pct,HVAP_pct,OVAP_pct,PRES12None,EL12G_PR_D_pct,EL12G_PR_R_pct,PRES12None_pct
42,37003,1973,138,1679,102,313,767,54,1973,1.0,0.06994424733907754,0.8509883426254435,0.051697921946274705,0.027369488089204256,893,0.15864166244298022,0.38874809934110494,0.45261023821591484
43,37003,2417,67,2153,172,325,936,25,2417,1.0,0.02772031443938767,0.8907736863880844,0.07116259826230864,0.01034340091021928,1156,0.13446421183285065,0.38725693007860984,0.47827885808853954
44,37003,1019,61,904,44,199,403,10,1019,1.0,0.05986261040235525,0.887144259077527,0.04317958783120707,0.009813542688910697,417,0.19528949950932287,0.39548577036310106,0.40922473012757604
45,37003,929,1,905,17,105,509,6,929,1.0,0.001076426264800861,0.9741657696447793,0.01829924650161464,0.006458557588805167,315,0.11302475780409042,0.5479009687836384,0.33907427341227125
46,37003,2802,569,2053,108,223,690,72,2802,1.0,0.2030692362598144,0.7326909350463955,0.03854389721627409,0.02569593147751606,1889,0.07958600999286224,0.2462526766595289,0.6741613133476089
47,37003,1758,246,1331,130,397,610,51,1758,1.0,0.13993174061433447,0.7571103526734926,0.07394766780432309,0.02901023890784983,751,0.22582480091012513,0.34698521046643915,0.4271899886234357
48,37003,1384,49,1293,23,299,552,19,1384,1.0,0.03540462427745665,0.9342485549132948,0.016618497109826588,0.013728323699421965,533,0.21604046242774566,0.3988439306358382,0.38511560693641617
49,37003,1737,230,1418,52,389,591,37,1737,1.0,0.13241220495106507,0.816350028785262,0.029936672423719057,0.021301093839953943,757,0.22394933793897526,0.34024179620034545,0.43580886586067935
50,37003,1092,74,956,46,168,459,16,1092,1.0,0.06776556776556776,0.8754578754578755,0.04212454212454213,0.014652014652014652,465,0.15384615384615385,0.42032967032967034,0.4258241758241758
51,37003,1826,10,1752,34,252,893,30,1826,1.0,0.00547645125958379,0.9594742606790799,0.018619934282584884,0.01642935377875137,681,0.1380065717415115,0.4890470974808324,0.3729463307776561
52,37005,702,0,672,25,123,281,5,702,1.0,0.0,0.9572649572649573,0.03561253561253561,0.007122507122507123,298,0.1752136752136752,0.40028490028490027,0.42450142450142453
53,37005,718,5,647,56,145,248,10,718,1.0,0.006963788300835654,0.9011142061281338,0.07799442896935933,0.013927576601671309,325,0.201949860724234,0.34540389972144847,0.45264623955431754
54,37005,1214,3,1163,32,224,572,16,1214,1.0,0.002471169686985173,0.9579901153212521,0.026359143327841845,0.013179571663920923,418,0.18451400329489293,0.471169686985173,0.3443163097199341
55,37005,3532,71,3055,362,712,1125,44,3532,1.0,0.020101925254813136,0.8649490373725934,0.10249150622876557,0.01245753114382786,1695,0.2015855039637599,0.31851642129105323,0.47989807474518686
56,37005,1567,10,1413,132,215,713,12,1567,1.0,0.006381620931716656,0.9017230376515635,0.08423739629865985,0.007657945118059987,639,0.1372048500319081,0.45500957243139756,0.4077855775366943
57,37005,325,4,288,33,44,137,0,325,1.0,0.012307692307692308,0.8861538461538462,0.10153846153846154,0.0,144,0.13538461538461538,0.42153846153846153,0.4430769230769231
58,37005,862,4,824,24,111,301,10,862,1.0,0.004640371229698376,0.9559164733178654,0.027842227378190254,0.01160092807424594,450,0.12877030162412992,0.3491879350348028,0.5220417633410673
59,37007,1595,217,1297,41,257,581,40,1595,1.0,0.1360501567398119,0.8131661442006269,0.025705329153605017,0.025078369905956112,757,0.16112852664576802,0.36426332288401253,0.4746081504702194
60,37007,353,117,199,31,100,95,6,353,1.0,0.3314447592067989,0.5637393767705382,0.08781869688385269,0.0169971671388102,158,0.28328611898017,0.26912181303116145,0.4475920679886686
61,37007,2672,1373,1229,25,1142,518,45,2672,1.0,0.5138473053892215,0.45995508982035926,0.0093562874251497,0.016841317365269462,1012,0.4273952095808383,0.19386227544910178,0.3787425149700599
62,37007,2623,1725,817,30,1314,399,51,2623,1.0,0.6576439191765154,0.3114754098360656,0.011437285550895921,0.019443385436523065,910,0.5009531071292413,0.15211589782691576,0.34693099504384295
63,37007,4109,2391,1325,279,842,305,114,4109,1.0,0.5818934047213434,0.32246288634704307,0.06789973229496228,0.027743976636651253,2962,0.20491603796544172,0.07422730591384766,0.7208566561207106
64,37007,2887,1149,1645,26,973,626,67,2887,1.0,0.3979909941115345,0.5697956356078975,0.009005888465535157,0.023207481815032908,1288,0.3370280568063734,0.2168340838240388,0.44613785936958783
65,37007,1431,937,407,59,789,151,28,1431,1.0,0.6547868623340322,0.28441649196366176,0.04122990915443746,0.019566736547868623,491,0.5513626834381551,0.10552061495457722,0.34311670160726765
66,37007,1513,237,1226,18,281,596,32,1513,1.0,0.1566424322538004,0.8103106411103768,0.011896893588896233,0.021150033046926635,636,0.18572372769332451,0.3939193654990086,0.4203569068076669
67,37007,1289,502,736,18,412,336,33,1289,1.0,0.3894491854150504,0.5709852598913887,0.013964313421256789,0.02560124127230411,541,0.31962761830876646,0.26066718386346005,0.4197051978277735
68,37007,1224,681,510,23,525,257,10,1224,1.0,0.5563725490196079,0.4166666666666667,0.018790849673202614,0.008169934640522876,442,0.42892156862745096,0.2099673202614379,0.3611111111111111
69,37007,1286,528,709,8,384,302,41,1286,1.0,0.4105754276827372,0.5513219284603421,0.006220839813374806,0.03188180404354588,600,0.2986003110419907,0.23483670295489892,0.4665629860031104
70,37009,930,3,889,31,142,372,7,930,1.0,0.0032258064516129032,0.9559139784946237,0.03333333333333333,0.007526881720430108,416,0.15268817204301074,0.4,0.44731182795698926
71,37009,710,2,684,14,126,296,10,710,1.0,0.0028169014084507044,0.9633802816901409,0.01971830985915493,0.014084507042253521,288,0.17746478873239438,0.4169014084507042,0.4056338028169014
72,37009,487,1,465,14,67,237,7,487,1.0,0.002053388090349076,0.9548254620123203,0.028747433264887063,0.014373716632443531,183,0.1375770020533881,0.486652977412731,0.3757700205338809
73,37009,332,0,316,9,45,100,7,332,1.0,0.0,0.9518072289156626,0.02710843373493976,0.02108433734939759,187,0.1355421686746988,0.30120481927710846,0.5632530120481928
74,37009,1439,0,1391,31,241,538,17,1439,1.0,0.0,0.9666435024322446,0.021542738012508687,0.0118137595552467,660,0.1674774148714385,0.37387074357192496,0.4586518415566366
75,37009,2129,14,1996,105,475,733,14,2129,1.0,0.006575857209957727,0.9375293565054016,0.04931892907468295,0.006575857209957727,921,0.22310944105213715,0.3442930953499295,0.43259746359793333
76,37009,985,1,958,18,123,407,8,985,1.0,0.0010152284263959391,0.9725888324873097,0.018274111675126905,0.008121827411167513,455,0.12487309644670051,0.4131979695431472,0.4619289340101523
77,37009,535,0,522,6,92,130,7,535,1.0,0.0,0.9757009345794393,0.011214953271028037,0.013084112149532711,313,0.17196261682242991,0.24299065420560748,0.5850467289719626
78,37009,585,2,572,6,89,229,5,585,1.0,0.003418803418803419,0.9777777777777777,0.010256410256410256,0.008547008547008548,267,0.15213675213675212,0.39145299145299145,0.4564102564102564
79,37009,200,1,191,2,31,68,6,200,1.0,0.005,0.955,0.01,0.03,101,0.155,0.34,0.505
80,37009,252,1,247,0,51,72,4,252,1.0,0.003968253968253968,0.9801587301587301,0.0,0.015873015873015872,129,0.20238095238095238,0.2857142857142857,0.5119047619047619
81,37009,500,1,491,6,88,200,2,500,1.0,0.002,0.982,0.012,0.004,212,0.176,0.4,0.424
82,37009,2094,11,1971,84,393,868,28,2094,1.0,0.0052531041069723014,0.9412607449856734,0.04011461318051576,0.013371537726838587,833,0.1876790830945559,0.4145176695319962,0.39780324737344797
83,37009,1122,4,1044,64,220,468,10,1122,1.0,0.0035650623885918,0.93048128342246,0.0570409982174688,0.008912655971479501,434,0.19607843137254902,0.41711229946524064,0.3868092691622103
84,37009,2172,2,2102,48,452,995,20,2172,1.0,0.0009208103130755065,0.9677716390423573,0.022099447513812154,0.009208103130755065,725,0.20810313075506445,0.4581031307550645,0.3337937384898711
85,37009,3681,33,3290,290,715,1213,68,3681,1.0,0.008964955175224124,0.8937788644390111,0.07878293941863625,0.018473240967128497,1753,0.19424069546318934,0.3295300190165716,0.4762292855202391
86,37009,3827,41,3552,182,766,1316,52,3827,1.0,0.010713352495427228,0.9281421478965247,0.04755683302848184,0.01358766657956624,1745,0.20015678076822577,0.34387248497517636,0.45597073425659784
87,37011,320,0,314,3,32,162,3,320,1.0,0.0,0.98125,0.009375,0.009375,126,0.1,0.50625,0.39375
88,37011,996,5,879,97,147,479,15,996,1.0,0.0050200803212851405,0.8825301204819277,0.09738955823293173,0.015060240963855422,370,0.14759036144578314,0.48092369477911645,0.3714859437751004
89,37011,547,0,535,9,50,250,3,547,1.0,0.0,0.9780621572212066,0.016453382084095063,0.005484460694698354,247,0.09140767824497258,0.4570383912248629,0.4515539305301645
90,37011,2538,65,2314,102,498,906,57,2538,1.0,0.0256107171000788,0.9117415287628053,0.04018912529550828,0.022458628841607566,1134,0.19621749408983452,0.35697399527186763,0.44680851063829785
91,37011,501,4,489,3,34,164,5,501,1.0,0.007984031936127744,0.9760479041916168,0.005988023952095809,0.00998003992015968,303,0.06786427145708583,0.3273453093812375,0.6047904191616766
92,37011,365,0,356,8,31,219,1,365,1.0,0.0,0.9753424657534246,0.021917808219178082,0.0027397260273972603,115,0.08493150684931507,0.6,0.3150684931506849
93,37011,395,0,380,11,37,184,4,395,1.0,0.0,0.9620253164556962,0.027848101265822784,0.010126582278481013,174,0.09367088607594937,0.46582278481012657,0.44050632911392407
94,37011,384,0,380,1,23,181,3,384,1.0,0.0,0.9895833333333334,0.0026041666666666665,0.0078125,180,0.059895833333333336,0.4713541666666667,0.46875
95,37011,2709,577,2001,91,116,383,40,2709,1.0,0.2129937246216316,0.7386489479512736,0.03359173126614987,0.014765596160944998,2210,0.042820228866740494,0.14138058324104835,0.8157991878922112
96,37011,105,3,100,0,20,31,2,105,1.0,0.02857142857142857,0.9523809523809523,0.0,0.01904761904761905,54,0.19047619047619047,0.29523809523809524,0.5142857142857142
97,37011,555,7,540,7,49,303,1,555,1.0,0.012612612612612612,0.972972972972973,0.012612612612612612,0.0018018018018018018,203,0.08828828828828829,0.5459459459459459,0.36576576576576575
98,37011,992,7,939,40,100,318,6,992,1.0,0.007056451612903226,0.9465725806451613,0.04032258064516129,0.006048387096774193,574,0.10080645161290322,0.32056451612903225,0.5786290322580645
99,37011,345,1,319,21,40,187,4,345,1.0,0.002898550724637681,0.9246376811594202,0.06086956521739131,0.011594202898550725,118,0.11594202898550725,0.5420289855072464,0.34202898550724636
100,37011,930,4,889,29,142,448,8,930,1.0,0.004301075268817204,0.9559139784946237,0.03118279569892473,0.008602150537634409,340,0.15268817204301074,0.4817204301075269,0.3655913978494624
101,37011,538,0,518,15,107,230,5,538,1.0,0.0,0.9628252788104089,0.027881040892193308,0.00929368029739777,201,0.19888475836431227,0.4275092936802974,0.3736059479553903
102,37011,1031,2,966,55,230,586,8,1031,1.0,0.0019398642095053346,0.9369544131910766,0.0533462657613967,0.007759456838021339,215,0.22308438409311349,0.5683802133850631,0.20853540252182348
103,37011,899,1,833,51,101,376,14,899,1.0,0.0011123470522803114,0.9265850945494994,0.05672969966629588,0.01557285873192436,422,0.11234705228031146,0.41824249165739713,0.4694104560622914
104,37011,235,4,228,2,24,127,1,235,1.0,0.01702127659574468,0.9702127659574468,0.00851063829787234,0.00425531914893617,84,0.10212765957446808,0.5404255319148936,0.3574468085106383
105,37011,353,0,322,17,101,232,14,353,1.0,0.0,0.9121813031161473,0.04815864022662889,0.039660056657223795,20,0.28611898016997167,0.6572237960339944,0.056657223796033995
106,37013,2478,475,1602,385,550,902,16,2478,1.0,0.1916868442292171,0.6464891041162227,0.1553672316384181,0.00645682001614205,1026,0.22195318805488298,0.3640032284100081,0.41404358353510895
107,37013,1305,575,685,30,524,337,15,1305,1.0,0.44061302681992337,0.524904214559387,0.022988505747126436,0.011494252873563218,444,0.40153256704980844,0.2582375478927203,0.34022988505747126
108,37013,1615,159,1427,18,254,665,11,1615,1.0,0.09845201238390093,0.8835913312693499,0.011145510835913313,0.006811145510835914,696,0.15727554179566564,0.4117647058823529,0.4309597523219814
109,37013,1690,753,819,90,712,361,28,1690,1.0,0.4455621301775148,0.4846153846153846,0.05325443786982249,0.016568047337278107,617,0.421301775147929,0.2136094674556213,0.3650887573964497
110,37013,841,274,545,13,292,317,9,841,1.0,0.3258026159334126,0.6480380499405469,0.015457788347205707,0.01070154577883472,232,0.34720570749108204,0.3769322235434007,0.27586206896551724
111,37013,1483,435,989,43,475,515,16,1483,1.0,0.2933243425488874,0.6668914362778152,0.02899527983816588,0.01078894133513149,493,0.3202966958867161,0.3472690492245448,0.33243425488873907
112,37013,957,59,854,33,96,519,11,957,1.0,0.06165099268547544,0.8923719958202717,0.034482758620689655,0.011494252873563218,342,0.10031347962382445,0.542319749216301,0.3573667711598746
113,37013,1833,773,969,65,630,537,26,1833,1.0,0.4217130387343153,0.5286415711947627,0.03546099290780142,0.014184397163120567,666,0.3436988543371522,0.29296235679214405,0.36333878887070375
114,37013,1897,185,1670,15,483,1047,27,1897,1.0,0.09752240379546652,0.8803373748023194,0.00790722192936215,0.014232999472851872,367,0.25461254612546125,0.5519240906694781,0.19346336320506063
115,37013,2650,398,2059,139,470,1139,54,2650,1.0,0.150188679245283,0.7769811320754717,0.052452830188679245,0.020377358490566037,1041,0.17735849056603772,0.429811320754717,0.3928301886792453
116,37013,1507,920,475,80,834,220,32,1507,1.0,0.6104844061048441,0.3151957531519575,0.05308560053085601,0.021234240212342402,453,0.5534173855341739,0.145985401459854,0.30059721300597214
117,37013,4524,1004,3245,223,841,1518,52,4524,1.0,0.22192749778956675,0.7172855879752431,0.049292661361626876,0.011494252873563218,2165,0.1858974358974359,0.33554376657824936,0.47855879752431474
118,37013,1737,853,796,55,716,363,33,1737,1.0,0.491076568796776,0.45826137017846863,0.03166378814047208,0.018998272884283247,658,0.41220495106505467,0.20898100172711573,0.3788140472078296
119,37013,1392,457,812,111,321,501,12,1392,1.0,0.32830459770114945,0.5833333333333334,0.07974137931034483,0.008620689655172414,570,0.23060344827586207,0.3599137931034483,0.40948275862068967
120,37013,2571,624,1735,186,682,849,26,2571,1.0,0.2427071178529755,0.6748346946713341,0.07234539089848308,0.010112796577207312,1040,0.26526643329443794,0.33022170361726955,0.4045118630882925
121,37013,1846,101,1617,114,202,967,14,1846,1.0,0.05471289274106175,0.8759479956663055,0.06175514626218852,0.007583965330444204,677,0.1094257854821235,0.5238353196099675,0.366738894907909
122,37013,1190,428,737,10,327,348,15,1190,1.0,0.3596638655462185,0.619327731092437,0.008403361344537815,0.012605042016806723,515,0.2747899159663866,0.292436974789916,0.4327731092436975
123,37013,1872,80,1742,23,336,1026,27,1872,1.0,0.042735042735042736,0.9305555555555556,0.012286324786324786,0.014423076923076924,510,0.1794871794871795,0.5480769230769231,0.2724358974358974
124,37013,912,87,783,37,110,482,5,912,1.0,0.09539473684210527,0.8585526315789473,0.04057017543859649,0.005482456140350877,320,0.1206140350877193,0.5285087719298246,0.3508771929824561
125,37013,1616,119,1436,46,268,781,15,1616,1.0,0.07363861386138613,0.8886138613861386,0.028465346534653466,0.009282178217821782,567,0.16584158415841585,0.4832920792079208,0.35086633663366334
126,37013,1316,257,914,139,312,583,6,1316,1.0,0.1952887537993921,0.6945288753799392,0.10562310030395136,0.004559270516717325,421,0.23708206686930092,0.4430091185410334,0.31990881458966564
127,37015,1707,1096,585,16,790,289,10,1707,1.0,0.6420620972466315,0.3427065026362039,0.009373169302870533,0.005858230814294083,628,0.46280023432923256,0.169302870533099,0.36789689513766843
128,37015,849,421,418,0,298,256,10,849,1.0,0.4958775029446408,0.4923439340400471,0.0,0.011778563015312132,295,0.3510011778563015,0.30153121319199055,0.3474676089517079
129,37015,986,470,493,8,302,337,15,986,1.0,0.4766734279918864,0.5,0.008113590263691683,0.015212981744421906,347,0.30628803245436104,0.34178498985801214,0.35192697768762676
130,37015,811,463,336,2,379,215,10,811,1.0,0.5709001233045623,0.41430332922318125,0.002466091245376079,0.012330456226880395,217,0.46732429099876693,0.2651048088779285,0.2675709001233046
131,37015,764,24,728,1,38,455,11,764,1.0,0.031413612565445025,0.9528795811518325,0.0013089005235602095,0.014397905759162303,271,0.049738219895287955,0.5955497382198953,0.35471204188481675
132,37015,5703,3712,1775,58,2083,883,158,5703,1.0,0.650885498860249,0.31123969840434856,0.010170085919691391,0.02770471681571103,2737,0.3652463615640891,0.1548307908118534,0.4799228476240575
133,37015,983,578,386,7,387,177,12,983,1.0,0.5879959308240081,0.392675483214649,0.007121057985757884,0.012207527975584944,419,0.3936927772126144,0.18006103763987794,0.4262461851475076
134,37015,1025,778,213,26,551,107,8,1025,1.0,0.7590243902439024,0.20780487804878048,0.025365853658536587,0.007804878048780488,367,0.5375609756097561,0.10439024390243902,0.35804878048780486
135,37015,1274,498,768,3,357,408,5,1274,1.0,0.39089481946624804,0.6028257456828885,0.002354788069073783,0.003924646781789639,509,0.2802197802197802,0.3202511773940345,0.39952904238618525
136,37015,1050,879,135,26,608,65,10,1050,1.0,0.8371428571428572,0.12857142857142856,0.024761904761904763,0.009523809523809525,377,0.579047619047619,0.06190476190476191,0.35904761904761906
137,37015,1302,954,323,17,650,171,8,1302,1.0,0.7327188940092166,0.24807987711213517,0.013056835637480798,0.006144393241167435,481,0.49923195084485406,0.1313364055299539,0.369431643625192
138,37015,392,335,52,4,252,24,1,392,1.0,0.8545918367346939,0.1326530612244898,0.01020408163265306,0.002551020408163265,116,0.6428571428571429,0.061224489795918366,0.29591836734693877
139,37017,1607,245,1312,22,305,706,28,1607,1.0,0.15245799626633477,0.8164281269446173,0.013690105787181083,0.017423771001866834,596,0.1897946484131923,0.4393279402613566,0.37087741132545116
140,37017,813,202,556,44,211,275,11,813,1.0,0.24846248462484624,0.6838868388683886,0.05412054120541206,0.013530135301353014,327,0.25953259532595324,0.33825338253382536,0.4022140221402214
141,37017,3006,660,2219,74,581,1043,53,3006,1.0,0.21956087824351297,0.7381902860944777,0.024617431803060547,0.01763140385894877,1382,0.19328010645375915,0.34697272122421824,0.4597471723220226
142,37017,1838,460,1221,126,393,668,31,1838,1.0,0.250272034820457,0.6643090315560392,0.06855277475516866,0.016866158868335146,777,0.21381936887921654,0.3634385201305767,0.42274211099020675
143,37017,1414,608,703,68,419,348,35,1414,1.0,0.42998585572843,0.4971711456859972,0.04809052333804809,0.024752475247524754,647,0.29632248939179634,0.24611032531824611,0.45756718528995755
144,37017,1503,911,301,7,821,109,284,1503,1.0,0.6061210911510313,0.20026613439787092,0.004657351962741184,0.18895542248835662,573,0.5462408516300732,0.07252162341982701,0.3812375249500998
145,37017,1439,830,512,41,687,210,56,1439,1.0,0.5767894371091036,0.3558026407227241,0.02849200833912439,0.03891591382904795,542,0.477414871438499,0.1459346768589298,0.3766504517025712
146,37017,1789,707,901,133,575,415,48,1789,1.0,0.3951928451648966,0.5036333147009503,0.07434320849636669,0.026830631637786474,799,0.32140860816098377,0.2319731693683622,0.44661822247065397
147,37017,739,132,550,47,106,232,10,739,1.0,0.17861975642760486,0.7442489851150202,0.06359945872801083,0.013531799729364006,401,0.14343707713125844,0.31393775372124494,0.5426251691474966
148,37017,1410,378,799,209,330,369,24,1410,1.0,0.2680851063829787,0.5666666666666667,0.14822695035460992,0.01702127659574468,711,0.23404255319148937,0.26170212765957446,0.5042553191489362
