,County,VAP,BVAP,EL16G_PR_D,EL16G_PR_R,OVAP,TOT_VOTES,factor,BVAP_pct,OVAP_pct,PRES16None,EL16G_PR_D_pct,EL16G_PR_R_pct,PRES16None_pct
0,37001,1505,338,339,271,1167,1505,1.0,0.2245847176079734,0.7754152823920266,895,0.22524916943521595,0.18006644518272424,0.5946843853820598
1,37001,2503,712,552,322,1791,2503,1.0,0.2844586496204555,0.7155413503795446,1629,0.2205353575709149,0.12864562524970036,0.6508190171793847
2,37001,2156,243,706,618,1913,2156,1.0,0.11270871985157699,0.887291280148423,832,0.3274582560296846,0.28664192949907236,0.38589981447124305
3,37001,3167,1027,834,423,2140,3167,1.0,0.3242816545626776,0.6757183454373223,1910,0.2633407009788443,0.13356488790653614,0.6030944111146195
4,37001,1713,50,578,809,1663,1713,1.0,0.02918855808523059,0.9708114419147694,326,0.3374197314652656,0.47227086981903094,0.19030939871570343
5,37001,1948,276,543,666,1672,1948,1.0,0.14168377823408623,0.8583162217659137,739,0.27874743326488705,0.34188911704312114,0.37936344969199176
6,37001,2127,494,607,569,1633,2127,1.0,0.23225199811941702,0.767748001880583,951,0.2853784673248707,0.26751292900799245,0.44710860366713684
7,37001,4955,350,1346,1374,4605,4955,1.0,0.07063572149344097,0.929364278506559,2235,0.27164480322906154,0.2772956609485368,0.4510595358224016
8,37001,3483,81,403,2004,3402,3483,1.0,0.023255813953488372,0.9767441860465116,1076,0.11570485213896066,0.5753660637381568,0.30892908412288256
9,37001,2371,578,741,671,1793,2371,1.0,0.24377899620413326,0.7562210037958668,959,0.3125263601855757,0.2830029523407845,0.4044706874736398
10,37001,3130,469,716,1183,2661,3130,1.0,0.14984025559105432,0.8501597444089457,1231,0.22875399361022364,0.3779552715654952,0.3932907348242812
11,37001,3498,1037,996,528,2461,3498,1.0,0.2964551172098342,0.7035448827901658,1974,0.2847341337907376,0.1509433962264151,0.5643224699828473
12,37001,4530,2457,1777,289,2073,4530,1.0,0.5423841059602649,0.45761589403973507,2464,0.3922737306843267,0.06379690949227373,0.5439293598233995
13,37001,3686,257,411,1865,3429,3686,1.0,0.06972327726532827,0.9302767227346718,1410,0.11150298426478568,0.5059685295713511,0.38252848616386326
14,37001,2197,201,523,874,1996,2197,1.0,0.09148839326354119,0.9085116067364588,800,0.2380518889394629,0.3978152025489304,0.36413290851160673
15,37001,1630,141,381,771,1489,1630,1.0,0.08650306748466258,0.9134969325153375,478,0.23374233128834357,0.47300613496932514,0.29325153374233126
16,37001,5580,729,1782,2045,4851,5580,1.0,0.13064516129032258,0.8693548387096774,1753,0.3193548387096774,0.3664874551971326,0.31415770609318994
