,County,VAP,BVAP,EL12G_GV_D,EL12G_GV_R,OVAP,TOT_VOTES,factor,BVAP_pct,OVAP_pct,GOV12None,EL12G_GV_D_pct,EL12G_GV_R_pct,GOV12None_pct
0,37001,1505,338,306,355,1167,1505,1.0,0.2245847176079734,0.7754152823920266,844,0.20332225913621263,0.23588039867109634,0.5607973421926911
1,37001,2503,712,540,374,1791,2503,1.0,0.2844586496204555,0.7155413503795446,1589,0.21574111066719937,0.14942069516580103,0.6348381941669996
2,37001,2156,243,538,793,1913,2156,1.0,0.11270871985157699,0.887291280148423,825,0.24953617810760667,0.3678107606679035,0.3826530612244898
3,37001,3167,1027,864,481,2140,3167,1.0,0.3242816545626776,0.6757183454373223,1822,0.2728133880644143,0.1518787496053047,0.575307862330281
4,37001,1713,50,397,1032,1663,1713,1.0,0.02918855808523059,0.9708114419147694,284,0.23175715119673088,0.6024518388791593,0.16579100992410975
5,37001,1948,276,487,751,1672,1948,1.0,0.14168377823408623,0.8583162217659137,710,0.25,0.385523613963039,0.364476386036961
6,37001,2127,494,479,596,1633,2127,1.0,0.23225199811941702,0.767748001880583,1052,0.22519981194170194,0.28020686412787965,0.49459332393041844
7,37001,4955,350,957,1736,4605,4955,1.0,0.07063572149344097,0.929364278506559,2262,0.19313824419778003,0.35035317860746723,0.4565085771947528
8,37001,3483,81,361,1981,3402,3483,1.0,0.023255813953488372,0.9767441860465116,1141,0.10364628194085558,0.5687625610106231,0.3275911570485214
9,37001,2371,578,627,770,1793,2371,1.0,0.24377899620413326,0.7562210037958668,974,0.26444538169548715,0.3247574862927035,0.41079713201180934
10,37001,3130,469,580,1188,2661,3130,1.0,0.14984025559105432,0.8501597444089457,1362,0.1853035143769968,0.3795527156549521,0.4351437699680511
11,37001,3498,1037,897,628,2461,3498,1.0,0.2964551172098342,0.7035448827901658,1973,0.2564322469982847,0.17953116066323613,0.5640365923384791
12,37001,4530,2457,1909,315,2073,4530,1.0,0.5423841059602649,0.45761589403973507,2306,0.42141280353200883,0.0695364238410596,0.5090507726269315
13,37001,3686,257,436,1679,3429,3686,1.0,0.06972327726532827,0.9302767227346718,1571,0.11828540423223007,0.45550732501356483,0.4262072707542051
14,37001,2197,201,420,930,1996,2197,1.0,0.09148839326354119,0.9085116067364588,847,0.19116977696859352,0.42330450614474285,0.38552571688666365
15,37001,1630,141,291,773,1489,1630,1.0,0.08650306748466258,0.9134969325153375,566,0.1785276073619632,0.4742331288343558,0.347239263803681
16,37001,5580,729,1173,2210,4851,5580,1.0,0.13064516129032258,0.8693548387096774,2197,0.21021505376344085,0.3960573476702509,0.39372759856630823
17,37001,1694,70,254,694,1624,1694,1.0,0.04132231404958678,0.9586776859504132,746,0.14994096812278632,0.40968122786304606,0.44037780401416765
18,37001,3476,1342,1178,942,2134,3476,1.0,0.3860759493670886,0.6139240506329114,1356,0.33889528193325663,0.2710011507479862,0.39010356731875717
19,37001,5931,1310,1826,2237,4621,5931,1.0,0.2208733771707975,0.7791266228292025,1868,0.3078738829876918,0.37717079750463667,0.3149553195076716
20,37001,3118,255,568,1164,2863,3118,1.0,0.081783194355356,0.918216805644644,1386,0.18216805644644002,0.37331622835150735,0.4445157152020526
21,37001,4345,476,792,1813,3869,4345,1.0,0.1095512082853855,0.8904487917146146,1740,0.18227848101265823,0.41726121979286535,0.4004602991944764
22,37001,2757,951,724,390,1806,2757,1.0,0.34494015233949943,0.6550598476605005,1643,0.26260428001450853,0.14145810663764963,0.5959376133478419
