,COUNTY,VAP,AMINVAP,PRES20D,PRES20R,OVAP,TOT_VOTES,factor,AMINVAP_pct,OVAP_pct,PRES20None,PRES20D_pct,PRES20R_pct,PRES20None_pct
34,Ashland,98,1,38,45,97,98,1.0,0.01020408163265306,0.9897959183673469,15,0.3877551020408163,0.45918367346938777,0.15306122448979592
35,Ashland,565,5,162,396,560,565,1.0,0.008849557522123894,0.9911504424778761,7,0.2867256637168142,0.7008849557522124,0.012389380530973451
36,Ashland,289,6,74,110,283,289,1.0,0.020761245674740483,0.9792387543252595,105,0.2560553633217993,0.3806228373702422,0.3633217993079585
37,Barron,2673,24,683,837,2649,2673,1.0,0.008978675645342313,0.9910213243546577,1153,0.2555181444070333,0.31313131313131315,0.43135054246165355
38,Barron,1751,3,415,718,1748,1751,1.0,0.0017133066818960593,0.9982866933181039,618,0.23700742432895489,0.41005139920045686,0.35294117647058826
39,Barron,1738,22,492,681,1716,1738,1.0,0.012658227848101266,0.9873417721518988,565,0.28308400460299193,0.39182968929804374,0.32508630609896433
40,Barron,6671,52,1925,2292,6619,6671,1.0,0.007794933293359316,0.9922050667066407,2454,0.2885624344176285,0.34357667516114526,0.3678608904212262
41,Barron,702,4,171,405,698,702,1.0,0.005698005698005698,0.9943019943019943,126,0.24358974358974358,0.5769230769230769,0.1794871794871795
42,Barron,555,4,123,215,551,555,1.0,0.007207207207207207,0.9927927927927928,217,0.22162162162162163,0.38738738738738737,0.390990990990991
43,Barron,671,1,109,304,670,671,1.0,0.0014903129657228018,0.9985096870342772,258,0.16244411326378538,0.45305514157973176,0.38450074515648286
44,Barron,532,1,174,266,531,532,1.0,0.0018796992481203006,0.9981203007518797,92,0.32706766917293234,0.5,0.17293233082706766
45,Barron,823,4,256,525,819,823,1.0,0.004860267314702308,0.9951397326852977,42,0.3110571081409477,0.637910085054678,0.05103280680437424
46,Barron,1411,4,462,713,1407,1411,1.0,0.002834868887313962,0.997165131112686,236,0.32742735648476257,0.5053153791637137,0.16725726435152374
47,Barron,654,3,121,272,651,654,1.0,0.0045871559633027525,0.9954128440366973,261,0.18501529051987767,0.41590214067278286,0.39908256880733944
48,Barron,602,4,147,320,598,602,1.0,0.006644518272425249,0.9933554817275747,135,0.2441860465116279,0.53156146179402,0.22425249169435216
49,Barron,681,3,169,315,678,681,1.0,0.004405286343612335,0.9955947136563876,197,0.24816446402349487,0.46255506607929514,0.28928046989721
50,Barron,427,2,82,225,425,427,1.0,0.00468384074941452,0.9953161592505855,120,0.1920374707259953,0.5269320843091335,0.2810304449648712
51,Barron,634,0,144,297,634,634,1.0,0.0,1.0,193,0.22712933753943218,0.46845425867507884,0.30441640378548895
52,Barron,358,0,98,214,358,358,1.0,0.0,1.0,46,0.2737430167597765,0.5977653631284916,0.12849162011173185
53,Barron,780,2,214,401,778,780,1.0,0.002564102564102564,0.9974358974358974,165,0.2743589743589744,0.514102564102564,0.21153846153846154
54,Barron,736,1,118,371,735,736,1.0,0.001358695652173913,0.998641304347826,247,0.16032608695652173,0.5040760869565217,0.33559782608695654
55,Barron,610,70,219,291,540,610,1.0,0.11475409836065574,0.8852459016393442,100,0.3590163934426229,0.47704918032786886,0.16393442622950818
56,Barron,715,1,189,343,714,715,1.0,0.0013986013986013986,0.9986013986013986,183,0.26433566433566436,0.4797202797202797,0.25594405594405595
57,Barron,412,1,105,221,411,412,1.0,0.0024271844660194173,0.9975728155339806,86,0.25485436893203883,0.5364077669902912,0.2087378640776699
58,Barron,1210,5,285,683,1205,1210,1.0,0.004132231404958678,0.9958677685950413,242,0.23553719008264462,0.5644628099173554,0.2
59,Barron,2369,7,674,1039,2362,2369,1.0,0.0029548332629801602,0.9970451667370198,656,0.2845082313212326,0.4385816800337695,0.2769100886449979
60,Barron,471,0,111,251,471,471,1.0,0.0,1.0,109,0.2356687898089172,0.5329087048832272,0.23142250530785563
61,Barron,534,4,129,274,530,534,1.0,0.00749063670411985,0.9925093632958801,131,0.24157303370786518,0.5131086142322098,0.24531835205992508
62,Barron,1928,4,476,1017,1924,1928,1.0,0.002074688796680498,0.9979253112033195,435,0.24688796680497926,0.5274896265560166,0.22562240663900415
63,Barron,599,1,145,308,598,599,1.0,0.001669449081803005,0.998330550918197,146,0.24207011686143573,0.5141903171953256,0.24373956594323873
64,Barron,468,2,108,244,466,468,1.0,0.004273504273504274,0.9957264957264957,116,0.23076923076923078,0.5213675213675214,0.24786324786324787
65,Barron,495,3,131,248,492,495,1.0,0.006060606060606061,0.9939393939393939,116,0.26464646464646463,0.501010101010101,0.23434343434343435
66,Barron,518,3,85,246,515,518,1.0,0.005791505791505791,0.9942084942084942,187,0.1640926640926641,0.4749034749034749,0.361003861003861
67,Barron,1302,3,298,615,1299,1302,1.0,0.002304147465437788,0.9976958525345622,389,0.22887864823348694,0.47235023041474655,0.29877112135176653
68,Barron,328,1,44,137,327,328,1.0,0.003048780487804878,0.9969512195121951,147,0.13414634146341464,0.4176829268292683,0.4481707317073171
69,Barron,219,0,60,90,219,219,1.0,0.0,1.0,69,0.273972602739726,0.410958904109589,0.3150684931506849
70,Barron,14,0,5,5,14,14,1.0,0.0,1.0,4,0.35714285714285715,0.35714285714285715,0.2857142857142857
72,Barron,373,1,66,147,372,373,1.0,0.002680965147453083,0.9973190348525469,160,0.1769436997319035,0.3941018766756032,0.4289544235924933
73,Barron,756,38,161,273,718,756,1.0,0.05026455026455026,0.9497354497354498,322,0.21296296296296297,0.3611111111111111,0.42592592592592593
75,Bayfield,412,55,314,57,357,412,1.0,0.13349514563106796,0.866504854368932,41,0.7621359223300971,0.1383495145631068,0.09951456310679611
76,Bayfield,1659,87,944,320,1572,1659,1.0,0.05244122965641953,0.9475587703435805,395,0.5690174804098854,0.19288728149487644,0.23809523809523808
77,Bayfield,586,9,291,241,577,586,1.0,0.015358361774744027,0.984641638225256,54,0.49658703071672355,0.4112627986348123,0.09215017064846416
78,Bayfield,702,4,321,346,698,702,1.0,0.005698005698005698,0.9943019943019943,35,0.45726495726495725,0.4928774928774929,0.04985754985754986
79,Bayfield,570,85,399,158,485,570,1.0,0.14912280701754385,0.8508771929824561,13,0.7,0.2771929824561403,0.02280701754385965
80,Bayfield,404,14,227,137,390,404,1.0,0.034653465346534656,0.9653465346534653,40,0.5618811881188119,0.33910891089108913,0.09900990099009901
81,Bayfield,265,2,182,82,263,265,1.104602510460251,0.007547169811320755,0.9924528301886792,1,0.6867924528301886,0.30943396226415093,0.0037735849056603774
82,Bayfield,694,1,270,339,693,694,1.0,0.001440922190201729,0.9985590778097982,85,0.38904899135446686,0.4884726224783862,0.12247838616714697
83,Bayfield,207,2,118,88,205,207,1.0564102564102564,0.00966183574879227,0.9903381642512077,1,0.5700483091787439,0.4251207729468599,0.004830917874396135
84,Bayfield,253,3,120,132,250,253,1.135135135135135,0.011857707509881422,0.9881422924901185,1,0.4743083003952569,0.5217391304347826,0.003952569169960474
85,Bayfield,379,0,196,168,379,379,1.0,0.0,1.0,15,0.5171503957783641,0.44327176781002636,0.0395778364116095
86,Bayfield,529,10,211,258,519,529,1.0,0.01890359168241966,0.9810964083175804,60,0.3988657844990548,0.4877126654064272,0.11342155009451796
87,Bayfield,387,3,160,192,384,387,1.0,0.007751937984496124,0.9922480620155039,35,0.4134366925064599,0.49612403100775193,0.09043927648578812
88,Bayfield,350,6,160,189,344,350,1.1009463722397477,0.017142857142857144,0.9828571428571429,1,0.45714285714285713,0.54,0.002857142857142857
89,Bayfield,920,19,366,440,901,920,1.0,0.020652173913043477,0.9793478260869565,114,0.3978260869565217,0.4782608695652174,0.12391304347826088
90,Bayfield,329,8,108,157,321,329,1.0,0.0243161094224924,0.9756838905775076,64,0.3282674772036474,0.47720364741641336,0.1945288753799392
91,Bayfield,309,5,89,143,304,309,1.0,0.016181229773462782,0.9838187702265372,77,0.28802588996763756,0.4627831715210356,0.24919093851132687
92,Bayfield,233,1,76,114,232,233,1.0,0.004291845493562232,0.9957081545064378,43,0.3261802575107296,0.4892703862660944,0.18454935622317598
93,Bayfield,234,5,82,108,229,234,1.0,0.021367521367521368,0.9786324786324786,44,0.3504273504273504,0.46153846153846156,0.18803418803418803
94,Bayfield,265,2,113,151,263,265,1.1578947368421053,0.007547169811320755,0.9924528301886792,1,0.42641509433962266,0.569811320754717,0.0037735849056603774
95,Bayfield,105,0,44,58,105,105,1.0,0.0,1.0,3,0.41904761904761906,0.5523809523809524,0.02857142857142857
96,Bayfield,389,4,178,200,385,389,1.0,0.010282776349614395,0.9897172236503856,11,0.45758354755784064,0.5141388174807198,0.028277634961439587
97,Bayfield,182,2,85,65,180,182,1.0,0.01098901098901099,0.989010989010989,32,0.46703296703296704,0.35714285714285715,0.17582417582417584
98,Bayfield,325,5,148,126,320,325,1.0,0.015384615384615385,0.9846153846153847,51,0.4553846153846154,0.38769230769230767,0.15692307692307692
99,Bayfield,917,629,601,91,288,917,1.0,0.6859323882224646,0.31406761177753545,225,0.6553980370774264,0.09923664122137404,0.24536532170119957
100,Bayfield,179,2,64,82,177,179,1.0,0.0111731843575419,0.9888268156424581,33,0.3575418994413408,0.4581005586592179,0.18435754189944134
101,Bayfield,449,9,256,143,440,449,1.0,0.0200445434298441,0.9799554565701559,50,0.5701559020044543,0.3184855233853007,0.111358574610245
102,Bayfield,67,2,24,32,65,67,1.0,0.029850746268656716,0.9701492537313433,11,0.3582089552238806,0.47761194029850745,0.16417910447761194
103,Brown,320,1,149,111,319,320,1.0,0.003125,0.996875,60,0.465625,0.346875,0.1875
104,Brown,4210,24,2050,1849,4186,4210,1.0,0.005700712589073635,0.9942992874109263,311,0.48693586698337293,0.4391923990498812,0.07387173396674585
105,Brown,5282,54,1322,1381,5228,5282,1.0,0.010223400227186671,0.9897765997728133,2579,0.2502839833396441,0.2614539946989777,0.48826202196137825
106,Brown,4263,49,1677,2004,4214,4263,1.0,0.011494252873563218,0.9885057471264368,582,0.39338494018296977,0.47009148486981,0.13652357494722026
107,Brown,17,0,1,2,17,17,1.0,0.0,1.0,14,0.058823529411764705,0.11764705882352941,0.8235294117647058
108,Brown,3539,40,1400,1310,3499,3539,1.0,0.011302627860977677,0.9886973721390223,829,0.39559197513421873,0.3701610624470189,0.23424696241876236
109,Brown,836,4,422,413,832,836,1.5965583173996176,0.004784688995215311,0.9952153110047847,1,0.5047846889952153,0.49401913875598086,0.0011961722488038277
110,Brown,28,0,10,18,28,28,1.1666666666666667,0.0,1.0,0,0.35714285714285715,0.6428571428571429,0.0
111,Brown,1455,26,383,303,1429,1455,1.0,0.017869415807560136,0.9821305841924398,769,0.2632302405498282,0.20824742268041238,0.5285223367697595
112,Brown,1167,12,367,367,1155,1167,1.0,0.010282776349614395,0.9897172236503856,433,0.3144815766923736,0.3144815766923736,0.37103684661525277
113,Brown,1658,37,423,293,1621,1658,1.0,0.022316043425814235,0.9776839565741857,942,0.25512665862484923,0.1767189384800965,0.5681544028950543
114,Brown,1773,90,483,239,1683,1773,1.0,0.050761421319796954,0.949238578680203,1051,0.272419627749577,0.13479977439368301,0.59278059785674
115,Brown,1457,39,408,292,1418,1457,1.0,0.026767330130404943,0.9732326698695951,757,0.2800274536719286,0.2004118050789293,0.5195607412491421
116,Brown,1769,37,778,467,1732,1769,1.0,0.020915771622385528,0.9790842283776144,524,0.43979649519502545,0.2639909553420011,0.29621254946297343
117,Brown,1567,33,699,306,1534,1567,1.0,0.021059349074664963,0.978940650925335,562,0.4460753031269943,0.19527760051052967,0.35864709636247605
118,Brown,2038,34,564,357,2004,2038,1.0,0.016683022571148183,0.9833169774288518,1117,0.27674190382728164,0.17517173699705593,0.5480863591756624
119,Brown,1248,15,506,393,1233,1248,1.0,0.01201923076923077,0.9879807692307693,349,0.40544871794871795,0.31490384615384615,0.2796474358974359
120,Brown,1741,31,452,297,1710,1741,1.0,0.017805858701895463,0.9821941412981046,992,0.25962090752441125,0.17059161401493395,0.5697874784606548
121,Brown,1497,5,721,775,1492,1497,1.0490883590462834,0.0033400133600534404,0.9966599866399466,1,0.4816299265197061,0.5177020708082832,0.0006680026720106881
122,Brown,1696,38,456,300,1658,1696,1.0,0.02240566037735849,0.9775943396226415,940,0.2688679245283019,0.17688679245283018,0.5542452830188679
123,Brown,1865,74,427,237,1791,1865,1.0,0.03967828418230563,0.9603217158176943,1201,0.2289544235924933,0.12707774798927615,0.6439678284182305
124,Brown,704,7,198,151,697,704,1.0,0.009943181818181818,0.9900568181818182,355,0.28125,0.21448863636363635,0.5042613636363636
125,Brown,1678,15,449,258,1663,1678,1.0,0.008939213349225268,0.9910607866507747,971,0.26758045292014304,0.1537544696066746,0.5786650774731824
126,Brown,2143,47,538,363,2096,2143,1.0,0.021931871208586095,0.9780681287914139,1242,0.25104993000466636,0.16938870741950537,0.5795613625758282
127,Brown,1391,40,458,371,1351,1391,1.0,0.02875629043853343,0.9712437095614666,562,0.32925952552120774,0.26671459381739754,0.40402588066139467
128,Brown,2041,127,578,273,1914,2041,1.0,0.06222439980401764,0.9377756001959824,1190,0.28319451249387556,0.1337579617834395,0.5830475257226849
129,Brown,1049,58,243,110,991,1049,1.0,0.055290753098188754,0.9447092469018112,696,0.23164918970448045,0.10486177311725453,0.663489037178265
130,Brown,1875,92,503,336,1783,1875,1.0,0.04906666666666667,0.9509333333333333,1036,0.26826666666666665,0.1792,0.5525333333333333
131,Brown,2094,96,649,573,1998,2094,1.0,0.045845272206303724,0.9541547277936963,872,0.3099331423113658,0.27363896848137537,0.4164278892072588
132,Brown,2775,88,633,549,2687,2775,1.0,0.031711711711711714,0.9682882882882883,1593,0.2281081081081081,0.19783783783783784,0.5740540540540541
133,Brown,2156,147,646,368,2009,2156,1.0,0.06818181818181818,0.9318181818181818,1142,0.29962894248608535,0.17068645640074212,0.5296846011131725
134,Brown,2109,95,578,517,2014,2109,1.0,0.04504504504504504,0.954954954954955,1014,0.27406353722143195,0.2451398767188241,0.48079658605974396
135,Brown,1731,63,509,427,1668,1731,1.0,0.036395147313691506,0.9636048526863085,795,0.29404968226458694,0.24667822068168688,0.4592720970537262
136,Brown,848,8,336,297,840,848,1.0,0.009433962264150943,0.9905660377358491,215,0.39622641509433965,0.35023584905660377,0.2535377358490566
137,Brown,1793,22,596,620,1771,1793,1.0,0.012269938650306749,0.9877300613496932,577,0.33240379252649194,0.34578918014500837,0.3218070273284997
138,Brown,1182,18,398,437,1164,1182,1.0,0.015228426395939087,0.9847715736040609,347,0.33671742808798644,0.3697123519458545,0.29357021996615906
139,Brown,1353,90,320,208,1263,1353,1.0,0.06651884700665188,0.9334811529933481,825,0.23651145602365115,0.15373244641537326,0.6097560975609756
140,Brown,1576,54,450,425,1522,1576,1.0,0.03426395939086294,0.9657360406091371,701,0.28553299492385786,0.2696700507614213,0.4447969543147208
141,Brown,1767,30,673,490,1737,1767,1.0,0.01697792869269949,0.9830220713073005,604,0.3808715336728919,0.277306168647425,0.3418222976796831
142,Brown,2181,41,693,608,2140,2181,1.0,0.01879871618523613,0.9812012838147639,880,0.3177441540577717,0.2787712058688675,0.4034846400733608
143,Brown,2475,9,1041,1249,2466,2475,1.0,0.0036363636363636364,0.9963636363636363,185,0.4206060606060606,0.5046464646464647,0.07474747474747474
144,Brown,1239,24,449,363,1215,1239,1.0,0.01937046004842615,0.9806295399515739,427,0.36238902340597257,0.2929782082324455,0.3446327683615819
145,Brown,615,40,243,237,575,615,1.0,0.06504065040650407,0.9349593495934959,135,0.3951219512195122,0.3853658536585366,0.21951219512195122
146,Brown,1723,104,423,318,1619,1723,1.0,0.06035983749274521,0.9396401625072548,982,0.24550203134068485,0.1845618107951248,0.5699361578641904
147,Brown,2035,82,646,571,1953,2035,1.0,0.040294840294840296,0.9597051597051597,818,0.3174447174447175,0.2805896805896806,0.401965601965602
148,Brown,2329,113,801,824,2216,2329,1.0,0.048518677544010305,0.9514813224559897,704,0.34392443108630316,0.35379991412623446,0.30227565478746243
149,Brown,2187,74,804,1075,2113,2187,1.0,0.03383630544124371,0.9661636945587563,308,0.3676268861454047,0.4915409236396891,0.14083219021490626
150,Brown,2329,341,796,658,1988,2329,1.0,0.1464147702876771,0.8535852297123229,875,0.34177758694718763,0.28252468870759984,0.37569772434521254
151,Brown,1850,157,767,886,1693,1850,1.0,0.08486486486486486,0.9151351351351351,197,0.4145945945945946,0.4789189189189189,0.10648648648648648
152,Brown,904,2,373,404,902,904,1.0,0.0022123893805309734,0.9977876106194691,127,0.41261061946902655,0.4469026548672566,0.1404867256637168
153,Brown,2115,4,826,919,2111,2115,1.0,0.0018912529550827422,0.9981087470449173,370,0.3905437352245863,0.43451536643026006,0.17494089834515367
154,Brown,1326,8,480,488,1318,1326,1.0,0.006033182503770739,0.9939668174962293,358,0.36199095022624433,0.3680241327300151,0.26998491704374056
155,Brown,2163,22,890,834,2141,2163,1.0,0.010171058714748035,0.989828941285252,439,0.4114655570966251,0.3855755894590846,0.20295885344429035
156,Brown,1704,36,372,274,1668,1704,1.0,0.02112676056338028,0.9788732394366197,1058,0.21830985915492956,0.1607981220657277,0.6208920187793427
157,Brown,1137,1,323,725,1136,1137,1.0,0.0008795074758135445,0.9991204925241864,89,0.28408091468777485,0.6376429199648197,0.07827616534740545
158,Brown,840,3,180,493,837,840,1.0,0.0035714285714285713,0.9964285714285714,167,0.21428571428571427,0.5869047619047619,0.1988095238095238
159,Brown,1539,4,379,1011,1535,1539,1.0,0.002599090318388564,0.9974009096816114,149,0.24626380766731643,0.6569200779727096,0.096816114359974
160,Brown,1087,1,302,703,1086,1087,1.0,0.0009199632014719411,0.9990800367985281,82,0.2778288868445262,0.6467341306347746,0.07543698252069918
161,Brown,1003,8,230,610,995,1003,1.0,0.007976071784646061,0.9920239282153539,163,0.22931206380857427,0.6081754735792622,0.1625124626121635
162,Brown,3942,19,1518,2423,3923,3942,1.258301404853129,0.004819888381532217,0.9951801116184678,1,0.3850837138508371,0.6146626078132927,0.0002536783358701167
163,Brown,2791,11,1237,1553,2780,2791,1.1807024968260686,0.003941239699032604,0.9960587603009674,1,0.4432103188821211,0.556431386599785,0.00035829451809387314
164,Brown,2438,12,1089,1348,2426,2438,1.1047144152311876,0.004922067268252666,0.9950779327317474,1,0.44667760459392947,0.5529122231337161,0.00041017227235438887
165,Brown,1188,2,196,768,1186,1188,1.0,0.0016835016835016834,0.9983164983164983,224,0.16498316498316498,0.6464646464646465,0.18855218855218855
166,Brown,1153,1,324,689,1152,1153,1.0,0.0008673026886383347,0.9991326973113617,140,0.2810060711188205,0.5975715524718127,0.12142237640936687
167,Brown,1959,13,525,1336,1946,1959,1.0,0.006636038795303726,0.9933639612046963,98,0.2679938744257274,0.6819806023481368,0.050025523226135786
168,Brown,1246,4,408,787,1242,1246,1.0,0.0032102728731942215,0.9967897271268058,51,0.3274478330658106,0.6316211878009631,0.040930979133226325
169,Brown,2661,7,1024,1505,2654,2661,1.0,0.0026305900037579856,0.997369409996242,132,0.38481773769259675,0.5655768508079669,0.0496054114994363
170,Brown,1599,6,445,1053,1593,1599,1.0,0.00375234521575985,0.9962476547842402,101,0.2782989368355222,0.6585365853658537,0.06316447779862414
172,Brown,2717,29,1197,867,2688,2717,1.0,0.010673536989326464,0.9893264630106735,653,0.4405594405594406,0.319101950680898,0.2403386087596614
173,Brown,2160,13,1031,874,2147,2160,1.0,0.0060185185185185185,0.9939814814814815,255,0.4773148148148148,0.4046296296296296,0.11805555555555555
174,Brown,2741,14,1196,1180,2727,2741,1.0,0.005107624954396206,0.9948923750456038,365,0.43633710324699015,0.43049981758482303,0.1331630791681868
175,Brown,3491,54,1051,884,3437,3491,1.0,0.015468347178458894,0.9845316528215411,1556,0.3010598682325981,0.2532225723288456,0.4457175594385563
176,Brown,2230,40,706,722,2190,2230,1.0,0.017937219730941704,0.9820627802690582,802,0.3165919282511211,0.3237668161434978,0.3596412556053812
177,Brown,2122,42,905,908,2080,2122,1.0,0.019792648444863337,0.9802073515551367,309,0.42648444863336477,0.4278982092365693,0.14561734213006597
178,Brown,2206,42,615,716,2164,2206,1.0,0.019038984587488667,0.9809610154125114,875,0.2787851314596555,0.32456935630099726,0.39664551223934724
179,Brown,2118,39,710,842,2079,2118,1.0,0.018413597733711047,0.9815864022662889,566,0.3352219074598678,0.3975448536355052,0.267233238904627
180,Brown,2257,36,829,1064,2221,2257,1.0,0.01595037660611431,0.9840496233938857,364,0.3673017279574657,0.4714222419140452,0.16127603012848915
181,Brown,2412,46,870,1207,2366,2412,1.0,0.019071310116086235,0.9809286898839138,335,0.36069651741293535,0.5004145936981758,0.1388888888888889
182,Brown,5824,32,2015,2049,5792,5824,1.0,0.005494505494505495,0.9945054945054945,1760,0.34598214285714285,0.35182005494505497,0.3021978021978022
183,Brown,5035,27,2038,2645,5008,5035,1.0,0.005362462760675273,0.9946375372393247,352,0.40476663356504466,0.5253227408142999,0.0699106256206554
184,Brown,1582,5,436,820,1577,1582,1.0,0.0031605562579013905,0.9968394437420987,326,0.27560050568900124,0.5183312262958281,0.20606826801517067
186,Brown,5698,885,2428,3269,4813,5698,1.2648756660746003,0.15531765531765532,0.8446823446823447,1,0.4261144261144261,0.5737100737100738,0.0001755001755001755
187,Brown,581,6,167,267,575,581,1.0,0.010327022375215147,0.9896729776247849,147,0.2874354561101549,0.459552495697074,0.25301204819277107
188,Brown,823,0,343,480,823,823,2.2183288409703503,0.0,1.0,0,0.41676792223572295,0.583232077764277,0.0
189,Brown,1246,9,506,674,1237,1246,1.0,0.0072231139646869984,0.992776886035313,66,0.406099518459069,0.5409309791332263,0.052969502407704656
190,Brown,2886,30,967,1428,2856,2886,1.0,0.010395010395010396,0.9896049896049897,491,0.33506583506583504,0.49480249480249483,0.17013167013167013
191,Brown,1918,14,718,1199,1904,1918,1.371244635193133,0.0072992700729927005,0.9927007299270073,1,0.3743482794577685,0.6251303441084463,0.0005213764337851929
192,Brown,3856,43,1672,2065,3813,3856,1.0,0.011151452282157677,0.9888485477178424,119,0.4336099585062241,0.5355290456431535,0.030860995850622408
193,Brown,2418,42,695,835,2376,2418,1.0,0.017369727047146403,0.9826302729528535,888,0.28742762613730355,0.3453267162944582,0.36724565756823824
194,Brown,2386,22,655,1218,2364,2386,1.0,0.009220452640402346,0.9907795473595976,513,0.27451802179379714,0.5104777870913663,0.21500419111483654
195,Brown,4063,21,1282,2394,4042,4063,1.0,0.005168594634506522,0.9948314053654935,387,0.315530396258922,0.5892197883337436,0.09524981540733449
196,Brown,4552,20,1612,2939,4532,4552,1.0942534263044001,0.004393673110720563,0.9956063268892794,1,0.3541300527240773,0.6456502636203867,0.0002196836555360281
197,Brown,1827,10,558,1081,1817,1827,1.0,0.005473453749315818,0.9945265462506842,188,0.3054187192118227,0.5916803503010399,0.10290093048713739
198,Buffalo,661,2,213,254,659,661,1.0,0.0030257186081694403,0.9969742813918305,194,0.32223903177004537,0.3842662632375189,0.2934947049924357
199,Buffalo,844,1,275,356,843,844,1.0,0.001184834123222749,0.9988151658767772,213,0.32582938388625593,0.4218009478672986,0.2523696682464455
