,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,AG18D,AG18R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,AG18None,AG18D_pct,AG18R_pct,AG18None_pct
424,Baltimore County,2889,Baltimore County Precinct 11-019,2270,282,61,746,665,276,2889,1.0,0.7857390100380754,0.0976116303219107,0.021114572516441676,0.09553478712357218,1478,0.25822083766009,0.2301834544825199,0.5115957078573901
425,Baltimore County,4130,Baltimore County Precinct 14-003,2875,634,150,1103,672,471,4130,1.0,0.6961259079903148,0.15351089588377723,0.03631961259079903,0.11404358353510896,2355,0.26707021791767555,0.16271186440677965,0.5702179176755447
426,Baltimore County,1265,Baltimore County Precinct 11-013,891,162,54,298,237,158,1265,1.0,0.7043478260869566,0.12806324110671938,0.042687747035573126,0.12490118577075099,730,0.23557312252964427,0.18735177865612648,0.5770750988142292
427,Baltimore County,3157,Baltimore County Precinct 15-010,2444,510,102,736,586,101,3157,1.0,0.774152676591701,0.16154577130186887,0.03230915426037377,0.031992397846056383,1835,0.233132720937599,0.1856192587899905,0.5812480202724105
428,Baltimore County,5523,Baltimore County Precinct 15-005,2822,1710,469,1745,1120,522,5523,1.0,0.5109541915625566,0.309614340032591,0.08491761723700887,0.09451385116784357,2658,0.31595147564729315,0.20278833967046894,0.4812601846822379
429,Baltimore County,1411,Baltimore County Precinct 15-009,1311,38,28,291,505,34,1411,1.0,0.9291282778171509,0.026931254429482635,0.019844082211197732,0.024096385542168676,615,0.20623671155209072,0.35790219702338766,0.4358610914245216
430,Baltimore County,6204,Baltimore County Precinct 15-004,4276,1238,392,996,434,298,6204,1.0,0.6892327530625403,0.19954867827208253,0.06318504190844616,0.04803352675693101,4774,0.16054158607350097,0.06995486782720825,0.7695035460992907
431,Baltimore County,3736,Baltimore County Precinct 11-012,3099,275,85,916,1054,277,3736,1.0,0.8294967880085653,0.07360813704496788,0.022751605995717343,0.07414346895074947,1766,0.24518201284796573,0.2821199143468951,0.4726980728051392
432,Baltimore County,2443,Baltimore County Precinct 11-007,2053,103,55,1089,1353,232,2443,1.0544041450777202,0.8403602128530495,0.042161277118297175,0.02251330331559558,0.09496520671305772,1,0.44576340564879247,0.5538272615636513,0.00040933278755628325
433,Baltimore County,2818,Baltimore County Precinct 11-014,2465,96,55,669,886,202,2818,1.0,0.8747338537970192,0.034066713981547196,0.019517388218594747,0.0716820440028389,1263,0.23740241305890702,0.3144073811213627,0.4481902058197303
