race,SEN12D,SEN12R,SEN12None
WVAP,0.1615 (0.1498-0.1716),0.2554 (0.2432-0.2649),0.5832 (0.5688-0.5991)
OVAP,0.0962 (0.0284-0.1837),0.0751 (0.0198-0.1519),0.8287 (0.7213-0.9219)
