,COUNTY,VAP,NAME,WVAP,GOV18D,GOV18R,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,GOV18None,GOV18D_pct,GOV18R_pct,GOV18None_pct
556,Baltimore City,1090,Baltimore City Precinct 26-028,142,190,53,948,1090,1,0.13027522935779817,0.8697247706422019,847,0.1743119266055046,0.04862385321100918,0.7770642201834862
557,Baltimore City,1429,Baltimore City Precinct 26-027,322,233,124,1107,1429,1,0.22533240027991602,0.7746675997200839,1072,0.1630510846745976,0.0867739678096571,0.7501749475157453
558,Baltimore City,1467,Baltimore City Precinct 27-007,472,227,107,995,1467,1,0.321745057941377,0.678254942058623,1133,0.1547375596455351,0.07293796864349011,0.7723244717109747
559,Baltimore City,985,Baltimore City Precinct 26-030,419,214,103,566,985,1,0.42538071065989846,0.5746192893401015,668,0.21725888324873097,0.10456852791878173,0.6781725888324873
574,Baltimore City,502,Baltimore City Precinct 26-001,417,20,71,85,502,1,0.8306772908366534,0.1693227091633466,411,0.0398406374501992,0.14143426294820718,0.8187250996015937
575,Baltimore City,2426,Baltimore City Precinct 26-002,1008,197,131,1418,2426,1,0.4154987633965375,0.5845012366034625,2098,0.08120362737015664,0.05399835119538335,0.86479802143446
576,Baltimore City,2095,Baltimore City Precinct 26-003,1404,113,233,691,2095,1,0.6701670644391408,0.3298329355608592,1749,0.05393794749403341,0.11121718377088305,0.8348448687350836
581,Baltimore City,782,Baltimore City Precinct 26-005,514,67,93,268,782,1,0.6572890025575447,0.34271099744245526,622,0.08567774936061381,0.11892583120204604,0.7953964194373402
582,Baltimore City,1623,Baltimore City Precinct 26-004,1098,99,145,525,1623,1,0.6765249537892791,0.3234750462107209,1379,0.06099815157116451,0.0893407270486753,0.8496611213801601
583,Baltimore City,1434,Baltimore City Precinct 26-007,799,172,241,635,1434,1,0.5571827057182706,0.44281729428172945,1021,0.1199442119944212,0.16806136680613668,0.7119944211994421
584,Baltimore City,1562,Baltimore City Precinct 26-014,1050,79,112,512,1562,1,0.6722151088348272,0.32778489116517284,1371,0.05057618437900128,0.07170294494238157,0.8777208706786171
585,Baltimore City,1463,Baltimore City Precinct 26-015,116,289,96,1347,1463,1,0.07928913192071087,0.9207108680792891,1078,0.1975393028024607,0.06561859193438141,0.7368421052631579
586,Baltimore City,4697,Baltimore City Precinct 26-029,597,628,192,4100,4697,1,0.12710240579093038,0.8728975942090696,3877,0.13370236321055992,0.04087715563125399,0.8254204811581861
805,Baltimore City,3265,Baltimore City Precinct 25-005,822,349,190,2443,3265,1,0.2517611026033691,0.748238897396631,2726,0.10689127105666156,0.05819295558958652,0.8349157733537519
807,Baltimore City,2660,Baltimore City Precinct 25-008,74,308,84,2586,2660,1,0.027819548872180452,0.9721804511278196,2268,0.11578947368421053,0.031578947368421054,0.8526315789473684
808,Baltimore City,1089,Baltimore City Precinct 25-009,9,192,50,1080,1089,1,0.008264462809917356,0.9917355371900827,847,0.1763085399449036,0.04591368227731864,0.7777777777777778
809,Baltimore City,1595,Baltimore City Precinct 25-010,46,221,68,1549,1595,1,0.02884012539184953,0.9711598746081505,1306,0.13855799373040753,0.042633228840125395,0.8188087774294671
810,Baltimore City,3555,Baltimore City Precinct 25-003,2570,317,415,985,3555,1,0.7229254571026723,0.2770745428973277,2823,0.08917018284106892,0.11673699015471167,0.7940928270042195
811,Baltimore City,929,Baltimore City Precinct 20-009,527,82,65,402,929,1,0.5672766415500539,0.4327233584499462,782,0.08826695371367062,0.06996770721205597,0.8417653390742734
812,Baltimore City,1049,Baltimore City Precinct 20-005,28,193,46,1021,1049,1,0.02669208770257388,0.9733079122974261,810,0.18398474737845566,0.0438512869399428,0.7721639656816015
813,Baltimore City,3568,Baltimore City Precinct 25-004,2774,194,401,794,3568,1,0.7774663677130045,0.22253363228699552,2973,0.05437219730941704,0.11238789237668162,0.8332399103139013
814,Baltimore City,756,Baltimore City Precinct 20-010,333,39,18,423,756,1,0.44047619047619047,0.5595238095238095,699,0.051587301587301584,0.023809523809523808,0.9246031746031746
815,Baltimore City,2322,Baltimore City Precinct 20-003,54,210,39,2268,2322,1,0.023255813953488372,0.9767441860465116,2073,0.09043927648578812,0.016795865633074936,0.8927648578811369
816,Baltimore City,2303,Baltimore City Precinct 20-011,848,152,89,1455,2303,1,0.36821537125488496,0.6317846287451151,2062,0.06600086843247938,0.03864524533217542,0.8953538862353452
817,Baltimore City,950,Baltimore City Precinct 20-002,70,91,34,880,950,1,0.07368421052631578,0.9263157894736842,825,0.09578947368421052,0.035789473684210524,0.868421052631579
818,Baltimore City,1760,Baltimore City Precinct 16-013,14,263,73,1746,1760,1,0.007954545454545454,0.9920454545454546,1424,0.1494318181818182,0.04147727272727273,0.8090909090909091
819,Baltimore City,1950,Baltimore City Precinct 16-012,10,346,109,1940,1950,1,0.005128205128205128,0.9948717948717949,1495,0.17743589743589744,0.0558974358974359,0.7666666666666667
820,Baltimore City,240,Baltimore City Precinct 20-004,4,57,11,236,240,1,0.016666666666666666,0.9833333333333333,172,0.2375,0.04583333333333333,0.7166666666666667
821,Baltimore City,1495,Baltimore City Precinct 16-008,24,167,45,1471,1495,1,0.016053511705685617,0.9839464882943144,1283,0.1117056856187291,0.030100334448160536,0.8581939799331104
