,COUNTY,VAP,NAME,WVAP,GOV14PD_AB,GOV14PD_DG,GOV14PD_HM,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,GOV14PDNone,GOV14PD_AB_pct,GOV14PD_DG_pct,GOV14PD_HM_pct,GOV14PDNone_pct
556,Baltimore City,1090,Baltimore City Precinct 26-028,142,88,24,28,948,1090,1,0.13027522935779817,0.8697247706422019,950,0.08073394495412844,0.022018348623853212,0.025688073394495414,0.8715596330275229
557,Baltimore City,1429,Baltimore City Precinct 26-027,322,93,42,34,1107,1429,1,0.22533240027991602,0.7746675997200839,1260,0.06508047585724283,0.02939118264520644,0.023792862141357594,0.8817354793561931
558,Baltimore City,1467,Baltimore City Precinct 27-007,472,66,32,42,995,1467,1,0.321745057941377,0.678254942058623,1327,0.044989775051124746,0.021813224267211998,0.028629856850715747,0.9045671438309475
559,Baltimore City,985,Baltimore City Precinct 26-030,419,49,17,34,566,985,1,0.42538071065989846,0.5746192893401015,885,0.049746192893401014,0.017258883248730966,0.03451776649746193,0.8984771573604061
574,Baltimore City,502,Baltimore City Precinct 26-001,417,8,10,10,85,502,1,0.8306772908366534,0.1693227091633466,474,0.01593625498007968,0.0199203187250996,0.0199203187250996,0.9442231075697212
575,Baltimore City,2426,Baltimore City Precinct 26-002,1008,61,33,16,1418,2426,1,0.4154987633965375,0.5845012366034625,2316,0.02514427040395713,0.013602638087386645,0.006595218466611707,0.9546578730420445
576,Baltimore City,2095,Baltimore City Precinct 26-003,1404,27,62,35,691,2095,1,0.6701670644391408,0.3298329355608592,1971,0.012887828162291169,0.029594272076372316,0.016706443914081145,0.9408114558472553
581,Baltimore City,782,Baltimore City Precinct 26-005,514,14,23,30,268,782,1,0.6572890025575447,0.34271099744245526,715,0.017902813299232736,0.029411764705882353,0.03836317135549872,0.9143222506393862
582,Baltimore City,1623,Baltimore City Precinct 26-004,1098,16,42,25,525,1623,1,0.6765249537892791,0.3234750462107209,1540,0.009858287122612447,0.025878003696857672,0.015403573629081947,0.9488601355514479
583,Baltimore City,1434,Baltimore City Precinct 26-007,799,25,13,22,635,1434,1,0.5571827057182706,0.44281729428172945,1374,0.017433751743375175,0.00906555090655509,0.015341701534170154,0.9581589958158996
584,Baltimore City,1562,Baltimore City Precinct 26-014,1050,17,14,23,512,1562,1,0.6722151088348272,0.32778489116517284,1508,0.01088348271446863,0.008962868117797696,0.0147247119078105,0.9654289372599232
585,Baltimore City,1463,Baltimore City Precinct 26-015,116,118,17,27,1347,1463,1,0.07928913192071087,0.9207108680792891,1301,0.08065618591934381,0.01161995898838004,0.01845522898154477,0.8892686261107313
586,Baltimore City,4697,Baltimore City Precinct 26-029,597,227,79,58,4100,4697,1,0.12710240579093038,0.8728975942090696,4333,0.048328720459868,0.016819246327443048,0.012348307430274643,0.9225037257824144
805,Baltimore City,3265,Baltimore City Precinct 25-005,822,114,39,28,2443,3265,1,0.2517611026033691,0.748238897396631,3084,0.034915773353751914,0.011944869831546707,0.008575803981623277,0.9445635528330781
807,Baltimore City,2660,Baltimore City Precinct 25-008,74,149,22,21,2586,2660,1,0.027819548872180452,0.9721804511278196,2468,0.05601503759398496,0.008270676691729323,0.007894736842105263,0.9278195488721804
808,Baltimore City,1089,Baltimore City Precinct 25-009,9,110,8,23,1080,1089,1,0.008264462809917356,0.9917355371900827,948,0.10101010101010101,0.0073461891643709825,0.021120293847566574,0.8705234159779615
809,Baltimore City,1595,Baltimore City Precinct 25-010,46,115,32,29,1549,1595,1,0.02884012539184953,0.9711598746081505,1419,0.07210031347962383,0.02006269592476489,0.01818181818181818,0.8896551724137931
810,Baltimore City,3555,Baltimore City Precinct 25-003,2570,27,54,74,985,3555,1,0.7229254571026723,0.2770745428973277,3400,0.007594936708860759,0.015189873417721518,0.02081575246132208,0.9563994374120957
