,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,SEN12PD_BC,SEN12PD_CM,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SEN12PDNone,SEN12PD_BC_pct,SEN12PD_CM_pct,SEN12PDNone_pct
556,Baltimore City,1090,Baltimore City Precinct 26-028,142,914,11,42,36,23,1090,1,0.13027522935779817,0.8385321100917431,0.010091743119266056,0.02110091743119266,1012,0.03853211009174312,0.03302752293577982,0.9284403669724771
557,Baltimore City,1429,Baltimore City Precinct 26-027,322,1033,31,63,33,43,1429,1,0.22533240027991602,0.7228831350594822,0.021693491952414275,0.030090972708187544,1333,0.044086773967809655,0.02309307207837649,0.9328201539538139
558,Baltimore City,1467,Baltimore City Precinct 27-007,472,907,31,73,17,57,1467,1,0.321745057941377,0.6182685753237901,0.021131561008861623,0.03885480572597137,1377,0.04976141785957737,0.011588275391956374,0.9386503067484663
559,Baltimore City,985,Baltimore City Precinct 26-030,419,511,29,48,10,26,985,1,0.42538071065989846,0.5187817258883248,0.029441624365482234,0.026395939086294416,927,0.048730964467005075,0.01015228426395939,0.9411167512690355
574,Baltimore City,502,Baltimore City Precinct 26-001,417,33,35,7,1,17,502,1,0.8306772908366534,0.06573705179282868,0.0697211155378486,0.03386454183266932,494,0.013944223107569721,0.00199203187250996,0.9840637450199203
575,Baltimore City,2426,Baltimore City Precinct 26-002,1008,789,539,50,5,90,2426,1,0.4154987633965375,0.32522671063478975,0.22217642209398186,0.03709810387469085,2371,0.020610057708161583,0.002061005770816158,0.9773289365210223
576,Baltimore City,2095,Baltimore City Precinct 26-003,1404,210,361,43,0,120,2095,1,0.6701670644391408,0.10023866348448687,0.17231503579952268,0.057279236276849645,2052,0.02052505966587112,0.0,0.9794749403341289
581,Baltimore City,782,Baltimore City Precinct 26-005,514,71,133,29,4,64,782,1,0.6572890025575447,0.0907928388746803,0.170076726342711,0.08184143222506395,749,0.0370843989769821,0.005115089514066497,0.9578005115089514
582,Baltimore City,1623,Baltimore City Precinct 26-004,1098,134,293,30,0,98,1623,1,0.6765249537892791,0.08256315465187923,0.18052988293284042,0.06038200862600123,1593,0.018484288354898338,0.0,0.9815157116451017
583,Baltimore City,1434,Baltimore City Precinct 26-007,799,101,490,16,0,44,1434,1,0.5571827057182706,0.07043235704323571,0.3417015341701534,0.030683403068340307,1418,0.011157601115760111,0.0,0.9888423988842399
584,Baltimore City,1562,Baltimore City Precinct 26-014,1050,136,339,14,0,37,1562,1,0.6722151088348272,0.08706786171574904,0.21702944942381563,0.023687580025608196,1548,0.008962868117797696,0.0,0.9910371318822023
585,Baltimore City,1463,Baltimore City Precinct 26-015,116,1277,26,80,15,44,1463,1,0.07928913192071087,0.872863978127136,0.0177717019822283,0.03007518796992481,1368,0.05468215994531784,0.010252904989747095,0.935064935064935
586,Baltimore City,4697,Baltimore City Precinct 26-029,597,3916,95,167,129,89,4697,1,0.12710240579093038,0.8337236533957846,0.02022567596338088,0.018948264849904195,4401,0.03555460932510113,0.027464338939748777,0.9369810517351501
