,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,GOV14D,GOV14R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,GOV14None,GOV14D_pct,GOV14R_pct,GOV14None_pct
556,Baltimore City,1090,Baltimore City Precinct 26-028,142,914,11,232,22,23,1090,1,0.13027522935779817,0.8385321100917431,0.010091743119266056,0.02110091743119266,836,0.21284403669724772,0.02018348623853211,0.7669724770642202
557,Baltimore City,1429,Baltimore City Precinct 26-027,322,1033,31,280,80,43,1429,1,0.22533240027991602,0.7228831350594822,0.021693491952414275,0.030090972708187544,1069,0.1959412176347096,0.05598320503848846,0.748075577326802
558,Baltimore City,1467,Baltimore City Precinct 27-007,472,907,31,223,96,57,1467,1,0.321745057941377,0.6182685753237901,0.021131561008861623,0.03885480572597137,1148,0.1520109066121336,0.065439672801636,0.7825494205862304
559,Baltimore City,985,Baltimore City Precinct 26-030,419,511,29,177,90,26,985,1,0.42538071065989846,0.5187817258883248,0.029441624365482234,0.026395939086294416,718,0.17969543147208122,0.09137055837563451,0.7289340101522843
574,Baltimore City,502,Baltimore City Precinct 26-001,417,33,35,19,61,17,502,1,0.8306772908366534,0.06573705179282868,0.0697211155378486,0.03386454183266932,422,0.037848605577689244,0.12151394422310757,0.8406374501992032
575,Baltimore City,2426,Baltimore City Precinct 26-002,1008,789,539,172,117,90,2426,1,0.4154987633965375,0.32522671063478975,0.22217642209398186,0.03709810387469085,2137,0.07089859851607584,0.048227535037098104,0.8808738664468261
576,Baltimore City,2095,Baltimore City Precinct 26-003,1404,210,361,90,217,120,2095,1,0.6701670644391408,0.10023866348448687,0.17231503579952268,0.057279236276849645,1788,0.04295942720763723,0.1035799522673031,0.8534606205250597
581,Baltimore City,782,Baltimore City Precinct 26-005,514,71,133,52,89,64,782,1,0.6572890025575447,0.0907928388746803,0.170076726342711,0.08184143222506395,641,0.06649616368286446,0.11381074168797954,0.819693094629156
582,Baltimore City,1623,Baltimore City Precinct 26-004,1098,134,293,71,173,98,1623,1,0.6765249537892791,0.08256315465187923,0.18052988293284042,0.06038200862600123,1379,0.04374614910659273,0.10659272951324707,0.8496611213801601
583,Baltimore City,1434,Baltimore City Precinct 26-007,799,101,490,91,122,44,1434,1,0.5571827057182706,0.07043235704323571,0.3417015341701534,0.030683403068340307,1221,0.06345885634588563,0.08507670850767085,0.8514644351464435
584,Baltimore City,1562,Baltimore City Precinct 26-014,1050,136,339,50,106,37,1562,1,0.6722151088348272,0.08706786171574904,0.21702944942381563,0.023687580025608196,1406,0.03201024327784891,0.0678617157490397,0.9001280409731114
585,Baltimore City,1463,Baltimore City Precinct 26-015,116,1277,26,336,40,44,1463,1,0.07928913192071087,0.872863978127136,0.0177717019822283,0.03007518796992481,1087,0.22966507177033493,0.02734107997265892,0.7429938482570062
586,Baltimore City,4697,Baltimore City Precinct 26-029,597,3916,95,724,115,89,4697,1,0.12710240579093038,0.8337236533957846,0.02022567596338088,0.018948264849904195,3858,0.15414094102618692,0.02448371300830317,0.8213753459655099
805,Baltimore City,3265,Baltimore City Precinct 25-005,822,1696,585,354,121,162,3265,1,0.2517611026033691,0.519448698315467,0.17917304747320062,0.04961715160796325,2790,0.10842266462480858,0.03705972434915773,0.8545176110260337
807,Baltimore City,2660,Baltimore City Precinct 25-008,74,2484,65,407,28,37,2660,1,0.027819548872180452,0.9338345864661655,0.02443609022556391,0.013909774436090226,2225,0.15300751879699248,0.010526315789473684,0.8364661654135338
808,Baltimore City,1089,Baltimore City Precinct 25-009,9,1064,7,278,6,9,1089,1,0.008264462809917356,0.9770431588613406,0.006427915518824609,0.008264462809917356,805,0.25528007346189163,0.005509641873278237,0.7392102846648301
809,Baltimore City,1595,Baltimore City Precinct 25-010,46,1486,25,284,19,38,1595,1,0.02884012539184953,0.9316614420062695,0.01567398119122257,0.023824451410658306,1292,0.1780564263322884,0.011912225705329153,0.8100313479623824
810,Baltimore City,3555,Baltimore City Precinct 25-003,2570,746,104,265,404,135,3555,1,0.7229254571026723,0.20984528832630098,0.029254571026722926,0.0379746835443038,2886,0.07454289732770746,0.11364275668073136,0.8118143459915612
811,Baltimore City,929,Baltimore City Precinct 20-009,527,341,34,80,64,27,929,1,0.5672766415500539,0.36706135629709363,0.03659849300322928,0.02906350914962325,785,0.0861141011840689,0.0688912809472551,0.844994617868676
812,Baltimore City,1049,Baltimore City Precinct 20-005,28,1001,8,228,15,12,1049,1,0.02669208770257388,0.9542421353670162,0.0076263107721639654,0.011439466158245948,806,0.21734985700667303,0.014299332697807437,0.7683508102955195
813,Baltimore City,3568,Baltimore City Precinct 25-004,2774,472,145,131,394,177,3568,1,0.7774663677130045,0.13228699551569506,0.0406390134529148,0.04960762331838565,3043,0.0367152466367713,0.11042600896860987,0.8528587443946188
814,Baltimore City,756,Baltimore City Precinct 20-010,333,353,45,71,21,25,756,1,0.44047619047619047,0.4669312169312169,0.05952380952380952,0.03306878306878307,664,0.09391534391534391,0.027777777777777776,0.8783068783068783
815,Baltimore City,2322,Baltimore City Precinct 20-003,54,2229,6,402,14,33,2322,1,0.023255813953488372,0.9599483204134367,0.002583979328165375,0.014211886304909561,1906,0.1731266149870801,0.006029285099052541,0.8208440999138673
816,Baltimore City,2303,Baltimore City Precinct 20-011,848,1287,65,166,68,103,2303,1,0.36821537125488496,0.5588363004776379,0.02822405557967868,0.04472427268779852,2069,0.07207989578810248,0.029526704298740773,0.8983933999131567
817,Baltimore City,950,Baltimore City Precinct 20-002,70,853,7,128,12,20,950,1,0.07368421052631578,0.8978947368421053,0.007368421052631579,0.021052631578947368,810,0.13473684210526315,0.01263157894736842,0.8526315789473684
818,Baltimore City,1760,Baltimore City Precinct 16-013,14,1711,4,338,19,31,1760,1,0.007954545454545454,0.9721590909090909,0.0022727272727272726,0.017613636363636363,1403,0.19204545454545455,0.010795454545454546,0.7971590909090909
819,Baltimore City,1950,Baltimore City Precinct 16-012,10,1891,15,432,24,34,1950,1,0.005128205128205128,0.9697435897435898,0.007692307692307693,0.017435897435897435,1494,0.22153846153846155,0.012307692307692308,0.7661538461538462
820,Baltimore City,240,Baltimore City Precinct 20-004,4,226,3,60,7,7,240,1,0.016666666666666666,0.9416666666666667,0.0125,0.029166666666666667,173,0.25,0.029166666666666667,0.7208333333333333
821,Baltimore City,1495,Baltimore City Precinct 16-008,24,1426,21,195,8,24,1495,1,0.016053511705685617,0.9538461538461539,0.014046822742474917,0.016053511705685617,1292,0.13043478260869565,0.005351170568561873,0.8642140468227425
822,Baltimore City,901,Baltimore City Precinct 26-031,516,339,13,119,134,33,901,1,0.5726970033296337,0.3762486126526082,0.014428412874583796,0.03662597114317425,648,0.1320754716981132,0.14872364039955605,0.7192008879023307
826,Baltimore City,2719,Baltimore City Precinct 27-008,1192,1388,38,448,300,101,2719,1,0.4383964692901802,0.5104817947774917,0.013975726369988967,0.03714600956233909,1971,0.16476645825671202,0.11033468186833395,0.7248988598749541
827,Baltimore City,2670,Baltimore City Precinct 27-011,1688,820,103,384,452,59,2670,1,0.6322097378277154,0.30711610486891383,0.03857677902621723,0.022097378277153558,1834,0.14382022471910114,0.16928838951310862,0.6868913857677903
828,Baltimore City,842,Baltimore City Precinct 27-010,645,155,22,94,159,20,842,1,0.7660332541567696,0.1840855106888361,0.026128266033254157,0.023752969121140142,589,0.11163895486935867,0.18883610451306412,0.6995249406175772
876,Baltimore City,1038,Baltimore City Precinct 12-011,130,754,59,194,24,95,1038,1,0.1252408477842004,0.7263969171483622,0.05684007707129094,0.09152215799614644,820,0.18689788053949905,0.023121387283236993,0.789980732177264
877,Baltimore City,1718,Baltimore City Precinct 12-008,988,497,82,308,67,151,1718,1,0.5750873108265425,0.2892898719441211,0.047729918509895226,0.08789289871944121,1343,0.17927823050058206,0.0389988358556461,0.7817229336437719
878,Baltimore City,1916,Baltimore City Precinct 12-010,382,1370,76,316,40,88,1916,1,0.19937369519832984,0.7150313152400835,0.03966597077244259,0.04592901878914405,1560,0.1649269311064718,0.020876826722338204,0.81419624217119
882,Baltimore City,1139,Baltimore City Precinct 25-011,672,181,220,63,96,66,1139,1,0.5899912203687445,0.15891132572431957,0.19315188762071994,0.05794556628621598,980,0.0553116769095698,0.08428446005267778,0.8604038630377524
883,Baltimore City,2273,Baltimore City Precinct 25-012,1279,588,307,120,168,99,2273,1,0.5626924769027717,0.258688957325121,0.1350637923449186,0.04355477342718874,1985,0.05279366476022877,0.07391113066432028,0.873295204575451
