,COUNTY,VAP,NAME,WVAP,AG14PD_BFR,AG14PD_ABR,AG14PD_JCA,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,AG14PDNone,AG14PD_BFR_pct,AG14PD_ABR_pct,AG14PD_JCA_pct,AG14PDNone_pct
556,Baltimore City,1090,Baltimore City Precinct 26-028,142,66,31,31,948,1090,1,0.13027522935779817,0.8697247706422019,962,0.060550458715596334,0.028440366972477066,0.028440366972477066,0.8825688073394495
557,Baltimore City,1429,Baltimore City Precinct 26-027,322,80,30,54,1107,1429,1,0.22533240027991602,0.7746675997200839,1265,0.05598320503848846,0.02099370188943317,0.03778866340097971,0.8852344296710987
558,Baltimore City,1467,Baltimore City Precinct 27-007,472,70,20,46,995,1467,1,0.321745057941377,0.678254942058623,1331,0.047716428084526245,0.013633265167007498,0.03135650988411725,0.907293796864349
559,Baltimore City,985,Baltimore City Precinct 26-030,419,48,13,36,566,985,1,0.42538071065989846,0.5746192893401015,888,0.048730964467005075,0.013197969543147208,0.03654822335025381,0.9015228426395939
574,Baltimore City,502,Baltimore City Precinct 26-001,417,17,3,8,85,502,1,0.8306772908366534,0.1693227091633466,474,0.03386454183266932,0.00597609561752988,0.01593625498007968,0.9442231075697212
575,Baltimore City,2426,Baltimore City Precinct 26-002,1008,41,19,50,1418,2426,1,0.4154987633965375,0.5845012366034625,2316,0.016900247320692497,0.007831821929101401,0.020610057708161583,0.9546578730420445
576,Baltimore City,2095,Baltimore City Precinct 26-003,1404,56,12,49,691,2095,1,0.6701670644391408,0.3298329355608592,1978,0.02673031026252983,0.005727923627684964,0.023389021479713605,0.9441527446300716
581,Baltimore City,782,Baltimore City Precinct 26-005,514,33,7,24,268,782,1,0.6572890025575447,0.34271099744245526,718,0.04219948849104859,0.008951406649616368,0.030690537084398978,0.9181585677749361
582,Baltimore City,1623,Baltimore City Precinct 26-004,1098,38,5,35,525,1623,1,0.6765249537892791,0.3234750462107209,1545,0.02341343191620456,0.0030807147258163892,0.021565003080714726,0.9519408502772643
583,Baltimore City,1434,Baltimore City Precinct 26-007,799,32,7,22,635,1434,1,0.5571827057182706,0.44281729428172945,1373,0.022315202231520222,0.0048814504881450485,0.015341701534170154,0.9574616457461645
