,COUNTYFP,VAP,NAME,WVAP,BVAP,HVAP,LG18P_BARN,LG18P_KOBE,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,LG18PNone,LG18P_BARN_pct,LG18P_KOBE_pct,LG18PNone_pct
1539,55031,143,Solon Springs,137,0,3,9,6,3,143,1.0,0.958041958041958,0.0,0.02097902097902098,0.02097902097902098,128,0.06293706293706294,0.04195804195804196,0.8951048951048951
1540,55031,370,Solon Springs,334,0,6,23,15,30,370,1.0,0.9027027027027027,0.0,0.016216216216216217,0.08108108108108109,332,0.062162162162162166,0.04054054054054054,0.8972972972972973
1541,55031,294,Solon Springs,283,0,0,18,12,11,294,1.0,0.9625850340136054,0.0,0.0,0.03741496598639456,264,0.061224489795918366,0.04081632653061224,0.8979591836734694
1542,55031,722,Summit,680,0,1,49,30,41,722,1.0,0.9418282548476454,0.0,0.0013850415512465374,0.05678670360110803,643,0.06786703601108034,0.04155124653739612,0.8905817174515236
1543,55031,129,Summit,125,0,0,8,5,4,129,1.0,0.9689922480620154,0.0,0.0,0.031007751937984496,116,0.06201550387596899,0.03875968992248062,0.8992248062015504
1544,55031,1235,Superior,1155,6,10,75,52,64,1235,1.0,0.9352226720647774,0.004858299595141701,0.008097165991902834,0.051821862348178135,1108,0.06072874493927125,0.042105263157894736,0.897165991902834
1545,55031,288,Superior,266,3,3,15,10,16,288,1.0,0.9236111111111112,0.010416666666666666,0.010416666666666666,0.05555555555555555,263,0.052083333333333336,0.034722222222222224,0.9131944444444444
1546,55031,793,Superior,734,3,19,40,27,37,793,1.0,0.9255989911727617,0.0037831021437578815,0.02395964691046658,0.04665825977301387,726,0.05044136191677175,0.034047919293820936,0.9155107187894073
1547,55031,513,Superior,453,5,8,29,15,47,513,1.0,0.8830409356725146,0.009746588693957114,0.015594541910331383,0.09161793372319688,469,0.056530214424951264,0.029239766081871343,0.9142300194931774
1548,55031,857,Superior,757,20,22,47,24,58,857,1.0,0.8833138856476079,0.023337222870478413,0.025670945157526253,0.0676779463243874,786,0.05484247374562427,0.028004667444574097,0.9171528588098017
1549,55031,758,Superior,704,6,4,42,22,44,758,1.0,0.9287598944591029,0.0079155672823219,0.005277044854881266,0.05804749340369393,694,0.055408970976253295,0.029023746701846966,0.9155672823218998
1550,55031,1472,Superior,1274,53,32,84,58,113,1472,1.0,0.8654891304347826,0.036005434782608696,0.021739130434782608,0.07676630434782608,1330,0.057065217391304345,0.03940217391304348,0.9035326086956522
1551,55031,806,Superior,712,22,20,44,30,52,806,1.0,0.8833746898263027,0.02729528535980149,0.02481389578163772,0.06451612903225806,732,0.05459057071960298,0.03722084367245657,0.9081885856079405
1552,55031,218,Superior,190,4,3,10,5,21,218,1.0,0.8715596330275229,0.01834862385321101,0.013761467889908258,0.0963302752293578,203,0.045871559633027525,0.022935779816513763,0.9311926605504587
1553,55031,446,Superior,415,10,1,27,14,20,446,1.0,0.9304932735426009,0.02242152466367713,0.002242152466367713,0.04484304932735426,405,0.06053811659192825,0.03139013452914798,0.9080717488789237
1554,55031,521,Superior,476,3,8,28,14,34,521,1.0,0.9136276391554703,0.005758157389635317,0.015355086372360844,0.06525911708253358,479,0.053742802303262956,0.026871401151631478,0.9193857965451055
1555,55031,872,Superior,814,8,7,53,28,43,872,1.0,0.9334862385321101,0.009174311926605505,0.008027522935779817,0.04931192660550459,791,0.06077981651376147,0.03211009174311927,0.9071100917431193
1556,55031,1219,Superior,1108,16,21,69,40,74,1219,1.0,0.9089417555373257,0.013125512715340444,0.017227235438884332,0.06070549630844955,1110,0.05660377358490566,0.03281378178835111,0.9105824446267432
1557,55031,374,Superior,343,8,0,21,12,23,374,1.0,0.9171122994652406,0.0213903743315508,0.0,0.06149732620320856,341,0.05614973262032086,0.03208556149732621,0.9117647058823529
1558,55031,204,Superior,181,2,9,11,6,12,204,1.0,0.8872549019607843,0.00980392156862745,0.04411764705882353,0.058823529411764705,187,0.05392156862745098,0.029411764705882353,0.9166666666666666
1559,55031,583,Superior,501,12,11,26,15,59,583,1.0,0.8593481989708405,0.02058319039451115,0.018867924528301886,0.10120068610634649,542,0.044596912521440824,0.025728987993138937,0.9296740994854202
1560,55031,1253,Superior,1036,50,30,49,27,137,1253,1.0,0.8268156424581006,0.03990422984836393,0.023942537909018357,0.10933758978451716,1177,0.03910614525139665,0.02154828411811652,0.9393455706304868
1561,55031,484,Superior,411,21,7,22,12,45,484,1.0,0.8491735537190083,0.04338842975206612,0.014462809917355372,0.09297520661157024,450,0.045454545454545456,0.024793388429752067,0.9297520661157025
1562,55031,245,Superior,217,11,1,9,5,16,245,1.0,0.8857142857142857,0.044897959183673466,0.004081632653061225,0.0653061224489796,231,0.036734693877551024,0.02040816326530612,0.9428571428571428
1563,55031,286,Superior,262,4,3,17,10,17,286,1.0,0.916083916083916,0.013986013986013986,0.01048951048951049,0.05944055944055944,259,0.05944055944055944,0.03496503496503497,0.9055944055944056
1564,55031,1259,Superior,1078,33,26,83,48,122,1259,1.0,0.8562351072279587,0.026211278792692614,0.020651310563939634,0.09690230341540905,1128,0.0659253375694996,0.03812549642573471,0.8959491660047657
1565,55031,525,Superior,437,23,31,41,23,34,525,1.0,0.8323809523809523,0.04380952380952381,0.05904761904761905,0.06476190476190476,461,0.07809523809523809,0.04380952380952381,0.878095238095238
1566,55031,1452,Superior,1282,34,20,80,64,116,1452,1.0,0.8829201101928374,0.023415977961432508,0.013774104683195593,0.07988980716253444,1308,0.05509641873278237,0.0440771349862259,0.9008264462809917
1567,55031,87,Superior,70,4,4,5,4,9,87,1.0,0.8045977011494253,0.04597701149425287,0.04597701149425287,0.10344827586206896,78,0.05747126436781609,0.04597701149425287,0.896551724137931
1568,55031,384,Superior,342,5,7,22,17,30,384,1.0,0.890625,0.013020833333333334,0.018229166666666668,0.078125,345,0.057291666666666664,0.044270833333333336,0.8984375
1569,55031,191,Superior,158,6,6,11,9,21,191,1.0,0.8272251308900523,0.031413612565445025,0.031413612565445025,0.1099476439790576,171,0.05759162303664921,0.04712041884816754,0.8952879581151832
1570,55031,1632,Superior,1539,15,5,88,71,73,1632,1.0,0.9430147058823529,0.009191176470588236,0.0030637254901960784,0.044730392156862746,1473,0.05392156862745098,0.04350490196078431,0.9025735294117647
1571,55031,351,Superior,335,0,4,18,14,12,351,1.0,0.9544159544159544,0.0,0.011396011396011397,0.03418803418803419,319,0.05128205128205128,0.039886039886039885,0.9088319088319088
1572,55031,248,Superior,227,3,1,13,10,17,248,1.0,0.9153225806451613,0.012096774193548387,0.004032258064516129,0.06854838709677419,225,0.05241935483870968,0.04032258064516129,0.907258064516129
1573,55031,502,Superior,426,24,13,19,10,39,502,1.0,0.848605577689243,0.04780876494023904,0.025896414342629483,0.07768924302788845,473,0.037848605577689244,0.0199203187250996,0.9422310756972112
1574,55031,339,Superior,288,8,4,14,8,39,339,1.0,0.8495575221238938,0.02359882005899705,0.011799410029498525,0.11504424778761062,317,0.04129793510324484,0.02359882005899705,0.9351032448377581
1575,55031,1145,Superior,959,24,25,43,24,137,1145,1.0,0.8375545851528384,0.02096069868995633,0.021834061135371178,0.11965065502183406,1078,0.03755458515283843,0.02096069868995633,0.9414847161572052
1576,55031,566,Superior,543,3,8,30,27,12,566,1.0,0.9593639575971732,0.00530035335689046,0.014134275618374558,0.02120141342756184,509,0.053003533568904596,0.04770318021201413,0.8992932862190812
1577,55031,954,Superior,911,3,2,44,37,38,954,1.0,0.9549266247379455,0.0031446540880503146,0.0020964360587002098,0.039832285115303984,873,0.04612159329140461,0.03878406708595388,0.9150943396226415
1578,55031,846,Superior,791,4,5,36,31,46,846,1.0,0.9349881796690307,0.004728132387706856,0.00591016548463357,0.054373522458628844,779,0.0425531914893617,0.03664302600472813,0.9208037825059102
1579,55031,826,Wascott,768,29,5,49,27,24,826,1.0,0.9297820823244553,0.035108958837772396,0.006053268765133172,0.029055690072639227,750,0.059322033898305086,0.03268765133171913,0.9079903147699758
1580,55033,809,Boyceville,752,7,22,22,23,28,809,1.0,0.9295426452410384,0.00865265760197775,0.027194066749072928,0.034610630407911,764,0.027194066749072928,0.02843016069221261,0.9443757725587144
1581,55033,699,Colfax,656,6,8,37,46,29,699,1.0,0.9384835479256081,0.008583690987124463,0.011444921316165951,0.04148783977110158,616,0.05293276108726753,0.06580829756795423,0.8812589413447782
1582,55033,234,Colfax,208,7,5,18,21,14,234,1.0,0.8888888888888888,0.029914529914529916,0.021367521367521368,0.05982905982905983,195,0.07692307692307693,0.08974358974358974,0.8333333333333334
1583,55033,257,Colfax,227,0,13,15,12,17,257,1.0,0.8832684824902723,0.0,0.05058365758754864,0.06614785992217899,230,0.058365758754863814,0.04669260700389105,0.8949416342412452
1584,55033,99,Colfax,93,0,2,5,4,4,99,1.0,0.9393939393939394,0.0,0.020202020202020204,0.04040404040404041,90,0.050505050505050504,0.04040404040404041,0.9090909090909091
1585,55033,579,Colfax,542,0,19,37,29,18,579,1.0,0.9360967184801382,0.0,0.03281519861830743,0.031088082901554404,513,0.06390328151986183,0.05008635578583765,0.8860103626943006
1586,55033,192,Downing,173,3,7,3,4,9,192,1.0,0.9010416666666666,0.015625,0.036458333333333336,0.046875,185,0.015625,0.020833333333333332,0.9635416666666666
1587,55033,841,Dunn,802,9,15,71,45,15,841,1.0,0.9536266349583828,0.01070154577883472,0.0178359096313912,0.0178359096313912,725,0.08442330558858502,0.0535077288941736,0.8620689655172413
1588,55033,325,Dunn,303,2,9,28,17,11,325,1.0,0.9323076923076923,0.006153846153846154,0.027692307692307693,0.033846153846153845,280,0.08615384615384615,0.052307692307692305,0.8615384615384616
1589,55033,610,Eau Galle,577,4,21,30,15,8,610,1.0,0.9459016393442623,0.006557377049180328,0.03442622950819672,0.013114754098360656,565,0.04918032786885246,0.02459016393442623,0.9262295081967213
1590,55033,696,Elk Mound,636,5,7,44,26,48,696,1.0,0.9137931034482759,0.007183908045977011,0.010057471264367816,0.06896551724137931,626,0.06321839080459771,0.03735632183908046,0.8994252873563219
1591,55033,539,Elk Mound,489,2,22,29,23,26,539,1.0,0.9072356215213359,0.0037105751391465678,0.04081632653061224,0.04823747680890538,487,0.05380333951762523,0.04267161410018553,0.9035250463821892
1592,55033,168,Elk Mound,141,1,0,10,8,26,168,1.0,0.8392857142857143,0.005952380952380952,0.0,0.15476190476190477,150,0.05952380952380952,0.047619047619047616,0.8928571428571429
1593,55033,653,Elk Mound,599,3,14,35,28,37,653,1.0,0.9173047473200613,0.004594180704441042,0.021439509954058193,0.05666156202143951,590,0.05359877488514548,0.042879019908116385,0.9035222052067381
1594,55033,115,Grant,114,1,0,7,7,0,115,1.0,0.991304347826087,0.008695652173913044,0.0,0.0,101,0.06086956521739131,0.06086956521739131,0.8782608695652174
1595,55033,196,Grant,194,0,1,13,13,1,196,1.0,0.9897959183673469,0.0,0.00510204081632653,0.00510204081632653,170,0.0663265306122449,0.0663265306122449,0.8673469387755102
1596,55033,287,Hay River,276,3,2,20,8,6,287,1.0,0.9616724738675958,0.010452961672473868,0.006968641114982578,0.020905923344947737,259,0.06968641114982578,0.027874564459930314,0.9024390243902439
1597,55033,198,Hay River,192,1,1,11,5,4,198,1.0,0.9696969696969697,0.005050505050505051,0.005050505050505051,0.020202020202020204,182,0.05555555555555555,0.025252525252525252,0.9191919191919192
1598,55033,371,Knapp,352,2,2,13,11,15,371,1.0,0.9487870619946092,0.005390835579514825,0.005390835579514825,0.04043126684636118,347,0.03504043126684636,0.029649595687331536,0.9353099730458221
1599,55033,561,Lucas,537,1,3,36,30,20,561,1.0,0.9572192513368984,0.0017825311942959,0.0053475935828877,0.035650623885918005,495,0.06417112299465241,0.053475935828877004,0.8823529411764706
1600,55033,1580,Menomonie,1436,19,24,123,63,101,1580,1.0,0.9088607594936708,0.012025316455696202,0.015189873417721518,0.06392405063291139,1394,0.07784810126582278,0.039873417721518985,0.8822784810126583
1601,55033,1320,Menomonie,1205,16,26,117,59,73,1320,1.0,0.9128787878787878,0.012121212121212121,0.019696969696969695,0.055303030303030305,1144,0.08863636363636364,0.0446969696969697,0.8666666666666667
1602,55033,1505,Menomonie,1337,48,43,37,13,77,1505,1.0,0.8883720930232558,0.03189368770764119,0.02857142857142857,0.05116279069767442,1455,0.02458471760797342,0.008637873754152824,0.9667774086378738
1603,55033,1233,Menomonie,1065,48,41,38,13,79,1233,1.0,0.8637469586374696,0.038929440389294405,0.0332522303325223,0.0640713706407137,1182,0.030819140308191405,0.010543390105433901,0.9586374695863747
1604,55033,1285,Menomonie,1105,36,45,7,5,99,1285,1.0,0.8599221789883269,0.02801556420233463,0.03501945525291829,0.07704280155642024,1273,0.005447470817120622,0.0038910505836575876,0.9906614785992218
1605,55033,1082,Menomonie,974,16,13,63,30,79,1082,1.0,0.9001848428835489,0.014787430683918669,0.012014787430683918,0.07301293900184842,989,0.05822550831792976,0.027726432532347505,0.9140480591497228
1606,55033,1206,Menomonie,1041,29,43,8,5,93,1206,1.0,0.8631840796019901,0.02404643449419569,0.03565505804311774,0.07711442786069651,1193,0.006633499170812604,0.0041459369817578775,0.9892205638474295
1607,55033,1241,Menomonie,1064,24,31,69,30,122,1241,1.0,0.8573730862207897,0.019339242546333603,0.0249798549556809,0.09830781627719581,1142,0.055600322320709106,0.024174053182917002,0.9202256244963739
1608,55033,1306,Menomonie,1139,29,21,73,32,117,1306,1.0,0.8721286370597243,0.0222052067381317,0.016079632465543645,0.08958652373660031,1201,0.055895865237366005,0.02450229709035222,0.9196018376722818
1609,55033,1368,Menomonie,1235,21,39,139,50,73,1368,1.0,0.9027777777777778,0.015350877192982455,0.02850877192982456,0.0533625730994152,1179,0.10160818713450293,0.03654970760233918,0.8618421052631579
1610,55033,1168,Menomonie,1054,27,15,142,52,72,1168,1.0,0.9023972602739726,0.023116438356164382,0.012842465753424657,0.06164383561643835,974,0.12157534246575342,0.04452054794520548,0.833904109589041
1612,55033,352,Menomonie,317,3,4,24,15,28,352,1.0,0.9005681818181818,0.008522727272727272,0.011363636363636364,0.07954545454545454,313,0.06818181818181818,0.04261363636363636,0.8892045454545454
1613,55033,990,Menomonie,802,2,7,75,46,179,990,1.0,0.8101010101010101,0.00202020202020202,0.007070707070707071,0.1808080808080808,869,0.07575757575757576,0.046464646464646465,0.8777777777777778
1614,55033,1247,Menomonie,1190,1,7,88,55,49,1247,1.0,0.9542902967121091,0.0008019246190858059,0.0056134723336006415,0.03929430633520449,1104,0.07056936647955092,0.044105854049719326,0.8853247794707297
1615,55033,513,New Haven,493,0,8,30,11,12,513,1.0,0.9610136452241715,0.0,0.015594541910331383,0.023391812865497075,472,0.05847953216374269,0.021442495126705652,0.9200779727095516
1616,55033,393,Otter Creek,377,0,2,32,12,14,393,1.0,0.9592875318066157,0.0,0.005089058524173028,0.035623409669211195,349,0.08142493638676845,0.030534351145038167,0.8880407124681934
1617,55033,188,Peru,178,0,4,9,4,6,188,1.0,0.9468085106382979,0.0,0.02127659574468085,0.031914893617021274,175,0.047872340425531915,0.02127659574468085,0.9308510638297872
1618,55033,1282,Red Cedar,1196,2,9,83,61,75,1282,1.0,0.9329173166926678,0.0015600624024961,0.0070202808112324495,0.05850234009360374,1138,0.06474258970358815,0.04758190327613104,0.8876755070202809
1619,55033,430,Red Cedar,417,0,1,22,16,12,430,1.0,0.9697674418604652,0.0,0.002325581395348837,0.027906976744186046,392,0.05116279069767442,0.037209302325581395,0.9116279069767442
1620,55033,65,Red Cedar,63,1,0,4,3,1,65,1.0,0.9692307692307692,0.015384615384615385,0.0,0.015384615384615385,58,0.06153846153846154,0.046153846153846156,0.8923076923076924
1621,55033,214,Ridgeland,208,0,2,11,3,4,214,1.0,0.9719626168224299,0.0,0.009345794392523364,0.018691588785046728,200,0.0514018691588785,0.014018691588785047,0.9345794392523364
1622,55033,761,Rock Creek,701,1,23,34,30,36,761,1.0,0.9211563731931669,0.001314060446780552,0.030223390275952694,0.04730617608409987,697,0.04467805519053877,0.03942181340341656,0.9159001314060446
1623,55033,451,Sand Creek,429,4,5,22,21,13,451,1.0,0.9512195121951219,0.008869179600886918,0.011086474501108648,0.028824833702882482,408,0.04878048780487805,0.04656319290465632,0.9046563192904656
1624,55033,347,Sheridan,324,3,6,17,13,14,347,1.0,0.9337175792507204,0.008645533141210375,0.01729106628242075,0.040345821325648415,317,0.04899135446685879,0.037463976945244955,0.9135446685878963
1625,55033,723,Sherman,689,3,7,39,31,24,723,1.0,0.9529737206085753,0.004149377593360996,0.009681881051175657,0.03319502074688797,653,0.05394190871369295,0.042876901798063624,0.9031811894882434
1626,55033,203,Spring Brook,197,1,0,11,9,5,203,1.0,0.9704433497536946,0.0049261083743842365,0.0,0.024630541871921183,183,0.054187192118226604,0.04433497536945813,0.9014778325123153
1627,55033,1044,Spring Brook,966,5,14,52,45,59,1044,1.0,0.9252873563218391,0.004789272030651341,0.013409961685823755,0.05651340996168582,947,0.04980842911877394,0.04310344827586207,0.907088122605364
1628,55033,603,Stanton,577,2,3,24,16,21,603,1.0,0.956882255389718,0.003316749585406302,0.004975124378109453,0.03482587064676617,563,0.03980099502487562,0.026533996683250415,0.9336650082918739
1629,55033,331,Tainter,317,0,3,22,19,11,331,1.0,0.9577039274924471,0.0,0.00906344410876133,0.03323262839879154,290,0.06646525679758308,0.05740181268882175,0.8761329305135952
1630,55033,1160,Tainter,1080,4,20,70,61,56,1160,1.0,0.9310344827586207,0.0034482758620689655,0.017241379310344827,0.04827586206896552,1029,0.0603448275862069,0.052586206896551725,0.8870689655172413
1631,55033,617,Tainter,582,2,11,38,33,22,617,1.0,0.9432739059967585,0.0032414910858995136,0.017828200972447326,0.03565640194489465,546,0.06158833063209076,0.05348460291734198,0.8849270664505673
1632,55033,157,Tiffany,155,0,1,7,3,1,157,1.0,0.9872611464968153,0.0,0.006369426751592357,0.006369426751592357,147,0.044585987261146494,0.01910828025477707,0.9363057324840764
1633,55033,318,Tiffany,307,0,1,17,9,10,318,1.0,0.9654088050314465,0.0,0.0031446540880503146,0.031446540880503145,292,0.05345911949685535,0.02830188679245283,0.9182389937106918
1634,55033,260,Weston,248,1,3,16,9,8,260,1.0,0.9538461538461539,0.0038461538461538464,0.011538461538461539,0.03076923076923077,235,0.06153846153846154,0.03461538461538462,0.9038461538461539
1635,55033,199,Weston,186,3,7,13,7,3,199,1.0,0.9346733668341709,0.01507537688442211,0.035175879396984924,0.01507537688442211,179,0.06532663316582915,0.035175879396984924,0.8994974874371859
1636,55033,236,Wheeler,221,2,2,8,8,11,236,1.0,0.9364406779661016,0.00847457627118644,0.00847457627118644,0.046610169491525424,220,0.03389830508474576,0.03389830508474576,0.9322033898305084
1637,55033,384,Wilson,377,1,1,31,21,5,384,1.0,0.9817708333333334,0.0026041666666666665,0.0026041666666666665,0.013020833333333334,332,0.08072916666666667,0.0546875,0.8645833333333334
1638,55035,1153,Altoona,1051,31,27,53,31,44,1153,1.0,0.9115351257588898,0.026886383347788378,0.023417172593235037,0.03816131830008673,1069,0.04596704249783174,0.026886383347788378,0.9271465741543798
1639,55035,688,Altoona,619,17,15,46,27,37,688,1.0,0.8997093023255814,0.024709302325581394,0.02180232558139535,0.05377906976744186,615,0.06686046511627906,0.03924418604651163,0.8938953488372093
1640,55035,293,Altoona,258,13,8,23,13,14,293,1.0,0.8805460750853242,0.04436860068259386,0.027303754266211604,0.04778156996587031,257,0.07849829351535836,0.04436860068259386,0.8771331058020477
1641,55035,433,Altoona,416,5,0,32,19,12,433,1.0,0.9607390300230947,0.011547344110854504,0.0,0.02771362586605081,382,0.07390300230946882,0.04387990762124711,0.8822170900692841
1642,55035,468,Altoona,420,6,17,35,20,25,468,1.0,0.8974358974358975,0.01282051282051282,0.03632478632478633,0.053418803418803416,413,0.07478632478632478,0.042735042735042736,0.8824786324786325
1643,55035,378,Altoona,328,5,20,26,15,25,378,1.0,0.8677248677248677,0.013227513227513227,0.05291005291005291,0.06613756613756613,337,0.06878306878306878,0.03968253968253968,0.8915343915343915
1644,55035,534,Altoona,495,6,5,43,25,28,534,1.0,0.9269662921348315,0.011235955056179775,0.009363295880149813,0.052434456928838954,466,0.08052434456928839,0.04681647940074907,0.8726591760299626
1645,55035,233,Altoona,223,1,0,14,8,9,233,1.0,0.9570815450643777,0.004291845493562232,0.0,0.03862660944206009,211,0.060085836909871244,0.034334763948497854,0.9055793991416309
1646,55035,755,Altoona,670,13,39,50,29,33,755,1.0,0.8874172185430463,0.017218543046357615,0.051655629139072845,0.04370860927152318,676,0.06622516556291391,0.038410596026490065,0.895364238410596
1647,55035,598,Altoona,542,20,3,33,19,33,598,1.0,0.9063545150501672,0.033444816053511704,0.005016722408026756,0.05518394648829431,546,0.05518394648829431,0.03177257525083612,0.9130434782608695
1648,55035,907,Altoona,866,4,4,28,16,33,907,1.0,0.9547960308710033,0.004410143329658214,0.004410143329658214,0.03638368246968027,863,0.030871003307607496,0.017640573318632856,0.9514884233737596
1649,55035,13,Altoona,8,0,2,0,0,3,13,1.0,0.6153846153846154,0.0,0.15384615384615385,0.23076923076923078,13,0.0,0.0,1.0
1650,55035,5,Altoona,5,0,0,0,0,0,5,1.0,1.0,0.0,0.0,0.0,5,0.0,0.0,1.0
1652,55035,16,Altoona,16,0,0,0,0,0,16,1.0,1.0,0.0,0.0,0.0,16,0.0,0.0,1.0
1653,55035,205,Augusta,188,1,12,7,4,4,205,1.0,0.9170731707317074,0.004878048780487805,0.05853658536585366,0.01951219512195122,194,0.03414634146341464,0.01951219512195122,0.9463414634146341
1654,55035,281,Augusta,272,2,5,8,5,2,281,1.0,0.9679715302491103,0.0071174377224199285,0.017793594306049824,0.0071174377224199285,268,0.028469750889679714,0.017793594306049824,0.9537366548042705
1655,55035,237,Augusta,227,0,0,8,5,10,237,1.0,0.9578059071729957,0.0,0.0,0.04219409282700422,224,0.03375527426160337,0.02109704641350211,0.9451476793248945
1656,55035,228,Augusta,194,0,20,7,4,14,228,1.0,0.8508771929824561,0.0,0.08771929824561403,0.06140350877192982,217,0.03070175438596491,0.017543859649122806,0.9517543859649122
1657,55035,251,Augusta,238,3,1,8,5,9,251,1.0,0.9482071713147411,0.01195219123505976,0.00398406374501992,0.035856573705179286,238,0.03187250996015936,0.0199203187250996,0.9482071713147411
1658,55035,791,Bridge Creek,759,2,13,23,20,17,791,1.0,0.9595448798988622,0.0025284450063211127,0.01643489254108723,0.021491782553729456,748,0.029077117572692796,0.025284450063211124,0.9456384323640961
1659,55035,599,Bridge Creek,578,0,11,16,13,10,599,1.0,0.9649415692821369,0.0,0.018363939899833055,0.01669449081803005,570,0.02671118530884808,0.021702838063439065,0.9515859766277128
1660,55035,624,Brunswick,594,2,4,51,29,24,624,1.0,0.9519230769230769,0.003205128205128205,0.00641025641025641,0.038461538461538464,544,0.08173076923076923,0.046474358974358976,0.8717948717948718
1661,55035,941,Brunswick,892,10,9,64,36,30,941,1.0,0.9479277364505845,0.010626992561105207,0.009564293304994687,0.031880977683315624,841,0.06801275239107332,0.03825717321997875,0.8937300743889479
1662,55035,317,Clear Creek,305,2,6,12,12,4,317,1.0,0.9621451104100947,0.006309148264984227,0.01892744479495268,0.012618296529968454,293,0.03785488958990536,0.03785488958990536,0.9242902208201893
1663,55035,277,Clear Creek,269,0,0,11,10,8,277,1.0,0.9711191335740073,0.0,0.0,0.02888086642599278,256,0.039711191335740074,0.036101083032490974,0.924187725631769
1664,55035,650,Drammen,622,0,6,53,26,22,650,1.0,0.9569230769230769,0.0,0.009230769230769232,0.033846153846153845,571,0.08153846153846153,0.04,0.8784615384615385
1665,55035,996,Eau Claire,823,36,39,69,22,98,996,1.0,0.8263052208835341,0.03614457831325301,0.0391566265060241,0.09839357429718876,905,0.06927710843373494,0.02208835341365462,0.9086345381526104
1666,55035,1273,Eau Claire,1100,25,48,89,31,100,1273,1.0,0.8641005498821681,0.019638648860958365,0.037706205813040065,0.07855459544383346,1153,0.06991358994501179,0.024351924587588374,0.9057344854673999
1667,55035,2379,Eau Claire,2146,45,47,448,109,141,2379,1.0,0.9020596889449348,0.018915510718789406,0.019756200084068937,0.05926860025220681,1822,0.18831441782261454,0.04581757040773434,0.7658680117696511
1668,55035,928,Eau Claire,809,20,19,65,35,80,928,1.0,0.8717672413793104,0.021551724137931036,0.020474137931034482,0.08620689655172414,828,0.07004310344827586,0.03771551724137931,0.8922413793103449
1669,55035,1792,Eau Claire,1630,29,56,50,12,77,1792,1.0,0.9095982142857143,0.016183035714285716,0.03125,0.04296875,1730,0.027901785714285716,0.006696428571428571,0.9654017857142857
1670,55035,1609,Eau Claire,1382,64,56,109,29,107,1609,1.0,0.8589185829707893,0.039776258545680544,0.03480422622747048,0.06650093225605966,1471,0.06774394033561218,0.018023617153511497,0.9142324425108763
1671,55035,1199,Eau Claire,962,21,33,99,52,183,1199,1.0,0.8023352793994996,0.01751459549624687,0.027522935779816515,0.15262718932443703,1048,0.08256880733944955,0.043369474562135114,0.8740617180984154
1672,55035,1060,Eau Claire,956,19,14,109,63,71,1060,1.0,0.9018867924528302,0.017924528301886792,0.013207547169811321,0.0669811320754717,888,0.10283018867924529,0.059433962264150944,0.8377358490566038
1673,55035,774,Eau Claire,627,30,31,61,24,86,774,1.0,0.810077519379845,0.03875968992248062,0.040051679586563305,0.1111111111111111,689,0.07881136950904392,0.031007751937984496,0.8901808785529716
1674,55035,1905,Eau Claire,1658,48,62,115,66,137,1905,1.0,0.8703412073490814,0.025196850393700787,0.03254593175853018,0.07191601049868766,1724,0.06036745406824147,0.03464566929133858,0.90498687664042
1675,55035,1373,Eau Claire,1265,12,15,125,49,81,1373,1.0,0.9213401310997815,0.00873998543335761,0.010924981791697014,0.05899490167516387,1199,0.09104151493080845,0.035688273852876914,0.8732702112163147
1676,55035,2109,Eau Claire,1927,6,32,214,125,144,2109,1.0,0.9137031768610716,0.002844950213371266,0.015173067804646752,0.06827880512091039,1770,0.10146989094357516,0.05926979611190138,0.8392603129445235
1677,55035,583,Eau Claire,526,3,5,37,37,49,583,1.0,0.902229845626072,0.005145797598627788,0.008576329331046312,0.08404802744425385,509,0.0634648370497427,0.0634648370497427,0.8730703259005146
1678,55035,2048,Eau Claire,1884,26,28,134,76,110,2048,1.0,0.919921875,0.0126953125,0.013671875,0.0537109375,1838,0.0654296875,0.037109375,0.8974609375
1679,55035,1845,Eau Claire,1610,37,52,150,85,146,1845,1.0,0.8726287262872628,0.02005420054200542,0.028184281842818428,0.07913279132791327,1610,0.08130081300813008,0.04607046070460705,0.8726287262872628
1680,55035,1825,Eau Claire,1630,24,47,224,98,124,1825,1.0,0.8931506849315068,0.01315068493150685,0.025753424657534246,0.06794520547945206,1503,0.12273972602739726,0.0536986301369863,0.8235616438356165
1681,55035,554,Eau Claire,509,5,4,65,35,36,554,1.0,0.9187725631768953,0.009025270758122744,0.007220216606498195,0.06498194945848375,454,0.11732851985559567,0.0631768953068592,0.8194945848375451
1682,55035,793,Eau Claire,678,10,19,42,30,86,793,1.0,0.8549810844892812,0.012610340479192938,0.02395964691046658,0.10844892812105927,721,0.05296343001261034,0.03783102143757881,0.9092055485498108
1683,55035,3028,Eau Claire,2616,54,89,20,11,269,3028,1.0,0.8639365918097754,0.0178335535006605,0.029392338177014532,0.08883751651254954,2997,0.0066050198150594455,0.003632760898282695,0.9897622192866579
1684,55035,1869,Eau Claire,1548,34,64,110,48,223,1869,1.0,0.8282504012841091,0.01819154628143392,0.03424291064740503,0.1193151417870519,1711,0.05885500267522739,0.025682182985553772,0.9154628143392188
1685,55035,619,Eau Claire,550,3,15,55,20,51,619,1.0,0.8885298869143781,0.004846526655896607,0.024232633279483037,0.08239095315024232,544,0.0888529886914378,0.03231017770597738,0.8788368336025848
