,COUNTYFP,VAP,NAME,WVAP,BVAP,HVAP,LG18P_BARN,LG18P_KOBE,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,LG18PNone,LG18P_BARN_pct,LG18P_KOBE_pct,LG18PNone_pct
3689,55079,1815,Milwaukee,1324,67,247,119,88,177,1815,1.0,0.7294765840220385,0.03691460055096419,0.13608815426997245,0.09752066115702479,1608,0.06556473829201102,0.048484848484848485,0.8859504132231405
3690,55079,2123,Milwaukee,1393,123,461,111,69,146,2123,1.0,0.6561469618464437,0.05793688177107866,0.21714554875176637,0.06877060763071126,1943,0.05228450306170514,0.03250117757889778,0.9152143193593971
3691,55079,1157,Milwaukee,772,64,242,63,46,79,1157,1.0,0.6672428694900605,0.055315471045808126,0.20916162489196197,0.0682800345721694,1048,0.05445116681071737,0.03975799481417459,0.905790838375108
3692,55079,1638,Milwaukee,1033,76,423,83,71,106,1638,1.0,0.6306471306471306,0.0463980463980464,0.25824175824175827,0.06471306471306472,1484,0.05067155067155067,0.043345543345543344,0.905982905982906
3693,55079,2839,Milwaukee,1433,301,876,247,87,229,2839,1.0,0.5047551954913702,0.10602324762240226,0.30855935188446637,0.08066220500176119,2505,0.08700246565692145,0.03064459316660796,0.8823529411764706
3694,55079,1224,Milwaukee,503,54,449,115,43,218,1224,1.0,0.41094771241830064,0.04411764705882353,0.3668300653594771,0.1781045751633987,1066,0.09395424836601307,0.035130718954248366,0.8709150326797386
3695,55079,1023,Milwaukee,309,226,281,35,6,207,1023,1.0,0.3020527859237537,0.2209188660801564,0.27468230694037143,0.20234604105571846,982,0.03421309872922776,0.005865102639296188,0.9599217986314761
3696,55079,1497,Milwaukee,452,126,669,63,22,250,1497,1.0,0.301937207748831,0.0841683366733467,0.4468937875751503,0.16700066800267202,1412,0.04208416833667335,0.014696058784235137,0.9432197728790915
3697,55079,1354,Milwaukee,309,150,800,76,31,95,1354,1.0,0.22821270310192024,0.11078286558345643,0.5908419497784343,0.07016248153618906,1247,0.056129985228951254,0.022895125553914326,0.9209748892171344
3698,55079,404,Milwaukee,100,8,272,10,4,24,404,1.0,0.24752475247524752,0.019801980198019802,0.6732673267326733,0.0594059405940594,390,0.024752475247524754,0.009900990099009901,0.9653465346534653
3699,55079,1082,Milwaukee,388,38,560,52,25,96,1082,1.0,0.3585951940850277,0.03512014787430684,0.5175600739371534,0.08872458410351201,1005,0.04805914972273567,0.02310536044362292,0.9288354898336414
3700,55079,808,Milwaukee,333,33,400,88,24,42,808,1.0,0.4121287128712871,0.04084158415841584,0.49504950495049505,0.05198019801980198,696,0.10891089108910891,0.0297029702970297,0.8613861386138614
3701,55079,1896,Milwaukee,897,56,795,152,53,148,1896,1.0,0.47310126582278483,0.029535864978902954,0.41930379746835444,0.07805907172995781,1691,0.08016877637130802,0.027953586497890294,0.8918776371308017
3702,55079,1434,Milwaukee,428,31,829,85,33,146,1434,1.0,0.298465829846583,0.021617852161785217,0.5781032078103208,0.10181311018131102,1316,0.059274755927475595,0.02301255230125523,0.9177126917712691
3703,55079,1556,Milwaukee,336,75,1050,55,10,95,1556,1.0,0.2159383033419023,0.04820051413881748,0.6748071979434447,0.061053984575835475,1491,0.03534704370179949,0.006426735218508998,0.9582262210796915
3704,55079,1371,Milwaukee,350,23,916,52,22,82,1371,1.0,0.2552881108679796,0.016776075857038657,0.6681254558716265,0.05981035740335521,1297,0.03792851932895697,0.016046681254558718,0.9460247994164843
3705,55079,1125,Milwaukee,536,31,477,118,32,81,1125,1.0,0.47644444444444445,0.027555555555555555,0.424,0.072,975,0.10488888888888889,0.028444444444444446,0.8666666666666667
3706,55079,1058,Milwaukee,799,26,169,143,53,64,1058,1.0,0.7551984877126654,0.024574669187145556,0.15973534971644612,0.06049149338374291,862,0.13516068052930058,0.0500945179584121,0.8147448015122873
3707,55079,796,Milwaukee,632,8,105,133,41,51,796,1.0,0.7939698492462312,0.010050251256281407,0.13190954773869346,0.06407035175879397,622,0.1670854271356784,0.05150753768844221,0.7814070351758794
3708,55079,1027,Milwaukee,761,30,183,163,49,53,1027,1.0,0.7409931840311588,0.029211295034079845,0.17818889970788704,0.05160662122687439,815,0.1587147030185005,0.04771178188899708,0.7935735150925024
3709,55079,1221,Milwaukee,1010,36,110,215,68,65,1221,1.0,0.8271908271908271,0.029484029484029485,0.09009009009009009,0.05323505323505324,938,0.1760851760851761,0.055692055692055695,0.7682227682227682
3710,55079,987,Milwaukee,801,31,110,262,49,45,987,1.0,0.8115501519756839,0.031408308004052685,0.11144883485309018,0.04559270516717325,676,0.26545086119554206,0.04964539007092199,0.684903748733536
3711,55079,924,Milwaukee,771,21,94,229,43,38,924,1.0,0.8344155844155844,0.022727272727272728,0.10173160173160173,0.04112554112554113,652,0.24783549783549783,0.046536796536796536,0.7056277056277056
3712,55079,1070,Milwaukee,910,17,72,219,64,71,1070,1.0,0.8504672897196262,0.01588785046728972,0.06728971962616823,0.06635514018691589,787,0.2046728971962617,0.059813084112149535,0.7355140186915888
3713,55079,1410,Milwaukee,1193,21,126,393,81,70,1410,1.0,0.8460992907801419,0.014893617021276596,0.08936170212765958,0.04964539007092199,936,0.27872340425531916,0.0574468085106383,0.6638297872340425
3714,55079,1492,Milwaukee,1190,57,169,248,81,76,1492,1.0,0.7975871313672922,0.03820375335120643,0.11327077747989277,0.05093833780160858,1163,0.16621983914209115,0.054289544235924934,0.7794906166219839
3715,55079,1087,Milwaukee,804,48,170,113,57,65,1087,1.0,0.7396504139834407,0.04415823367065318,0.15639374425023,0.05979760809567617,917,0.10395584176632934,0.05243790248390064,0.84360625574977
3716,55079,1443,Milwaukee,1159,26,185,226,86,73,1443,1.0,0.8031878031878031,0.018018018018018018,0.1282051282051282,0.05058905058905059,1131,0.15661815661815662,0.0595980595980596,0.7837837837837838
3717,55079,1381,Milwaukee,976,74,206,120,52,125,1381,1.0,0.7067342505430847,0.05358435916002897,0.1491672700941347,0.09051412020275162,1209,0.08689355539464157,0.03765387400434468,0.8754525706010138
3718,55079,1390,Milwaukee,1056,34,250,112,54,50,1390,1.0,0.7597122302158273,0.02446043165467626,0.17985611510791366,0.03597122302158273,1224,0.08057553956834532,0.03884892086330935,0.8805755395683453
3719,55079,1267,Milwaukee,695,76,377,99,61,119,1267,1.0,0.5485398579321231,0.05998421468034728,0.2975532754538279,0.09392265193370165,1107,0.07813733228097869,0.04814522494080505,0.8737174427782163
3720,55079,1315,Milwaukee,689,44,398,79,56,184,1315,1.0,0.5239543726235741,0.033460076045627375,0.3026615969581749,0.1399239543726236,1180,0.06007604562737642,0.04258555133079848,0.8973384030418251
3721,55079,1757,Milwaukee,658,349,456,55,35,294,1757,1.0,0.3745019920318725,0.19863403528742174,0.2595332953898691,0.16733067729083664,1667,0.03130335799658509,0.0199203187250996,0.9487763232783153
3722,55079,1633,Milwaukee,1042,30,315,106,63,246,1633,1.0,0.6380894060012248,0.01837109614206981,0.192896509491733,0.15064298836497245,1464,0.06491120636864667,0.0385793018983466,0.8965094917330068
3723,55079,940,Milwaukee,327,106,185,20,8,322,940,1.0,0.3478723404255319,0.1127659574468085,0.19680851063829788,0.3425531914893617,912,0.02127659574468085,0.00851063829787234,0.9702127659574468
3724,55079,1091,Milwaukee,743,34,192,50,29,122,1091,1.0,0.6810265811182401,0.031164069660861594,0.1759853345554537,0.11182401466544455,1012,0.045829514207149404,0.026581118240146653,0.9275893675527039
3725,55079,1253,Milwaukee,823,42,262,94,61,126,1253,1.0,0.6568236233040702,0.0335195530726257,0.20909816440542697,0.1005586592178771,1098,0.07501995211492418,0.04868316041500399,0.8762968874700718
3726,55079,2914,Milwaukee,1962,171,468,173,100,313,2914,1.0,0.6733013040494166,0.05868222374742622,0.16060398078242966,0.10741249142072752,2641,0.05936856554564173,0.03431708991077557,0.9063143445435827
3727,55079,916,Milwaukee,625,25,175,61,46,91,916,1.0,0.6823144104803494,0.027292576419213975,0.19104803493449782,0.09934497816593886,809,0.0665938864628821,0.05021834061135371,0.8831877729257642
3728,55079,1974,Milwaukee,1377,54,379,120,89,164,1974,1.0,0.6975683890577508,0.02735562310030395,0.19199594731509625,0.08308004052684904,1765,0.060790273556231005,0.04508611955420466,0.8941236068895644
3729,55079,1243,Milwaukee,759,38,321,68,44,125,1243,1.0,0.6106194690265486,0.030571198712791632,0.2582461786001609,0.1005631536604988,1131,0.054706355591311345,0.035398230088495575,0.909895414320193
3730,55079,1186,Milwaukee,854,35,224,126,59,73,1186,1.0,0.7200674536256324,0.02951096121416526,0.18887015177065766,0.06155143338954469,1001,0.10623946037099494,0.049747048903878585,0.8440134907251264
3731,55079,93,Milwaukee,23,48,19,6,1,3,93,1.0,0.24731182795698925,0.5161290322580645,0.20430107526881722,0.03225806451612903,86,0.06451612903225806,0.010752688172043012,0.9247311827956989
3732,55079,718,Milwaukee,43,115,542,23,7,18,718,1.0,0.05988857938718663,0.16016713091922005,0.754874651810585,0.025069637883008356,688,0.03203342618384401,0.009749303621169917,0.958217270194986
3733,55079,337,Milwaukee,55,16,255,18,7,11,337,1.0,0.1632047477744807,0.04747774480712166,0.7566765578635015,0.032640949554896145,312,0.05341246290801187,0.020771513353115726,0.9258160237388724
3734,55079,817,Milwaukee,102,45,597,22,6,73,817,1.0,0.12484700122399021,0.05507955936352509,0.7307221542227662,0.08935128518971848,789,0.02692778457772338,0.0073439412484700125,0.9657282741738066
3735,55079,454,Milwaukee,77,31,315,9,4,31,454,1.0,0.1696035242290749,0.06828193832599119,0.6938325991189427,0.06828193832599119,441,0.019823788546255508,0.00881057268722467,0.9713656387665198
3736,55079,582,Milwaukee,384,51,110,99,16,37,582,1.0,0.6597938144329897,0.08762886597938144,0.18900343642611683,0.06357388316151202,467,0.17010309278350516,0.027491408934707903,0.802405498281787
3737,55079,14,Milwaukee,1,2,11,1,1,0,14,1.0,0.07142857142857142,0.14285714285714285,0.7857142857142857,0.0,12,0.07142857142857142,0.07142857142857142,0.8571428571428571
3739,55079,1340,Oak Creek,1073,52,88,87,57,127,1340,1.0,0.8007462686567164,0.03880597014925373,0.06567164179104477,0.09477611940298507,1196,0.06492537313432836,0.04253731343283582,0.8925373134328358
3740,55079,1661,Oak Creek,1360,64,129,99,65,108,1661,1.0,0.818783865141481,0.03853100541842264,0.07766405779650813,0.0650210716435882,1497,0.059602649006622516,0.03913305237808549,0.901264298615292
3741,55079,1702,Oak Creek,1435,39,112,84,55,116,1702,1.0,0.8431257344300822,0.022914218566392478,0.06580493537015276,0.0681551116333725,1563,0.04935370152761457,0.03231492361927144,0.918331374853114
3742,55079,1591,Oak Creek,1246,69,106,73,43,170,1591,1.0,0.7831552482715274,0.04336895034569453,0.0666247642991829,0.10685103708359522,1475,0.0458830923947203,0.02702702702702703,0.9270898805782527
3743,55079,1590,Oak Creek,1157,67,233,78,46,133,1590,1.0,0.7276729559748427,0.04213836477987421,0.14654088050314465,0.08364779874213836,1466,0.04905660377358491,0.028930817610062894,0.9220125786163522
3744,55079,2006,Oak Creek,1428,159,198,75,44,221,2006,1.0,0.711864406779661,0.07926221335992024,0.09870388833499502,0.11016949152542373,1887,0.03738783649052842,0.02193419740777667,0.940677966101695
3745,55079,1201,Oak Creek,923,30,91,72,45,157,1201,1.0,0.768526228143214,0.02497918401332223,0.07577019150707744,0.13072439633638636,1084,0.05995004163197336,0.03746877601998335,0.9025811823480433
3746,55079,1438,Oak Creek,1165,20,88,95,60,165,1438,1.0,0.8101529902642559,0.013908205841446454,0.061196105702364396,0.11474269819193324,1283,0.06606397774687066,0.04172461752433936,0.89221140472879
3747,55079,1905,Oak Creek,1441,92,191,114,71,181,1905,1.0,0.7564304461942257,0.048293963254593175,0.10026246719160105,0.09501312335958005,1720,0.05984251968503937,0.03727034120734908,0.9028871391076115
3748,55079,1655,Oak Creek,1379,54,132,107,66,90,1655,1.0,0.8332326283987915,0.03262839879154079,0.0797583081570997,0.054380664652567974,1482,0.06465256797583081,0.03987915407854985,0.8954682779456193
3749,55079,1709,Oak Creek,1476,33,92,98,61,108,1709,1.0,0.863662960795787,0.01930953774136922,0.053832650672908135,0.06319485078993564,1550,0.05734347571679345,0.035693387946167346,0.9069631363370392
3750,55079,1518,Oak Creek,1298,26,103,83,51,91,1518,1.0,0.855072463768116,0.017127799736495388,0.06785243741765482,0.059947299077733864,1384,0.054677206851119896,0.03359683794466403,0.9117259552042161
3751,55079,1286,Oak Creek,1026,40,118,72,53,102,1286,1.0,0.7978227060653188,0.03110419906687403,0.09175738724727839,0.07931570762052877,1161,0.05598755832037325,0.04121306376360809,0.9027993779160186
3752,55079,1539,Oak Creek,1341,23,104,82,61,71,1539,1.0,0.8713450292397661,0.014944769330734242,0.06757634827810266,0.04613385315139701,1396,0.05328135152696556,0.0396361273554256,0.9070825211176088
3753,55079,1432,Oak Creek,1168,30,99,78,57,135,1432,1.0,0.8156424581005587,0.02094972067039106,0.0691340782122905,0.09427374301675978,1297,0.05446927374301676,0.039804469273743016,0.9057262569832403
3754,55079,1722,Oak Creek,1081,65,133,89,49,443,1722,1.0,0.6277584204413472,0.03774680603948897,0.07723577235772358,0.2572590011614402,1584,0.05168408826945412,0.028455284552845527,0.9198606271777003
3755,55079,888,Oak Creek,691,77,63,48,26,57,888,1.0,0.7781531531531531,0.08671171171171171,0.07094594594594594,0.06418918918918919,814,0.05405405405405406,0.02927927927927928,0.9166666666666666
3756,55079,583,Oak Creek,490,16,19,30,16,58,583,1.0,0.8404802744425386,0.0274442538593482,0.032590051457975985,0.09948542024013722,537,0.051457975986277875,0.0274442538593482,0.9210977701543739
3757,55079,1739,Oak Creek,1253,102,204,86,47,180,1739,1.0,0.7205290396779759,0.058654399079930995,0.11730879815986199,0.10350776308223117,1606,0.04945370902817711,0.02702702702702703,0.9235192639447959
3758,55079,177,River Hills,162,9,5,27,7,1,177,1.0,0.9152542372881356,0.05084745762711865,0.02824858757062147,0.005649717514124294,143,0.15254237288135594,0.03954802259887006,0.807909604519774
3759,55079,551,River Hills,461,28,18,80,21,44,551,1.0,0.8366606170598911,0.050816696914700546,0.032667876588021776,0.07985480943738657,450,0.14519056261343014,0.038112522686025406,0.8166969147005445
3760,55079,523,River Hills,373,57,17,75,19,76,523,1.0,0.7131931166347992,0.1089866156787763,0.032504780114722756,0.14531548757170173,429,0.14340344168260039,0.036328871892925434,0.8202676864244742
3761,55079,647,St. Francis,551,4,61,50,28,31,647,1.0,0.8516228748068007,0.0061823802163833074,0.09428129829984544,0.04791344667697063,569,0.07727975270479134,0.04327666151468315,0.8794435857805255
3762,55079,571,St. Francis,475,6,72,43,24,18,571,1.0,0.8318739054290718,0.010507880910683012,0.12609457092819615,0.03152364273204904,504,0.07530647985989491,0.04203152364273205,0.882661996497373
3763,55079,574,St. Francis,461,15,72,41,23,26,574,1.0,0.8031358885017421,0.02613240418118467,0.1254355400696864,0.04529616724738676,510,0.07142857142857142,0.04006968641114982,0.8885017421602788
3764,55079,671,St. Francis,468,58,103,52,29,42,671,1.0,0.6974664679582713,0.08643815201192251,0.15350223546944858,0.06259314456035768,590,0.07749627421758569,0.043219076005961254,0.879284649776453
3765,55079,735,St. Francis,592,24,61,60,32,58,735,1.0,0.8054421768707483,0.0326530612244898,0.08299319727891157,0.07891156462585033,643,0.08163265306122448,0.04353741496598639,0.8748299319727891
3766,55079,564,St. Francis,409,31,83,47,25,41,564,1.0,0.725177304964539,0.0549645390070922,0.14716312056737588,0.0726950354609929,492,0.08333333333333333,0.044326241134751775,0.8723404255319149
3767,55079,548,St. Francis,448,13,48,50,26,39,548,1.0,0.8175182481751825,0.023722627737226276,0.08759124087591241,0.07116788321167883,472,0.09124087591240876,0.04744525547445255,0.8613138686131386
3768,55079,736,St. Francis,581,20,79,60,32,56,736,1.0,0.7894021739130435,0.02717391304347826,0.10733695652173914,0.07608695652173914,644,0.08152173913043478,0.043478260869565216,0.875
3769,55079,827,St. Francis,661,14,75,95,42,77,827,1.0,0.7992744860943168,0.016928657799274487,0.09068923821039904,0.09310761789600967,690,0.11487303506650544,0.05078597339782346,0.8343409915356711
3770,55079,699,St. Francis,620,27,16,67,29,36,699,1.0,0.8869814020028612,0.03862660944206009,0.022889842632331903,0.05150214592274678,603,0.09585121602288985,0.04148783977110158,0.8626609442060086
3771,55079,651,St. Francis,519,29,57,81,35,46,651,1.0,0.7972350230414746,0.0445468509984639,0.08755760368663594,0.0706605222734255,535,0.12442396313364056,0.053763440860215055,0.8218125960061444
3772,55079,639,St. Francis,509,42,78,86,38,10,639,1.0,0.7965571205007824,0.06572769953051644,0.12206572769953052,0.01564945226917058,515,0.13458528951486698,0.0594679186228482,0.8059467918622848
3773,55079,907,Shorewood,719,96,40,196,29,52,907,1.0,0.7927232635060639,0.10584343991179714,0.044101433296582136,0.05733186328555678,682,0.2160970231532525,0.03197353914002205,0.7519294377067255
3774,55079,1286,Shorewood,981,56,64,319,47,185,1286,1.0,0.7628304821150855,0.04354587869362364,0.049766718506998445,0.14385692068429237,920,0.24805598755832037,0.03654743390357698,0.7153965785381027
3775,55079,1276,Shorewood,1065,36,42,327,48,133,1276,1.0,0.8346394984326019,0.02821316614420063,0.032915360501567396,0.1042319749216301,901,0.256269592476489,0.03761755485893417,0.7061128526645768
3776,55079,937,Shorewood,830,15,33,225,33,59,937,1.0,0.8858057630736392,0.016008537886873,0.035218783351120594,0.06296691568836713,679,0.240128068303095,0.035218783351120594,0.7246531483457844
3777,55079,863,Shorewood,775,27,19,281,37,42,863,1.0,0.8980301274623407,0.031286210892236384,0.0220162224797219,0.04866743916570104,545,0.32560834298957125,0.04287369640787949,0.6315179606025493
3778,55079,590,Shorewood,497,9,34,180,24,50,590,1.0,0.8423728813559322,0.015254237288135594,0.0576271186440678,0.0847457627118644,386,0.3050847457627119,0.04067796610169491,0.6542372881355932
3779,55079,1050,Shorewood,819,65,63,256,34,103,1050,1.0,0.78,0.06190476190476191,0.06,0.0980952380952381,760,0.2438095238095238,0.03238095238095238,0.7238095238095238
3780,55079,789,Shorewood,666,26,44,245,32,53,789,1.0,0.844106463878327,0.032953105196451206,0.05576679340937896,0.06717363751584284,512,0.3105196451204056,0.04055766793409379,0.6489226869455006
3781,55079,899,Shorewood,724,44,55,276,36,76,899,1.0,0.8053392658509455,0.048943270300333706,0.06117908787541713,0.08453837597330367,587,0.30700778642936594,0.04004449388209121,0.6529477196885428
3782,55079,865,Shorewood,659,51,51,238,31,104,865,1.0,0.761849710982659,0.058959537572254334,0.058959537572254334,0.12023121387283237,596,0.2751445086705202,0.035838150289017344,0.6890173410404624
3783,55079,652,Shorewood,558,23,18,186,24,53,652,1.0,0.8558282208588958,0.0352760736196319,0.027607361963190184,0.08128834355828221,442,0.2852760736196319,0.03680981595092025,0.6779141104294478
3784,55079,978,Shorewood,766,54,44,260,34,114,978,1.0,0.7832310838445807,0.05521472392638037,0.044989775051124746,0.1165644171779141,684,0.2658486707566462,0.034764826175869123,0.6993865030674846
3785,55079,1032,South Milwaukee,897,28,80,89,48,27,1032,1.0,0.8691860465116279,0.027131782945736434,0.07751937984496124,0.02616279069767442,895,0.08624031007751938,0.046511627906976744,0.8672480620155039
3786,55079,883,South Milwaukee,790,12,47,71,38,34,883,1.0,0.8946772366930917,0.013590033975084938,0.053227633069082674,0.03850509626274066,774,0.08040770101925254,0.04303510758776897,0.8765571913929785
3787,55079,1230,South Milwaukee,912,60,190,101,55,68,1230,1.0,0.7414634146341463,0.04878048780487805,0.15447154471544716,0.055284552845528454,1074,0.08211382113821138,0.044715447154471545,0.8731707317073171
3788,55079,1026,South Milwaukee,782,45,105,83,45,94,1026,1.0,0.7621832358674464,0.043859649122807015,0.1023391812865497,0.09161793372319688,898,0.08089668615984405,0.043859649122807015,0.8752436647173489
3789,55079,857,South Milwaukee,680,45,97,50,29,35,857,1.0,0.793465577596266,0.052508751458576426,0.11318553092182031,0.040840140023337225,778,0.058343057176196034,0.0338389731621937,0.9078179696616102
3790,55079,1079,South Milwaukee,874,44,105,60,34,56,1079,1.0,0.8100092678405931,0.04077849860982391,0.09731232622798888,0.051899907321594066,985,0.05560704355885079,0.03151065801668211,0.9128822984244671
3791,55079,805,South Milwaukee,631,36,94,46,27,44,805,1.0,0.7838509316770186,0.04472049689440994,0.11677018633540373,0.0546583850931677,732,0.05714285714285714,0.03354037267080745,0.9093167701863354
3792,55079,1240,South Milwaukee,1042,38,113,74,43,47,1240,1.0,0.8403225806451613,0.03064516129032258,0.09112903225806451,0.03790322580645161,1123,0.05967741935483871,0.03467741935483871,0.9056451612903226
3793,55079,917,South Milwaukee,797,11,62,64,45,47,917,1.0,0.8691384950926936,0.011995637949836423,0.06761177753544166,0.05125408942202835,808,0.0697928026172301,0.04907306434023991,0.88113413304253
3794,55079,904,South Milwaukee,785,16,55,63,43,48,904,1.0,0.8683628318584071,0.017699115044247787,0.06084070796460177,0.05309734513274336,798,0.06969026548672566,0.04756637168141593,0.8827433628318584
3795,55079,1245,South Milwaukee,1059,42,100,84,58,44,1245,1.0,0.8506024096385543,0.033734939759036145,0.08032128514056225,0.035341365461847386,1103,0.06746987951807229,0.046586345381526104,0.8859437751004016
3796,55079,1116,South Milwaukee,907,30,125,72,50,54,1116,1.0,0.8127240143369175,0.026881720430107527,0.11200716845878136,0.04838709677419355,994,0.06451612903225806,0.044802867383512544,0.8906810035842294
3797,55079,981,South Milwaukee,785,31,103,59,43,62,981,1.0,0.800203873598369,0.03160040774719674,0.10499490316004077,0.06320081549439348,879,0.060142711518858305,0.04383282364933741,0.8960244648318043
3798,55079,942,South Milwaukee,788,22,86,58,42,46,942,1.0,0.8365180467091295,0.02335456475583864,0.09129511677282377,0.04883227176220807,842,0.06157112526539278,0.044585987261146494,0.8938428874734607
3799,55079,969,South Milwaukee,853,9,71,61,44,36,969,1.0,0.8802889576883385,0.009287925696594427,0.07327141382868937,0.03715170278637771,864,0.0629514963880289,0.04540763673890609,0.891640866873065
3800,55079,1260,South Milwaukee,962,72,175,89,64,51,1260,1.0,0.7634920634920634,0.05714285714285714,0.1388888888888889,0.04047619047619048,1107,0.07063492063492063,0.050793650793650794,0.8785714285714286
3801,55079,1404,Wauwatosa,1271,33,43,260,78,57,1404,1.0,0.9052706552706553,0.023504273504273504,0.030626780626780627,0.0405982905982906,1066,0.18518518518518517,0.05555555555555555,0.7592592592592593
3802,55079,1414,Wauwatosa,1262,48,43,276,68,61,1414,1.0,0.8925035360678925,0.033946251768033946,0.03041018387553041,0.04314002828854314,1070,0.19519094766619519,0.04809052333804809,0.7567185289957568
3803,55079,1549,Wauwatosa,1366,67,53,288,61,63,1549,1.0,0.881859264041317,0.04325371207230471,0.0342156229825694,0.040671400903808906,1200,0.18592640413169786,0.039380245319561004,0.7746933505487411
3804,55079,2024,Wauwatosa,1848,50,55,347,106,71,2024,1.0,0.9130434782608695,0.024703557312252964,0.02717391304347826,0.03507905138339921,1571,0.17144268774703558,0.05237154150197629,0.7761857707509882
3805,55079,1674,Wauwatosa,1253,127,91,144,64,203,1674,1.0,0.7485065710872163,0.07586618876941457,0.05436081242532855,0.12126642771804062,1466,0.08602150537634409,0.038231780167264036,0.8757467144563919
3806,55079,1368,Wauwatosa,1137,31,64,199,54,136,1368,1.0,0.831140350877193,0.02266081871345029,0.04678362573099415,0.09941520467836257,1115,0.14546783625730994,0.039473684210526314,0.8150584795321637
3807,55079,1801,Wauwatosa,1567,44,52,274,61,138,1801,1.0,0.8700721821210439,0.024430871737923375,0.028872848417545807,0.07662409772348695,1466,0.1521377012770683,0.03387007218212104,0.8139922265408107
3808,55079,987,Wauwatosa,866,35,26,74,55,60,987,1.0,0.8774062816616008,0.03546099290780142,0.02634245187436677,0.060790273556231005,858,0.07497467071935157,0.05572441742654509,0.8693009118541033
3809,55079,1780,Wauwatosa,1493,89,78,173,64,120,1780,1.0,0.8387640449438202,0.05,0.043820224719101124,0.06741573033707865,1543,0.09719101123595505,0.035955056179775284,0.8668539325842697
3810,55079,2008,Wauwatosa,1666,118,63,217,47,161,2008,1.0,0.8296812749003984,0.05876494023904383,0.03137450199203187,0.0801792828685259,1744,0.10806772908366534,0.023406374501992032,0.8685258964143426
3811,55079,1583,Wauwatosa,1373,77,53,300,69,80,1583,1.0,0.8673404927353127,0.04864181933038535,0.033480732785849655,0.05053695514845231,1214,0.18951358180669614,0.043588123815540114,0.7668982943777637
3812,55079,1623,Wauwatosa,1488,27,38,293,74,70,1623,1.0,0.9168207024029574,0.0166358595194085,0.02341343191620456,0.04313000616142945,1256,0.18052988293284042,0.04559457794208256,0.773875539125077
3813,55079,1025,Wauwatosa,812,108,34,132,39,71,1025,1.0,0.7921951219512195,0.10536585365853658,0.033170731707317075,0.06926829268292684,854,0.12878048780487805,0.03804878048780488,0.833170731707317
3814,55079,1611,Wauwatosa,1361,124,66,336,68,60,1611,1.0,0.8448168839230292,0.07697082557417753,0.040968342644320296,0.037243947858473,1207,0.2085661080074488,0.04220980757293606,0.7492240844196152
3815,55079,1749,Wauwatosa,1475,127,70,365,55,77,1749,1.0,0.8433390508862207,0.07261292166952545,0.040022870211549454,0.0440251572327044,1329,0.2086906803887936,0.031446540880503145,0.7598627787307033
3816,55079,1380,Wauwatosa,1278,31,19,176,63,52,1380,1.0,0.9260869565217391,0.02246376811594203,0.013768115942028985,0.03768115942028986,1141,0.12753623188405797,0.04565217391304348,0.8268115942028985
3817,55079,1493,Wauwatosa,1036,162,96,174,52,199,1493,1.0,0.6939048894842599,0.10850636302746149,0.06430006697923643,0.1332886805090422,1267,0.11654387139986604,0.034829202947086406,0.8486269256530475
3818,55079,1783,Wauwatosa,1280,231,88,180,69,184,1783,1.0,0.7178911946158161,0.12955692652832304,0.049355019629837356,0.10319685922602355,1534,0.10095344924284913,0.038698822209758836,0.860347728547392
3819,55079,2440,Wauwatosa,1980,128,111,184,95,221,2440,1.0,0.8114754098360656,0.05245901639344262,0.04549180327868853,0.09057377049180328,2161,0.07540983606557378,0.0389344262295082,0.885655737704918
3820,55079,1423,Wauwatosa,1175,129,61,126,59,58,1423,1.0,0.825720309205903,0.09065354884047787,0.04286718200983837,0.040758959943780745,1238,0.08854532677442024,0.04146170063246662,0.8699929725931131
3821,55079,1711,Wauwatosa,1395,133,61,204,87,122,1711,1.0,0.81531268264173,0.0777323202805377,0.03565166569257744,0.07130333138515488,1420,0.11922852133255406,0.05084745762711865,0.8299240210403273
3822,55079,1457,Wauwatosa,1188,112,58,168,69,99,1457,1.0,0.8153740562800275,0.07687028140013727,0.03980782429649966,0.06794783802333562,1220,0.1153054221002059,0.04735758407687028,0.8373369938229238
3823,55079,1464,Wauwatosa,1007,316,58,157,70,83,1464,1.0,0.6878415300546448,0.21584699453551912,0.03961748633879782,0.05669398907103825,1237,0.10724043715846994,0.04781420765027322,0.8449453551912568
3824,55079,1765,West Allis,1055,157,420,111,39,133,1765,1.0,0.5977337110481586,0.08895184135977337,0.23796033994334279,0.07535410764872522,1615,0.06288951841359773,0.02209631728045326,0.9150141643059491
3825,55079,2280,West Allis,1400,254,482,140,49,144,2280,1.0,0.6140350877192983,0.11140350877192982,0.21140350877192982,0.06315789473684211,2091,0.06140350877192982,0.02149122807017544,0.9171052631578948
3826,55079,1669,West Allis,917,125,534,74,42,93,1669,1.0,0.5494307968843619,0.07489514679448772,0.3199520671060515,0.05572198921509886,1553,0.044337926902336726,0.025164769322947873,0.9304973037747154
3827,55079,2092,West Allis,1460,134,372,118,84,126,2092,1.0,0.6978967495219885,0.06405353728489484,0.17782026768642448,0.06022944550669216,1890,0.05640535372848948,0.040152963671128104,0.9034416826003824
3828,55079,1792,West Allis,1189,134,373,127,75,96,1792,1.0,0.6635044642857143,0.07477678571428571,0.20814732142857142,0.05357142857142857,1590,0.07087053571428571,0.04185267857142857,0.8872767857142857
