,COUNTYFP,VAP,NAME,WVAP,BVAP,HVAP,TRES14D,TRES14R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,TRE14None,TRES14D_pct,TRES14R_pct,TRE14None_pct
0,55001,427,Adams,378,12,19,91,70,18,427,1.0,0.8852459016393442,0.02810304449648712,0.04449648711943794,0.04215456674473068,266,0.21311475409836064,0.16393442622950818,0.6229508196721312
1,55001,471,Adams,437,5,14,88,68,15,471,1.0,0.9278131634819533,0.010615711252653927,0.029723991507430998,0.03184713375796178,315,0.18683651804670912,0.14437367303609341,0.6687898089171974
2,55001,199,Adams,192,0,6,40,31,1,199,1.0,0.964824120603015,0.0,0.03015075376884422,0.005025125628140704,128,0.20100502512562815,0.15577889447236182,0.6432160804020101
3,55001,297,Adams,280,0,12,49,38,5,297,1.0,0.9427609427609428,0.0,0.04040404040404041,0.016835016835016835,210,0.16498316498316498,0.12794612794612795,0.7070707070707071
4,55001,769,Adams,725,0,23,145,145,21,769,1.0,0.9427828348504551,0.0,0.02990897269180754,0.027308192457737322,479,0.18855656697009102,0.18855656697009102,0.6228868660598179
5,55001,288,Adams,258,3,16,54,54,11,288,1.0,0.8958333333333334,0.010416666666666666,0.05555555555555555,0.03819444444444445,180,0.1875,0.1875,0.625
6,55001,91,Adams,88,0,2,17,18,1,91,1.0,0.967032967032967,0.0,0.02197802197802198,0.01098901098901099,56,0.18681318681318682,0.1978021978021978,0.6153846153846154
7,55001,271,Big Flats,247,4,12,59,56,8,271,1.0,0.9114391143911439,0.014760147601476014,0.04428044280442804,0.02952029520295203,156,0.2177121771217712,0.2066420664206642,0.5756457564575646
8,55001,545,Big Flats,527,1,7,118,112,10,545,1.0,0.9669724770642202,0.001834862385321101,0.012844036697247707,0.01834862385321101,315,0.21651376146788992,0.20550458715596331,0.5779816513761468
9,55001,195,Colburn,185,0,6,33,60,4,195,1.0,0.9487179487179487,0.0,0.03076923076923077,0.020512820512820513,102,0.16923076923076924,0.3076923076923077,0.5230769230769231
10,55001,341,Dell Prairie,310,7,9,69,86,15,341,1.0,0.9090909090909091,0.020527859237536656,0.026392961876832845,0.04398826979472141,186,0.20234604105571846,0.25219941348973607,0.5454545454545454
11,55001,826,Dell Prairie,729,12,28,167,208,57,826,1.0,0.8825665859564165,0.014527845036319613,0.03389830508474576,0.06900726392251816,451,0.20217917675544794,0.25181598062953997,0.5460048426150121
12,55001,157,Dell Prairie,145,0,9,30,38,3,157,1.0,0.9235668789808917,0.0,0.05732484076433121,0.01910828025477707,89,0.1910828025477707,0.24203821656050956,0.5668789808917197
13,55001,496,Easton,453,3,25,83,98,15,496,1.0,0.9133064516129032,0.006048387096774193,0.05040322580645161,0.03024193548387097,315,0.16733870967741934,0.1975806451612903,0.6350806451612904
14,55001,394,Easton,379,1,4,71,84,10,394,1.0,0.9619289340101523,0.0025380710659898475,0.01015228426395939,0.025380710659898477,239,0.1802030456852792,0.2131979695431472,0.6065989847715736
15,55001,543,Friendship,500,11,11,104,82,21,543,1.0,0.9208103130755064,0.020257826887661142,0.020257826887661142,0.03867403314917127,357,0.19152854511970535,0.15101289134438306,0.6574585635359116
16,55001,517,Jackson,464,4,19,96,107,30,517,1.0,0.8974854932301741,0.007736943907156673,0.0367504835589942,0.058027079303675046,314,0.18568665377176016,0.20696324951644102,0.6073500967117988
17,55001,455,Jackson,438,2,6,99,111,9,455,1.0,0.9626373626373627,0.004395604395604396,0.013186813186813187,0.01978021978021978,245,0.2175824175824176,0.24395604395604395,0.5384615384615384
18,55001,228,Leola,216,0,1,27,75,11,228,1.0,0.9473684210526315,0.0,0.0043859649122807015,0.04824561403508772,126,0.11842105263157894,0.32894736842105265,0.5526315789473685
19,55001,263,Lincoln,247,3,6,66,66,7,263,1.0,0.9391634980988594,0.011406844106463879,0.022813688212927757,0.026615969581749048,131,0.2509505703422053,0.2509505703422053,0.49809885931558934
20,55001,361,Monroe,349,1,4,104,95,7,361,1.0,0.9667590027700831,0.002770083102493075,0.0110803324099723,0.019390581717451522,162,0.2880886426592798,0.2631578947368421,0.4487534626038781
21,55001,402,New Chester,371,5,16,29,24,10,402,1.0,0.9228855721393034,0.012437810945273632,0.03980099502487562,0.024875621890547265,349,0.07213930348258707,0.05970149253731343,0.8681592039800995
22,55001,348,New Chester,299,4,29,28,24,16,348,1.0,0.8591954022988506,0.011494252873563218,0.08333333333333333,0.04597701149425287,296,0.08045977011494253,0.06896551724137931,0.8505747126436781
23,55001,1061,New Chester,402,450,103,84,68,106,1061,1.0,0.37888784165881245,0.42412818096135724,0.09707822808671066,0.0999057492931197,909,0.07917059377945335,0.0640904806786051,0.8567389255419415
24,55001,537,New Haven,493,0,15,132,118,29,537,1.0,0.9180633147113594,0.0,0.027932960893854747,0.054003724394785846,287,0.24581005586592178,0.21973929236499068,0.5344506517690876
25,55001,807,Preston,767,4,15,195,168,21,807,1.0,0.9504337050805453,0.004956629491945477,0.01858736059479554,0.026022304832713755,444,0.241635687732342,0.20817843866171004,0.550185873605948
26,55001,327,Preston,302,4,7,69,60,14,327,1.0,0.9235474006116208,0.012232415902140673,0.021406727828746176,0.04281345565749235,198,0.21100917431192662,0.1834862385321101,0.6055045871559633
27,55001,834,Quincy,799,1,10,203,162,24,834,1.0,0.9580335731414868,0.001199040767386091,0.011990407673860911,0.02877697841726619,469,0.2434052757793765,0.19424460431654678,0.5623501199040767
28,55001,122,Quincy,117,0,4,32,25,1,122,1.0,0.9590163934426229,0.0,0.03278688524590164,0.00819672131147541,65,0.26229508196721313,0.20491803278688525,0.5327868852459017
