,COUNTYFP,VAP,NAME,WVAP,BVAP,HVAP,AG18D,AG18R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,AG18None,AG18D_pct,AG18R_pct,AG18None_pct
28,55001,122,Quincy,117,0,4,34,40,1,122,1.0,0.9590163934426229,0.0,0.03278688524590164,0.00819672131147541,48,0.2786885245901639,0.32786885245901637,0.39344262295081966
29,55001,70,Quincy,68,0,0,22,25,2,70,1.0,0.9714285714285714,0.0,0.0,0.02857142857142857,23,0.3142857142857143,0.35714285714285715,0.32857142857142857
30,55001,125,Richfield,117,0,2,23,54,6,125,1.0,0.936,0.0,0.016,0.048,48,0.184,0.432,0.384
31,55001,536,Rome,487,4,8,145,197,37,536,1.0,0.9085820895522388,0.007462686567164179,0.014925373134328358,0.06902985074626866,194,0.27052238805970147,0.3675373134328358,0.3619402985074627
32,55001,516,Rome,508,0,5,156,212,3,516,1.0,0.9844961240310077,0.0,0.009689922480620155,0.005813953488372093,148,0.3023255813953488,0.4108527131782946,0.2868217054263566
33,55001,522,Rome,506,3,1,165,223,12,522,1.0,0.9693486590038314,0.005747126436781609,0.0019157088122605363,0.022988505747126436,134,0.3160919540229885,0.4272030651340996,0.2567049808429119
34,55001,502,Rome,478,0,8,135,182,16,502,1.0,0.952191235059761,0.0,0.01593625498007968,0.03187250996015936,185,0.2689243027888446,0.36254980079681276,0.36852589641434264
35,55001,650,Rome,627,1,10,187,254,12,650,1.0,0.9646153846153847,0.0015384615384615385,0.015384615384615385,0.018461538461538463,209,0.2876923076923077,0.39076923076923076,0.32153846153846155
36,55001,308,Springville,275,2,11,71,124,20,308,1.0,0.8928571428571429,0.006493506493506494,0.03571428571428571,0.06493506493506493,113,0.2305194805194805,0.4025974025974026,0.36688311688311687
37,55001,778,Springville,725,9,21,131,229,23,778,1.0,0.9318766066838047,0.011568123393316195,0.02699228791773779,0.02956298200514139,418,0.16838046272493573,0.2943444730077121,0.5372750642673522
38,55001,412,Strongs Prairie,396,2,4,104,133,10,412,1.0,0.9611650485436893,0.0048543689320388345,0.009708737864077669,0.024271844660194174,175,0.2524271844660194,0.32281553398058255,0.42475728155339804
39,55001,459,Strongs Prairie,441,5,2,102,132,11,459,1.0,0.9607843137254902,0.010893246187363835,0.004357298474945534,0.023965141612200435,225,0.2222222222222222,0.2875816993464052,0.49019607843137253
40,55001,97,Strongs Prairie,90,1,0,27,35,6,97,1.0,0.9278350515463918,0.010309278350515464,0.0,0.061855670103092786,35,0.27835051546391754,0.36082474226804123,0.36082474226804123
41,55001,97,Wisconsin Dells,28,25,43,9,7,1,97,1.0,0.28865979381443296,0.25773195876288657,0.44329896907216493,0.010309278350515464,81,0.09278350515463918,0.07216494845360824,0.8350515463917526
43,55003,318,Agenda,307,0,1,68,124,10,318,1.0,0.9654088050314465,0.0,0.0031446540880503146,0.031446540880503145,126,0.2138364779874214,0.389937106918239,0.39622641509433965
44,55003,600,Ashland,533,0,4,189,199,63,600,1.0,0.8883333333333333,0.0,0.006666666666666667,0.105,212,0.315,0.33166666666666667,0.35333333333333333
45,55003,539,Ashland,437,6,15,140,61,81,539,1.0,0.8107606679035251,0.011131725417439703,0.027829313543599257,0.150278293135436,338,0.2597402597402597,0.11317254174397032,0.62708719851577
46,55003,567,Ashland,481,2,15,166,82,69,567,1.0,0.8483245149911817,0.003527336860670194,0.026455026455026454,0.12169312169312169,319,0.2927689594356261,0.14462081128747795,0.562610229276896
47,55003,644,Ashland,578,1,9,259,128,56,644,1.0,0.8975155279503105,0.0015527950310559005,0.013975155279503106,0.08695652173913043,257,0.40217391304347827,0.19875776397515527,0.39906832298136646
48,55003,548,Ashland,455,0,14,268,83,79,548,1.0,0.8302919708029197,0.0,0.025547445255474453,0.14416058394160583,197,0.48905109489051096,0.15145985401459855,0.3594890510948905
49,55003,619,Ashland,511,6,13,175,57,89,619,1.0,0.8255250403877221,0.009693053311793215,0.0210016155088853,0.14378029079159935,387,0.2827140549273021,0.09208400646203554,0.6252019386106623
50,55003,635,Ashland,513,35,29,275,85,58,635,1.0,0.8078740157480315,0.05511811023622047,0.04566929133858268,0.09133858267716535,275,0.4330708661417323,0.13385826771653545,0.4330708661417323
51,55003,591,Ashland,450,13,3,201,80,125,591,1.0,0.7614213197969543,0.021996615905245348,0.005076142131979695,0.21150592216582065,310,0.3401015228426396,0.1353637901861252,0.5245346869712352
52,55003,542,Ashland,408,7,16,167,56,111,542,1.0,0.7527675276752768,0.012915129151291513,0.02952029520295203,0.2047970479704797,319,0.3081180811808118,0.1033210332103321,0.5885608856088561
53,55003,597,Ashland,488,4,7,176,87,98,597,1.0,0.8174204355108877,0.006700167504187605,0.011725293132328308,0.16415410385259632,334,0.2948073701842546,0.1457286432160804,0.559463986599665
54,55003,572,Ashland,478,4,15,217,106,75,572,1.0,0.8356643356643356,0.006993006993006993,0.026223776223776224,0.13111888111888112,249,0.3793706293706294,0.1853146853146853,0.4353146853146853
55,55003,440,Ashland,399,1,7,141,91,33,440,1.0,0.9068181818181819,0.0022727272727272726,0.015909090909090907,0.075,208,0.32045454545454544,0.20681818181818182,0.4727272727272727
56,55003,58,Butternut,56,0,2,13,12,0,58,1.0,0.9655172413793104,0.0,0.034482758620689655,0.0,33,0.22413793103448276,0.20689655172413793,0.5689655172413793
57,55003,228,Butternut,212,1,4,57,51,11,228,1.0,0.9298245614035088,0.0043859649122807015,0.017543859649122806,0.04824561403508772,120,0.25,0.2236842105263158,0.5263157894736842
58,55003,292,Chippewa,278,1,5,69,101,8,292,1.0,0.952054794520548,0.003424657534246575,0.017123287671232876,0.0273972602739726,122,0.2363013698630137,0.3458904109589041,0.4178082191780822
59,55003,596,Gingles,522,0,7,232,152,67,596,1.0,0.8758389261744967,0.0,0.01174496644295302,0.11241610738255034,212,0.38926174496644295,0.2550335570469799,0.35570469798657717
60,55003,80,Gordon,80,0,0,11,18,0,80,1.0,1.0,0.0,0.0,0.0,51,0.1375,0.225,0.6375
61,55003,164,Gordon,161,0,0,41,65,3,164,1.0,0.9817073170731707,0.0,0.0,0.018292682926829267,58,0.25,0.39634146341463417,0.35365853658536583
62,55003,518,Jacobs,495,3,5,105,152,15,518,1.0,0.9555984555984556,0.005791505791505791,0.009652509652509652,0.02895752895752896,261,0.20270270270270271,0.29343629343629346,0.5038610038610039
63,55003,370,La Pointe,335,14,6,195,50,15,370,1.0,0.9054054054054054,0.03783783783783784,0.016216216216216217,0.04054054054054054,125,0.527027027027027,0.13513513513513514,0.33783783783783783
64,55003,120,Marengo,119,0,1,49,41,0,120,1.0,0.9916666666666667,0.0,0.008333333333333333,0.0,30,0.4083333333333333,0.3416666666666667,0.25
65,55003,145,Marengo,143,0,1,60,50,1,145,1.0,0.9862068965517241,0.0,0.006896551724137931,0.006896551724137931,35,0.41379310344827586,0.3448275862068966,0.2413793103448276
66,55003,555,Mellen,524,1,3,120,91,27,555,1.0,0.9441441441441442,0.0018018018018018018,0.005405405405405406,0.04864864864864865,344,0.21621621621621623,0.16396396396396395,0.6198198198198198
67,55003,304,Morse,293,1,3,99,81,7,304,1.0,0.9638157894736842,0.003289473684210526,0.009868421052631578,0.023026315789473683,124,0.3256578947368421,0.26644736842105265,0.40789473684210525
68,55003,62,Morse,62,0,0,22,18,0,62,1.0,1.0,0.0,0.0,0.0,22,0.3548387096774194,0.2903225806451613,0.3548387096774194
69,55003,38,Morse,36,0,1,10,8,1,38,1.0,0.9473684210526315,0.0,0.02631578947368421,0.02631578947368421,20,0.2631578947368421,0.21052631578947367,0.5263157894736842
70,55003,42,Peeksville,40,1,0,12,18,1,42,1.0,0.9523809523809523,0.023809523809523808,0.0,0.023809523809523808,12,0.2857142857142857,0.42857142857142855,0.2857142857142857
71,55003,76,Peeksville,73,1,1,16,24,1,76,1.0,0.9605263157894737,0.013157894736842105,0.013157894736842105,0.013157894736842105,36,0.21052631578947367,0.3157894736842105,0.47368421052631576
72,55003,387,Sanborn,31,2,20,147,25,334,387,1.0,0.08010335917312661,0.00516795865633075,0.05167958656330749,0.8630490956072352,215,0.3798449612403101,0.06459948320413436,0.5555555555555556
73,55003,594,Sanborn,121,2,9,217,37,462,594,1.0,0.2037037037037037,0.003367003367003367,0.015151515151515152,0.7777777777777778,340,0.3653198653198653,0.06228956228956229,0.5723905723905723
74,55003,109,Shanagolden,105,0,1,31,30,3,109,1.0,0.963302752293578,0.0,0.009174311926605505,0.027522935779816515,48,0.28440366972477066,0.27522935779816515,0.44036697247706424
75,55003,567,White River,522,2,2,123,229,41,567,1.0,0.9206349206349206,0.003527336860670194,0.003527336860670194,0.07231040564373897,215,0.21693121693121692,0.4038800705467372,0.37918871252204583
76,55003,69,White River,65,0,0,18,35,4,69,1.0,0.9420289855072463,0.0,0.0,0.057971014492753624,16,0.2608695652173913,0.5072463768115942,0.2318840579710145
77,55005,545,Almena,496,3,22,55,141,24,545,1.0,0.9100917431192661,0.005504587155963303,0.04036697247706422,0.044036697247706424,349,0.10091743119266056,0.25871559633027524,0.6403669724770642
78,55005,474,Almena,452,0,6,93,153,16,474,1.0,0.9535864978902954,0.0,0.012658227848101266,0.03375527426160337,228,0.1962025316455696,0.3227848101265823,0.4810126582278481
79,55005,257,Almena,233,2,14,50,82,8,257,1.0,0.9066147859922179,0.007782101167315175,0.054474708171206226,0.0311284046692607,125,0.19455252918287938,0.31906614785992216,0.48638132295719844
80,55005,516,Arland,485,0,5,115,121,26,516,1.0,0.939922480620155,0.0,0.009689922480620155,0.050387596899224806,280,0.22286821705426357,0.23449612403100775,0.5426356589147286
81,55005,844,Barron,682,113,16,128,138,33,844,1.0,0.8080568720379147,0.1338862559241706,0.018957345971563982,0.03909952606635071,578,0.15165876777251186,0.16350710900473933,0.6848341232227488
82,55005,482,Barron,392,48,14,79,84,28,482,1.0,0.8132780082987552,0.0995850622406639,0.029045643153526972,0.058091286307053944,319,0.16390041493775934,0.17427385892116182,0.6618257261410788
83,55005,197,Barron,178,3,6,43,46,10,197,1.0,0.9035532994923858,0.015228426395939087,0.030456852791878174,0.050761421319796954,108,0.2182741116751269,0.233502538071066,0.5482233502538071
84,55005,342,Barron,275,38,13,59,64,16,342,1.0,0.804093567251462,0.1111111111111111,0.038011695906432746,0.04678362573099415,219,0.17251461988304093,0.1871345029239766,0.6403508771929824
85,55005,648,Barron,419,176,21,126,136,32,648,1.0,0.6466049382716049,0.2716049382716049,0.032407407407407406,0.04938271604938271,386,0.19444444444444445,0.20987654320987653,0.595679012345679
86,55005,66,Barron,59,2,2,14,15,3,66,1.0,0.8939393939393939,0.030303030303030304,0.030303030303030304,0.045454545454545456,37,0.21212121212121213,0.22727272727272727,0.5606060606060606
87,55005,307,Barron,240,54,2,45,49,11,307,1.0,0.7817589576547231,0.1758957654723127,0.006514657980456026,0.035830618892508145,213,0.1465798045602606,0.15960912052117263,0.6938110749185668
88,55005,303,Barron,276,4,11,39,112,12,303,1.0,0.9108910891089109,0.013201320132013201,0.036303630363036306,0.039603960396039604,152,0.12871287128712872,0.3696369636963696,0.5016501650165016
89,55005,325,Barron,290,2,15,41,117,18,325,1.0,0.8923076923076924,0.006153846153846154,0.046153846153846156,0.055384615384615386,167,0.12615384615384614,0.36,0.5138461538461538
90,55005,541,Bear Lake,512,0,8,134,166,21,541,1.0,0.9463955637707948,0.0,0.014787430683918669,0.038817005545286505,241,0.2476894639556377,0.3068391866913124,0.4454713493530499
91,55005,912,Cameron,820,11,19,159,218,62,912,1.0,0.8991228070175439,0.01206140350877193,0.020833333333333332,0.06798245614035088,535,0.17434210526315788,0.23903508771929824,0.5866228070175439
92,55005,346,Cameron,317,1,8,60,81,20,346,1.0,0.9161849710982659,0.002890173410404624,0.023121387283236993,0.057803468208092484,205,0.17341040462427745,0.23410404624277456,0.5924855491329479
93,55005,140,Cameron,131,1,1,27,38,7,140,1.0,0.9357142857142857,0.007142857142857143,0.007142857142857143,0.05,75,0.19285714285714287,0.2714285714285714,0.5357142857142857
94,55005,961,Cedar Lake,923,2,5,198,421,31,961,1.0,0.9604578563995838,0.002081165452653486,0.005202913631633715,0.03225806451612903,342,0.2060353798126951,0.4380853277835588,0.3558792924037461
95,55005,468,Chetek,445,0,10,89,109,13,468,1.0,0.9508547008547008,0.0,0.021367521367521368,0.027777777777777776,270,0.19017094017094016,0.2329059829059829,0.5769230769230769
96,55005,438,Chetek,424,2,1,87,107,11,438,1.0,0.9680365296803652,0.0045662100456621,0.00228310502283105,0.02511415525114155,244,0.19863013698630136,0.24429223744292236,0.5570776255707762
97,55005,412,Chetek,376,0,12,84,102,24,412,1.0,0.912621359223301,0.0,0.02912621359223301,0.05825242718446602,226,0.20388349514563106,0.24757281553398058,0.5485436893203883
98,55005,415,Chetek,396,0,5,83,102,14,415,1.0,0.9542168674698795,0.0,0.012048192771084338,0.033734939759036145,230,0.2,0.2457831325301205,0.5542168674698795
99,55005,888,Chetek,864,0,5,212,327,19,888,1.0,0.972972972972973,0.0,0.00563063063063063,0.021396396396396396,349,0.23873873873873874,0.36824324324324326,0.393018018018018
100,55005,569,Chetek,556,0,3,139,214,10,569,1.0,0.9771528998242531,0.0,0.005272407732864675,0.01757469244288225,216,0.24428822495606328,0.37609841827768015,0.37961335676625657
101,55005,683,Clinton,643,2,17,106,159,21,683,1.0,0.9414348462664714,0.0029282576866764276,0.024890190336749635,0.03074670571010249,418,0.15519765739385066,0.232796486090776,0.6120058565153733
102,55005,607,Crystal Lake,579,1,12,121,201,15,607,1.0,0.9538714991762768,0.0016474464579901153,0.019769357495881382,0.02471169686985173,285,0.19934102141680396,0.3311367380560132,0.4695222405271829
103,55005,462,Cumberland,392,7,33,107,116,30,462,1.0,0.8484848484848485,0.015151515151515152,0.07142857142857142,0.06493506493506493,239,0.23160173160173161,0.2510822510822511,0.5173160173160173
104,55005,450,Cumberland,433,0,9,106,114,8,450,1.0,0.9622222222222222,0.0,0.02,0.017777777777777778,230,0.23555555555555555,0.25333333333333335,0.5111111111111111
105,55005,435,Cumberland,372,2,20,114,122,41,435,1.0,0.8551724137931035,0.004597701149425287,0.04597701149425287,0.09425287356321839,199,0.2620689655172414,0.28045977011494255,0.4574712643678161
106,55005,406,Cumberland,364,3,22,108,116,17,406,1.0,0.896551724137931,0.007389162561576354,0.054187192118226604,0.04187192118226601,182,0.2660098522167488,0.2857142857142857,0.4482758620689655
107,55005,657,Cumberland,622,4,12,160,227,19,657,1.0,0.9467275494672754,0.0060882800608828,0.0182648401826484,0.0289193302891933,270,0.243531202435312,0.3455098934550989,0.410958904109589
108,55005,277,Dallas,249,3,5,37,75,20,277,1.0,0.8989169675090253,0.010830324909747292,0.018050541516245487,0.07220216606498195,165,0.13357400722021662,0.27075812274368233,0.5956678700361011
109,55005,453,Dallas,415,4,16,70,164,18,453,1.0,0.9161147902869757,0.008830022075055188,0.03532008830022075,0.039735099337748346,219,0.1545253863134658,0.3620309050772627,0.48344370860927155
110,55005,628,Dovre,596,0,7,128,182,25,628,1.0,0.9490445859872612,0.0,0.011146496815286623,0.03980891719745223,318,0.20382165605095542,0.2898089171974522,0.5063694267515924
111,55005,199,Doyle,190,2,2,34,65,5,199,1.0,0.9547738693467337,0.010050251256281407,0.010050251256281407,0.02512562814070352,100,0.1708542713567839,0.32663316582914576,0.5025125628140703
112,55005,196,Doyle,188,0,0,44,84,8,196,1.0,0.9591836734693877,0.0,0.0,0.04081632653061224,68,0.22448979591836735,0.42857142857142855,0.3469387755102041
113,55005,213,Haugen,201,1,5,54,67,6,213,1.0,0.9436619718309859,0.004694835680751174,0.023474178403755867,0.028169014084507043,92,0.2535211267605634,0.3145539906103286,0.431924882629108
114,55005,153,Lakeland,144,0,0,32,53,9,153,1.0,0.9411764705882353,0.0,0.0,0.058823529411764705,68,0.20915032679738563,0.3464052287581699,0.4444444444444444
115,55005,619,Lakeland,589,1,3,143,239,26,619,1.0,0.9515347334410339,0.0016155088852988692,0.004846526655896607,0.0420032310177706,237,0.2310177705977383,0.3861066235864297,0.38287560581583197
116,55005,447,Maple Grove,415,3,18,70,163,11,447,1.0,0.9284116331096197,0.006711409395973154,0.040268456375838924,0.024608501118568233,214,0.15659955257270694,0.36465324384787473,0.47874720357941836
117,55005,264,Maple Grove,247,1,9,42,96,7,264,1.0,0.9356060606060606,0.003787878787878788,0.03409090909090909,0.026515151515151516,126,0.1590909090909091,0.36363636363636365,0.4772727272727273
118,55005,680,Maple Plain,565,1,7,195,209,107,680,1.0,0.8308823529411765,0.0014705882352941176,0.010294117647058823,0.15735294117647058,276,0.2867647058823529,0.3073529411764706,0.40588235294117647
119,55005,17,New Auburn,13,1,1,5,3,2,17,1.0,0.7647058823529411,0.058823529411764705,0.058823529411764705,0.11764705882352941,9,0.29411764705882354,0.17647058823529413,0.5294117647058824
120,55005,1,New Auburn,1,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0
121,55005,313,Oak Grove,296,4,2,73,107,11,313,1.0,0.9456869009584664,0.012779552715654952,0.006389776357827476,0.03514376996805112,133,0.23322683706070288,0.34185303514376997,0.4249201277955272
122,55005,413,Oak Grove,401,0,2,85,123,10,413,1.0,0.9709443099273608,0.0,0.004842615012106538,0.024213075060532687,205,0.20581113801452786,0.29782082324455206,0.4963680387409201
123,55005,382,Prairie Farm,353,4,7,59,80,18,382,1.0,0.9240837696335078,0.010471204188481676,0.01832460732984293,0.04712041884816754,243,0.1544502617801047,0.2094240837696335,0.6361256544502618
124,55005,238,Prairie Farm,229,0,2,50,74,7,238,1.0,0.9621848739495799,0.0,0.008403361344537815,0.029411764705882353,114,0.21008403361344538,0.31092436974789917,0.4789915966386555
125,55005,193,Prairie Farm,184,1,1,37,53,7,193,1.0,0.9533678756476683,0.0051813471502590676,0.0051813471502590676,0.03626943005181347,103,0.19170984455958548,0.27461139896373055,0.533678756476684
126,55005,699,Prairie Lake,670,0,7,122,230,22,699,1.0,0.9585121602288984,0.0,0.010014306151645207,0.031473533619456366,347,0.17453505007153075,0.3290414878397711,0.49642346208869814
127,55005,608,Prairie Lake,585,0,6,122,229,17,608,1.0,0.962171052631579,0.0,0.009868421052631578,0.027960526315789474,257,0.20065789473684212,0.37664473684210525,0.42269736842105265
128,55005,389,Rice Lake,329,2,24,83,89,34,389,1.0,0.8457583547557841,0.005141388174807198,0.061696658097686374,0.08740359897172237,217,0.2133676092544987,0.22879177377892032,0.5578406169665809
129,55005,611,Rice Lake,544,7,18,158,168,42,611,1.0,0.8903436988543372,0.011456628477905073,0.029459901800327332,0.06873977086743044,285,0.25859247135842883,0.27495908346972175,0.4664484451718494
130,55005,548,Rice Lake,503,4,26,124,132,15,548,1.0,0.9178832116788321,0.0072992700729927005,0.04744525547445255,0.02737226277372263,292,0.22627737226277372,0.24087591240875914,0.5328467153284672
131,55005,534,Rice Lake,493,7,9,121,130,25,534,1.0,0.9232209737827716,0.013108614232209739,0.016853932584269662,0.04681647940074907,283,0.22659176029962547,0.24344569288389514,0.5299625468164794
132,55005,883,Rice Lake,843,0,11,148,159,29,883,1.0,0.9546998867497168,0.0,0.01245753114382786,0.03284258210645526,576,0.16761041902604756,0.18006795016987542,0.652321630804077
133,55005,410,Rice Lake,394,0,8,100,106,8,410,1.0,0.9609756097560975,0.0,0.01951219512195122,0.01951219512195122,204,0.24390243902439024,0.25853658536585367,0.4975609756097561
134,55005,365,Rice Lake,343,2,8,80,86,12,365,1.0,0.9397260273972603,0.005479452054794521,0.021917808219178082,0.03287671232876712,199,0.2191780821917808,0.2356164383561644,0.5452054794520548
135,55005,468,Rice Lake,434,4,12,110,117,18,468,1.0,0.9273504273504274,0.008547008547008548,0.02564102564102564,0.038461538461538464,241,0.23504273504273504,0.25,0.5149572649572649
136,55005,390,Rice Lake,346,6,14,82,87,24,390,1.0,0.8871794871794871,0.015384615384615385,0.035897435897435895,0.06153846153846154,221,0.21025641025641026,0.2230769230769231,0.5666666666666667
137,55005,467,Rice Lake,418,5,19,98,104,25,467,1.0,0.8950749464668094,0.010706638115631691,0.04068522483940043,0.05353319057815846,265,0.20985010706638116,0.22269807280513917,0.5674518201284796
138,55005,485,Rice Lake,457,2,11,112,119,15,485,1.0,0.9422680412371134,0.004123711340206186,0.02268041237113402,0.030927835051546393,254,0.2309278350515464,0.24536082474226803,0.5237113402061856
139,55005,1133,Rice Lake,1046,15,17,163,174,55,1133,1.0,0.9232127096204766,0.01323918799646955,0.01500441306266549,0.04854368932038835,796,0.14386584289496912,0.15357458075904679,0.7025595763459841
140,55005,509,Rice Lake,421,7,32,87,92,49,509,1.0,0.8271119842829077,0.0137524557956778,0.06286836935166994,0.0962671905697446,330,0.17092337917485265,0.1807465618860511,0.6483300589390962
141,55005,656,Rice Lake,613,5,15,159,189,23,656,1.0,0.9344512195121951,0.007621951219512195,0.022865853658536585,0.0350609756097561,308,0.2423780487804878,0.28810975609756095,0.4695121951219512
142,55005,615,Rice Lake,589,1,10,150,178,15,615,1.0,0.9577235772357724,0.0016260162601626016,0.016260162601626018,0.024390243902439025,287,0.24390243902439024,0.2894308943089431,0.4666666666666667
143,55005,539,Rice Lake,513,2,8,167,198,16,539,1.0,0.9517625231910947,0.0037105751391465678,0.014842300556586271,0.029684601113172542,174,0.3098330241187384,0.3673469387755102,0.3228200371057514
144,55005,443,Rice Lake,427,2,7,134,158,7,443,1.0,0.963882618510158,0.004514672686230248,0.01580135440180587,0.01580135440180587,151,0.30248306997742663,0.35665914221218964,0.34085778781038373
145,55005,507,Sioux Creek,483,0,5,90,176,19,507,1.0,0.9526627218934911,0.0,0.009861932938856016,0.03747534516765286,241,0.17751479289940827,0.34714003944773175,0.47534516765285995
146,55005,568,Stanfold,518,2,30,114,198,18,568,1.0,0.9119718309859155,0.0035211267605633804,0.0528169014084507,0.03169014084507042,256,0.2007042253521127,0.3485915492957746,0.4507042253521127
147,55005,469,Stanley,452,0,7,98,168,10,469,1.0,0.9637526652452025,0.0,0.014925373134328358,0.021321961620469083,203,0.208955223880597,0.3582089552238806,0.43283582089552236
148,55005,637,Stanley,614,2,3,123,209,18,637,1.0,0.9638932496075353,0.0031397174254317113,0.004709576138147566,0.0282574568288854,305,0.19309262166405022,0.3281004709576138,0.478806907378336
