,COUNTYFP,VAP,NAME,WVAP,BVAP,HVAP,GOV18P_EVE,GOV18P_MIT,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,GOV18PNone,GOV18P_EVE_pct,GOV18P_MIT_pct,GOV18PNone_pct
28,55001,122,Quincy,117,0,4,8,1,1,122,1.0,0.9590163934426229,0.0,0.03278688524590164,0.00819672131147541,113,0.06557377049180328,0.00819672131147541,0.9262295081967213
29,55001,70,Quincy,68,0,0,5,0,2,70,1.0,0.9714285714285714,0.0,0.0,0.02857142857142857,65,0.07142857142857142,0.0,0.9285714285714286
30,55001,125,Richfield,117,0,2,6,0,6,125,1.0,0.936,0.0,0.016,0.048,119,0.048,0.0,0.952
31,55001,536,Rome,487,4,8,40,5,37,536,1.0,0.9085820895522388,0.007462686567164179,0.014925373134328358,0.06902985074626866,491,0.07462686567164178,0.009328358208955223,0.9160447761194029
32,55001,516,Rome,508,0,5,45,5,3,516,1.0,0.9844961240310077,0.0,0.009689922480620155,0.005813953488372093,466,0.0872093023255814,0.009689922480620155,0.9031007751937985
33,55001,522,Rome,506,3,1,48,6,12,522,1.0,0.9693486590038314,0.005747126436781609,0.0019157088122605363,0.022988505747126436,468,0.09195402298850575,0.011494252873563218,0.896551724137931
34,55001,502,Rome,478,0,8,37,4,16,502,1.0,0.952191235059761,0.0,0.01593625498007968,0.03187250996015936,461,0.07370517928286853,0.00796812749003984,0.9183266932270916
35,55001,650,Rome,627,1,10,51,6,12,650,1.0,0.9646153846153847,0.0015384615384615385,0.015384615384615385,0.018461538461538463,593,0.07846153846153846,0.009230769230769232,0.9123076923076923
36,55001,308,Springville,275,2,11,9,1,20,308,1.0,0.8928571428571429,0.006493506493506494,0.03571428571428571,0.06493506493506493,298,0.02922077922077922,0.003246753246753247,0.9675324675324676
37,55001,778,Springville,725,9,21,18,3,23,778,1.0,0.9318766066838047,0.011568123393316195,0.02699228791773779,0.02956298200514139,757,0.02313624678663239,0.0038560411311053984,0.9730077120822622
38,55001,412,Strongs Prairie,396,2,4,25,1,10,412,1.0,0.9611650485436893,0.0048543689320388345,0.009708737864077669,0.024271844660194174,386,0.06067961165048544,0.0024271844660194173,0.9368932038834952
39,55001,459,Strongs Prairie,441,5,2,26,1,11,459,1.0,0.9607843137254902,0.010893246187363835,0.004357298474945534,0.023965141612200435,432,0.05664488017429194,0.002178649237472767,0.9411764705882353
40,55001,97,Strongs Prairie,90,1,0,6,0,6,97,1.0,0.9278350515463918,0.010309278350515464,0.0,0.061855670103092786,91,0.061855670103092786,0.0,0.9381443298969072
41,55001,97,Wisconsin Dells,28,25,43,0,0,1,97,1.0,0.28865979381443296,0.25773195876288657,0.44329896907216493,0.010309278350515464,97,0.0,0.0,1.0
43,55003,318,Agenda,307,0,1,19,0,10,318,1.0,0.9654088050314465,0.0,0.0031446540880503146,0.031446540880503145,299,0.059748427672955975,0.0,0.940251572327044
44,55003,600,Ashland,533,0,4,83,12,63,600,1.0,0.8883333333333333,0.0,0.006666666666666667,0.105,505,0.13833333333333334,0.02,0.8416666666666667
45,55003,539,Ashland,437,6,15,43,10,81,539,1.0,0.8107606679035251,0.011131725417439703,0.027829313543599257,0.150278293135436,486,0.07977736549165121,0.01855287569573284,0.9016697588126159
46,55003,567,Ashland,481,2,15,36,4,69,567,1.0,0.8483245149911817,0.003527336860670194,0.026455026455026454,0.12169312169312169,527,0.06349206349206349,0.007054673721340388,0.9294532627865961
47,55003,644,Ashland,578,1,9,79,11,56,644,1.0,0.8975155279503105,0.0015527950310559005,0.013975155279503106,0.08695652173913043,554,0.12267080745341614,0.017080745341614908,0.860248447204969
48,55003,548,Ashland,455,0,14,37,8,79,548,1.0,0.8302919708029197,0.0,0.025547445255474453,0.14416058394160583,503,0.06751824817518248,0.014598540145985401,0.9178832116788321
49,55003,619,Ashland,511,6,13,40,5,89,619,1.0,0.8255250403877221,0.009693053311793215,0.0210016155088853,0.14378029079159935,574,0.06462035541195477,0.008077544426494346,0.9273021001615509
50,55003,635,Ashland,513,35,29,50,9,58,635,1.0,0.8078740157480315,0.05511811023622047,0.04566929133858268,0.09133858267716535,576,0.07874015748031496,0.014173228346456693,0.9070866141732283
51,55003,591,Ashland,450,13,3,45,8,125,591,1.0,0.7614213197969543,0.021996615905245348,0.005076142131979695,0.21150592216582065,538,0.07614213197969544,0.01353637901861252,0.9103214890016921
52,55003,542,Ashland,408,7,16,39,9,111,542,1.0,0.7527675276752768,0.012915129151291513,0.02952029520295203,0.2047970479704797,494,0.07195571955719557,0.016605166051660517,0.9114391143911439
53,55003,597,Ashland,488,4,7,38,4,98,597,1.0,0.8174204355108877,0.006700167504187605,0.011725293132328308,0.16415410385259632,555,0.06365159128978225,0.006700167504187605,0.9296482412060302
54,55003,572,Ashland,478,4,15,44,8,75,572,1.0,0.8356643356643356,0.006993006993006993,0.026223776223776224,0.13111888111888112,520,0.07692307692307693,0.013986013986013986,0.9090909090909091
55,55003,440,Ashland,399,1,7,38,2,33,440,1.0,0.9068181818181819,0.0022727272727272726,0.015909090909090907,0.075,400,0.08636363636363636,0.004545454545454545,0.9090909090909091
56,55003,58,Butternut,56,0,2,5,0,0,58,1.0,0.9655172413793104,0.0,0.034482758620689655,0.0,53,0.08620689655172414,0.0,0.9137931034482759
57,55003,228,Butternut,212,1,4,25,0,11,228,1.0,0.9298245614035088,0.0043859649122807015,0.017543859649122806,0.04824561403508772,203,0.10964912280701754,0.0,0.8903508771929824
58,55003,292,Chippewa,278,1,5,17,1,8,292,1.0,0.952054794520548,0.003424657534246575,0.017123287671232876,0.0273972602739726,274,0.05821917808219178,0.003424657534246575,0.9383561643835616
59,55003,596,Gingles,522,0,7,66,7,67,596,1.0,0.8758389261744967,0.0,0.01174496644295302,0.11241610738255034,523,0.11073825503355705,0.01174496644295302,0.87751677852349
60,55003,80,Gordon,80,0,0,4,0,0,80,1.0,1.0,0.0,0.0,0.0,76,0.05,0.0,0.95
61,55003,164,Gordon,161,0,0,13,1,3,164,1.0,0.9817073170731707,0.0,0.0,0.018292682926829267,150,0.07926829268292683,0.006097560975609756,0.9146341463414634
62,55003,518,Jacobs,495,3,5,27,2,15,518,1.0,0.9555984555984556,0.005791505791505791,0.009652509652509652,0.02895752895752896,489,0.052123552123552123,0.003861003861003861,0.944015444015444
63,55003,370,La Pointe,335,14,6,60,13,15,370,1.0,0.9054054054054054,0.03783783783783784,0.016216216216216217,0.04054054054054054,297,0.16216216216216217,0.03513513513513514,0.8027027027027027
64,55003,120,Marengo,119,0,1,19,2,0,120,1.0,0.9916666666666667,0.0,0.008333333333333333,0.0,99,0.15833333333333333,0.016666666666666666,0.825
65,55003,145,Marengo,143,0,1,22,2,1,145,1.0,0.9862068965517241,0.0,0.006896551724137931,0.006896551724137931,121,0.15172413793103448,0.013793103448275862,0.8344827586206897
66,55003,555,Mellen,524,1,3,38,1,27,555,1.0,0.9441441441441442,0.0018018018018018018,0.005405405405405406,0.04864864864864865,516,0.06846846846846846,0.0018018018018018018,0.9297297297297298
67,55003,304,Morse,293,1,3,30,3,7,304,1.0,0.9638157894736842,0.003289473684210526,0.009868421052631578,0.023026315789473683,271,0.09868421052631579,0.009868421052631578,0.8914473684210527
68,55003,62,Morse,62,0,0,5,0,0,62,1.0,1.0,0.0,0.0,0.0,57,0.08064516129032258,0.0,0.9193548387096774
69,55003,38,Morse,36,0,1,2,0,1,38,1.0,0.9473684210526315,0.0,0.02631578947368421,0.02631578947368421,36,0.05263157894736842,0.0,0.9473684210526315
70,55003,42,Peeksville,40,1,0,3,0,1,42,1.0,0.9523809523809523,0.023809523809523808,0.0,0.023809523809523808,39,0.07142857142857142,0.0,0.9285714285714286
71,55003,76,Peeksville,73,1,1,5,1,1,76,1.0,0.9605263157894737,0.013157894736842105,0.013157894736842105,0.013157894736842105,70,0.06578947368421052,0.013157894736842105,0.9210526315789473
72,55003,387,Sanborn,31,2,20,10,3,334,387,1.0,0.08010335917312661,0.00516795865633075,0.05167958656330749,0.8630490956072352,374,0.025839793281653745,0.007751937984496124,0.9664082687338501
73,55003,594,Sanborn,121,2,9,14,4,462,594,1.0,0.2037037037037037,0.003367003367003367,0.015151515151515152,0.7777777777777778,576,0.02356902356902357,0.006734006734006734,0.9696969696969697
74,55003,109,Shanagolden,105,0,1,12,5,3,109,1.0,0.963302752293578,0.0,0.009174311926605505,0.027522935779816515,92,0.11009174311926606,0.045871559633027525,0.8440366972477065
75,55003,567,White River,522,2,2,31,7,41,567,1.0,0.9206349206349206,0.003527336860670194,0.003527336860670194,0.07231040564373897,529,0.054673721340388004,0.012345679012345678,0.9329805996472663
76,55003,69,White River,65,0,0,3,0,4,69,1.0,0.9420289855072463,0.0,0.0,0.057971014492753624,66,0.043478260869565216,0.0,0.9565217391304348
77,55005,545,Almena,496,3,22,7,5,24,545,1.0,0.9100917431192661,0.005504587155963303,0.04036697247706422,0.044036697247706424,533,0.012844036697247707,0.009174311926605505,0.9779816513761468
78,55005,474,Almena,452,0,6,18,4,16,474,1.0,0.9535864978902954,0.0,0.012658227848101266,0.03375527426160337,452,0.0379746835443038,0.008438818565400843,0.9535864978902954
79,55005,257,Almena,233,2,14,8,2,8,257,1.0,0.9066147859922179,0.007782101167315175,0.054474708171206226,0.0311284046692607,247,0.0311284046692607,0.007782101167315175,0.9610894941634242
80,55005,516,Arland,485,0,5,26,0,26,516,1.0,0.939922480620155,0.0,0.009689922480620155,0.050387596899224806,490,0.050387596899224806,0.0,0.9496124031007752
81,55005,844,Barron,682,113,16,26,2,33,844,1.0,0.8080568720379147,0.1338862559241706,0.018957345971563982,0.03909952606635071,816,0.030805687203791468,0.002369668246445498,0.966824644549763
82,55005,482,Barron,392,48,14,15,1,28,482,1.0,0.8132780082987552,0.0995850622406639,0.029045643153526972,0.058091286307053944,466,0.03112033195020747,0.002074688796680498,0.966804979253112
83,55005,197,Barron,178,3,6,8,0,10,197,1.0,0.9035532994923858,0.015228426395939087,0.030456852791878174,0.050761421319796954,189,0.04060913705583756,0.0,0.9593908629441624
84,55005,342,Barron,275,38,13,11,0,16,342,1.0,0.804093567251462,0.1111111111111111,0.038011695906432746,0.04678362573099415,331,0.03216374269005848,0.0,0.9678362573099415
85,55005,648,Barron,419,176,21,24,1,32,648,1.0,0.6466049382716049,0.2716049382716049,0.032407407407407406,0.04938271604938271,623,0.037037037037037035,0.0015432098765432098,0.9614197530864198
86,55005,66,Barron,59,2,2,2,0,3,66,1.0,0.8939393939393939,0.030303030303030304,0.030303030303030304,0.045454545454545456,64,0.030303030303030304,0.0,0.9696969696969697
87,55005,307,Barron,240,54,2,9,0,11,307,1.0,0.7817589576547231,0.1758957654723127,0.006514657980456026,0.035830618892508145,298,0.029315960912052116,0.0,0.9706840390879479
88,55005,303,Barron,276,4,11,9,0,12,303,1.0,0.9108910891089109,0.013201320132013201,0.036303630363036306,0.039603960396039604,294,0.0297029702970297,0.0,0.9702970297029703
89,55005,325,Barron,290,2,15,9,1,18,325,1.0,0.8923076923076924,0.006153846153846154,0.046153846153846156,0.055384615384615386,315,0.027692307692307693,0.003076923076923077,0.9692307692307692
90,55005,541,Bear Lake,512,0,8,29,1,21,541,1.0,0.9463955637707948,0.0,0.014787430683918669,0.038817005545286505,511,0.053604436229205174,0.0018484288354898336,0.944547134935305
91,55005,912,Cameron,820,11,19,21,3,62,912,1.0,0.8991228070175439,0.01206140350877193,0.020833333333333332,0.06798245614035088,888,0.023026315789473683,0.003289473684210526,0.9736842105263158
92,55005,346,Cameron,317,1,8,8,1,20,346,1.0,0.9161849710982659,0.002890173410404624,0.023121387283236993,0.057803468208092484,337,0.023121387283236993,0.002890173410404624,0.9739884393063584
93,55005,140,Cameron,131,1,1,4,0,7,140,1.0,0.9357142857142857,0.007142857142857143,0.007142857142857143,0.05,136,0.02857142857142857,0.0,0.9714285714285714
94,55005,961,Cedar Lake,923,2,5,66,4,31,961,1.0,0.9604578563995838,0.002081165452653486,0.005202913631633715,0.03225806451612903,891,0.06867845993756504,0.004162330905306972,0.927159209157128
95,55005,468,Chetek,445,0,10,18,1,13,468,1.0,0.9508547008547008,0.0,0.021367521367521368,0.027777777777777776,449,0.038461538461538464,0.002136752136752137,0.9594017094017094
96,55005,438,Chetek,424,2,1,17,1,11,438,1.0,0.9680365296803652,0.0045662100456621,0.00228310502283105,0.02511415525114155,420,0.03881278538812785,0.00228310502283105,0.958904109589041
97,55005,412,Chetek,376,0,12,15,1,24,412,1.0,0.912621359223301,0.0,0.02912621359223301,0.05825242718446602,396,0.03640776699029126,0.0024271844660194173,0.9611650485436893
98,55005,415,Chetek,396,0,5,16,1,14,415,1.0,0.9542168674698795,0.0,0.012048192771084338,0.033734939759036145,398,0.03855421686746988,0.0024096385542168677,0.9590361445783132
99,55005,888,Chetek,864,0,5,44,5,19,888,1.0,0.972972972972973,0.0,0.00563063063063063,0.021396396396396396,839,0.04954954954954955,0.00563063063063063,0.9448198198198198
100,55005,569,Chetek,556,0,3,27,3,10,569,1.0,0.9771528998242531,0.0,0.005272407732864675,0.01757469244288225,539,0.04745166959578207,0.005272407732864675,0.9472759226713533
101,55005,683,Clinton,643,2,17,15,2,21,683,1.0,0.9414348462664714,0.0029282576866764276,0.024890190336749635,0.03074670571010249,666,0.021961932650073207,0.0029282576866764276,0.9751098096632503
102,55005,607,Crystal Lake,579,1,12,19,1,15,607,1.0,0.9538714991762768,0.0016474464579901153,0.019769357495881382,0.02471169686985173,587,0.03130148270181219,0.0016474464579901153,0.9670510708401977
103,55005,462,Cumberland,392,7,33,22,2,30,462,1.0,0.8484848484848485,0.015151515151515152,0.07142857142857142,0.06493506493506493,438,0.047619047619047616,0.004329004329004329,0.948051948051948
104,55005,450,Cumberland,433,0,9,25,2,8,450,1.0,0.9622222222222222,0.0,0.02,0.017777777777777778,423,0.05555555555555555,0.0044444444444444444,0.94
105,55005,435,Cumberland,372,2,20,26,2,41,435,1.0,0.8551724137931035,0.004597701149425287,0.04597701149425287,0.09425287356321839,407,0.059770114942528735,0.004597701149425287,0.9356321839080459
106,55005,406,Cumberland,364,3,22,24,2,17,406,1.0,0.896551724137931,0.007389162561576354,0.054187192118226604,0.04187192118226601,380,0.059113300492610835,0.0049261083743842365,0.9359605911330049
107,55005,657,Cumberland,622,4,12,26,2,19,657,1.0,0.9467275494672754,0.0060882800608828,0.0182648401826484,0.0289193302891933,629,0.0395738203957382,0.0030441400304414,0.9573820395738204
108,55005,277,Dallas,249,3,5,11,0,20,277,1.0,0.8989169675090253,0.010830324909747292,0.018050541516245487,0.07220216606498195,266,0.039711191335740074,0.0,0.9602888086642599
109,55005,453,Dallas,415,4,16,24,0,18,453,1.0,0.9161147902869757,0.008830022075055188,0.03532008830022075,0.039735099337748346,429,0.052980132450331126,0.0,0.9470198675496688
110,55005,628,Dovre,596,0,7,22,7,25,628,1.0,0.9490445859872612,0.0,0.011146496815286623,0.03980891719745223,599,0.03503184713375796,0.011146496815286623,0.9538216560509554
111,55005,199,Doyle,190,2,2,6,0,5,199,1.0,0.9547738693467337,0.010050251256281407,0.010050251256281407,0.02512562814070352,193,0.03015075376884422,0.0,0.9698492462311558
112,55005,196,Doyle,188,0,0,8,0,8,196,1.0,0.9591836734693877,0.0,0.0,0.04081632653061224,188,0.04081632653061224,0.0,0.9591836734693877
113,55005,213,Haugen,201,1,5,9,1,6,213,1.0,0.9436619718309859,0.004694835680751174,0.023474178403755867,0.028169014084507043,203,0.04225352112676056,0.004694835680751174,0.9530516431924883
114,55005,153,Lakeland,144,0,0,6,0,9,153,1.0,0.9411764705882353,0.0,0.0,0.058823529411764705,147,0.0392156862745098,0.0,0.9607843137254902
115,55005,619,Lakeland,589,1,3,28,4,26,619,1.0,0.9515347334410339,0.0016155088852988692,0.004846526655896607,0.0420032310177706,587,0.045234248788368334,0.006462035541195477,0.9483037156704361
116,55005,447,Maple Grove,415,3,18,17,0,11,447,1.0,0.9284116331096197,0.006711409395973154,0.040268456375838924,0.024608501118568233,430,0.03803131991051454,0.0,0.9619686800894854
117,55005,264,Maple Grove,247,1,9,9,0,7,264,1.0,0.9356060606060606,0.003787878787878788,0.03409090909090909,0.026515151515151516,255,0.03409090909090909,0.0,0.9659090909090909
118,55005,680,Maple Plain,565,1,7,43,4,107,680,1.0,0.8308823529411765,0.0014705882352941176,0.010294117647058823,0.15735294117647058,633,0.06323529411764706,0.0058823529411764705,0.9308823529411765
119,55005,17,New Auburn,13,1,1,4,0,2,17,1.0,0.7647058823529411,0.058823529411764705,0.058823529411764705,0.11764705882352941,13,0.23529411764705882,0.0,0.7647058823529411
120,55005,1,New Auburn,1,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0
121,55005,313,Oak Grove,296,4,2,15,0,11,313,1.0,0.9456869009584664,0.012779552715654952,0.006389776357827476,0.03514376996805112,298,0.04792332268370607,0.0,0.952076677316294
122,55005,413,Oak Grove,401,0,2,19,1,10,413,1.0,0.9709443099273608,0.0,0.004842615012106538,0.024213075060532687,393,0.04600484261501211,0.002421307506053269,0.9515738498789347
123,55005,382,Prairie Farm,353,4,7,11,1,18,382,1.0,0.9240837696335078,0.010471204188481676,0.01832460732984293,0.04712041884816754,370,0.028795811518324606,0.002617801047120419,0.9685863874345549
124,55005,238,Prairie Farm,229,0,2,10,0,7,238,1.0,0.9621848739495799,0.0,0.008403361344537815,0.029411764705882353,228,0.04201680672268908,0.0,0.957983193277311
125,55005,193,Prairie Farm,184,1,1,8,0,7,193,1.0,0.9533678756476683,0.0051813471502590676,0.0051813471502590676,0.03626943005181347,185,0.04145077720207254,0.0,0.9585492227979274
126,55005,699,Prairie Lake,670,0,7,26,2,22,699,1.0,0.9585121602288984,0.0,0.010014306151645207,0.031473533619456366,671,0.03719599427753934,0.002861230329041488,0.9599427753934192
127,55005,608,Prairie Lake,585,0,6,24,2,17,608,1.0,0.962171052631579,0.0,0.009868421052631578,0.027960526315789474,582,0.039473684210526314,0.003289473684210526,0.9572368421052632
128,55005,389,Rice Lake,329,2,24,18,1,34,389,1.0,0.8457583547557841,0.005141388174807198,0.061696658097686374,0.08740359897172237,370,0.04627249357326478,0.002570694087403599,0.9511568123393316
129,55005,611,Rice Lake,544,7,18,36,3,42,611,1.0,0.8903436988543372,0.011456628477905073,0.029459901800327332,0.06873977086743044,572,0.058919803600654665,0.004909983633387889,0.9361702127659575
130,55005,548,Rice Lake,503,4,26,26,2,15,548,1.0,0.9178832116788321,0.0072992700729927005,0.04744525547445255,0.02737226277372263,520,0.04744525547445255,0.0036496350364963502,0.948905109489051
131,55005,534,Rice Lake,493,7,9,26,2,25,534,1.0,0.9232209737827716,0.013108614232209739,0.016853932584269662,0.04681647940074907,506,0.04868913857677903,0.003745318352059925,0.947565543071161
132,55005,883,Rice Lake,843,0,11,32,3,29,883,1.0,0.9546998867497168,0.0,0.01245753114382786,0.03284258210645526,848,0.0362400906002265,0.0033975084937712344,0.9603624009060022
133,55005,410,Rice Lake,394,0,8,19,1,8,410,1.0,0.9609756097560975,0.0,0.01951219512195122,0.01951219512195122,390,0.046341463414634146,0.0024390243902439024,0.9512195121951219
134,55005,365,Rice Lake,343,2,8,17,1,12,365,1.0,0.9397260273972603,0.005479452054794521,0.021917808219178082,0.03287671232876712,347,0.04657534246575343,0.0027397260273972603,0.9506849315068493
135,55005,468,Rice Lake,434,4,12,22,2,18,468,1.0,0.9273504273504274,0.008547008547008548,0.02564102564102564,0.038461538461538464,444,0.04700854700854701,0.004273504273504274,0.9487179487179487
136,55005,390,Rice Lake,346,6,14,15,1,24,390,1.0,0.8871794871794871,0.015384615384615385,0.035897435897435895,0.06153846153846154,374,0.038461538461538464,0.002564102564102564,0.958974358974359
137,55005,467,Rice Lake,418,5,19,19,1,25,467,1.0,0.8950749464668094,0.010706638115631691,0.04068522483940043,0.05353319057815846,447,0.04068522483940043,0.0021413276231263384,0.9571734475374732
138,55005,485,Rice Lake,457,2,11,24,2,15,485,1.0,0.9422680412371134,0.004123711340206186,0.02268041237113402,0.030927835051546393,459,0.049484536082474224,0.004123711340206186,0.9463917525773196
139,55005,1133,Rice Lake,1046,15,17,36,3,55,1133,1.0,0.9232127096204766,0.01323918799646955,0.01500441306266549,0.04854368932038835,1094,0.03177405119152692,0.00264783759929391,0.9655781112091791
140,55005,509,Rice Lake,421,7,32,18,1,49,509,1.0,0.8271119842829077,0.0137524557956778,0.06286836935166994,0.0962671905697446,490,0.03536345776031434,0.0019646365422396855,0.962671905697446
141,55005,656,Rice Lake,613,5,15,36,3,23,656,1.0,0.9344512195121951,0.007621951219512195,0.022865853658536585,0.0350609756097561,617,0.054878048780487805,0.004573170731707317,0.9405487804878049
142,55005,615,Rice Lake,589,1,10,34,3,15,615,1.0,0.9577235772357724,0.0016260162601626016,0.016260162601626018,0.024390243902439025,578,0.055284552845528454,0.004878048780487805,0.9398373983739837
143,55005,539,Rice Lake,513,2,8,38,3,16,539,1.0,0.9517625231910947,0.0037105751391465678,0.014842300556586271,0.029684601113172542,498,0.07050092764378478,0.0055658627087198514,0.9239332096474954
144,55005,443,Rice Lake,427,2,7,29,2,7,443,1.0,0.963882618510158,0.004514672686230248,0.01580135440180587,0.01580135440180587,412,0.0654627539503386,0.004514672686230248,0.9300225733634312
145,55005,507,Sioux Creek,483,0,5,15,1,19,507,1.0,0.9526627218934911,0.0,0.009861932938856016,0.03747534516765286,491,0.029585798816568046,0.0019723865877712033,0.9684418145956607
146,55005,568,Stanfold,518,2,30,34,2,18,568,1.0,0.9119718309859155,0.0035211267605633804,0.0528169014084507,0.03169014084507042,532,0.05985915492957746,0.0035211267605633804,0.9366197183098591
147,55005,469,Stanley,452,0,7,21,1,10,469,1.0,0.9637526652452025,0.0,0.014925373134328358,0.021321961620469083,447,0.04477611940298507,0.0021321961620469083,0.9530916844349681
148,55005,637,Stanley,614,2,3,26,2,18,637,1.0,0.9638932496075353,0.0031397174254317113,0.004709576138147566,0.0282574568288854,609,0.04081632653061224,0.0031397174254317113,0.9560439560439561
149,55005,492,Stanley,441,2,15,20,1,34,492,1.0,0.8963414634146342,0.0040650406504065045,0.03048780487804878,0.06910569105691057,471,0.04065040650406504,0.0020325203252032522,0.9573170731707317
