,COUNTYFP,VAP,NAME,WVAP,BVAP,HVAP,SOS18P_LAF,SOS18P_MAR,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SOS18PNone,SOS18P_LAF_pct,SOS18P_MAR_pct,SOS18PNone_pct
23,55001,1061,New Chester,402,450,103,27,10,106,1061,1.0,0.37888784165881245,0.42412818096135724,0.09707822808671066,0.0999057492931197,1024,0.02544769085768143,0.00942507068803016,0.9651272384542884
24,55001,537,New Haven,493,0,15,47,17,29,537,1.0,0.9180633147113594,0.0,0.027932960893854747,0.054003724394785846,473,0.08752327746741155,0.03165735567970205,0.8808193668528864
25,55001,807,Preston,767,4,15,72,23,21,807,1.0,0.9504337050805453,0.004956629491945477,0.01858736059479554,0.026022304832713755,712,0.08921933085501858,0.028500619578686492,0.8822800495662949
26,55001,327,Preston,302,4,7,26,8,14,327,1.0,0.9235474006116208,0.012232415902140673,0.021406727828746176,0.04281345565749235,293,0.07951070336391437,0.024464831804281346,0.8960244648318043
27,55001,834,Quincy,799,1,10,75,23,24,834,1.0,0.9580335731414868,0.001199040767386091,0.011990407673860911,0.02877697841726619,736,0.08992805755395683,0.027577937649880094,0.882494004796163
28,55001,122,Quincy,117,0,4,11,3,1,122,1.0,0.9590163934426229,0.0,0.03278688524590164,0.00819672131147541,108,0.09016393442622951,0.02459016393442623,0.8852459016393442
29,55001,70,Quincy,68,0,0,7,2,2,70,1.0,0.9714285714285714,0.0,0.0,0.02857142857142857,61,0.1,0.02857142857142857,0.8714285714285714
30,55001,125,Richfield,117,0,2,6,5,6,125,1.0,0.936,0.0,0.016,0.048,114,0.048,0.04,0.912
31,55001,536,Rome,487,4,8,45,18,37,536,1.0,0.9085820895522388,0.007462686567164179,0.014925373134328358,0.06902985074626866,473,0.08395522388059702,0.033582089552238806,0.8824626865671642
32,55001,516,Rome,508,0,5,51,20,3,516,1.0,0.9844961240310077,0.0,0.009689922480620155,0.005813953488372093,445,0.09883720930232558,0.03875968992248062,0.8624031007751938
33,55001,522,Rome,506,3,1,54,21,12,522,1.0,0.9693486590038314,0.005747126436781609,0.0019157088122605363,0.022988505747126436,447,0.10344827586206896,0.040229885057471264,0.8563218390804598
34,55001,502,Rome,478,0,8,42,17,16,502,1.0,0.952191235059761,0.0,0.01593625498007968,0.03187250996015936,443,0.08366533864541832,0.03386454183266932,0.8824701195219123
35,55001,650,Rome,627,1,10,57,23,12,650,1.0,0.9646153846153847,0.0015384615384615385,0.015384615384615385,0.018461538461538463,570,0.0876923076923077,0.03538461538461538,0.8769230769230769
36,55001,308,Springville,275,2,11,18,8,20,308,1.0,0.8928571428571429,0.006493506493506494,0.03571428571428571,0.06493506493506493,282,0.05844155844155844,0.025974025974025976,0.9155844155844156
37,55001,778,Springville,725,9,21,38,16,23,778,1.0,0.9318766066838047,0.011568123393316195,0.02699228791773779,0.02956298200514139,724,0.04884318766066838,0.02056555269922879,0.9305912596401028
38,55001,412,Strongs Prairie,396,2,4,31,10,10,412,1.0,0.9611650485436893,0.0048543689320388345,0.009708737864077669,0.024271844660194174,371,0.07524271844660194,0.024271844660194174,0.9004854368932039
39,55001,459,Strongs Prairie,441,5,2,32,11,11,459,1.0,0.9607843137254902,0.010893246187363835,0.004357298474945534,0.023965141612200435,416,0.06971677559912855,0.023965141612200435,0.906318082788671
40,55001,97,Strongs Prairie,90,1,0,8,2,6,97,1.0,0.9278350515463918,0.010309278350515464,0.0,0.061855670103092786,87,0.08247422680412371,0.020618556701030927,0.8969072164948454
41,55001,97,Wisconsin Dells,28,25,43,1,0,1,97,1.0,0.28865979381443296,0.25773195876288657,0.44329896907216493,0.010309278350515464,96,0.010309278350515464,0.0,0.9896907216494846
43,55003,318,Agenda,307,0,1,19,10,10,318,1.0,0.9654088050314465,0.0,0.0031446540880503146,0.031446540880503145,289,0.059748427672955975,0.031446540880503145,0.9088050314465409
44,55003,600,Ashland,533,0,4,96,34,63,600,1.0,0.8883333333333333,0.0,0.006666666666666667,0.105,470,0.16,0.056666666666666664,0.7833333333333333
45,55003,539,Ashland,437,6,15,64,40,81,539,1.0,0.8107606679035251,0.011131725417439703,0.027829313543599257,0.150278293135436,435,0.11873840445269017,0.07421150278293136,0.8070500927643784
46,55003,567,Ashland,481,2,15,44,33,69,567,1.0,0.8483245149911817,0.003527336860670194,0.026455026455026454,0.12169312169312169,490,0.07760141093474426,0.0582010582010582,0.8641975308641975
47,55003,644,Ashland,578,1,9,90,32,56,644,1.0,0.8975155279503105,0.0015527950310559005,0.013975155279503106,0.08695652173913043,522,0.13975155279503104,0.049689440993788817,0.8105590062111802
48,55003,548,Ashland,455,0,14,55,35,79,548,1.0,0.8302919708029197,0.0,0.025547445255474453,0.14416058394160583,458,0.10036496350364964,0.06386861313868614,0.8357664233576643
49,55003,619,Ashland,511,6,13,48,36,89,619,1.0,0.8255250403877221,0.009693053311793215,0.0210016155088853,0.14378029079159935,535,0.07754442649434572,0.05815831987075929,0.864297253634895
50,55003,635,Ashland,513,35,29,66,36,58,635,1.0,0.8078740157480315,0.05511811023622047,0.04566929133858268,0.09133858267716535,533,0.10393700787401575,0.05669291338582677,0.8393700787401575
51,55003,591,Ashland,450,13,3,60,32,125,591,1.0,0.7614213197969543,0.021996615905245348,0.005076142131979695,0.21150592216582065,499,0.10152284263959391,0.05414551607445008,0.8443316412859561
52,55003,542,Ashland,408,7,16,58,36,111,542,1.0,0.7527675276752768,0.012915129151291513,0.02952029520295203,0.2047970479704797,448,0.1070110701107011,0.06642066420664207,0.8265682656826568
53,55003,597,Ashland,488,4,7,45,34,98,597,1.0,0.8174204355108877,0.006700167504187605,0.011725293132328308,0.16415410385259632,518,0.07537688442211055,0.05695142378559464,0.8676716917922948
54,55003,572,Ashland,478,4,15,59,31,75,572,1.0,0.8356643356643356,0.006993006993006993,0.026223776223776224,0.13111888111888112,482,0.10314685314685315,0.05419580419580419,0.8426573426573427
55,55003,440,Ashland,399,1,7,50,19,33,440,1.0,0.9068181818181819,0.0022727272727272726,0.015909090909090907,0.075,371,0.11363636363636363,0.04318181818181818,0.8431818181818181
56,55003,58,Butternut,56,0,2,6,1,0,58,1.0,0.9655172413793104,0.0,0.034482758620689655,0.0,51,0.10344827586206896,0.017241379310344827,0.8793103448275862
57,55003,228,Butternut,212,1,4,29,7,11,228,1.0,0.9298245614035088,0.0043859649122807015,0.017543859649122806,0.04824561403508772,192,0.12719298245614036,0.03070175438596491,0.8421052631578947
58,55003,292,Chippewa,278,1,5,21,9,8,292,1.0,0.952054794520548,0.003424657534246575,0.017123287671232876,0.0273972602739726,262,0.07191780821917808,0.030821917808219176,0.8972602739726028
59,55003,596,Gingles,522,0,7,86,30,67,596,1.0,0.8758389261744967,0.0,0.01174496644295302,0.11241610738255034,480,0.14429530201342283,0.050335570469798654,0.8053691275167785
60,55003,80,Gordon,80,0,0,6,0,0,80,1.0,1.0,0.0,0.0,0.0,74,0.075,0.0,0.925
61,55003,164,Gordon,161,0,0,20,1,3,164,1.0,0.9817073170731707,0.0,0.0,0.018292682926829267,143,0.12195121951219512,0.006097560975609756,0.8719512195121951
62,55003,518,Jacobs,495,3,5,27,15,15,518,1.0,0.9555984555984556,0.005791505791505791,0.009652509652509652,0.02895752895752896,476,0.052123552123552123,0.02895752895752896,0.918918918918919
63,55003,370,La Pointe,335,14,6,65,32,15,370,1.0,0.9054054054054054,0.03783783783783784,0.016216216216216217,0.04054054054054054,273,0.17567567567567569,0.08648648648648649,0.7378378378378379
64,55003,120,Marengo,119,0,1,23,9,0,120,1.0,0.9916666666666667,0.0,0.008333333333333333,0.0,88,0.19166666666666668,0.075,0.7333333333333333
65,55003,145,Marengo,143,0,1,27,11,1,145,1.0,0.9862068965517241,0.0,0.006896551724137931,0.006896551724137931,107,0.18620689655172415,0.07586206896551724,0.7379310344827587
66,55003,555,Mellen,524,1,3,44,18,27,555,1.0,0.9441441441441442,0.0018018018018018018,0.005405405405405406,0.04864864864864865,493,0.07927927927927927,0.032432432432432434,0.8882882882882883
67,55003,304,Morse,293,1,3,33,14,7,304,1.0,0.9638157894736842,0.003289473684210526,0.009868421052631578,0.023026315789473683,257,0.10855263157894737,0.046052631578947366,0.8453947368421053
68,55003,62,Morse,62,0,0,6,2,0,62,1.0,1.0,0.0,0.0,0.0,54,0.0967741935483871,0.03225806451612903,0.8709677419354839
69,55003,38,Morse,36,0,1,3,1,1,38,1.0,0.9473684210526315,0.0,0.02631578947368421,0.02631578947368421,34,0.07894736842105263,0.02631578947368421,0.8947368421052632
70,55003,42,Peeksville,40,1,0,5,3,1,42,1.0,0.9523809523809523,0.023809523809523808,0.0,0.023809523809523808,34,0.11904761904761904,0.07142857142857142,0.8095238095238095
71,55003,76,Peeksville,73,1,1,7,4,1,76,1.0,0.9605263157894737,0.013157894736842105,0.013157894736842105,0.013157894736842105,65,0.09210526315789473,0.05263157894736842,0.8552631578947368
72,55003,387,Sanborn,31,2,20,14,14,334,387,1.0,0.08010335917312661,0.00516795865633075,0.05167958656330749,0.8630490956072352,359,0.03617571059431524,0.03617571059431524,0.9276485788113695
73,55003,594,Sanborn,121,2,9,20,20,462,594,1.0,0.2037037037037037,0.003367003367003367,0.015151515151515152,0.7777777777777778,554,0.03367003367003367,0.03367003367003367,0.9326599326599326
74,55003,109,Shanagolden,105,0,1,12,6,3,109,1.0,0.963302752293578,0.0,0.009174311926605505,0.027522935779816515,91,0.11009174311926606,0.05504587155963303,0.8348623853211009
75,55003,567,White River,522,2,2,38,16,41,567,1.0,0.9206349206349206,0.003527336860670194,0.003527336860670194,0.07231040564373897,513,0.06701940035273368,0.02821869488536155,0.9047619047619048
76,55003,69,White River,65,0,0,4,1,4,69,1.0,0.9420289855072463,0.0,0.0,0.057971014492753624,64,0.057971014492753624,0.014492753623188406,0.927536231884058
77,55005,545,Almena,496,3,22,14,8,24,545,1.0,0.9100917431192661,0.005504587155963303,0.04036697247706422,0.044036697247706424,523,0.025688073394495414,0.014678899082568808,0.9596330275229358
78,55005,474,Almena,452,0,6,22,16,16,474,1.0,0.9535864978902954,0.0,0.012658227848101266,0.03375527426160337,436,0.046413502109704644,0.03375527426160337,0.919831223628692
79,55005,257,Almena,233,2,14,10,7,8,257,1.0,0.9066147859922179,0.007782101167315175,0.054474708171206226,0.0311284046692607,240,0.038910505836575876,0.027237354085603113,0.933852140077821
80,55005,516,Arland,485,0,5,26,14,26,516,1.0,0.939922480620155,0.0,0.009689922480620155,0.050387596899224806,476,0.050387596899224806,0.027131782945736434,0.9224806201550387
81,55005,844,Barron,682,113,16,29,8,33,844,1.0,0.8080568720379147,0.1338862559241706,0.018957345971563982,0.03909952606635071,807,0.034360189573459717,0.009478672985781991,0.9561611374407583
82,55005,482,Barron,392,48,14,16,5,28,482,1.0,0.8132780082987552,0.0995850622406639,0.029045643153526972,0.058091286307053944,461,0.03319502074688797,0.01037344398340249,0.9564315352697096
83,55005,197,Barron,178,3,6,9,2,10,197,1.0,0.9035532994923858,0.015228426395939087,0.030456852791878174,0.050761421319796954,186,0.04568527918781726,0.01015228426395939,0.9441624365482234
84,55005,342,Barron,275,38,13,12,3,16,342,1.0,0.804093567251462,0.1111111111111111,0.038011695906432746,0.04678362573099415,327,0.03508771929824561,0.008771929824561403,0.956140350877193
85,55005,648,Barron,419,176,21,26,8,32,648,1.0,0.6466049382716049,0.2716049382716049,0.032407407407407406,0.04938271604938271,614,0.040123456790123455,0.012345679012345678,0.9475308641975309
86,55005,66,Barron,59,2,2,2,0,3,66,1.0,0.8939393939393939,0.030303030303030304,0.030303030303030304,0.045454545454545456,64,0.030303030303030304,0.0,0.9696969696969697
87,55005,307,Barron,240,54,2,10,3,11,307,1.0,0.7817589576547231,0.1758957654723127,0.006514657980456026,0.035830618892508145,294,0.03257328990228013,0.009771986970684038,0.9576547231270358
88,55005,303,Barron,276,4,11,9,3,12,303,1.0,0.9108910891089109,0.013201320132013201,0.036303630363036306,0.039603960396039604,291,0.0297029702970297,0.009900990099009901,0.9603960396039604
89,55005,325,Barron,290,2,15,11,3,18,325,1.0,0.8923076923076924,0.006153846153846154,0.046153846153846156,0.055384615384615386,311,0.033846153846153845,0.009230769230769232,0.9569230769230769
90,55005,541,Bear Lake,512,0,8,37,14,21,541,1.0,0.9463955637707948,0.0,0.014787430683918669,0.038817005545286505,490,0.06839186691312385,0.025878003696857672,0.9057301293900185
91,55005,912,Cameron,820,11,19,35,5,62,912,1.0,0.8991228070175439,0.01206140350877193,0.020833333333333332,0.06798245614035088,872,0.03837719298245614,0.005482456140350877,0.956140350877193
92,55005,346,Cameron,317,1,8,13,2,20,346,1.0,0.9161849710982659,0.002890173410404624,0.023121387283236993,0.057803468208092484,331,0.03757225433526012,0.005780346820809248,0.9566473988439307
93,55005,140,Cameron,131,1,1,6,1,7,140,1.0,0.9357142857142857,0.007142857142857143,0.007142857142857143,0.05,133,0.04285714285714286,0.007142857142857143,0.95
94,55005,961,Cedar Lake,923,2,5,58,26,31,961,1.0,0.9604578563995838,0.002081165452653486,0.005202913631633715,0.03225806451612903,877,0.060353798126951096,0.027055150884495317,0.9125910509885536
95,55005,468,Chetek,445,0,10,15,11,13,468,1.0,0.9508547008547008,0.0,0.021367521367521368,0.027777777777777776,442,0.03205128205128205,0.023504273504273504,0.9444444444444444
96,55005,438,Chetek,424,2,1,14,10,11,438,1.0,0.9680365296803652,0.0045662100456621,0.00228310502283105,0.02511415525114155,414,0.0319634703196347,0.0228310502283105,0.9452054794520548
97,55005,412,Chetek,376,0,12,13,9,24,412,1.0,0.912621359223301,0.0,0.02912621359223301,0.05825242718446602,390,0.03155339805825243,0.021844660194174758,0.9466019417475728
98,55005,415,Chetek,396,0,5,14,10,14,415,1.0,0.9542168674698795,0.0,0.012048192771084338,0.033734939759036145,391,0.033734939759036145,0.024096385542168676,0.9421686746987952
99,55005,888,Chetek,864,0,5,48,18,19,888,1.0,0.972972972972973,0.0,0.00563063063063063,0.021396396396396396,822,0.05405405405405406,0.02027027027027027,0.9256756756756757
100,55005,569,Chetek,556,0,3,30,11,10,569,1.0,0.9771528998242531,0.0,0.005272407732864675,0.01757469244288225,528,0.05272407732864675,0.019332161687170474,0.9279437609841827
101,55005,683,Clinton,643,2,17,20,8,21,683,1.0,0.9414348462664714,0.0029282576866764276,0.024890190336749635,0.03074670571010249,655,0.029282576866764276,0.01171303074670571,0.95900439238653
102,55005,607,Crystal Lake,579,1,12,26,7,15,607,1.0,0.9538714991762768,0.0016474464579901153,0.019769357495881382,0.02471169686985173,574,0.042833607907743,0.011532125205930808,0.9456342668863262
103,55005,462,Cumberland,392,7,33,26,11,30,462,1.0,0.8484848484848485,0.015151515151515152,0.07142857142857142,0.06493506493506493,425,0.05627705627705628,0.023809523809523808,0.9199134199134199
104,55005,450,Cumberland,433,0,9,29,13,8,450,1.0,0.9622222222222222,0.0,0.02,0.017777777777777778,408,0.06444444444444444,0.028888888888888888,0.9066666666666666
105,55005,435,Cumberland,372,2,20,30,13,41,435,1.0,0.8551724137931035,0.004597701149425287,0.04597701149425287,0.09425287356321839,392,0.06896551724137931,0.029885057471264367,0.9011494252873563
106,55005,406,Cumberland,364,3,22,28,12,17,406,1.0,0.896551724137931,0.007389162561576354,0.054187192118226604,0.04187192118226601,366,0.06896551724137931,0.029556650246305417,0.9014778325123153
107,55005,657,Cumberland,622,4,12,39,11,19,657,1.0,0.9467275494672754,0.0060882800608828,0.0182648401826484,0.0289193302891933,607,0.0593607305936073,0.0167427701674277,0.923896499238965
108,55005,277,Dallas,249,3,5,10,3,20,277,1.0,0.8989169675090253,0.010830324909747292,0.018050541516245487,0.07220216606498195,264,0.036101083032490974,0.010830324909747292,0.9530685920577617
109,55005,453,Dallas,415,4,16,23,10,18,453,1.0,0.9161147902869757,0.008830022075055188,0.03532008830022075,0.039735099337748346,420,0.05077262693156733,0.02207505518763797,0.9271523178807947
110,55005,628,Dovre,596,0,7,32,11,25,628,1.0,0.9490445859872612,0.0,0.011146496815286623,0.03980891719745223,585,0.050955414012738856,0.01751592356687898,0.9315286624203821
111,55005,199,Doyle,190,2,2,7,3,5,199,1.0,0.9547738693467337,0.010050251256281407,0.010050251256281407,0.02512562814070352,189,0.035175879396984924,0.01507537688442211,0.949748743718593
112,55005,196,Doyle,188,0,0,9,3,8,196,1.0,0.9591836734693877,0.0,0.0,0.04081632653061224,184,0.04591836734693878,0.015306122448979591,0.9387755102040817
113,55005,213,Haugen,201,1,5,10,4,6,213,1.0,0.9436619718309859,0.004694835680751174,0.023474178403755867,0.028169014084507043,199,0.046948356807511735,0.018779342723004695,0.9342723004694836
114,55005,153,Lakeland,144,0,0,9,3,9,153,1.0,0.9411764705882353,0.0,0.0,0.058823529411764705,141,0.058823529411764705,0.0196078431372549,0.9215686274509803
115,55005,619,Lakeland,589,1,3,38,12,26,619,1.0,0.9515347334410339,0.0016155088852988692,0.004846526655896607,0.0420032310177706,569,0.061389337641357025,0.01938610662358643,0.9192245557350566
116,55005,447,Maple Grove,415,3,18,20,5,11,447,1.0,0.9284116331096197,0.006711409395973154,0.040268456375838924,0.024608501118568233,422,0.0447427293064877,0.011185682326621925,0.9440715883668904
117,55005,264,Maple Grove,247,1,9,11,3,7,264,1.0,0.9356060606060606,0.003787878787878788,0.03409090909090909,0.026515151515151516,250,0.041666666666666664,0.011363636363636364,0.946969696969697
118,55005,680,Maple Plain,565,1,7,50,19,107,680,1.0,0.8308823529411765,0.0014705882352941176,0.010294117647058823,0.15735294117647058,611,0.07352941176470588,0.027941176470588237,0.8985294117647059
119,55005,17,New Auburn,13,1,1,4,0,2,17,1.0,0.7647058823529411,0.058823529411764705,0.058823529411764705,0.11764705882352941,13,0.23529411764705882,0.0,0.7647058823529411
120,55005,1,New Auburn,1,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,1,0.0,0.0,1.0
121,55005,313,Oak Grove,296,4,2,17,5,11,313,1.0,0.9456869009584664,0.012779552715654952,0.006389776357827476,0.03514376996805112,291,0.054313099041533544,0.01597444089456869,0.9297124600638977
122,55005,413,Oak Grove,401,0,2,22,7,10,413,1.0,0.9709443099273608,0.0,0.004842615012106538,0.024213075060532687,384,0.053268765133171914,0.01694915254237288,0.9297820823244553
123,55005,382,Prairie Farm,353,4,7,10,8,18,382,1.0,0.9240837696335078,0.010471204188481676,0.01832460732984293,0.04712041884816754,364,0.02617801047120419,0.020942408376963352,0.9528795811518325
124,55005,238,Prairie Farm,229,0,2,15,6,7,238,1.0,0.9621848739495799,0.0,0.008403361344537815,0.029411764705882353,217,0.06302521008403361,0.025210084033613446,0.9117647058823529
125,55005,193,Prairie Farm,184,1,1,11,5,7,193,1.0,0.9533678756476683,0.0051813471502590676,0.0051813471502590676,0.03626943005181347,177,0.05699481865284974,0.025906735751295335,0.917098445595855
126,55005,699,Prairie Lake,670,0,7,35,13,22,699,1.0,0.9585121602288984,0.0,0.010014306151645207,0.031473533619456366,651,0.05007153075822604,0.01859799713876967,0.9313304721030042
127,55005,608,Prairie Lake,585,0,6,32,11,17,608,1.0,0.962171052631579,0.0,0.009868421052631578,0.027960526315789474,565,0.05263157894736842,0.018092105263157895,0.9292763157894737
128,55005,389,Rice Lake,329,2,24,20,8,34,389,1.0,0.8457583547557841,0.005141388174807198,0.061696658097686374,0.08740359897172237,361,0.05141388174807198,0.02056555269922879,0.9280205655526992
129,55005,611,Rice Lake,544,7,18,41,17,42,611,1.0,0.8903436988543372,0.011456628477905073,0.029459901800327332,0.06873977086743044,553,0.06710310965630115,0.027823240589198037,0.9050736497545008
130,55005,548,Rice Lake,503,4,26,30,12,15,548,1.0,0.9178832116788321,0.0072992700729927005,0.04744525547445255,0.02737226277372263,506,0.05474452554744526,0.021897810218978103,0.9233576642335767
131,55005,534,Rice Lake,493,7,9,29,12,25,534,1.0,0.9232209737827716,0.013108614232209739,0.016853932584269662,0.04681647940074907,493,0.054307116104868915,0.02247191011235955,0.9232209737827716
132,55005,883,Rice Lake,843,0,11,37,15,29,883,1.0,0.9546998867497168,0.0,0.01245753114382786,0.03284258210645526,831,0.04190260475651189,0.01698754246885617,0.9411098527746319
133,55005,410,Rice Lake,394,0,8,22,9,8,410,1.0,0.9609756097560975,0.0,0.01951219512195122,0.01951219512195122,379,0.05365853658536585,0.02195121951219512,0.9243902439024391
134,55005,365,Rice Lake,343,2,8,19,8,12,365,1.0,0.9397260273972603,0.005479452054794521,0.021917808219178082,0.03287671232876712,338,0.052054794520547946,0.021917808219178082,0.9260273972602739
135,55005,468,Rice Lake,434,4,12,26,11,18,468,1.0,0.9273504273504274,0.008547008547008548,0.02564102564102564,0.038461538461538464,431,0.05555555555555555,0.023504273504273504,0.9209401709401709
136,55005,390,Rice Lake,346,6,14,18,7,24,390,1.0,0.8871794871794871,0.015384615384615385,0.035897435897435895,0.06153846153846154,365,0.046153846153846156,0.017948717948717947,0.9358974358974359
137,55005,467,Rice Lake,418,5,19,22,9,25,467,1.0,0.8950749464668094,0.010706638115631691,0.04068522483940043,0.05353319057815846,436,0.047109207708779445,0.019271948608137045,0.9336188436830836
138,55005,485,Rice Lake,457,2,11,28,12,15,485,1.0,0.9422680412371134,0.004123711340206186,0.02268041237113402,0.030927835051546393,445,0.0577319587628866,0.024742268041237112,0.9175257731958762
139,55005,1133,Rice Lake,1046,15,17,42,18,55,1133,1.0,0.9232127096204766,0.01323918799646955,0.01500441306266549,0.04854368932038835,1073,0.037069726390114736,0.01588702559576346,0.9470432480141218
140,55005,509,Rice Lake,421,7,32,21,9,49,509,1.0,0.8271119842829077,0.0137524557956778,0.06286836935166994,0.0962671905697446,479,0.0412573673870334,0.01768172888015717,0.9410609037328095
141,55005,656,Rice Lake,613,5,15,43,15,23,656,1.0,0.9344512195121951,0.007621951219512195,0.022865853658536585,0.0350609756097561,598,0.06554878048780488,0.022865853658536585,0.9115853658536586
142,55005,615,Rice Lake,589,1,10,40,14,15,615,1.0,0.9577235772357724,0.0016260162601626016,0.016260162601626018,0.024390243902439025,561,0.06504065040650407,0.022764227642276424,0.9121951219512195
143,55005,539,Rice Lake,513,2,8,44,15,16,539,1.0,0.9517625231910947,0.0037105751391465678,0.014842300556586271,0.029684601113172542,480,0.08163265306122448,0.027829313543599257,0.8905380333951762
144,55005,443,Rice Lake,427,2,7,34,12,7,443,1.0,0.963882618510158,0.004514672686230248,0.01580135440180587,0.01580135440180587,397,0.07674943566591422,0.02708803611738149,0.8961625282167043
145,55005,507,Sioux Creek,483,0,5,19,16,19,507,1.0,0.9526627218934911,0.0,0.009861932938856016,0.03747534516765286,472,0.03747534516765286,0.03155818540433925,0.9309664694280079
146,55005,568,Stanfold,518,2,30,39,10,18,568,1.0,0.9119718309859155,0.0035211267605633804,0.0528169014084507,0.03169014084507042,519,0.06866197183098592,0.017605633802816902,0.9137323943661971
147,55005,469,Stanley,452,0,7,20,11,10,469,1.0,0.9637526652452025,0.0,0.014925373134328358,0.021321961620469083,438,0.042643923240938165,0.023454157782515993,0.9339019189765458
148,55005,637,Stanley,614,2,3,25,14,18,637,1.0,0.9638932496075353,0.0031397174254317113,0.004709576138147566,0.0282574568288854,598,0.03924646781789639,0.02197802197802198,0.9387755102040817
