race,COMP18D,COMP18R,COMP18Turnout
WVAP,0.5233 (0.499-0.5467),0.4767 (0.4533-0.501),0.4414 (0.4238-0.46)
BVAP,0.7731 (0.5237-0.9291),0.2269 (0.0709-0.4763),0.237 (0.1176-0.3855)
HVAP,0.775 (0.5398-0.9362),0.225 (0.0638-0.4602),0.2689 (0.1239-0.4631)
OVAP,0.788 (0.5415-0.9408),0.212 (0.0592-0.4585),0.5455 (0.2981-0.7728)
