,COUNTYFP,VAP,NAME,WVAP,BVAP,HVAP,SOS18P_LAF,SOS18P_MAR,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SOS18PNone,SOS18P_LAF_pct,SOS18P_MAR_pct,SOS18PNone_pct
45,55003,618,Ashland,538,3,5,64,40,72,618,1.0,0.8705501618122977,0.0048543689320388345,0.008090614886731391,0.11650485436893204,514,0.10355987055016182,0.06472491909385113,0.8317152103559871
46,55003,577,Ashland,510,3,14,44,33,50,577,1.0,0.8838821490467937,0.005199306759098787,0.024263431542461005,0.08665511265164645,500,0.07625649913344887,0.05719237435008666,0.8665511265164645
47,55003,570,Ashland,531,1,12,90,32,26,570,1.0,0.9315789473684211,0.0017543859649122807,0.021052631578947368,0.0456140350877193,448,0.15789473684210525,0.056140350877192984,0.7859649122807018
48,55003,537,Ashland,484,3,10,55,35,40,537,1.0,0.9013035381750466,0.00558659217877095,0.0186219739292365,0.074487895716946,447,0.10242085661080075,0.06517690875232775,0.8324022346368715
49,55003,631,Ashland,533,3,10,48,36,85,631,1.0,0.8446909667194928,0.004754358161648178,0.01584786053882726,0.1347068145800317,547,0.07606973058637084,0.05705229793977813,0.866877971473851
50,55003,643,Ashland,597,3,12,66,36,31,643,1.0,0.9284603421461898,0.004665629860031105,0.01866251944012442,0.04821150855365474,541,0.1026438569206843,0.05598755832037325,0.8413685847589425
51,55003,585,Ashland,494,3,11,60,32,77,585,1.0,0.8444444444444444,0.005128205128205128,0.018803418803418803,0.13162393162393163,493,0.10256410256410256,0.0547008547008547,0.8427350427350427
52,55003,563,Ashland,477,4,11,58,36,71,563,1.0,0.8472468916518651,0.007104795737122558,0.019538188277087035,0.1261101243339254,469,0.10301953818827708,0.06394316163410302,0.8330373001776199
53,55003,598,Ashland,535,2,5,45,34,56,598,1.0,0.8946488294314381,0.0033444816053511705,0.008361204013377926,0.09364548494983277,519,0.07525083612040134,0.056856187290969896,0.8678929765886287
54,55003,569,Ashland,510,3,7,59,31,49,569,1.0,0.8963093145869947,0.005272407732864675,0.012302284710017574,0.08611599297012303,479,0.10369068541300527,0.054481546572934976,0.8418277680140598
55,55003,448,Ashland,423,0,0,50,19,25,448,1.0,0.9441964285714286,0.0,0.0,0.05580357142857143,379,0.11160714285714286,0.04241071428571429,0.8459821428571429
56,55003,50,Butternut,49,0,1,6,1,0,50,1.0,0.98,0.0,0.02,0.0,43,0.12,0.02,0.86
57,55003,239,Butternut,230,1,0,29,7,8,239,1.0,0.9623430962343096,0.0041841004184100415,0.0,0.03347280334728033,203,0.12133891213389121,0.029288702928870293,0.8493723849372385
58,55003,290,Chippewa,286,0,1,21,9,3,290,1.0,0.9862068965517241,0.0,0.0034482758620689655,0.010344827586206896,260,0.07241379310344828,0.03103448275862069,0.896551724137931
59,55003,589,Gingles,529,0,9,86,30,51,589,1.0,0.8981324278438031,0.0,0.015280135823429542,0.0865874363327674,473,0.1460101867572156,0.050933786078098474,0.8030560271646859
60,55003,63,Gordon,63,0,0,6,0,0,63,1.0,1.0,0.0,0.0,0.0,57,0.09523809523809523,0.0,0.9047619047619048
61,55003,188,Gordon,183,0,3,20,1,2,188,1.0,0.973404255319149,0.0,0.015957446808510637,0.010638297872340425,167,0.10638297872340426,0.005319148936170213,0.8882978723404256
62,55003,558,Jacobs,548,0,1,27,15,9,558,1.0,0.982078853046595,0.0,0.0017921146953405018,0.016129032258064516,516,0.04838709677419355,0.026881720430107527,0.9247311827956989
63,55003,221,La Pointe,210,2,2,65,32,7,221,1.0,0.9502262443438914,0.00904977375565611,0.00904977375565611,0.03167420814479638,124,0.29411764705882354,0.14479638009049775,0.5610859728506787
64,55003,117,Marengo,114,0,0,23,9,3,117,1.0,0.9743589743589743,0.0,0.0,0.02564102564102564,85,0.19658119658119658,0.07692307692307693,0.7264957264957265
65,55003,141,Marengo,138,1,0,27,11,2,141,1.0,0.9787234042553191,0.0070921985815602835,0.0,0.014184397163120567,103,0.19148936170212766,0.07801418439716312,0.7304964539007093
66,55003,580,Mellen,561,0,9,44,18,10,580,1.0,0.9672413793103448,0.0,0.015517241379310345,0.017241379310344827,518,0.07586206896551724,0.03103448275862069,0.8931034482758621
67,55003,302,Morse,292,2,2,33,14,6,302,1.0,0.9668874172185431,0.006622516556291391,0.006622516556291391,0.019867549668874173,255,0.10927152317880795,0.046357615894039736,0.8443708609271523
68,55003,57,Morse,55,0,0,6,2,2,57,1.0,0.9649122807017544,0.0,0.0,0.03508771929824561,49,0.10526315789473684,0.03508771929824561,0.8596491228070176
69,55003,29,Morse,29,0,0,3,1,0,29,1.0,1.0,0.0,0.0,0.0,25,0.10344827586206896,0.034482758620689655,0.8620689655172413
70,55003,55,Peeksville,53,2,0,5,3,0,55,1.0,0.9636363636363636,0.03636363636363636,0.0,0.0,47,0.09090909090909091,0.05454545454545454,0.8545454545454545
71,55003,70,Peeksville,70,0,0,7,4,0,70,1.0,1.0,0.0,0.0,0.0,59,0.1,0.05714285714285714,0.8428571428571429
72,55003,386,Sanborn,41,1,11,14,14,333,386,1.0,0.10621761658031088,0.0025906735751295338,0.02849740932642487,0.8626943005181347,358,0.03626943005181347,0.03626943005181347,0.927461139896373
73,55003,536,Sanborn,116,1,21,20,20,398,536,1.0,0.21641791044776118,0.0018656716417910447,0.03917910447761194,0.7425373134328358,496,0.03731343283582089,0.03731343283582089,0.9253731343283582
74,55003,98,Shanagolden,96,0,0,12,6,2,98,1.0,0.9795918367346939,0.0,0.0,0.02040816326530612,80,0.12244897959183673,0.061224489795918366,0.8163265306122449
75,55003,507,White River,487,0,4,38,16,16,507,1.0,0.960552268244576,0.0,0.007889546351084813,0.03155818540433925,453,0.07495069033530571,0.03155818540433925,0.893491124260355
76,55003,58,White River,54,0,0,4,1,4,58,1.0,0.9310344827586207,0.0,0.0,0.06896551724137931,53,0.06896551724137931,0.017241379310344827,0.9137931034482759
77,55005,518,Almena,501,4,5,14,8,8,518,1.0,0.9671814671814671,0.007722007722007722,0.009652509652509652,0.015444015444015444,496,0.02702702702702703,0.015444015444015444,0.9575289575289575
78,55005,471,Almena,468,0,0,22,16,3,471,1.0,0.9936305732484076,0.0,0.0,0.006369426751592357,433,0.04670912951167728,0.03397027600849257,0.9193205944798302
79,55005,231,Almena,223,1,4,10,7,3,231,1.0,0.9653679653679653,0.004329004329004329,0.017316017316017316,0.012987012987012988,214,0.04329004329004329,0.030303030303030304,0.9264069264069265
80,55005,555,Arland,537,0,9,26,14,9,555,1.0,0.9675675675675676,0.0,0.016216216216216217,0.016216216216216217,515,0.04684684684684685,0.025225225225225224,0.9279279279279279
81,55005,727,Barron,661,35,15,29,8,16,727,1.0,0.9092159559834938,0.048143053645116916,0.02063273727647868,0.02200825309491059,690,0.039889958734525444,0.011004126547455296,0.9491059147180193
82,55005,408,Barron,366,32,3,16,5,7,408,1.0,0.8970588235294118,0.0784313725490196,0.007352941176470588,0.01715686274509804,387,0.0392156862745098,0.012254901960784314,0.9485294117647058
83,55005,231,Barron,216,0,11,9,2,4,231,1.0,0.935064935064935,0.0,0.047619047619047616,0.017316017316017316,220,0.03896103896103896,0.008658008658008658,0.9523809523809523
84,55005,318,Barron,297,5,8,12,3,8,318,1.0,0.9339622641509434,0.015723270440251572,0.025157232704402517,0.025157232704402517,303,0.03773584905660377,0.009433962264150943,0.9528301886792453
85,55005,667,Barron,490,136,15,26,8,26,667,1.0,0.7346326836581709,0.20389805097451275,0.022488755622188907,0.038980509745127435,633,0.038980509745127435,0.01199400299850075,0.9490254872563718
86,55005,74,Barron,68,0,5,2,0,1,74,1.0,0.918918918918919,0.0,0.06756756756756757,0.013513513513513514,72,0.02702702702702703,0.0,0.972972972972973
87,55005,248,Barron,227,11,6,10,3,4,248,1.0,0.9153225806451613,0.04435483870967742,0.024193548387096774,0.016129032258064516,235,0.04032258064516129,0.012096774193548387,0.9475806451612904
88,55005,319,Barron,308,0,7,9,3,4,319,1.0,0.9655172413793104,0.0,0.0219435736677116,0.012539184952978056,307,0.02821316614420063,0.009404388714733543,0.9623824451410659
89,55005,352,Barron,334,3,13,11,3,2,352,1.0,0.9488636363636364,0.008522727272727272,0.036931818181818184,0.005681818181818182,338,0.03125,0.008522727272727272,0.9602272727272727
90,55005,532,Bear Lake,524,5,2,37,14,1,532,1.0,0.9849624060150376,0.009398496240601503,0.0037593984962406013,0.0018796992481203006,481,0.06954887218045112,0.02631578947368421,0.9041353383458647
91,55005,832,Cameron,805,4,11,35,5,12,832,1.0,0.9675480769230769,0.004807692307692308,0.013221153846153846,0.014423076923076924,792,0.042067307692307696,0.006009615384615385,0.9519230769230769
92,55005,317,Cameron,303,1,9,13,2,4,317,1.0,0.9558359621451105,0.0031545741324921135,0.028391167192429023,0.012618296529968454,302,0.04100946372239748,0.006309148264984227,0.9526813880126183
93,55005,155,Cameron,150,0,1,6,1,4,155,1.0,0.967741935483871,0.0,0.0064516129032258064,0.025806451612903226,148,0.03870967741935484,0.0064516129032258064,0.9548387096774194
94,55005,823,Cedar Lake,805,2,5,58,26,11,823,1.0,0.9781287970838396,0.002430133657351154,0.006075334143377886,0.013365735115431349,739,0.07047387606318348,0.031591737545565005,0.8979343863912516
95,55005,470,Chetek,460,0,9,15,11,1,470,1.0,0.9787234042553191,0.0,0.019148936170212766,0.002127659574468085,444,0.031914893617021274,0.023404255319148935,0.9446808510638298
96,55005,443,Chetek,434,2,5,14,10,2,443,1.0,0.9796839729119639,0.004514672686230248,0.011286681715575621,0.004514672686230248,419,0.03160270880361174,0.022573363431151242,0.945823927765237
97,55005,407,Chetek,391,3,6,13,9,7,407,1.0,0.9606879606879607,0.007371007371007371,0.014742014742014743,0.0171990171990172,385,0.03194103194103194,0.022113022113022112,0.9459459459459459
98,55005,431,Chetek,427,0,2,14,10,2,431,1.0,0.9907192575406032,0.0,0.004640371229698376,0.004640371229698376,407,0.03248259860788863,0.02320185614849188,0.9443155452436195
99,55005,863,Chetek,857,1,2,48,18,3,863,1.0,0.9930475086906141,0.0011587485515643105,0.002317497103128621,0.0034762456546929316,797,0.055619930475086905,0.02085747392815759,0.9235225955967555
100,55005,548,Chetek,536,1,3,30,11,8,548,1.0,0.9781021897810219,0.0018248175182481751,0.005474452554744526,0.014598540145985401,507,0.05474452554744526,0.020072992700729927,0.9251824817518248
101,55005,654,Clinton,636,0,11,20,8,7,654,1.0,0.9724770642201835,0.0,0.016819571865443424,0.010703363914373088,626,0.03058103975535168,0.012232415902140673,0.9571865443425076
102,55005,618,Crystal Lake,603,0,9,26,7,6,618,1.0,0.9757281553398058,0.0,0.014563106796116505,0.009708737864077669,585,0.042071197411003236,0.011326860841423949,0.9466019417475728
103,55005,394,Cumberland,372,1,9,26,11,12,394,1.0,0.9441624365482234,0.0025380710659898475,0.02284263959390863,0.030456852791878174,357,0.06598984771573604,0.027918781725888325,0.9060913705583756
104,55005,441,Cumberland,435,0,1,29,13,5,441,1.0,0.9863945578231292,0.0,0.0022675736961451248,0.011337868480725623,399,0.06575963718820861,0.02947845804988662,0.9047619047619048
105,55005,462,Cumberland,439,3,11,30,13,9,462,1.0,0.9502164502164502,0.006493506493506494,0.023809523809523808,0.01948051948051948,419,0.06493506493506493,0.02813852813852814,0.9069264069264069
106,55005,425,Cumberland,411,0,7,28,12,7,425,1.0,0.9670588235294117,0.0,0.01647058823529412,0.01647058823529412,385,0.06588235294117648,0.02823529411764706,0.9058823529411765
107,55005,681,Cumberland,673,0,2,39,11,6,681,1.0,0.9882525697503671,0.0,0.002936857562408223,0.00881057268722467,631,0.05726872246696035,0.016152716593245228,0.9265785609397944
108,55005,328,Dallas,318,0,3,10,3,7,328,1.0,0.9695121951219512,0.0,0.009146341463414634,0.021341463414634148,315,0.03048780487804878,0.009146341463414634,0.9603658536585366
109,55005,427,Dallas,412,0,9,23,10,6,427,1.0,0.9648711943793911,0.0,0.02107728337236534,0.01405152224824356,394,0.053864168618266976,0.0234192037470726,0.9227166276346604
110,55005,637,Dovre,631,1,4,32,11,1,637,1.0,0.9905808477237049,0.0015698587127158557,0.006279434850863423,0.0015698587127158557,594,0.05023547880690738,0.01726844583987441,0.9324960753532182
111,55005,157,Doyle,153,0,3,7,3,1,157,1.0,0.9745222929936306,0.0,0.01910828025477707,0.006369426751592357,147,0.044585987261146494,0.01910828025477707,0.9363057324840764
112,55005,201,Doyle,200,1,0,9,3,0,201,1.0,0.9950248756218906,0.004975124378109453,0.0,0.0,189,0.04477611940298507,0.014925373134328358,0.9402985074626866
113,55005,219,Haugen,212,0,2,10,4,5,219,1.0,0.9680365296803652,0.0,0.0091324200913242,0.0228310502283105,205,0.045662100456621,0.0182648401826484,0.9360730593607306
114,55005,152,Lakeland,151,0,1,9,3,0,152,1.0,0.993421052631579,0.0,0.006578947368421052,0.0,140,0.05921052631578947,0.019736842105263157,0.9210526315789473
115,55005,628,Lakeland,611,0,10,38,12,7,628,1.0,0.9729299363057324,0.0,0.01592356687898089,0.011146496815286623,578,0.06050955414012739,0.01910828025477707,0.9203821656050956
116,55005,467,Maple Grove,462,1,1,20,5,3,467,1.0,0.9892933618843683,0.0021413276231263384,0.0021413276231263384,0.006423982869379015,442,0.042826552462526764,0.010706638115631691,0.9464668094218416
117,55005,269,Maple Grove,256,0,9,11,3,4,269,1.0,0.9516728624535316,0.0,0.03345724907063197,0.01486988847583643,255,0.040892193308550186,0.011152416356877323,0.9479553903345725
118,55005,610,Maple Plain,532,0,4,50,19,74,610,1.0,0.8721311475409836,0.0,0.006557377049180328,0.12131147540983607,541,0.08196721311475409,0.03114754098360656,0.8868852459016393
119,55005,11,New Auburn,9,0,0,4,0,2,11,1.0,0.8181818181818182,0.0,0.0,0.18181818181818182,7,0.36363636363636365,0.0,0.6363636363636364
121,55005,309,Oak Grove,303,0,5,17,5,1,309,1.0,0.9805825242718447,0.0,0.016181229773462782,0.003236245954692557,287,0.05501618122977346,0.016181229773462782,0.9288025889967637
122,55005,406,Oak Grove,397,4,3,22,7,2,406,1.0,0.9778325123152709,0.009852216748768473,0.007389162561576354,0.0049261083743842365,377,0.054187192118226604,0.017241379310344827,0.9285714285714286
123,55005,373,Prairie Farm,364,0,7,10,8,2,373,1.0,0.9758713136729222,0.0,0.01876675603217158,0.005361930294906166,355,0.02680965147453083,0.021447721179624665,0.9517426273458445
124,55005,235,Prairie Farm,223,0,2,15,6,10,235,1.0,0.948936170212766,0.0,0.00851063829787234,0.0425531914893617,214,0.06382978723404255,0.02553191489361702,0.9106382978723404
125,55005,177,Prairie Farm,175,0,1,11,5,1,177,1.0,0.9887005649717514,0.0,0.005649717514124294,0.005649717514124294,161,0.062146892655367235,0.02824858757062147,0.9096045197740112
126,55005,634,Prairie Lake,627,0,2,35,13,5,634,1.0,0.9889589905362776,0.0,0.0031545741324921135,0.007886435331230283,586,0.055205047318611984,0.02050473186119874,0.9242902208201893
127,55005,576,Prairie Lake,567,0,2,32,11,7,576,1.0,0.984375,0.0,0.003472222222222222,0.012152777777777778,533,0.05555555555555555,0.019097222222222224,0.9253472222222222
128,55005,384,Rice Lake,362,2,14,20,8,6,384,1.0,0.9427083333333334,0.005208333333333333,0.036458333333333336,0.015625,356,0.052083333333333336,0.020833333333333332,0.9270833333333334
129,55005,769,Rice Lake,732,3,17,41,17,17,769,1.0,0.951885565669701,0.0039011703511053317,0.022106631989596878,0.022106631989596878,711,0.053315994798439535,0.022106631989596878,0.9245773732119635
130,55005,557,Rice Lake,544,1,3,30,12,9,557,1.0,0.9766606822262118,0.0017953321364452424,0.005385996409335727,0.01615798922800718,515,0.05385996409335727,0.02154398563734291,0.9245960502692998
131,55005,555,Rice Lake,536,3,8,29,12,8,555,1.0,0.9657657657657658,0.005405405405405406,0.014414414414414415,0.014414414414414415,514,0.05225225225225225,0.021621621621621623,0.9261261261261261
132,55005,688,Rice Lake,664,2,16,37,15,6,688,1.0,0.9651162790697675,0.0029069767441860465,0.023255813953488372,0.00872093023255814,636,0.05377906976744186,0.02180232558139535,0.9244186046511628
133,55005,411,Rice Lake,402,0,1,22,9,8,411,1.0,0.9781021897810219,0.0,0.0024330900243309003,0.019464720194647202,380,0.0535279805352798,0.021897810218978103,0.9245742092457421
134,55005,369,Rice Lake,355,2,3,19,8,9,369,1.0,0.962059620596206,0.005420054200542005,0.008130081300813009,0.024390243902439025,342,0.051490514905149054,0.02168021680216802,0.926829268292683
135,55005,484,Rice Lake,467,4,5,26,11,8,484,1.0,0.9648760330578512,0.008264462809917356,0.010330578512396695,0.01652892561983471,447,0.05371900826446281,0.022727272727272728,0.9235537190082644
136,55005,336,Rice Lake,317,4,3,18,7,12,336,1.0,0.9434523809523809,0.011904761904761904,0.008928571428571428,0.03571428571428571,311,0.05357142857142857,0.020833333333333332,0.9255952380952381
137,55005,417,Rice Lake,400,0,6,22,9,11,417,1.0,0.9592326139088729,0.0,0.014388489208633094,0.026378896882494004,386,0.05275779376498801,0.02158273381294964,0.9256594724220624
138,55005,526,Rice Lake,507,1,6,28,12,12,526,1.0,0.9638783269961977,0.0019011406844106464,0.011406844106463879,0.022813688212927757,486,0.053231939163498096,0.022813688212927757,0.9239543726235742
139,55005,781,Rice Lake,744,0,20,42,18,17,781,1.0,0.9526248399487837,0.0,0.02560819462227913,0.02176696542893726,721,0.05377720870678617,0.023047375160051217,0.9231754161331626
140,55005,394,Rice Lake,364,1,18,21,9,11,394,1.0,0.9238578680203046,0.0025380710659898475,0.04568527918781726,0.027918781725888325,364,0.0532994923857868,0.02284263959390863,0.9238578680203046
141,55005,628,Rice Lake,617,0,8,43,15,3,628,1.0,0.982484076433121,0.0,0.012738853503184714,0.004777070063694267,570,0.06847133757961783,0.02388535031847134,0.9076433121019108
142,55005,587,Rice Lake,574,0,5,40,14,8,587,1.0,0.9778534923339012,0.0,0.008517887563884156,0.013628620102214651,533,0.06814310051107325,0.02385008517887564,0.9080068143100511
143,55005,649,Rice Lake,616,2,18,44,15,13,649,1.0,0.9491525423728814,0.0030816640986132513,0.02773497688751926,0.020030816640986132,590,0.06779661016949153,0.023112480739599383,0.9090909090909091
144,55005,505,Rice Lake,479,1,21,34,12,4,505,1.0,0.9485148514851485,0.0019801980198019802,0.041584158415841586,0.007920792079207921,459,0.06732673267326733,0.023762376237623763,0.9089108910891089
145,55005,471,Sioux Creek,467,1,1,19,16,2,471,1.0,0.9915074309978769,0.0021231422505307855,0.0021231422505307855,0.004246284501061571,436,0.040339702760084924,0.03397027600849257,0.9256900212314225
146,55005,534,Stanfold,505,2,18,39,10,9,534,1.0,0.9456928838951311,0.003745318352059925,0.033707865168539325,0.016853932584269662,485,0.07303370786516854,0.018726591760299626,0.9082397003745318
147,55005,484,Stanley,476,0,4,20,11,4,484,1.0,0.9834710743801653,0.0,0.008264462809917356,0.008264462809917356,453,0.04132231404958678,0.022727272727272728,0.9359504132231405
148,55005,607,Stanley,603,0,3,25,14,1,607,1.0,0.9934102141680395,0.0,0.004942339373970346,0.0016474464579901153,568,0.04118616144975288,0.023064250411861616,0.9357495881383855
