,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,GOV14D,GOV14R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,GOV14None,GOV14D_pct,GOV14R_pct,GOV14None_pct
132,Carroll,2986,Carroll Precinct 09-002,2814,45,69,126,883,58,2986,1,0.942397856664434,0.01507032819825854,0.023107836570663093,0.01942397856664434,1977,0.04219691895512391,0.2957133288680509,0.6620897521768252
134,Carroll,1186,Carroll Precinct 12-001,1086,70,17,94,441,13,1186,1,0.9156829679595279,0.05902192242833052,0.01433389544688027,0.010961214165261383,651,0.07925801011804384,0.3718381112984823,0.5489038785834739
135,Carroll,2833,Carroll Precinct 11-001,2645,87,63,223,1281,38,2833,1,0.9336392516766678,0.030709495234733496,0.02223791034239322,0.013413342746205436,1329,0.07871514295799506,0.4521708436286622,0.46911401341334275
396,Carroll,1084,Carroll Precinct 10-001,1040,12,15,46,456,17,1084,1,0.959409594095941,0.01107011070110701,0.013837638376383764,0.015682656826568265,582,0.042435424354243544,0.42066420664206644,0.5369003690036901
397,Carroll,7012,Carroll Precinct 01-001,6558,201,129,370,2417,124,7012,1,0.9352538505419281,0.028665145464917285,0.018397033656588704,0.017683970336565887,4225,0.05276668568168853,0.34469480889903026,0.6025385054192812
398,Carroll,1424,Carroll Precinct 02-001,1389,11,16,111,722,8,1424,1,0.9754213483146067,0.007724719101123595,0.011235955056179775,0.0056179775280898875,591,0.07794943820224719,0.5070224719101124,0.41502808988764045
399,Carroll,1786,Carroll Precinct 02-002,1731,9,19,127,857,27,1786,1,0.9692049272116461,0.005039193729003359,0.010638297872340425,0.015117581187010079,802,0.07110862262038074,0.4798432250839866,0.4490481522956327
927,Carroll,6623,Carroll Precinct 14-002,6214,125,131,512,2974,153,6623,1,0.9382455080779103,0.018873622225577532,0.019779556092405254,0.0231013136041069,3137,0.07730635663596558,0.44904121999094065,0.47365242337309377
928,Carroll,3192,Carroll Precinct 05-001,2872,133,80,408,1293,107,3192,1,0.899749373433584,0.041666666666666664,0.02506265664160401,0.03352130325814536,1491,0.12781954887218044,0.4050751879699248,0.46710526315789475
929,Carroll,647,Carroll Precinct 05-006,626,5,6,111,240,10,647,1,0.9675425038639877,0.0077279752704791345,0.00927357032457496,0.015455950540958269,296,0.17156105100463678,0.37094281298299847,0.4574961360123648
931,Carroll,2786,Carroll Precinct 14-001,2611,70,52,288,1352,53,2786,1,0.9371859296482412,0.02512562814070352,0.01866475233309404,0.019023689877961235,1146,0.10337401292175162,0.4852835606604451,0.4113424264178033
932,Carroll,2559,Carroll Precinct 05-005,2276,87,77,274,1118,119,2559,1,0.889409925752247,0.03399765533411489,0.03008987885892927,0.04650254005470887,1167,0.10707307542008597,0.43688940992575226,0.45603751465416176
933,Carroll,2727,Carroll Precinct 09-001,2601,49,40,292,1818,37,2727,1,0.9537953795379538,0.01796846351301797,0.014668133480014669,0.013568023469013568,617,0.10707737440410708,0.6666666666666666,0.22625595892922626
934,Carroll,5574,Carroll Precinct 07-007,5011,218,157,525,1947,188,5574,1,0.8989953354861858,0.03911015428776462,0.0281664872622892,0.03372802296376032,3102,0.09418729817007535,0.34930032292787944,0.5565123789020452
935,Carroll,1903,Carroll Precinct 07-008,1759,65,29,144,839,50,1903,1,0.9243300052548608,0.03415659485023647,0.015239096163951655,0.02627430373095113,920,0.07566999474513926,0.44088281660535994,0.4834471886495008
936,Carroll,960,Carroll Precinct 07-005,945,9,3,146,393,3,960,1,0.984375,0.009375,0.003125,0.003125,421,0.15208333333333332,0.409375,0.43854166666666666
937,Carroll,2365,Carroll Precinct 04-002,2282,28,19,171,1142,36,2365,1,0.9649048625792812,0.011839323467230444,0.008033826638477801,0.01522198731501057,1052,0.07230443974630021,0.4828752642706131,0.4448202959830867
938,Carroll,2537,Carroll Precinct 07-006,2326,65,59,232,937,87,2537,1,0.9168309026409145,0.025620811982656682,0.023255813953488372,0.03429247142294048,1368,0.09144659046117462,0.36933385888845094,0.5392195506503744
939,Carroll,3647,Carroll Precinct 07-003,3100,264,178,286,799,105,3647,1,0.8500137098985467,0.07238826432684398,0.04880723882643268,0.028790786948176585,2562,0.07842061968741432,0.21908417877707706,0.7024952015355086
