,COUNTY,VAP,NAME,WVAP,SEN16PD_CV,SEN16PD_DE,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,SEN16PDNone,SEN16PD_CV_pct,SEN16PD_DE_pct,SEN16PDNone_pct
132,Carroll,2986,Carroll Precinct 09-002,2814,159,25,172,2986,1,0.942397856664434,0.05760214333556597,2802,0.05324849296718017,0.008372404554588079,0.9383791024782318
134,Carroll,1186,Carroll Precinct 12-001,1086,85,24,100,1186,1,0.9156829679595279,0.08431703204047218,1077,0.07166947723440135,0.02023608768971332,0.9080944350758853
135,Carroll,2833,Carroll Precinct 11-001,2645,193,51,188,2833,1,0.9336392516766678,0.06636074832333215,2589,0.06812566184256971,0.018002117896223083,0.9138722202612072
396,Carroll,1084,Carroll Precinct 10-001,1040,47,13,44,1084,1,0.959409594095941,0.04059040590405904,1024,0.043357933579335796,0.011992619926199263,0.9446494464944649
397,Carroll,7012,Carroll Precinct 01-001,6558,392,110,454,7012,1,0.9352538505419281,0.06474614945807187,6510,0.055904164289788935,0.015687393040501995,0.9284084426697091
398,Carroll,1424,Carroll Precinct 02-001,1389,106,28,35,1424,1,0.9754213483146067,0.02457865168539326,1290,0.07443820224719101,0.019662921348314606,0.9058988764044944
399,Carroll,1786,Carroll Precinct 02-002,1731,123,32,55,1786,1,0.9692049272116461,0.030795072788353865,1631,0.06886898096304592,0.01791713325867861,0.9132138857782754
927,Carroll,6623,Carroll Precinct 14-002,6214,497,118,409,6623,1,0.9382455080779103,0.061754491922089684,6008,0.07504152196889627,0.01781669938094519,0.9071417786501585
928,Carroll,3192,Carroll Precinct 05-001,2872,348,89,320,3192,1,0.899749373433584,0.10025062656641603,2755,0.10902255639097744,0.02788220551378446,0.8630952380952381
929,Carroll,647,Carroll Precinct 05-006,626,86,23,21,647,1,0.9675425038639877,0.03245749613601236,538,0.13292117465224113,0.03554868624420402,0.8315301391035549
931,Carroll,2786,Carroll Precinct 14-001,2611,302,73,175,2786,1,0.9371859296482412,0.06281407035175879,2411,0.10839913854989232,0.0262024407753051,0.8653984206748025
932,Carroll,2559,Carroll Precinct 05-005,2276,255,73,283,2559,1,0.889409925752247,0.11059007424775302,2231,0.09964830011723329,0.028526768268855023,0.8718249316139117
933,Carroll,2727,Carroll Precinct 09-001,2601,311,77,126,2727,1,0.9537953795379538,0.0462046204620462,2339,0.11404473780711405,0.028236156949028236,0.8577191052438577
934,Carroll,5574,Carroll Precinct 07-007,5011,491,134,563,5574,1,0.8989953354861858,0.10100466451381414,4949,0.0880875493362038,0.024040186580552566,0.8878722640832436
935,Carroll,1903,Carroll Precinct 07-008,1759,145,32,144,1903,1,0.9243300052548608,0.07566999474513926,1726,0.07619548081975827,0.016815554387808723,0.906988964792433
936,Carroll,960,Carroll Precinct 07-005,945,139,22,15,960,1,0.984375,0.015625,799,0.14479166666666668,0.022916666666666665,0.8322916666666667
937,Carroll,2365,Carroll Precinct 04-002,2282,210,44,83,2365,1,0.9649048625792812,0.03509513742071882,2111,0.08879492600422834,0.018604651162790697,0.892600422832981
938,Carroll,2537,Carroll Precinct 07-006,2326,234,48,211,2537,1,0.9168309026409145,0.08316909735908554,2255,0.09223492313756405,0.01891998423334647,0.8888450926290895
939,Carroll,3647,Carroll Precinct 07-003,3100,265,78,547,3647,1,0.8500137098985467,0.14998629010145326,3304,0.07266246229777899,0.021387441732931178,0.9059500959692899
940,Carroll,2385,Carroll Precinct 07-001,2135,119,33,250,2385,1,0.8951781970649895,0.10482180293501048,2233,0.04989517819706499,0.013836477987421384,0.9362683438155136
941,Carroll,7644,Carroll Precinct 05-004,6509,803,214,1135,7644,1,0.8515175300889587,0.14848246991104133,6627,0.10504971219256934,0.027995813710099425,0.8669544740973313
943,Carroll,4313,Carroll Precinct 05-002,3922,532,123,391,4313,1,0.9093438441919778,0.09065615580802226,3658,0.12334801762114538,0.028518432645490376,0.8481335497333643
1170,Carroll,2549,Carroll Precinct 05-003,2418,297,80,131,2549,1,0.9486072969792075,0.05139270302079247,2172,0.11651628089446842,0.03138485680659082,0.8520988622989407
1181,Carroll,6184,Carroll Precinct 04-001,5840,547,146,344,6184,1,0.944372574385511,0.055627425614489,5491,0.08845407503234153,0.023609314359637774,0.8879366106080206
1182,Carroll,4802,Carroll Precinct 08-001,4594,367,76,208,4802,1,0.9566847147022074,0.043315285297792584,4359,0.07642648896293211,0.01582673885880883,0.907746772178259
1187,Carroll,7419,Carroll Precinct 07-004,6548,513,142,871,7419,1,0.8825987329828818,0.11740126701711821,6764,0.06914678528103518,0.019140045828278742,0.9117131688906861
1188,Carroll,4295,Carroll Precinct 03-001,4156,258,80,139,4295,1,0.9676367869615833,0.032363213038416765,3957,0.06006984866123399,0.018626309662398137,0.9213038416763679
1189,Carroll,3836,Carroll Precinct 07-002,3328,258,60,508,3836,1,0.867570385818561,0.132429614181439,3518,0.06725755995828989,0.01564129301355579,0.9171011470281544
1190,Carroll,5993,Carroll Precinct 06-001,5728,337,97,265,5993,1,0.9557817453695978,0.04421825463040214,5559,0.05623227098281328,0.016185549808109462,0.9275821792090773
1191,Carroll,3510,Carroll Precinct 08-002,3268,267,64,242,3510,1,0.931054131054131,0.06894586894586895,3179,0.07606837606837606,0.018233618233618232,0.9056980056980057
1192,Carroll,2717,Carroll Precinct 08-003,2574,208,58,143,2717,1,0.9473684210526315,0.05263157894736842,2451,0.07655502392344497,0.021347073978652927,0.9020979020979021
1193,Carroll,4591,Carroll Precinct 06-002,4324,359,110,267,4591,1,0.9418427357874102,0.05815726421258985,4122,0.07819647135700283,0.023959921585711173,0.8978436070572859
1770,Carroll,7060,Carroll Precinct 13-001,6426,707,153,634,7060,1,0.9101983002832861,0.08980169971671388,6200,0.10014164305949008,0.021671388101983,0.8781869688385269
1794,Carroll,4768,Carroll Precinct 04-003,4514,393,101,254,4768,1,0.9467281879194631,0.05327181208053691,4274,0.0824244966442953,0.02118288590604027,0.8963926174496645
