,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,SEN18D,SEN18R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SEN18None,SEN18D_pct,SEN18R_pct,SEN18None_pct
132,Carroll,2986,Carroll Precinct 09-002,2814,45,69,334,697,58,2986,1,0.942397856664434,0.01507032819825854,0.023107836570663093,0.01942397856664434,1955,0.11185532484929672,0.23342263898191562,0.6547220361687877
134,Carroll,1186,Carroll Precinct 12-001,1086,70,17,201,353,13,1186,1,0.9156829679595279,0.05902192242833052,0.01433389544688027,0.010961214165261383,632,0.16947723440134907,0.2976391231028668,0.5328836424957841
135,Carroll,2833,Carroll Precinct 11-001,2645,87,63,501,986,38,2833,1,0.9336392516766678,0.030709495234733496,0.02223791034239322,0.013413342746205436,1346,0.17684433462760324,0.3480409459936463,0.47511471937875044
396,Carroll,1084,Carroll Precinct 10-001,1040,12,15,151,433,17,1084,1,0.959409594095941,0.01107011070110701,0.013837638376383764,0.015682656826568265,500,0.1392988929889299,0.3994464944649446,0.4612546125461255
397,Carroll,7012,Carroll Precinct 01-001,6558,201,129,1027,2071,124,7012,1,0.9352538505419281,0.028665145464917285,0.018397033656588704,0.017683970336565887,3914,0.14646320593268683,0.29535082715345123,0.5581859669138619
398,Carroll,1424,Carroll Precinct 02-001,1389,11,16,301,593,8,1424,1,0.9754213483146067,0.007724719101123595,0.011235955056179775,0.0056179775280898875,530,0.21137640449438203,0.4164325842696629,0.37219101123595505
399,Carroll,1786,Carroll Precinct 02-002,1731,9,19,327,751,27,1786,1,0.9692049272116461,0.005039193729003359,0.010638297872340425,0.015117581187010079,708,0.18309070548712206,0.42049272116461367,0.3964165733482643
927,Carroll,6623,Carroll Precinct 14-002,6214,125,131,1193,2229,153,6623,1,0.9382455080779103,0.018873622225577532,0.019779556092405254,0.0231013136041069,3201,0.18012985052091196,0.33655443152649855,0.4833157179525895
928,Carroll,3192,Carroll Precinct 05-001,2872,133,80,932,993,107,3192,1,0.899749373433584,0.041666666666666664,0.02506265664160401,0.03352130325814536,1267,0.29197994987468673,0.31109022556390975,0.3969298245614035
929,Carroll,647,Carroll Precinct 05-006,626,5,6,203,183,10,647,1,0.9675425038639877,0.0077279752704791345,0.00927357032457496,0.015455950540958269,261,0.31375579598145287,0.2828438948995363,0.4034003091190108
