,COUNTY,VAP,NAME,WVAP,SEN18D,SEN18R,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,SEN18None,SEN18D_pct,SEN18R_pct,SEN18None_pct
132,Carroll,2986,Carroll Precinct 09-002,2814,334,697,172,2986,1,0.942397856664434,0.05760214333556597,1955,0.11185532484929672,0.23342263898191562,0.6547220361687877
134,Carroll,1186,Carroll Precinct 12-001,1086,201,353,100,1186,1,0.9156829679595279,0.08431703204047218,632,0.16947723440134907,0.2976391231028668,0.5328836424957841
135,Carroll,2833,Carroll Precinct 11-001,2645,501,986,188,2833,1,0.9336392516766678,0.06636074832333215,1346,0.17684433462760324,0.3480409459936463,0.47511471937875044
396,Carroll,1084,Carroll Precinct 10-001,1040,151,433,44,1084,1,0.959409594095941,0.04059040590405904,500,0.1392988929889299,0.3994464944649446,0.4612546125461255
397,Carroll,7012,Carroll Precinct 01-001,6558,1027,2071,454,7012,1,0.9352538505419281,0.06474614945807187,3914,0.14646320593268683,0.29535082715345123,0.5581859669138619
398,Carroll,1424,Carroll Precinct 02-001,1389,301,593,35,1424,1,0.9754213483146067,0.02457865168539326,530,0.21137640449438203,0.4164325842696629,0.37219101123595505
399,Carroll,1786,Carroll Precinct 02-002,1731,327,751,55,1786,1,0.9692049272116461,0.030795072788353865,708,0.18309070548712206,0.42049272116461367,0.3964165733482643
927,Carroll,6623,Carroll Precinct 14-002,6214,1193,2229,409,6623,1,0.9382455080779103,0.061754491922089684,3201,0.18012985052091196,0.33655443152649855,0.4833157179525895
928,Carroll,3192,Carroll Precinct 05-001,2872,932,993,320,3192,1,0.899749373433584,0.10025062656641603,1267,0.29197994987468673,0.31109022556390975,0.3969298245614035
929,Carroll,647,Carroll Precinct 05-006,626,203,183,21,647,1,0.9675425038639877,0.03245749613601236,261,0.31375579598145287,0.2828438948995363,0.4034003091190108
931,Carroll,2786,Carroll Precinct 14-001,2611,704,1063,175,2786,1,0.9371859296482412,0.06281407035175879,1019,0.25269203158650394,0.3815506101938263,0.36575735821966976
932,Carroll,2559,Carroll Precinct 05-005,2276,798,846,283,2559,1,0.889409925752247,0.11059007424775302,915,0.3118405627198124,0.3305978898007034,0.35756154747948415
933,Carroll,2727,Carroll Precinct 09-001,2601,711,1425,126,2727,1,0.9537953795379538,0.0462046204620462,591,0.2607260726072607,0.5225522552255225,0.21672167216721672
934,Carroll,5574,Carroll Precinct 07-007,5011,1266,1583,563,5574,1,0.8989953354861858,0.10100466451381414,2725,0.2271259418729817,0.28399712952996053,0.4888769285970578
