,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,SEN12PD_BC,SEN12PD_CM,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SEN12PDNone,SEN12PD_BC_pct,SEN12PD_CM_pct,SEN12PDNone_pct
132,Carroll,2986,Carroll Precinct 09-002,2814,45,69,45,5,58,2986,1,0.942397856664434,0.01507032819825854,0.023107836570663093,0.01942397856664434,2936,0.01507032819825854,0.0016744809109176155,0.9832551908908238
134,Carroll,1186,Carroll Precinct 12-001,1086,70,17,26,0,13,1186,1,0.9156829679595279,0.05902192242833052,0.01433389544688027,0.010961214165261383,1160,0.021922428330522766,0.0,0.9780775716694773
135,Carroll,2833,Carroll Precinct 11-001,2645,87,63,58,2,38,2833,1,0.9336392516766678,0.030709495234733496,0.02223791034239322,0.013413342746205436,2773,0.020472996823155665,0.0007059654076950229,0.9788210377691493
396,Carroll,1084,Carroll Precinct 10-001,1040,12,15,14,0,17,1084,1,0.959409594095941,0.01107011070110701,0.013837638376383764,0.015682656826568265,1070,0.012915129151291513,0.0,0.9870848708487084
397,Carroll,7012,Carroll Precinct 01-001,6558,201,129,135,6,124,7012,1,0.9352538505419281,0.028665145464917285,0.018397033656588704,0.017683970336565887,6871,0.019252709640616088,0.0008556759840273817,0.9798916143753565
398,Carroll,1424,Carroll Precinct 02-001,1389,11,16,38,0,8,1424,1,0.9754213483146067,0.007724719101123595,0.011235955056179775,0.0056179775280898875,1386,0.026685393258426966,0.0,0.973314606741573
399,Carroll,1786,Carroll Precinct 02-002,1731,9,19,41,5,27,1786,1,0.9692049272116461,0.005039193729003359,0.010638297872340425,0.015117581187010079,1740,0.02295632698768197,0.002799552071668533,0.9742441209406495
927,Carroll,6623,Carroll Precinct 14-002,6214,125,131,130,4,153,6623,1,0.9382455080779103,0.018873622225577532,0.019779556092405254,0.0231013136041069,6489,0.019628567114600634,0.0006039559112184811,0.9797674769741809
928,Carroll,3192,Carroll Precinct 05-001,2872,133,80,89,2,107,3192,1,0.899749373433584,0.041666666666666664,0.02506265664160401,0.03352130325814536,3101,0.02788220551378446,0.0006265664160401002,0.9714912280701754
929,Carroll,647,Carroll Precinct 05-006,626,5,6,60,1,10,647,1,0.9675425038639877,0.0077279752704791345,0.00927357032457496,0.015455950540958269,586,0.09273570324574962,0.0015455950540958269,0.9057187017001546
931,Carroll,2786,Carroll Precinct 14-001,2611,70,52,99,3,53,2786,1,0.9371859296482412,0.02512562814070352,0.01866475233309404,0.019023689877961235,2684,0.03553481694185212,0.0010768126346015793,0.9633883704235463
932,Carroll,2559,Carroll Precinct 05-005,2276,87,77,61,3,119,2559,1,0.889409925752247,0.03399765533411489,0.03008987885892927,0.04650254005470887,2495,0.023837436498632278,0.0011723329425556857,0.9749902305588121
933,Carroll,2727,Carroll Precinct 09-001,2601,49,40,75,5,37,2727,1,0.9537953795379538,0.01796846351301797,0.014668133480014669,0.013568023469013568,2647,0.027502750275027504,0.0018335166850018336,0.9706637330399707
934,Carroll,5574,Carroll Precinct 07-007,5011,218,157,121,5,188,5574,1,0.8989953354861858,0.03911015428776462,0.0281664872622892,0.03372802296376032,5448,0.021707929673484033,0.000897021887334051,0.9773950484391819
935,Carroll,1903,Carroll Precinct 07-008,1759,65,29,47,1,50,1903,1,0.9243300052548608,0.03415659485023647,0.015239096163951655,0.02627430373095113,1855,0.02469784550709406,0.0005254860746190226,0.9747766684182869
936,Carroll,960,Carroll Precinct 07-005,945,9,3,74,1,3,960,1,0.984375,0.009375,0.003125,0.003125,885,0.07708333333333334,0.0010416666666666667,0.921875
937,Carroll,2365,Carroll Precinct 04-002,2282,28,19,54,2,36,2365,1,0.9649048625792812,0.011839323467230444,0.008033826638477801,0.01522198731501057,2309,0.022832980972515855,0.0008456659619450317,0.9763213530655391
938,Carroll,2537,Carroll Precinct 07-006,2326,65,59,75,4,87,2537,1,0.9168309026409145,0.025620811982656682,0.023255813953488372,0.03429247142294048,2458,0.029562475364603862,0.0015766653527788726,0.9688608592826172
939,Carroll,3647,Carroll Precinct 07-003,3100,264,178,100,4,105,3647,1,0.8500137098985467,0.07238826432684398,0.04880723882643268,0.028790786948176585,3543,0.027419797093501508,0.0010967918837400603,0.9714834110227585
940,Carroll,2385,Carroll Precinct 07-001,2135,105,101,42,0,44,2385,1,0.8951781970649895,0.0440251572327044,0.042348008385744235,0.018448637316561847,2343,0.01761006289308176,0.0,0.9823899371069182
