race,COMP18D,COMP18R,COMP18None
WVAP,0.2571 (0.1803-0.3619),0.183 (0.1445-0.2166),0.5599 (0.4526-0.6411)
BVAP,0.6397 (0.4976-0.7432),0.0457 (0.0128-0.1007),0.3146 (0.2145-0.455)
HVAP,0.6649 (0.4393-0.8587),0.2614 (0.0854-0.4684),0.0737 (0.0192-0.1625)
OVAP,0.6919 (0.4898-0.8659),0.2569 (0.0937-0.4537),0.0512 (0.0141-0.1152)
