,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,AG14PD_BFR,AG14PD_ABR,AG14PD_JCA,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,AG14PDNone,AG14PD_BFR_pct,AG14PD_ABR_pct,AG14PD_JCA_pct,AG14PDNone_pct
250,Garrett,746,Garrett Precinct 08-002,735,5,2,9,1,7,4,746,1,0.985254691689008,0.006702412868632708,0.002680965147453083,0.005361930294906166,729,0.012064343163538873,0.0013404825737265416,0.00938337801608579,0.9772117962466488
251,Garrett,572,Garrett Precinct 08-001,565,0,2,5,3,4,5,572,1,0.9877622377622378,0.0,0.0034965034965034965,0.008741258741258742,560,0.008741258741258742,0.005244755244755245,0.006993006993006993,0.9790209790209791
252,Garrett,1056,Garrett Precinct 14-002,1037,6,4,7,9,11,9,1056,1,0.9820075757575758,0.005681818181818182,0.003787878787878788,0.008522727272727272,1029,0.006628787878787879,0.008522727272727272,0.010416666666666666,0.9744318181818182
253,Garrett,1898,Garrett Precinct 07-000,1852,7,15,25,5,21,24,1898,1,0.9757639620653319,0.0036880927291886197,0.007903055848261328,0.012644889357218124,1847,0.013171759747102213,0.0026343519494204425,0.011064278187565859,0.9731296101159115
254,Garrett,2642,Garrett Precinct 16-000,2604,7,15,18,12,29,16,2642,1,0.9856169568508706,0.0026495079485238456,0.005677517032551098,0.006056018168054504,2583,0.006813020439061317,0.004542013626040878,0.01097653292959879,0.977668433005299
255,Garrett,1535,Garrett Precinct 10-000,1521,2,9,11,5,27,3,1535,1,0.9908794788273616,0.0013029315960912053,0.005863192182410423,0.001954397394136808,1492,0.0071661237785016286,0.003257328990228013,0.01758957654723127,0.971986970684039
256,Garrett,2412,Garrett Precinct 14-001,2373,4,14,31,5,26,21,2412,1,0.9838308457711443,0.001658374792703151,0.005804311774461028,0.008706467661691543,2350,0.01285240464344942,0.0020729684908789387,0.01077943615257048,0.9742951907131011
257,Garrett,1811,Garrett Precinct 06-000,1677,93,18,16,7,34,23,1811,1,0.9260077305356157,0.05135284373274434,0.009939260077305357,0.012700165654334622,1754,0.00883489784649365,0.003865267807840972,0.018774157923799006,0.9685256764218664
258,Garrett,562,Garrett Precinct 13-000,558,0,1,5,4,19,3,562,1,0.9928825622775801,0.0,0.0017793594306049821,0.005338078291814947,534,0.008896797153024912,0.0071174377224199285,0.033807829181494664,0.9501779359430605
259,Garrett,1486,Garrett Precinct 01-000,1470,2,6,24,4,26,8,1486,1,0.9892328398384926,0.0013458950201884253,0.004037685060565276,0.005383580080753701,1432,0.016150740242261104,0.0026917900403768506,0.017496635262449527,0.9636608344549125
260,Garrett,1547,Garrett Precinct 02-000,1514,4,11,12,7,18,18,1547,1,0.9786683904330963,0.002585649644473174,0.007110536522301228,0.011635423400129283,1510,0.007756948933419522,0.004524886877828055,0.011635423400129283,0.9760827407886231
261,Garrett,1443,Garrett Precinct 05-000,1420,8,5,14,3,23,10,1443,1,0.9840609840609841,0.005544005544005544,0.003465003465003465,0.00693000693000693,1403,0.009702009702009701,0.002079002079002079,0.01593901593901594,0.9722799722799723
262,Garrett,725,Garrett Precinct 12-000,708,15,0,12,2,8,2,725,1,0.976551724137931,0.020689655172413793,0.0,0.002758620689655172,703,0.016551724137931035,0.002758620689655172,0.011034482758620689,0.9696551724137931
263,Garrett,655,Garrett Precinct 04-000,637,14,3,4,5,10,1,655,1,0.9725190839694656,0.021374045801526718,0.004580152671755725,0.0015267175572519084,636,0.0061068702290076335,0.007633587786259542,0.015267175572519083,0.9709923664122138
264,Garrett,140,Garrett Precinct 11-000,136,2,1,1,1,0,1,140,1,0.9714285714285714,0.014285714285714285,0.007142857142857143,0.007142857142857143,138,0.007142857142857143,0.007142857142857143,0.0,0.9857142857142858
269,Garrett,627,Garrett Precinct 03-002,615,1,5,6,2,10,6,627,1,0.9808612440191388,0.001594896331738437,0.007974481658692184,0.009569377990430622,609,0.009569377990430622,0.003189792663476874,0.01594896331738437,0.9712918660287081
270,Garrett,2171,Garrett Precinct 03-001,2136,4,15,21,15,25,16,2171,1,0.9838783970520497,0.0018424689083371719,0.006909258406264394,0.007369875633348687,2110,0.009672961768770152,0.006909258406264394,0.011515430677107323,0.9719023491478581
271,Garrett,421,Garrett Precinct 15-000,419,0,1,8,4,11,1,421,1,0.995249406175772,0.0,0.0023752969121140144,0.0023752969121140144,398,0.019002375296912115,0.009501187648456057,0.026128266033254157,0.9453681710213777
272,Garrett,988,Garrett Precinct 09-000,964,4,10,15,2,12,10,988,1,0.9757085020242915,0.004048582995951417,0.010121457489878543,0.010121457489878543,959,0.015182186234817813,0.0020242914979757085,0.012145748987854251,0.9706477732793523
