,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,PRES16D,PRES16R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,PRES16None,PRES16D_pct,PRES16R_pct,PRES16None_pct
250,Garrett,746,Garrett Precinct 08-002,735,5,2,22,263,4,746,1,0.985254691689008,0.006702412868632708,0.002680965147453083,0.005361930294906166,461,0.029490616621983913,0.35254691689008044,0.6179624664879356
251,Garrett,572,Garrett Precinct 08-001,565,0,2,31,218,5,572,1,0.9877622377622378,0.0,0.0034965034965034965,0.008741258741258742,323,0.05419580419580419,0.3811188811188811,0.5646853146853147
252,Garrett,1056,Garrett Precinct 14-002,1037,6,4,50,416,9,1056,1,0.9820075757575758,0.005681818181818182,0.003787878787878788,0.008522727272727272,590,0.04734848484848485,0.3939393939393939,0.5587121212121212
253,Garrett,1898,Garrett Precinct 07-000,1852,7,15,81,432,24,1898,1,0.9757639620653319,0.0036880927291886197,0.007903055848261328,0.012644889357218124,1385,0.04267650158061117,0.22760800842992623,0.7297154899894626
254,Garrett,2642,Garrett Precinct 16-000,2604,7,15,106,746,16,2642,1,0.9856169568508706,0.0026495079485238456,0.005677517032551098,0.006056018168054504,1790,0.04012112036336109,0.28236184708554124,0.6775170325510976
255,Garrett,1535,Garrett Precinct 10-000,1521,2,9,80,518,3,1535,1,0.9908794788273616,0.0013029315960912053,0.005863192182410423,0.001954397394136808,937,0.05211726384364821,0.33745928338762216,0.6104234527687297
256,Garrett,2412,Garrett Precinct 14-001,2373,4,14,110,576,21,2412,1,0.9838308457711443,0.001658374792703151,0.005804311774461028,0.008706467661691543,1726,0.04560530679933665,0.23880597014925373,0.7155887230514096
257,Garrett,1811,Garrett Precinct 06-000,1677,93,18,155,498,23,1811,1,0.9260077305356157,0.05135284373274434,0.009939260077305357,0.012700165654334622,1158,0.08558807288790723,0.27498619547211484,0.639425731639978
258,Garrett,562,Garrett Precinct 13-000,558,0,1,31,194,3,562,1,0.9928825622775801,0.0,0.0017793594306049821,0.005338078291814947,337,0.05516014234875445,0.34519572953736655,0.599644128113879
259,Garrett,1486,Garrett Precinct 01-000,1470,2,6,115,530,8,1486,1,0.9892328398384926,0.0013458950201884253,0.004037685060565276,0.005383580080753701,841,0.07738896366083446,0.3566621803499327,0.5659488559892328
260,Garrett,1547,Garrett Precinct 02-000,1514,4,11,134,582,18,1547,1,0.9786683904330963,0.002585649644473174,0.007110536522301228,0.011635423400129283,831,0.08661926308985132,0.3762120232708468,0.5371687136393019
261,Garrett,1443,Garrett Precinct 05-000,1420,8,5,136,604,10,1443,1,0.9840609840609841,0.005544005544005544,0.003465003465003465,0.00693000693000693,703,0.09424809424809424,0.41857241857241856,0.48717948717948717
262,Garrett,725,Garrett Precinct 12-000,708,15,0,35,286,2,725,1,0.976551724137931,0.020689655172413793,0.0,0.002758620689655172,404,0.04827586206896552,0.39448275862068966,0.5572413793103448
263,Garrett,655,Garrett Precinct 04-000,637,14,3,26,279,1,655,1,0.9725190839694656,0.021374045801526718,0.004580152671755725,0.0015267175572519084,350,0.03969465648854962,0.4259541984732824,0.5343511450381679
264,Garrett,140,Garrett Precinct 11-000,136,2,1,5,63,1,140,1,0.9714285714285714,0.014285714285714285,0.007142857142857143,0.007142857142857143,72,0.03571428571428571,0.45,0.5142857142857142
269,Garrett,627,Garrett Precinct 03-002,615,1,5,34,222,6,627,1,0.9808612440191388,0.001594896331738437,0.007974481658692184,0.009569377990430622,371,0.05422647527910686,0.35406698564593303,0.5917065390749602
270,Garrett,2171,Garrett Precinct 03-001,2136,4,15,98,701,16,2171,1,0.9838783970520497,0.0018424689083371719,0.006909258406264394,0.007369875633348687,1372,0.04514048825426071,0.32289267618608936,0.6319668355596499
271,Garrett,421,Garrett Precinct 15-000,419,0,1,36,201,1,421,1,0.995249406175772,0.0,0.0023752969121140144,0.0023752969121140144,184,0.0855106888361045,0.47743467933491684,0.43705463182897863
272,Garrett,988,Garrett Precinct 09-000,964,4,10,95,457,10,988,1,0.9757085020242915,0.004048582995951417,0.010121457489878543,0.010121457489878543,436,0.09615384615384616,0.4625506072874494,0.44129554655870445
