,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,PRES12D,PRES12R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,PRES12None,PRES12D_pct,PRES12R_pct,PRES12None_pct
282,Harford,3035,Harford Precinct 03-023,2597,170,92,589,1023,176,3035,1,0.8556836902800659,0.05601317957166392,0.030313014827018123,0.05799011532125206,1423,0.19406919275123558,0.3370675453047776,0.4688632619439868
283,Harford,3016,Harford Precinct 03-022,2720,112,81,562,1157,103,3016,1,0.9018567639257294,0.03713527851458886,0.026856763925729443,0.034151193633952255,1297,0.1863395225464191,0.38362068965517243,0.4300397877984085
284,Harford,3085,Harford Precinct 04-001,2968,36,24,535,1549,57,3085,1,0.9620745542949757,0.011669367909238249,0.007779578606158833,0.018476499189627228,1001,0.17341977309562398,0.5021069692058346,0.32447325769854135
285,Harford,2129,Harford Precinct 04-006,2056,27,19,369,1064,27,2129,1,0.9657116016909347,0.012682010333489901,0.008924377642085486,0.012682010333489901,696,0.17332080789102866,0.4997651479567872,0.3269140441521841
286,Harford,2731,Harford Precinct 04-003,2662,11,22,428,1319,36,2731,1,0.9747345294763823,0.004027828634199927,0.008055657268399853,0.013181984621017943,984,0.15671915049432442,0.4829732698645185,0.36030757964115706
287,Harford,2632,Harford Precinct 04-004,2493,67,24,396,1256,48,2632,1,0.9471884498480243,0.025455927051671733,0.00911854103343465,0.0182370820668693,980,0.15045592705167174,0.47720364741641336,0.3723404255319149
288,Harford,4062,Harford Precinct 03-005,3803,99,67,623,1917,93,4062,1,0.9362383062530774,0.024372230428360415,0.016494337764647957,0.022895125553914326,1522,0.1533727227966519,0.47193500738552435,0.3746922698178237
289,Harford,2376,Harford Precinct 05-002,2261,47,39,369,1075,29,2376,1,0.9515993265993266,0.01978114478114478,0.016414141414141416,0.012205387205387205,932,0.1553030303030303,0.4524410774410774,0.39225589225589225
290,Harford,1712,Harford Precinct 03-004,1595,66,25,294,775,26,1712,1,0.9316588785046729,0.038551401869158876,0.014602803738317757,0.015186915887850467,643,0.17172897196261683,0.4526869158878505,0.3755841121495327
291,Harford,2679,Harford Precinct 05-003,2566,25,27,355,1235,61,2679,1,0.9578200821201941,0.00933184023889511,0.010078387458006719,0.02276969018290407,1089,0.13251213139231055,0.46099290780141844,0.406494960806271
292,Harford,1922,Harford Precinct 01-003,1115,562,172,535,327,73,1922,1,0.5801248699271592,0.2924037460978148,0.08949011446409989,0.03798126951092612,1060,0.27835587929240374,0.17013527575442247,0.5515088449531738
293,Harford,2731,Harford Precinct 01-005,1671,760,170,733,526,130,2731,1,0.6118637861589161,0.27828634199926766,0.062248260710362505,0.04760161113145368,1472,0.2683998535335042,0.19260344196265106,0.5389967045038447
294,Harford,3854,Harford Precinct 01-010,2529,964,155,999,981,206,3854,1,0.656201349247535,0.25012973533990657,0.04021795537104307,0.05345096004151531,1874,0.2592112091333679,0.2545407368967307,0.4862480539699014
295,Harford,3035,Harford Precinct 01-019,1562,1218,107,1086,459,148,3035,1,0.514662273476112,0.40131795716639207,0.035255354200988465,0.04876441515650742,1490,0.35782537067545306,0.1512355848434926,0.49093904448105435
296,Harford,1603,Harford Precinct 02-019,986,297,219,95,79,101,1603,1,0.6150966936993137,0.1852776044915783,0.13661883967560823,0.0630068621334997,1429,0.059263880224578916,0.049282595134123516,0.8914535246412976
297,Harford,2076,Harford Precinct 01-018,1562,400,44,544,607,70,2076,1,0.7524084778420038,0.1926782273603083,0.02119460500963391,0.03371868978805395,925,0.26204238921001927,0.2923892100192678,0.4455684007707129
298,Harford,1794,Harford Precinct 01-017,1518,125,33,312,625,118,1794,1,0.8461538461538461,0.06967670011148272,0.01839464882943144,0.06577480490523968,857,0.17391304347826086,0.34838350055741363,0.4777034559643255
299,Harford,3477,Harford Precinct 01-016,2382,746,187,911,719,162,3477,1,0.6850733390854185,0.21455277538107564,0.05378199597354041,0.04659188955996549,1847,0.2620074777106701,0.20678746045441473,0.5312050618349151
300,Harford,3030,Harford Precinct 01-020,1753,850,175,897,615,252,3030,1,0.5785478547854785,0.28052805280528054,0.057755775577557754,0.08316831683168317,1518,0.296039603960396,0.20297029702970298,0.500990099009901
