,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,GOV18PD_BJ,GOV18PD_JS,GOV18PD_KV,GOV18PD_RM,GOV18PD_RB,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,GOV18PDNone,GOV18PD_BJ_pct,GOV18PD_JS_pct,GOV18PD_KV_pct,GOV18PD_RM_pct,GOV18PD_RB_pct,GOV18PDNone_pct
282,Harford,3035,Harford Precinct 03-023,2597,170,92,80,19,14,8,11,176,3035,1,0.8556836902800659,0.05601317957166392,0.030313014827018123,0.05799011532125206,2903,0.026359143327841845,0.006260296540362438,0.004612850082372323,0.0026359143327841844,0.003624382207578254,0.956507413509061
283,Harford,3016,Harford Precinct 03-022,2720,112,81,50,18,14,5,21,103,3016,1,0.9018567639257294,0.03713527851458886,0.026856763925729443,0.034151193633952255,2908,0.016578249336870028,0.005968169761273209,0.004641909814323607,0.0016578249336870027,0.006962864721485411,0.9641909814323607
284,Harford,3085,Harford Precinct 04-001,2968,36,24,28,11,16,3,14,57,3085,1,0.9620745542949757,0.011669367909238249,0.007779578606158833,0.018476499189627228,3013,0.00907617504051864,0.003565640194489465,0.005186385737439222,0.0009724473257698541,0.00453808752025932,0.9766612641815235
285,Harford,2129,Harford Precinct 04-006,2056,27,19,23,7,9,5,7,27,2129,1,0.9657116016909347,0.012682010333489901,0.008924377642085486,0.012682010333489901,2078,0.010803193987787695,0.0032879286049788633,0.004227336777829967,0.0023485204321277596,0.0032879286049788633,0.9760450915922968
286,Harford,2731,Harford Precinct 04-003,2662,11,22,43,15,14,2,14,36,2731,1,0.9747345294763823,0.004027828634199927,0.008055657268399853,0.013181984621017943,2643,0.015745148297326986,0.005492493592090809,0.005126327352618088,0.0007323324789454412,0.005126327352618088,0.9677773709264006
287,Harford,2632,Harford Precinct 04-004,2493,67,24,39,19,12,3,15,48,2632,1,0.9471884498480243,0.025455927051671733,0.00911854103343465,0.0182370820668693,2544,0.014817629179331307,0.007218844984802432,0.004559270516717325,0.0011398176291793312,0.0056990881458966565,0.9665653495440729
288,Harford,4062,Harford Precinct 03-005,3803,99,67,57,21,20,2,14,93,4062,1,0.9362383062530774,0.024372230428360415,0.016494337764647957,0.022895125553914326,3948,0.014032496307237814,0.0051698670605613,0.004923682914820286,0.0004923682914820286,0.0034465780403741997,0.9719350073855244
289,Harford,2376,Harford Precinct 05-002,2261,47,39,33,17,13,2,9,29,2376,1,0.9515993265993266,0.01978114478114478,0.016414141414141416,0.012205387205387205,2302,0.013888888888888888,0.007154882154882155,0.005471380471380472,0.0008417508417508417,0.003787878787878788,0.9688552188552189
290,Harford,1712,Harford Precinct 03-004,1595,66,25,37,8,7,2,7,26,1712,1,0.9316588785046729,0.038551401869158876,0.014602803738317757,0.015186915887850467,1651,0.02161214953271028,0.004672897196261682,0.0040887850467289715,0.0011682242990654205,0.0040887850467289715,0.9643691588785047
291,Harford,2679,Harford Precinct 05-003,2566,25,27,39,17,13,1,16,61,2679,1,0.9578200821201941,0.00933184023889511,0.010078387458006719,0.02276969018290407,2593,0.014557670772676373,0.006345651362448675,0.0048525569242254575,0.0003732736095558044,0.0059723777528928705,0.9678984695782008
292,Harford,1922,Harford Precinct 01-003,1115,562,172,27,12,10,2,13,73,1922,1,0.5801248699271592,0.2924037460978148,0.08949011446409989,0.03798126951092612,1858,0.01404786680541103,0.006243496357960458,0.005202913631633715,0.001040582726326743,0.006763787721123829,0.9667013527575442
293,Harford,2731,Harford Precinct 01-005,1671,760,170,85,19,13,3,17,130,2731,1,0.6118637861589161,0.27828634199926766,0.062248260710362505,0.04760161113145368,2594,0.031124130355181252,0.006957158549981692,0.004760161113145368,0.0010984987184181618,0.006224826071036251,0.9498352251922373
294,Harford,3854,Harford Precinct 01-010,2529,964,155,115,20,31,4,35,206,3854,1,0.656201349247535,0.25012973533990657,0.04021795537104307,0.05345096004151531,3649,0.029839128178515827,0.005189413596263622,0.008043591074208614,0.0010378827192527244,0.00908147379346134,0.9468085106382979
295,Harford,3035,Harford Precinct 01-019,1562,1218,107,107,41,24,5,30,148,3035,1,0.514662273476112,0.40131795716639207,0.035255354200988465,0.04876441515650742,2828,0.035255354200988465,0.013509060955518945,0.007907742998352554,0.0016474464579901153,0.009884678747940691,0.9317957166392092
296,Harford,1603,Harford Precinct 02-019,986,297,219,6,2,1,1,0,101,1603,1,0.6150966936993137,0.1852776044915783,0.13661883967560823,0.0630068621334997,1593,0.0037429819089207735,0.0012476606363069245,0.0006238303181534623,0.0006238303181534623,0.0,0.9937616968184654
297,Harford,2076,Harford Precinct 01-018,1562,400,44,65,10,10,3,15,70,2076,1,0.7524084778420038,0.1926782273603083,0.02119460500963391,0.03371868978805395,1973,0.0313102119460501,0.004816955684007707,0.004816955684007707,0.001445086705202312,0.0072254335260115606,0.9503853564547207
298,Harford,1794,Harford Precinct 01-017,1518,125,33,11,2,5,0,2,118,1794,1,0.8461538461538461,0.06967670011148272,0.01839464882943144,0.06577480490523968,1774,0.006131549609810479,0.0011148272017837235,0.002787068004459309,0.0,0.0011148272017837235,0.9888517279821628
299,Harford,3477,Harford Precinct 01-016,2382,746,187,113,26,26,4,37,162,3477,1,0.6850733390854185,0.21455277538107564,0.05378199597354041,0.04659188955996549,3271,0.03249928098935864,0.007477710670117918,0.007477710670117918,0.0011504170261719873,0.010641357492090883,0.9407535231521427
300,Harford,3030,Harford Precinct 01-020,1753,850,175,143,21,26,10,50,252,3030,1,0.5785478547854785,0.28052805280528054,0.057755775577557754,0.08316831683168317,2780,0.04719471947194719,0.006930693069306931,0.008580858085808581,0.0033003300330033004,0.0165016501650165,0.9174917491749175
301,Harford,2453,Harford Precinct 03-020,2282,100,26,33,16,10,4,20,45,2453,1,0.9302894415002039,0.040766408479412965,0.01059926620464737,0.018344883815735832,2370,0.013452914798206279,0.006522625356706074,0.0040766408479412965,0.0016306563391765185,0.008153281695882593,0.9661638809620873
302,Harford,2703,Harford Precinct 03-002,2479,89,60,52,20,17,3,19,75,2703,1,0.9171291157972623,0.032926378098409176,0.022197558268590455,0.02774694783573807,2592,0.019237883832778396,0.007399186089530152,0.006289308176100629,0.0011098779134295228,0.007029226785053644,0.9589345172031076
303,Harford,1877,Harford Precinct 02-003,1397,383,40,45,20,5,7,15,57,1877,1,0.7442727757059137,0.20404901438465636,0.021310602024507193,0.030367607884922748,1785,0.02397442727757059,0.010655301012253596,0.002663825253063399,0.0037293553542887587,0.007991475759190196,0.9509856153436335
304,Harford,327,Harford Precinct 02-001,263,49,5,16,2,2,1,9,10,327,1,0.8042813455657493,0.14984709480122324,0.01529051987767584,0.03058103975535168,297,0.04892966360856269,0.0061162079510703364,0.0061162079510703364,0.0030581039755351682,0.027522935779816515,0.908256880733945
305,Harford,2551,Harford Precinct 02-015,1517,749,107,85,20,15,4,26,178,2551,1,0.5946687573500588,0.2936103488827911,0.041944335554684437,0.0697765582124657,2401,0.033320266562132494,0.007840062720501764,0.005880047040376323,0.0015680125441003528,0.010192081536652292,0.9411995295962368
306,Harford,3443,Harford Precinct 02-010,1918,1078,200,101,11,18,3,30,247,3443,1,0.5570723206505954,0.31309904153354634,0.05808887598024978,0.07173976183560848,3280,0.02933488237002614,0.003194888178913738,0.00522799883822248,0.0008713331397037467,0.008713331397037467,0.9526575660760964
307,Harford,2679,Harford Precinct 02-014,1630,801,113,46,23,10,2,19,135,2679,1,0.6084359835759612,0.2989921612541993,0.0421799178798059,0.05039193729003359,2579,0.017170586039567004,0.008585293019783502,0.003732736095558044,0.0007465472191116088,0.0070921985815602835,0.9626726390444196
308,Harford,2411,Harford Precinct 02-011,1702,457,77,83,23,15,2,24,175,2411,1,0.705931148900871,0.18954790543343011,0.03193695562007466,0.07258399004562423,2264,0.03442554956449606,0.00953961012028204,0.006221484861053505,0.0008295313148071339,0.009954375777685608,0.9390294483616757
309,Harford,264,Harford Precinct 02-004,242,8,7,5,1,2,0,2,7,264,1,0.9166666666666666,0.030303030303030304,0.026515151515151516,0.026515151515151516,254,0.01893939393939394,0.003787878787878788,0.007575757575757576,0.0,0.007575757575757576,0.9621212121212122
310,Harford,3615,Harford Precinct 02-002,3332,144,42,91,18,33,8,20,97,3615,1,0.9217150760719225,0.03983402489626556,0.011618257261410789,0.026832641770401105,3445,0.02517289073305671,0.004979253112033195,0.009128630705394191,0.0022130013831258644,0.005532503457814661,0.9529737206085753
312,Harford,295,Harford Precinct 02-005,242,26,15,2,0,0,0,1,12,295,1,0.8203389830508474,0.08813559322033898,0.05084745762711865,0.04067796610169491,292,0.006779661016949152,0.0,0.0,0.0,0.003389830508474576,0.9898305084745763
313,Harford,137,Harford Precinct 06-005,57,58,5,18,1,0,0,5,17,137,1,0.41605839416058393,0.4233576642335766,0.0364963503649635,0.12408759124087591,113,0.13138686131386862,0.0072992700729927005,0.0,0.0,0.0364963503649635,0.8248175182481752
314,Harford,794,Harford Precinct 06-007,641,102,10,0,3,1,0,4,41,794,1,0.8073047858942065,0.12846347607052896,0.012594458438287154,0.05163727959697733,786,0.0,0.003778337531486146,0.0012594458438287153,0.0,0.005037783375314861,0.9899244332493703
315,Harford,3367,Harford Precinct 06-006,2576,461,130,165,31,39,13,28,200,3367,1,0.7650727650727651,0.13691713691713692,0.03861003861003861,0.0594000594000594,3091,0.049005049005049005,0.009207009207009207,0.011583011583011582,0.003861003861003861,0.008316008316008316,0.918027918027918
316,Harford,2179,Harford Precinct 06-003,1655,345,99,67,14,16,12,16,80,2179,1,0.7595227168425883,0.1583295089490592,0.045433685176686556,0.036714089031665904,2054,0.03074804956402019,0.006424965580541533,0.0073428178063331805,0.005507113354749885,0.0073428178063331805,0.942634235888022
317,Harford,2603,Harford Precinct 06-001,1942,473,91,107,17,20,8,21,97,2603,1,0.746062235881675,0.18171340760660776,0.03495966192854399,0.03726469458317326,2430,0.041106415674222054,0.006530925854782943,0.00768344218209758,0.003073376872839032,0.008067614291202459,0.933538225124856
318,Harford,340,Harford Precinct 06-004,310,19,3,7,2,3,1,2,8,340,1,0.9117647058823529,0.05588235294117647,0.008823529411764706,0.023529411764705882,325,0.020588235294117647,0.0058823529411764705,0.008823529411764706,0.0029411764705882353,0.0058823529411764705,0.9558823529411765
319,Harford,1986,Harford Precinct 06-002,1564,283,54,68,15,27,6,29,85,1986,1,0.7875125881168177,0.14249748237663645,0.027190332326283987,0.042799597180261835,1841,0.03423967774420947,0.0075528700906344415,0.013595166163141994,0.0030211480362537764,0.01460221550855992,0.9269889224572004
320,Harford,1712,Harford Precinct 05-004,1537,100,27,45,8,9,3,7,48,1712,1,0.8977803738317757,0.05841121495327103,0.015771028037383176,0.028037383177570093,1640,0.026285046728971962,0.004672897196261682,0.005257009345794392,0.0017523364485981308,0.0040887850467289715,0.9579439252336449
321,Harford,2884,Harford Precinct 05-001,2747,59,32,28,17,10,2,14,46,2884,1,0.95249653259362,0.020457697642163663,0.011095700416088766,0.0159500693481276,2813,0.009708737864077669,0.005894590846047157,0.0034674063800277394,0.0006934812760055479,0.0048543689320388345,0.9753814147018031
441,Harford,2560,Harford Precinct 04-002,2438,19,44,46,20,10,6,17,59,2560,1,0.95234375,0.007421875,0.0171875,0.023046875,2461,0.01796875,0.0078125,0.00390625,0.00234375,0.006640625,0.961328125
443,Harford,2984,Harford Precinct 03-006,2861,36,32,45,19,24,6,17,55,2984,1,0.9587801608579088,0.012064343163538873,0.010723860589812333,0.018431635388739945,2873,0.015080428954423592,0.006367292225201072,0.00804289544235925,0.0020107238605898124,0.005697050938337802,0.9628016085790885
444,Harford,3240,Harford Precinct 04-005,3026,81,49,38,17,21,6,15,84,3240,1,0.9339506172839506,0.025,0.015123456790123457,0.025925925925925925,3143,0.011728395061728396,0.005246913580246914,0.006481481481481481,0.001851851851851852,0.004629629629629629,0.9700617283950618
451,Harford,2747,Harford Precinct 01-045,2393,216,68,56,20,21,5,15,70,2747,1,0.8711321441572625,0.07863123407353477,0.024754277393520204,0.025482344375682562,2630,0.02038587550054605,0.0072806698216235895,0.007644703312704768,0.0018201674554058974,0.005460502366217692,0.957408081543502
