,COUNTY,VAP,NAME,WVAP,SEN12PD_BC,SEN12PD_CM,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,SEN12PDNone,SEN12PD_BC_pct,SEN12PD_CM_pct,SEN12PDNone_pct
282,Harford,3035,Harford Precinct 03-023,2597,109,8,438,3035,1,0.8556836902800659,0.1443163097199341,2918,0.035914332784184516,0.0026359143327841844,0.9614497528830313
283,Harford,3016,Harford Precinct 03-022,2720,68,5,296,3016,1,0.9018567639257294,0.09814323607427056,2943,0.022546419098143235,0.0016578249336870027,0.9757957559681698
284,Harford,3085,Harford Precinct 04-001,2968,79,3,117,3085,1,0.9620745542949757,0.03792544570502431,3003,0.02560777957860616,0.0009724473257698541,0.973419773095624
285,Harford,2129,Harford Precinct 04-006,2056,68,2,73,2129,1,0.9657116016909347,0.03428839830906529,2059,0.03193987787693753,0.0009394081728511038,0.9671207139502114
286,Harford,2731,Harford Precinct 04-003,2662,90,5,69,2731,1,0.9747345294763823,0.025265470523617724,2636,0.032954961552544855,0.001830831197363603,0.9652142072500915
287,Harford,2632,Harford Precinct 04-004,2493,83,1,139,2632,1,0.9471884498480243,0.05281155015197568,2548,0.031534954407294834,0.00037993920972644377,0.9680851063829787
288,Harford,4062,Harford Precinct 03-005,3803,86,2,259,4062,1,0.9362383062530774,0.0637616937469227,3974,0.02117183653372723,0.0004923682914820286,0.9783357951747907
289,Harford,2376,Harford Precinct 05-002,2261,56,3,115,2376,1,0.9515993265993266,0.0484006734006734,2317,0.02356902356902357,0.0012626262626262627,0.9751683501683501
290,Harford,1712,Harford Precinct 03-004,1595,49,1,117,1712,1,0.9316588785046729,0.0683411214953271,1662,0.028621495327102803,0.0005841121495327102,0.9707943925233645
291,Harford,2679,Harford Precinct 05-003,2566,60,4,113,2679,1,0.9578200821201941,0.0421799178798059,2615,0.022396416573348264,0.0014930944382232176,0.9761104889884286
292,Harford,1922,Harford Precinct 01-003,1115,65,5,807,1922,1,0.5801248699271592,0.4198751300728408,1852,0.033818938605619145,0.0026014568158168575,0.963579604578564
