race,COMP14D,COMP14R,COMP14None
WVAP,0.3444 (0.3036-0.3821),0.2465 (0.222-0.2663),0.4091 (0.3695-0.4553)
BVAP,0.2231 (0.1184-0.3305),0.0296 (0.0111-0.0587),0.7473 (0.637-0.8504)
HVAP,0.2694 (0.1012-0.4542),0.075 (0.0219-0.1541),0.6555 (0.4599-0.8292)
OVAP,0.2226 (0.1055-0.3747),0.0906 (0.0328-0.1737),0.6868 (0.528-0.8112)
