,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,AG14PD_BFR,AG14PD_ABR,AG14PD_JCA,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,AG14PDNone,AG14PD_BFR_pct,AG14PD_ABR_pct,AG14PD_JCA_pct,AG14PDNone_pct
108,Washington,2005,Washington Precinct 07-002,1820,74,68,34,6,33,43,2005,1,0.9077306733167082,0.03690773067331671,0.03391521197007481,0.02144638403990025,1932,0.016957605985037406,0.0029925187032418953,0.016458852867830425,0.9635910224438903
109,Washington,2584,Washington Precinct 07-001,2474,27,53,39,8,27,30,2584,1,0.9574303405572755,0.01044891640866873,0.020510835913312694,0.011609907120743035,2510,0.015092879256965945,0.0030959752321981426,0.01044891640866873,0.9713622291021672
110,Washington,883,Washington Precinct 14-001,858,4,13,21,3,7,8,883,1,0.9716874292185731,0.004530011325028313,0.014722536806342015,0.009060022650056626,852,0.02378255945639864,0.0033975084937712344,0.007927519818799546,0.9648924122310306
111,Washington,1184,Washington Precinct 14-002,1120,27,11,13,5,9,26,1184,1,0.9459459459459459,0.022804054054054054,0.009290540540540541,0.02195945945945946,1157,0.01097972972972973,0.004222972972972973,0.007601351351351352,0.9771959459459459
164,Washington,1945,Washington Precinct 08-000,1896,12,22,55,11,34,15,1945,1,0.9748071979434447,0.006169665809768638,0.011311053984575836,0.007712082262210797,1845,0.028277634961439587,0.005655526992287918,0.017480719794344474,0.9485861182519281
167,Washington,1846,Washington Precinct 19-000,1762,32,26,35,6,31,26,1846,1,0.9544962080173348,0.01733477789815818,0.014084507042253521,0.014084507042253521,1774,0.01895991332611051,0.0032502708559046588,0.016793066088840736,0.9609967497291441
168,Washington,2585,Washington Precinct 06-002,2446,42,53,64,13,44,44,2585,1,0.9462282398452612,0.016247582205029015,0.020502901353965184,0.01702127659574468,2464,0.024758220502901353,0.005029013539651838,0.01702127659574468,0.9531914893617022
169,Washington,2120,Washington Precinct 06-001,2021,32,40,50,14,39,27,2120,1,0.9533018867924529,0.01509433962264151,0.018867924528301886,0.012735849056603774,2017,0.02358490566037736,0.006603773584905661,0.01839622641509434,0.9514150943396227
170,Washington,2992,Washington Precinct 16-000,2783,43,50,65,16,37,116,2992,1,0.9301470588235294,0.014371657754010695,0.016711229946524065,0.03877005347593583,2874,0.021724598930481284,0.0053475935828877,0.012366310160427808,0.9605614973262032
171,Washington,3446,Washington Precinct 02-000,3270,71,36,62,22,78,69,3446,1,0.9489262913522926,0.02060359837492745,0.01044689495066744,0.020023215322112594,3284,0.017991874637260593,0.006384213580963436,0.022634939059779455,0.9529889727219966
172,Washington,3981,Washington Precinct 23-000,3821,55,63,60,12,63,42,3981,1,0.9598090931926652,0.013815624215021352,0.015825169555388093,0.010550113036925395,3846,0.015071590052750565,0.003014318010550113,0.015825169555388093,0.9660889223813113
173,Washington,2569,Washington Precinct 26-003,2433,34,35,56,13,70,67,2569,1,0.9470611132736473,0.013234721681588166,0.013623978201634877,0.026080186843129623,2430,0.021798365122615803,0.00506033476060724,0.027247956403269755,0.9458933437135072
174,Washington,3543,Washington Precinct 26-001,3247,126,82,62,26,43,88,3543,1,0.9164549816539656,0.03556308213378493,0.02314422805532035,0.024837708156929157,3412,0.017499294383290995,0.00733841377363816,0.01213660739486311,0.9630256844482077
175,Washington,2281,Washington Precinct 26-002,2020,88,94,40,15,57,79,2281,1,0.8855765015344147,0.03857957036387549,0.041209995615957916,0.03463393248575186,2169,0.017536168347216132,0.00657606313020605,0.02498903989478299,0.9508987286277948
176,Washington,2361,Washington Precinct 10-002,1969,175,111,38,15,46,106,2361,1,0.833968657348581,0.07412113511224058,0.04701397712833545,0.04489623041084286,2262,0.01609487505294367,0.0063532401524777635,0.019483269800931808,0.9580686149936467
177,Washington,1736,Washington Precinct 03-004,1327,274,72,9,6,6,63,1736,1,0.7644009216589862,0.1578341013824885,0.041474654377880185,0.036290322580645164,1715,0.005184331797235023,0.0034562211981566822,0.0034562211981566822,0.9879032258064516
178,Washington,2009,Washington Precinct 03-003,1620,255,77,22,7,29,57,2009,1,0.8063713290194127,0.12692882030861125,0.03832752613240418,0.028372324539571926,1951,0.010950721752115481,0.003484320557491289,0.01443504230960677,0.9711299153807864
179,Washington,1404,Washington Precinct 03-002,1228,100,40,25,5,30,36,1404,1,0.8746438746438746,0.07122507122507123,0.02849002849002849,0.02564102564102564,1344,0.017806267806267807,0.0035612535612535613,0.021367521367521368,0.9572649572649573
180,Washington,2964,Washington Precinct 13-001,2854,30,40,49,8,50,40,2964,1,0.9628879892037787,0.010121457489878543,0.01349527665317139,0.01349527665317139,2857,0.016531713900134953,0.002699055330634278,0.016869095816464237,0.9639001349527665
181,Washington,2396,Washington Precinct 25-004,1777,366,127,20,10,23,126,2396,1,0.741652754590985,0.15275459098497496,0.05300500834724541,0.052587646076794656,2343,0.008347245409015025,0.004173622704507512,0.009599332220367279,0.9778797996661102
182,Washington,2917,Washington Precinct 25-002,2460,282,102,23,12,19,73,2917,1,0.8433321906067878,0.09667466575248543,0.03496743229345218,0.025025711347274597,2863,0.007884813164209805,0.00411381556393555,0.006513541309564621,0.98148782996229
183,Washington,1556,Washington Precinct 13-002,1358,96,49,18,10,39,53,1556,1,0.8727506426735219,0.061696658097686374,0.031491002570694086,0.03406169665809768,1489,0.011568123393316195,0.006426735218508998,0.02506426735218509,0.9569408740359897
184,Washington,947,Washington Precinct 10-004,919,12,5,29,8,27,11,947,1,0.9704329461457233,0.012671594508975714,0.005279831045406547,0.011615628299894404,883,0.030623020063357972,0.008447729672650475,0.028511087645195353,0.9324181626187962
185,Washington,4870,Washington Precinct 10-001,3171,1495,98,44,21,47,106,4870,1,0.651129363449692,0.3069815195071869,0.020123203285420943,0.021765913757700206,4758,0.009034907597535934,0.00431211498973306,0.009650924024640658,0.9770020533880903
186,Washington,1255,Washington Precinct 03-001,1023,168,31,19,10,23,33,1255,1,0.8151394422310757,0.13386454183266933,0.024701195219123506,0.026294820717131476,1203,0.015139442231075698,0.00796812749003984,0.018326693227091632,0.9585657370517928
187,Washington,1160,Washington Precinct 25-001,490,577,48,12,10,17,45,1160,1,0.4224137931034483,0.4974137931034483,0.041379310344827586,0.03879310344827586,1121,0.010344827586206896,0.008620689655172414,0.014655172413793103,0.9663793103448276
188,Washington,2628,Washington Precinct 22-001,1978,424,139,28,7,20,87,2628,1,0.7526636225266362,0.1613394216133942,0.05289193302891933,0.033105022831050226,2573,0.0106544901065449,0.002663622526636225,0.0076103500761035,0.9790715372907154
189,Washington,2275,Washington Precinct 22-002,1694,315,147,22,15,39,119,2275,1,0.7446153846153846,0.13846153846153847,0.06461538461538462,0.052307692307692305,2199,0.00967032967032967,0.006593406593406593,0.017142857142857144,0.9665934065934066
190,Washington,1661,Washington Precinct 10-003,1445,83,79,19,6,48,54,1661,1,0.8699578567128236,0.049969897652016856,0.047561709813365445,0.0325105358217941,1588,0.011438892233594221,0.003612281757977122,0.028898254063816978,0.9560505719446116
191,Washington,2430,Washington Precinct 21-002,1997,227,123,54,13,45,83,2430,1,0.8218106995884774,0.0934156378600823,0.050617283950617285,0.034156378600823045,2318,0.022222222222222223,0.005349794238683128,0.018518518518518517,0.9539094650205762
192,Washington,1170,Washington Precinct 21-003,1051,71,17,36,8,41,31,1170,1,0.8982905982905983,0.06068376068376068,0.01452991452991453,0.026495726495726495,1085,0.03076923076923077,0.006837606837606838,0.03504273504273504,0.9273504273504274
193,Washington,2431,Washington Precinct 27-001,2230,72,37,54,11,52,92,2431,1,0.9173179761415056,0.029617441382147263,0.015220074043603456,0.03784450843274373,2314,0.02221308103661045,0.004524886877828055,0.0213903743315508,0.9518716577540107
194,Washington,2591,Washington Precinct 21-001,2125,242,125,48,10,50,99,2591,1,0.8201466615206484,0.09340023157082207,0.048243921265920496,0.03820918564260903,2483,0.018525665766113468,0.0038595137012736396,0.0192975685063682,0.9583172520262447
195,Washington,3190,Washington Precinct 27-002,2627,246,156,42,14,56,161,3190,1,0.8235109717868339,0.07711598746081505,0.04890282131661442,0.05047021943573668,3078,0.013166144200626959,0.00438871473354232,0.01755485893416928,0.9648902821316614
196,Washington,2782,Washington Precinct 18-002,2491,174,50,44,8,44,67,2782,1,0.8953989935298347,0.0625449317038102,0.017972681524083392,0.024083393242271746,2686,0.015815959741193385,0.002875629043853343,0.015815959741193385,0.9654924514737598
197,Washington,3320,Washington Precinct 18-003,2539,355,168,34,18,43,258,3320,1,0.7647590361445783,0.10692771084337349,0.05060240963855422,0.07771084337349397,3225,0.010240963855421687,0.005421686746987952,0.012951807228915663,0.9713855421686747
198,Washington,2141,Washington Precinct 18-001,2034,34,29,36,9,37,44,2141,1,0.9500233535730966,0.015880429705744978,0.0135450723960766,0.020551144325081736,2059,0.01681457262961233,0.004203643157403083,0.017281644091546006,0.9617001401214386
199,Washington,2206,Washington Precinct 09-000,2147,19,13,47,3,51,27,2206,1,0.9732547597461468,0.008612873980054397,0.0058930190389845875,0.012239347234814143,2105,0.02130553037171351,0.0013599274705349048,0.023118766999093383,0.9542157751586582
241,Washington,2643,Washington Precinct 05-000,2584,10,9,21,13,48,40,2643,1,0.9776768823306848,0.0037835792659856224,0.00340522133938706,0.01513431706394249,2561,0.007945516458569807,0.004918653045781309,0.018161180476730987,0.9689746500189179
243,Washington,1589,Washington Precinct 15-000,1563,2,10,21,4,15,14,1589,1,0.9836375078665828,0.0012586532410320957,0.0062932662051604785,0.00881057268722467,1549,0.013215859030837005,0.0025173064820641915,0.009439899307740718,0.974826935179358
244,Washington,2398,Washington Precinct 04-000,2339,11,17,39,6,41,31,2398,1,0.9753961634695579,0.0045871559633027525,0.007089241034195163,0.01292743953294412,2312,0.01626355296080067,0.0025020850708924102,0.017097581317764805,0.9641367806505421
245,Washington,563,Washington Precinct 11-002,546,6,1,14,6,15,10,563,1,0.9698046181172292,0.010657193605683837,0.0017761989342806395,0.017761989342806393,528,0.02486678507992895,0.010657193605683837,0.02664298401420959,0.9378330373001776
