,COUNTY,VAP,NAME,WVAP,SEN12D,SEN12R,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,SEN12None,SEN12D_pct,SEN12R_pct,SEN12None_pct
108,Washington,2005,Washington Precinct 07-002,1820,294,600,185,2005,1,0.9077306733167082,0.09226932668329177,1111,0.14663341645885286,0.29925187032418954,0.5541147132169576
109,Washington,2584,Washington Precinct 07-001,2474,288,739,110,2584,1,0.9574303405572755,0.04256965944272446,1557,0.11145510835913312,0.28599071207430343,0.6025541795665634
110,Washington,883,Washington Precinct 14-001,858,101,277,25,883,1,0.9716874292185731,0.028312570781426953,505,0.1143827859569649,0.31370328425821065,0.5719139297848245
111,Washington,1184,Washington Precinct 14-002,1120,155,266,64,1184,1,0.9459459459459459,0.05405405405405406,763,0.13091216216216217,0.22466216216216217,0.6444256756756757
164,Washington,1945,Washington Precinct 08-000,1896,328,584,49,1945,1,0.9748071979434447,0.02519280205655527,1033,0.1686375321336761,0.30025706940874036,0.5311053984575835
167,Washington,1846,Washington Precinct 19-000,1762,303,586,84,1846,1,0.9544962080173348,0.04550379198266522,957,0.16413867822318526,0.3174431202600217,0.5184182015167931
168,Washington,2585,Washington Precinct 06-002,2446,416,695,139,2585,1,0.9462282398452612,0.053771760154738876,1474,0.1609284332688588,0.2688588007736944,0.5702127659574469
169,Washington,2120,Washington Precinct 06-001,2021,321,600,99,2120,1,0.9533018867924529,0.046698113207547166,1199,0.15141509433962264,0.2830188679245283,0.565566037735849
170,Washington,2992,Washington Precinct 16-000,2783,393,795,209,2992,1,0.9301470588235294,0.06985294117647059,1804,0.13135026737967914,0.2657085561497326,0.6029411764705882
171,Washington,3446,Washington Precinct 02-000,3270,449,789,176,3446,1,0.9489262913522926,0.05107370864770749,2208,0.1302959953569356,0.2289611143354614,0.640742890307603
172,Washington,3981,Washington Precinct 23-000,3821,396,1075,160,3981,1,0.9598090931926652,0.04019090680733484,2510,0.09947249434815374,0.270032655111781,0.6304948505400653
173,Washington,2569,Washington Precinct 26-003,2433,399,677,136,2569,1,0.9470611132736473,0.05293888672635266,1493,0.1553133514986376,0.2635266640716232,0.5811599844297392
174,Washington,3543,Washington Precinct 26-001,3247,496,728,296,3543,1,0.9164549816539656,0.08354501834603444,2319,0.13999435506632796,0.20547558566186847,0.6545300592718035
175,Washington,2281,Washington Precinct 26-002,2020,370,480,261,2281,1,0.8855765015344147,0.11442349846558526,1431,0.16220955721174923,0.2104340201665936,0.6273564226216571
