,COUNTY,VAP,NAME,WVAP,COMP18D,COMP18R,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,COMP18None,COMP18D_pct,COMP18R_pct,COMP18None_pct
100,Frederick,3630,Frederick Precinct 14-001,3427,940,1012,203,3630,1,0.9440771349862259,0.0559228650137741,1678,0.25895316804407714,0.2787878787878788,0.46225895316804405
101,Frederick,2062,Frederick Precinct 03-001,1930,401,397,132,2062,1,0.9359844810863239,0.06401551891367604,1264,0.1944713870029098,0.19253152279340446,0.6129970902036858
102,Frederick,4117,Frederick Precinct 23-001,3207,1256,834,910,4117,1,0.7789652659703667,0.22103473402963322,2027,0.3050765120233179,0.20257469030847705,0.492348797668205
103,Frederick,674,Frederick Precinct 24-003,646,169,133,28,674,1,0.9584569732937686,0.04154302670623145,372,0.2507418397626113,0.19732937685459942,0.5519287833827893
104,Frederick,2134,Frederick Precinct 03-003,1924,478,430,210,2134,1,0.901593252108716,0.09840674789128398,1226,0.22399250234301782,0.2014995313964386,0.5745079662605436
105,Frederick,1667,Frederick Precinct 24-001,1533,455,408,134,1667,1,0.9196160767846431,0.08038392321535692,804,0.27294541091781643,0.244751049790042,0.4823035392921416
106,Frederick,3265,Frederick Precinct 02-015,2683,922,581,582,3265,1,0.8217457886676875,0.1782542113323124,1762,0.28238897396630935,0.177947932618683,0.5396630934150076
107,Frederick,3578,Frederick Precinct 26-001,3149,895,749,429,3578,1,0.8801006148686417,0.1198993851313583,1934,0.25013974287311347,0.20933482392397987,0.5405254332029067
112,Frederick,1799,Frederick Precinct 10-001,1737,206,471,62,1799,1,0.9655364091161757,0.03446359088382435,1122,0.11450806003335186,0.26181211784324626,0.6236798221234019
113,Frederick,2997,Frederick Precinct 15-001,2874,384,641,123,2997,1,0.958958958958959,0.04104104104104104,1972,0.12812812812812813,0.21388054721388056,0.6579913246579914
114,Frederick,3794,Frederick Precinct 15-002,3627,472,720,167,3794,1,0.955983131259884,0.04401686874011597,2602,0.12440695835529784,0.18977332630469163,0.6858197153400105
115,Frederick,1007,Frederick Precinct 04-001,964,140,231,43,1007,1,0.9572989076464746,0.04270109235352532,636,0.13902681231380337,0.22939424031777558,0.631578947368421
116,Frederick,4025,Frederick Precinct 07-002,2268,1110,712,1757,4025,1,0.5634782608695652,0.4365217391304348,2203,0.27577639751552796,0.1768944099378882,0.5473291925465839
117,Frederick,2425,Frederick Precinct 09-001,2177,762,803,248,2425,1,0.8977319587628866,0.1022680412371134,860,0.31422680412371135,0.3311340206185567,0.354639175257732
118,Frederick,2868,Frederick Precinct 09-006,2447,778,648,421,2868,1,0.8532078103207811,0.14679218967921898,1442,0.2712691771269177,0.22594142259414227,0.50278940027894
119,Frederick,3752,Frederick Precinct 13-001,3415,1086,965,337,3752,1,0.910181236673774,0.08981876332622601,1701,0.2894456289978678,0.2571961620469083,0.4533582089552239
120,Frederick,3625,Frederick Precinct 09-007,3267,1085,1013,358,3625,1,0.9012413793103449,0.09875862068965517,1527,0.2993103448275862,0.27944827586206894,0.42124137931034483
121,Frederick,3137,Frederick Precinct 09-004,2926,701,882,211,3137,1,0.932738284985655,0.06726171501434491,1554,0.22346190627988524,0.2811603442779726,0.4953777494421422
122,Frederick,3312,Frederick Precinct 09-002,3071,877,962,241,3312,1,0.9272342995169082,0.07276570048309179,1473,0.2647946859903382,0.29045893719806765,0.4447463768115942
123,Frederick,1427,Frederick Precinct 09-005,1331,350,345,96,1427,1,0.9327259985984583,0.0672740014015417,732,0.2452697967764541,0.24176594253679046,0.5129642606867554
124,Frederick,3254,Frederick Precinct 26-002,2717,824,630,537,3254,1,0.8349723417332514,0.16502765826674862,1800,0.25322679778733864,0.19360786724031961,0.5531653349723418
125,Frederick,2580,Frederick Precinct 11-001,2415,495,558,165,2580,1,0.936046511627907,0.06395348837209303,1527,0.19186046511627908,0.21627906976744185,0.5918604651162791
126,Frederick,1877,Frederick Precinct 08-001,1780,388,548,97,1877,1,0.94832179009057,0.051678209909429944,941,0.20671283963771978,0.29195524773574855,0.5013319126265317
127,Frederick,1703,Frederick Precinct 17-001,1646,345,456,57,1703,1,0.9665296535525543,0.03347034644744568,902,0.2025836758661186,0.26776277157956546,0.5296535525543159
128,Frederick,4393,Frederick Precinct 18-001,3975,1151,1340,418,4393,1,0.9048486228090143,0.09515137719098565,1902,0.26200773958570456,0.30503073070794445,0.432961529706351
130,Frederick,2489,Frederick Precinct 18-002,2395,508,790,94,2489,1,0.9622338288469264,0.03776617115307352,1191,0.2040980313378867,0.31739654479710727,0.47850542386500605
133,Frederick,1309,Frederick Precinct 19-001,1228,250,420,81,1309,1,0.9381207028265852,0.061879297173414824,639,0.19098548510313215,0.32085561497326204,0.4881588999236058
136,Frederick,1991,Frederick Precinct 24-002,1555,452,346,436,1991,1,0.7810145655449523,0.21898543445504773,1193,0.22702159718734305,0.1737820190858865,0.5991963837267704
137,Frederick,3176,Frederick Precinct 03-002,3012,719,676,164,3176,1,0.9483627204030227,0.05163727959697733,1781,0.2263853904282116,0.2128463476070529,0.5607682619647355
138,Frederick,3128,Frederick Precinct 16-001,2963,741,858,165,3128,1,0.9472506393861893,0.05274936061381074,1529,0.23689258312020461,0.27429667519181583,0.48881074168797956
139,Frederick,1661,Frederick Precinct 06-001,1618,308,520,43,1661,1,0.9741119807344973,0.02588801926550271,833,0.18543046357615894,0.3130644190246839,0.5015051173991572
140,Frederick,2498,Frederick Precinct 21-001,2294,560,575,204,2498,1,0.9183346677341874,0.08166533226581266,1363,0.22417934347477983,0.23018414731785428,0.5456365092073658
141,Frederick,1672,Frederick Precinct 02-014,1157,501,294,515,1672,1,0.6919856459330144,0.30801435406698563,877,0.2996411483253589,0.17583732057416268,0.5245215311004785
142,Frederick,2944,Frederick Precinct 02-006,2149,802,436,795,2944,1,0.7299592391304348,0.27004076086956524,1706,0.27241847826086957,0.1480978260869565,0.579483695652174
143,Frederick,2897,Frederick Precinct 01-002,1883,1053,553,1014,2897,1,0.64998274076631,0.35001725923369004,1291,0.36347946151190885,0.19088712461166724,0.4456334138764239
144,Frederick,2912,Frederick Precinct 02-016,1692,607,236,1220,2912,1,0.5810439560439561,0.41895604395604397,2069,0.2084478021978022,0.08104395604395605,0.7105082417582418
146,Frederick,92,Frederick Precinct 23-002,90,10,4,2,92,1,0.9782608695652174,0.021739130434782608,78,0.10869565217391304,0.043478260869565216,0.8478260869565217
147,Frederick,2535,Frederick Precinct 02-017,1087,574,146,1448,2535,1,0.4287968441814596,0.5712031558185404,1815,0.22642998027613412,0.05759368836291913,0.7159763313609467
148,Frederick,5267,Frederick Precinct 02-008,2880,883,425,2387,5267,1,0.5468008353901652,0.45319916460983484,3959,0.16764761723941524,0.08069109550028479,0.7516612872603
149,Frederick,4053,Frederick Precinct 02-013,2109,817,292,1944,4053,1,0.5203552923760177,0.47964470762398226,2944,0.20157907722674562,0.07204539847026893,0.7263755243029855
150,Frederick,3697,Frederick Precinct 02-001,2254,909,275,1443,3697,1,0.6096835271842034,0.39031647281579657,2513,0.24587503381119827,0.07438463619150662,0.6797403299972951
151,Frederick,1499,Frederick Precinct 02-002,1162,349,114,337,1499,1,0.7751834556370913,0.2248165443629086,1036,0.23282188125416944,0.07605070046697798,0.6911274182788526
152,Frederick,3655,Frederick Precinct 02-011,2395,654,202,1260,3655,1,0.655266757865937,0.3447332421340629,2799,0.1789329685362517,0.05526675786593707,0.7658002735978112
153,Frederick,1931,Frederick Precinct 07-004,1435,529,343,496,1931,1,0.7431382703262558,0.25686172967374415,1059,0.2739513205592957,0.17762817193164163,0.5484205075090627
154,Frederick,1452,Frederick Precinct 09-003,1268,370,392,184,1452,1,0.8732782369146006,0.12672176308539945,690,0.2548209366391185,0.2699724517906336,0.47520661157024796
155,Frederick,3429,Frederick Precinct 02-003,2866,886,353,563,3429,1,0.8358121901428988,0.16418780985710119,2190,0.2583843686205891,0.10294546515018956,0.6386701662292213
156,Frederick,3603,Frederick Precinct 02-007,2732,1032,425,871,3603,1,0.7582570080488482,0.24174299195115181,2146,0.28642797668609493,0.11795725784068832,0.5956147654732168
157,Frederick,1560,Frederick Precinct 02-018,1056,549,310,504,1560,1,0.676923076923077,0.3230769230769231,701,0.35192307692307695,0.1987179487179487,0.4493589743589744
158,Frederick,1203,Frederick Precinct 09-008,1049,335,253,154,1203,1,0.8719866999168745,0.12801330008312553,615,0.27847049044056527,0.21030756442227763,0.5112219451371571
159,Frederick,584,Frederick Precinct 13-002,482,36,30,102,584,1,0.8253424657534246,0.17465753424657535,518,0.06164383561643835,0.05136986301369863,0.886986301369863
160,Frederick,1787,Frederick Precinct 21-002,1398,529,310,389,1787,1,0.7823167319529939,0.21768326804700616,948,0.2960268606603246,0.17347509792949076,0.5304980414101846
161,Frederick,3099,Frederick Precinct 21-003,2373,948,637,726,3099,1,0.7657308809293321,0.23426911907066797,1514,0.3059051306873185,0.20555017747660537,0.48854469183607613
162,Frederick,4379,Frederick Precinct 02-010,2919,1040,490,1460,4379,1,0.6665905457867093,0.3334094542132907,2849,0.2374971454670016,0.11189769353733729,0.6506051609956611
163,Frederick,2457,Frederick Precinct 20-001,2341,428,555,116,2457,1,0.9527879527879528,0.04721204721204721,1474,0.1741961741961742,0.2258852258852259,0.5999185999186
165,Frederick,2373,Frederick Precinct 12-001,2028,689,674,345,2373,1,0.854614412136536,0.14538558786346398,1010,0.29034976822587444,0.28402865571007163,0.42562157606405393
166,Frederick,1222,Frederick Precinct 22-001,1156,282,269,66,1222,1,0.9459901800327333,0.054009819967266774,671,0.23076923076923078,0.22013093289689034,0.5490998363338789
242,Frederick,3605,Frederick Precinct 25-001,3213,815,650,392,3605,1,0.8912621359223301,0.1087378640776699,2140,0.2260748959778086,0.18030513176144244,0.5936199722607489
352,Frederick,4356,Frederick Precinct 01-001,3809,1182,1149,547,4356,1,0.8744260789715336,0.12557392102846648,2025,0.2713498622589532,0.26377410468319556,0.46487603305785125
356,Frederick,2131,Frederick Precinct 07-001,1866,567,427,265,2131,1,0.8756452369779446,0.12435476302205538,1137,0.2660722665415298,0.2003754106053496,0.5335523228531206
395,Frederick,5452,Frederick Precinct 05-001,4981,630,837,471,5452,1,0.9136096845194424,0.08639031548055759,3985,0.11555392516507704,0.15352164343360233,0.7309244314013206
1397,Frederick,2241,Frederick Precinct 07-003,2023,486,532,218,2241,1,0.9027219991075413,0.09727800089245872,1223,0.21686746987951808,0.23739402052655065,0.5457385095939313
1795,Frederick,4416,Frederick Precinct 02-005,3731,1245,421,685,4416,1,0.8448822463768116,0.15511775362318841,2750,0.281929347826087,0.09533514492753623,0.6227355072463768
1796,Frederick,6484,Frederick Precinct 02-004,2621,1165,453,3863,6484,1,0.4042257865515114,0.5957742134484886,4866,0.1796730413325108,0.06986428130783467,0.7504626773596546
