,COUNTY,VAP,NAME,WVAP,AG14D,AG14R,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,AG14None,AG14D_pct,AG14R_pct,AG14None_pct
100,Frederick,3630,Frederick Precinct 14-001,3427,580,1108,203,3630,1,0.9440771349862259,0.0559228650137741,1942,0.15977961432506887,0.3052341597796143,0.5349862258953169
101,Frederick,2062,Frederick Precinct 03-001,1930,307,571,132,2062,1,0.9359844810863239,0.06401551891367604,1184,0.14888457807953442,0.2769156159068865,0.574199806013579
102,Frederick,4117,Frederick Precinct 23-001,3207,608,841,910,4117,1,0.7789652659703667,0.22103473402963322,2668,0.14768034976924946,0.2042749574933204,0.6480446927374302
103,Frederick,674,Frederick Precinct 24-003,646,132,151,28,674,1,0.9584569732937686,0.04154302670623145,391,0.19584569732937684,0.22403560830860533,0.5801186943620178
104,Frederick,2134,Frederick Precinct 03-003,1924,325,592,210,2134,1,0.901593252108716,0.09840674789128398,1217,0.15229615745079664,0.2774133083411434,0.57029053420806
105,Frederick,1667,Frederick Precinct 24-001,1533,323,454,134,1667,1,0.9196160767846431,0.08038392321535692,890,0.19376124775044992,0.27234553089382124,0.5338932213557288
106,Frederick,3265,Frederick Precinct 02-015,2683,641,625,582,3265,1,0.8217457886676875,0.1782542113323124,1999,0.19632465543644717,0.19142419601837674,0.6122511485451761
107,Frederick,3578,Frederick Precinct 26-001,3149,624,820,429,3578,1,0.8801006148686417,0.1198993851313583,2134,0.17439910564561206,0.22917831190609278,0.5964225824482952
112,Frederick,1799,Frederick Precinct 10-001,1737,136,488,62,1799,1,0.9655364091161757,0.03446359088382435,1175,0.07559755419677598,0.2712618121178432,0.6531406336853808
113,Frederick,2997,Frederick Precinct 15-001,2874,279,675,123,2997,1,0.958958958958959,0.04104104104104104,2043,0.09309309309309309,0.22522522522522523,0.6816816816816816
114,Frederick,3794,Frederick Precinct 15-002,3627,324,782,167,3794,1,0.955983131259884,0.04401686874011597,2688,0.08539799683711123,0.20611491829204007,0.7084870848708487
115,Frederick,1007,Frederick Precinct 04-001,964,88,258,43,1007,1,0.9572989076464746,0.04270109235352532,661,0.08738828202581926,0.25620655412115195,0.6564051638530288
116,Frederick,4025,Frederick Precinct 07-002,2268,700,751,1757,4025,1,0.5634782608695652,0.4365217391304348,2574,0.17391304347826086,0.186583850931677,0.6395031055900621
117,Frederick,2425,Frederick Precinct 09-001,2177,426,842,248,2425,1,0.8977319587628866,0.1022680412371134,1157,0.1756701030927835,0.3472164948453608,0.47711340206185565
118,Frederick,2868,Frederick Precinct 09-006,2447,516,693,421,2868,1,0.8532078103207811,0.14679218967921898,1659,0.1799163179916318,0.24163179916317992,0.5784518828451883
119,Frederick,3752,Frederick Precinct 13-001,3415,628,1025,337,3752,1,0.910181236673774,0.08981876332622601,2099,0.1673773987206823,0.27318763326226014,0.5594349680170576
120,Frederick,3625,Frederick Precinct 09-007,3267,597,1006,358,3625,1,0.9012413793103449,0.09875862068965517,2022,0.1646896551724138,0.27751724137931033,0.5577931034482758
121,Frederick,3137,Frederick Precinct 09-004,2926,449,936,211,3137,1,0.932738284985655,0.06726171501434491,1752,0.14313037934332165,0.2983742429072362,0.5584953777494421
