,COUNTY,VAP,NAME,WVAP,PRES12D,PRES12R,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,PRES12None,PRES12D_pct,PRES12R_pct,PRES12None_pct
0,Somerset,404,Somerset Precinct 02-001,324,111,177,80,404,1.0,0.801980198019802,0.19801980198019803,116,0.2747524752475248,0.4381188118811881,0.2871287128712871
1,Somerset,726,Somerset Precinct 05-001,591,216,338,135,726,1.0,0.8140495867768595,0.1859504132231405,172,0.2975206611570248,0.465564738292011,0.2369146005509642
2,Somerset,1165,Somerset Precinct 03-001,861,337,492,304,1165,1.0,0.7390557939914163,0.2609442060085837,336,0.2892703862660944,0.4223175965665236,0.28841201716738196
3,Somerset,217,Somerset Precinct 13-003,159,54,81,58,217,1.0,0.7327188940092166,0.2672811059907834,82,0.2488479262672811,0.37327188940092165,0.3778801843317972
4,Somerset,3664,Somerset Precinct 13-002,1072,104,133,2592,3664,1.0,0.2925764192139738,0.7074235807860262,3427,0.028384279475982533,0.036299126637554587,0.9353165938864629
5,Somerset,151,Somerset Precinct 13-001,122,29,73,29,151,1.0,0.8079470198675497,0.19205298013245034,49,0.19205298013245034,0.48344370860927155,0.32450331125827814
6,Somerset,2355,Somerset Precinct 01-002,1257,616,428,1098,2355,1.0,0.5337579617834395,0.4662420382165605,1311,0.2615711252653928,0.18174097664543523,0.556687898089172
7,Somerset,276,Somerset Precinct 01-003,83,203,72,193,276,1.478494623655914,0.3007246376811594,0.6992753623188406,1,0.7355072463768116,0.2608695652173913,0.0036231884057971015
8,Somerset,1267,Somerset Precinct 15-002,234,682,100,1033,1267,1.0,0.18468823993685873,0.8153117600631413,485,0.5382794001578532,0.07892659826361484,0.38279400157853194
9,Somerset,1039,Somerset Precinct 01-001,633,313,193,406,1039,1.0,0.6092396535129933,0.39076034648700675,533,0.3012512030798845,0.18575553416746873,0.5129932627526468
10,Somerset,3771,Somerset Precinct 15-001,692,634,142,3079,3771,1.0,0.18350570140546274,0.8164942985945373,2995,0.1681251657385309,0.03765579421904004,0.794219040042429
11,Worcester,2315,Worcester Precinct 01-001,1155,1144,794,1160,2315,1.0,0.49892008639308855,0.5010799136069114,377,0.4941684665226782,0.3429805615550756,0.1628509719222462
12,Somerset,919,Somerset Precinct 04-001,711,245,339,208,919,1.0,0.7736670293797606,0.22633297062023938,335,0.26659412404787813,0.36887921653971706,0.3645266594124048
13,Dorchester,70,Dorchester Precinct 18-001,65,14,36,5,70,1.0,0.9285714285714286,0.07142857142857142,20,0.2,0.5142857142857142,0.2857142857142857
14,Dorchester,49,Dorchester Precinct 11-001,44,17,32,5,49,1.0,0.8979591836734694,0.10204081632653061,0,0.3469387755102041,0.6530612244897959,0.0
