,COUNTY,VAP,NAME,WVAP,SEN16PD_CV,SEN16PD_DE,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,SEN16PDNone,SEN16PD_CV_pct,SEN16PD_DE_pct,SEN16PDNone_pct
0,Somerset,404,Somerset Precinct 02-001,324,19,17,80,404,1,0.801980198019802,0.19801980198019803,368,0.04702970297029703,0.04207920792079208,0.9108910891089109
1,Somerset,726,Somerset Precinct 05-001,591,38,36,135,726,1,0.8140495867768595,0.1859504132231405,652,0.05234159779614325,0.049586776859504134,0.8980716253443526
2,Somerset,1165,Somerset Precinct 03-001,861,62,38,304,1165,1,0.7390557939914163,0.2609442060085837,1065,0.05321888412017167,0.03261802575107296,0.9141630901287554
3,Somerset,217,Somerset Precinct 13-003,159,9,6,58,217,1,0.7327188940092166,0.2672811059907834,202,0.041474654377880185,0.027649769585253458,0.9308755760368663
4,Somerset,3664,Somerset Precinct 13-002,1072,13,12,2592,3664,1,0.2925764192139738,0.7074235807860262,3639,0.0035480349344978166,0.0032751091703056767,0.9931768558951966
5,Somerset,151,Somerset Precinct 13-001,122,5,3,29,151,1,0.8079470198675497,0.19205298013245034,143,0.033112582781456956,0.019867549668874173,0.9470198675496688
6,Somerset,2355,Somerset Precinct 01-002,1257,85,101,1098,2355,1,0.5337579617834395,0.4662420382165605,2169,0.036093418259023353,0.042887473460721866,0.9210191082802548
7,Somerset,186,Somerset Precinct 01-003,56,15,19,130,186,1,0.3010752688172043,0.6989247311827957,152,0.08064516129032258,0.10215053763440861,0.8172043010752689
8,Somerset,1267,Somerset Precinct 15-002,234,48,68,1033,1267,1,0.18468823993685873,0.8153117600631413,1151,0.037884767166535126,0.05367008681925809,0.9084451460142068
9,Somerset,1039,Somerset Precinct 01-001,633,49,44,406,1039,1,0.6092396535129933,0.39076034648700675,946,0.04716073147256978,0.04234841193455245,0.9104908565928778
10,Somerset,3771,Somerset Precinct 15-001,692,39,47,3079,3771,1,0.18350570140546274,0.8164942985945373,3685,0.010342084327764518,0.012463537523203394,0.9771943781490321
11,Worcester,2315,Worcester Precinct 01-001,1155,295,219,1160,2315,1,0.49892008639308855,0.5010799136069114,1801,0.12742980561555076,0.09460043196544277,0.7779697624190065
12,Somerset,919,Somerset Precinct 04-001,711,45,23,208,919,1,0.7736670293797606,0.22633297062023938,851,0.04896626768226333,0.025027203482045703,0.926006528835691
13,Dorchester,70,Dorchester Precinct 18-001,65,3,2,5,70,1,0.9285714285714286,0.07142857142857142,65,0.04285714285714286,0.02857142857142857,0.9285714285714286
14,Dorchester,49,Dorchester Precinct 11-001,44,3,2,5,49,1,0.8979591836734694,0.10204081632653061,44,0.061224489795918366,0.04081632653061224,0.8979591836734694
