,COUNTY,VAP,NAME,WVAP,GOV18PD_BJ,GOV18PD_JS,GOV18PD_KV,GOV18PD_RM,GOV18PD_RB,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,GOV18PDNone,GOV18PD_BJ_pct,GOV18PD_JS_pct,GOV18PD_KV_pct,GOV18PD_RM_pct,GOV18PD_RB_pct,GOV18PDNone_pct
0,Somerset,404,Somerset Precinct 02-001,324,4,2,1,0,1,80,404,1,0.801980198019802,0.19801980198019803,396,0.009900990099009901,0.0049504950495049506,0.0024752475247524753,0.0,0.0024752475247524753,0.9801980198019802
1,Somerset,726,Somerset Precinct 05-001,591,11,12,7,2,8,135,726,1,0.8140495867768595,0.1859504132231405,686,0.015151515151515152,0.01652892561983471,0.009641873278236915,0.0027548209366391185,0.011019283746556474,0.9449035812672176
2,Somerset,1165,Somerset Precinct 03-001,861,20,22,4,2,4,304,1165,1,0.7390557939914163,0.2609442060085837,1113,0.017167381974248927,0.01888412017167382,0.0034334763948497852,0.0017167381974248926,0.0034334763948497852,0.9553648068669528
3,Somerset,217,Somerset Precinct 13-003,159,1,0,0,0,1,58,217,1,0.7327188940092166,0.2672811059907834,215,0.004608294930875576,0.0,0.0,0.0,0.004608294930875576,0.9907834101382489
4,Somerset,3664,Somerset Precinct 13-002,1072,7,7,1,1,1,2592,3664,1,0.2925764192139738,0.7074235807860262,3647,0.001910480349344978,0.001910480349344978,0.0002729257641921397,0.0002729257641921397,0.0002729257641921397,0.9953602620087336
5,Somerset,151,Somerset Precinct 13-001,122,0,2,1,0,0,29,151,1,0.8079470198675497,0.19205298013245034,148,0.0,0.013245033112582781,0.006622516556291391,0.0,0.0,0.9801324503311258
6,Somerset,2355,Somerset Precinct 01-002,1257,42,34,7,3,12,1098,2355,1,0.5337579617834395,0.4662420382165605,2257,0.017834394904458598,0.014437367303609342,0.0029723991507431,0.0012738853503184713,0.005095541401273885,0.9583864118895966
7,Somerset,186,Somerset Precinct 01-003,56,8,4,5,0,6,130,186,1,0.3010752688172043,0.6989247311827957,163,0.043010752688172046,0.021505376344086023,0.026881720430107527,0.0,0.03225806451612903,0.8763440860215054
8,Somerset,1267,Somerset Precinct 15-002,234,25,21,7,3,10,1033,1267,1,0.18468823993685873,0.8153117600631413,1201,0.01973164956590371,0.016574585635359115,0.0055248618784530384,0.0023677979479084454,0.007892659826361484,0.9479084451460142
9,Somerset,1039,Somerset Precinct 01-001,633,25,15,1,0,4,406,1039,1,0.6092396535129933,0.39076034648700675,994,0.02406159769008662,0.014436958614051972,0.0009624639076034649,0.0,0.0038498556304138597,0.9566891241578441
10,Somerset,3771,Somerset Precinct 15-001,692,18,12,7,1,6,3079,3771,1,0.18350570140546274,0.8164942985945373,3727,0.00477326968973747,0.0031821797931583136,0.0018562715460090163,0.00026518164942985947,0.0015910898965791568,0.9883320074250862
11,Worcester,2315,Worcester Precinct 01-001,1155,122,63,20,14,63,1160,2315,1,0.49892008639308855,0.5010799136069114,2033,0.052699784017278616,0.027213822894168467,0.008639308855291577,0.006047516198704104,0.027213822894168467,0.8781857451403887
