,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,AG14D,AG14R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,AG14None,AG14D_pct,AG14R_pct,AG14None_pct
0,Somerset,404,Somerset Precinct 02-001,324,74,2,68,130,4,404,1.0,0.801980198019802,0.18316831683168316,0.0049504950495049506,0.009900990099009901,206,0.16831683168316833,0.3217821782178218,0.5099009900990099
1,Somerset,726,Somerset Precinct 05-001,591,124,2,129,255,9,726,1.0,0.8140495867768595,0.17079889807162535,0.0027548209366391185,0.012396694214876033,342,0.17768595041322313,0.3512396694214876,0.47107438016528924
2,Somerset,1165,Somerset Precinct 03-001,861,208,55,173,360,41,1165,1.0,0.7390557939914163,0.17854077253218884,0.04721030042918455,0.0351931330472103,632,0.14849785407725322,0.3090128755364807,0.542489270386266
3,Somerset,217,Somerset Precinct 13-003,159,53,5,28,67,0,217,1.0,0.7327188940092166,0.24423963133640553,0.02304147465437788,0.0,122,0.12903225806451613,0.3087557603686636,0.5622119815668203
4,Somerset,3664,Somerset Precinct 13-002,1072,2541,34,60,81,17,3664,1.0,0.2925764192139738,0.693504366812227,0.009279475982532752,0.004639737991266376,3523,0.016375545851528384,0.02210698689956332,0.9615174672489083
5,Somerset,151,Somerset Precinct 13-001,122,26,1,17,48,2,151,1.0,0.8079470198675497,0.17218543046357615,0.006622516556291391,0.013245033112582781,86,0.11258278145695365,0.31788079470198677,0.5695364238410596
6,Somerset,2355,Somerset Precinct 01-002,1257,928,129,348,300,41,2355,1.0,0.5337579617834395,0.3940552016985138,0.05477707006369427,0.01740976645435244,1707,0.14777070063694267,0.12738853503184713,0.7248407643312101
7,Somerset,186,Somerset Precinct 01-003,56,99,16,60,41,15,186,1.0,0.3010752688172043,0.532258064516129,0.08602150537634409,0.08064516129032258,85,0.3225806451612903,0.22043010752688172,0.45698924731182794
8,Somerset,1267,Somerset Precinct 15-002,234,950,37,233,75,46,1267,1.0,0.18468823993685873,0.749802683504341,0.02920284135753749,0.036306235201262825,959,0.18389897395422258,0.05919494869771113,0.7569060773480663
9,Somerset,1039,Somerset Precinct 01-001,633,349,24,127,131,33,1039,1.0,0.6092396535129933,0.33589990375360923,0.023099133782483156,0.03176130895091434,781,0.12223291626564003,0.1260827718960539,0.7516843118383061
10,Somerset,3771,Somerset Precinct 15-001,692,2874,91,166,111,114,3771,1.0,0.18350570140546274,0.762132060461416,0.02413153009811721,0.030230708035003977,3494,0.04402015380535667,0.0294351630867144,0.9265446831079289
11,Worcester,2315,Worcester Precinct 01-001,1155,1077,30,810,1114,53,2315,1.0,0.49892008639308855,0.4652267818574514,0.012958963282937365,0.022894168466522678,391,0.34989200863930886,0.4812095032397408,0.16889848812095032
12,Somerset,919,Somerset Precinct 04-001,711,170,8,119,253,30,919,1.0,0.7736670293797606,0.18498367791077258,0.008705114254624592,0.03264417845484222,547,0.1294885745375408,0.27529923830250275,0.5952121871599565
13,Dorchester,70,Dorchester Precinct 18-001,65,0,0,7,18,5,70,1.0,0.9285714285714286,0.0,0.0,0.07142857142857142,45,0.1,0.2571428571428571,0.6428571428571429
14,Dorchester,49,Dorchester Precinct 11-001,44,0,3,9,24,2,49,1.0,0.8979591836734694,0.0,0.061224489795918366,0.04081632653061224,16,0.1836734693877551,0.4897959183673469,0.32653061224489793
15,Dorchester,145,Dorchester Precinct 13-002,79,66,0,47,22,0,145,1.0,0.5448275862068965,0.45517241379310347,0.0,0.0,76,0.32413793103448274,0.15172413793103448,0.5241379310344828
16,Dorchester,206,Dorchester Precinct 17-001,169,34,1,38,62,2,206,1.0,0.8203883495145631,0.1650485436893204,0.0048543689320388345,0.009708737864077669,106,0.18446601941747573,0.30097087378640774,0.5145631067961165
17,Dorchester,63,Dorchester Precinct 14-002,39,22,1,15,13,1,63,1.0,0.6190476190476191,0.3492063492063492,0.015873015873015872,0.015873015873015872,35,0.23809523809523808,0.20634920634920634,0.5555555555555556
18,Wicomico,1349,Wicomico Precinct 17-001,1025,279,22,297,374,23,1349,1.0,0.759822090437361,0.20681986656782803,0.01630837657524092,0.01704966641957005,678,0.22016308376575242,0.27724240177909565,0.502594514455152
19,Dorchester,308,Dorchester Precinct 03-001,274,30,2,51,88,2,308,1.0,0.8896103896103896,0.09740259740259741,0.006493506493506494,0.006493506493506494,169,0.16558441558441558,0.2857142857142857,0.5487012987012987
20,Cecil,4593,Cecil Precinct 05-003,4361,81,64,583,1458,87,4593,1.0,0.9494883518397561,0.017635532331809273,0.01393424776834313,0.018941868060091443,2552,0.1269322882647507,0.31743958197256694,0.5556281297626824
21,Kent,1682,Kent Precinct 01-002,1494,76,88,320,511,24,1682,1.0,0.8882282996432818,0.04518430439952437,0.052318668252080855,0.014268727705112961,851,0.1902497027348395,0.3038049940546968,0.5059453032104637
22,Cecil,2280,Cecil Precinct 02-001,2088,46,119,297,552,27,2280,1.0,0.9157894736842105,0.02017543859649123,0.052192982456140354,0.011842105263157895,1431,0.13026315789473683,0.24210526315789474,0.6276315789473684
23,Cecil,2076,Cecil Precinct 02-002,1934,67,38,276,456,37,2076,1.0,0.9315992292870906,0.03227360308285164,0.018304431599229287,0.017822736030828516,1344,0.1329479768786127,0.21965317919075145,0.6473988439306358
24,Cecil,4897,Cecil Precinct 05-002,4539,148,101,618,1366,109,4897,1.0,0.9268940167449459,0.030222585256279355,0.02062487237083929,0.022258525627935472,2913,0.12619971411068,0.27894629364917295,0.594853992240147
