,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,SEN12D,SEN12R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SEN12None,SEN12D_pct,SEN12R_pct,SEN12None_pct
0,Somerset,404,Somerset Precinct 02-001,324,74,2,104,110,4,404,1.0,0.801980198019802,0.18316831683168316,0.0049504950495049506,0.009900990099009901,190,0.25742574257425743,0.2722772277227723,0.47029702970297027
1,Somerset,726,Somerset Precinct 05-001,591,124,2,196,245,9,726,1.0,0.8140495867768595,0.17079889807162535,0.0027548209366391185,0.012396694214876033,285,0.2699724517906336,0.33746556473829203,0.3925619834710744
2,Somerset,1165,Somerset Precinct 03-001,861,208,55,294,346,41,1165,1.0,0.7390557939914163,0.17854077253218884,0.04721030042918455,0.0351931330472103,525,0.25236051502145923,0.29699570815450643,0.45064377682403434
3,Somerset,217,Somerset Precinct 13-003,159,53,5,42,63,0,217,1.0,0.7327188940092166,0.24423963133640553,0.02304147465437788,0.0,112,0.1935483870967742,0.2903225806451613,0.5161290322580645
4,Somerset,3664,Somerset Precinct 13-002,1072,2541,34,85,99,17,3664,1.0,0.2925764192139738,0.693504366812227,0.009279475982532752,0.004639737991266376,3480,0.023198689956331876,0.027019650655021835,0.9497816593886463
5,Somerset,151,Somerset Precinct 13-001,122,26,1,24,54,2,151,1.0,0.8079470198675497,0.17218543046357615,0.006622516556291391,0.013245033112582781,73,0.15894039735099338,0.3576158940397351,0.48344370860927155
6,Somerset,2355,Somerset Precinct 01-002,1257,928,129,575,300,41,2355,1.0,0.5337579617834395,0.3940552016985138,0.05477707006369427,0.01740976645435244,1480,0.24416135881104034,0.12738853503184713,0.6284501061571125
7,Somerset,232,Somerset Precinct 01-003,70,123,20,178,53,19,232,1.2419354838709677,0.3017241379310345,0.5301724137931034,0.08620689655172414,0.08189655172413793,1,0.7672413793103449,0.22844827586206898,0.004310344827586207
8,Somerset,1267,Somerset Precinct 15-002,234,950,37,603,82,46,1267,1.0,0.18468823993685873,0.749802683504341,0.02920284135753749,0.036306235201262825,582,0.47592738752959746,0.06471981057616416,0.4593528018942384
9,Somerset,1039,Somerset Precinct 01-001,633,349,24,279,137,33,1039,1.0,0.6092396535129933,0.33589990375360923,0.023099133782483156,0.03176130895091434,623,0.2685274302213667,0.13185755534167468,0.5996150144369586
10,Somerset,3771,Somerset Precinct 15-001,692,2874,91,579,106,114,3771,1.0,0.18350570140546274,0.762132060461416,0.02413153009811721,0.030230708035003977,3086,0.15354017501988862,0.0281092548395651,0.8183505701405462
11,Worcester,2315,Worcester Precinct 01-001,1155,1077,30,1028,584,53,2315,1.0,0.49892008639308855,0.4652267818574514,0.012958963282937365,0.022894168466522678,703,0.44406047516198704,0.252267818574514,0.30367170626349893
12,Somerset,919,Somerset Precinct 04-001,711,170,8,213,243,30,919,1.0,0.7736670293797606,0.18498367791077258,0.008705114254624592,0.03264417845484222,463,0.23177366702937977,0.264417845484222,0.5038084874863983
13,Dorchester,70,Dorchester Precinct 18-001,65,0,0,11,22,5,70,1.0,0.9285714285714286,0.0,0.0,0.07142857142857142,37,0.15714285714285714,0.3142857142857143,0.5285714285714286
14,Dorchester,49,Dorchester Precinct 11-001,44,0,3,17,17,2,49,1.0,0.8979591836734694,0.0,0.061224489795918366,0.04081632653061224,15,0.3469387755102041,0.3469387755102041,0.30612244897959184
15,Dorchester,145,Dorchester Precinct 13-002,79,66,0,76,28,0,145,1.0,0.5448275862068965,0.45517241379310347,0.0,0.0,41,0.5241379310344828,0.19310344827586207,0.2827586206896552
16,Dorchester,206,Dorchester Precinct 17-001,169,34,1,53,51,2,206,1.0,0.8203883495145631,0.1650485436893204,0.0048543689320388345,0.009708737864077669,102,0.25728155339805825,0.24757281553398058,0.49514563106796117
17,Dorchester,63,Dorchester Precinct 14-002,39,22,1,16,14,1,63,1.0,0.6190476190476191,0.3492063492063492,0.015873015873015872,0.015873015873015872,33,0.25396825396825395,0.2222222222222222,0.5238095238095238
18,Wicomico,1349,Wicomico Precinct 17-001,1025,279,22,474,371,23,1349,1.0,0.759822090437361,0.20681986656782803,0.01630837657524092,0.01704966641957005,504,0.3513713862120089,0.2750185322461082,0.37361008154188285
19,Dorchester,308,Dorchester Precinct 03-001,274,30,2,73,74,2,308,1.0,0.8896103896103896,0.09740259740259741,0.006493506493506494,0.006493506493506494,161,0.237012987012987,0.24025974025974026,0.5227272727272727
20,Cecil,4593,Cecil Precinct 05-003,4361,81,64,966,1572,87,4593,1.0,0.9494883518397561,0.017635532331809273,0.01393424776834313,0.018941868060091443,2055,0.21032005225342912,0.34225996080992815,0.4474199869366427
21,Kent,1682,Kent Precinct 01-002,1494,76,88,445,525,24,1682,1.0,0.8882282996432818,0.04518430439952437,0.052318668252080855,0.014268727705112961,712,0.26456599286563615,0.31212841854934603,0.4233055885850178
22,Cecil,2280,Cecil Precinct 02-001,2088,46,119,534,635,27,2280,1.0,0.9157894736842105,0.02017543859649123,0.052192982456140354,0.011842105263157895,1111,0.23421052631578948,0.27850877192982454,0.487280701754386
23,Cecil,2076,Cecil Precinct 02-002,1934,67,38,543,566,37,2076,1.0,0.9315992292870906,0.03227360308285164,0.018304431599229287,0.017822736030828516,967,0.2615606936416185,0.2726396917148362,0.4657996146435453
24,Cecil,4897,Cecil Precinct 05-002,4539,148,101,922,1152,109,4897,1.0,0.9268940167449459,0.030222585256279355,0.02062487237083929,0.022258525627935472,2823,0.1882785378803349,0.2352460690218501,0.576475393097815
