,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,GOV18PD_BJ,GOV18PD_JS,GOV18PD_KV,GOV18PD_RM,GOV18PD_RB,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,GOV18PDNone,GOV18PD_BJ_pct,GOV18PD_JS_pct,GOV18PD_KV_pct,GOV18PD_RM_pct,GOV18PD_RB_pct,GOV18PDNone_pct
99,Howard,1720,Howard Precinct 04-003,1518,65,36,79,11,28,7,40,101,1720,1,0.8825581395348837,0.0377906976744186,0.020930232558139535,0.05872093023255814,1555,0.045930232558139536,0.006395348837209302,0.01627906976744186,0.004069767441860465,0.023255813953488372,0.9040697674418605
129,Howard,1498,Howard Precinct 04-001,1349,40,68,72,16,17,4,28,41,1498,1,0.9005340453938585,0.0267022696929239,0.04539385847797063,0.027369826435246995,1361,0.04806408544726302,0.010680907877169559,0.011348464619492658,0.0026702269692923898,0.018691588785046728,0.9085447263017357
131,Howard,1440,Howard Precinct 04-005,1280,44,55,68,15,25,7,28,61,1440,1,0.8888888888888888,0.030555555555555555,0.03819444444444445,0.04236111111111111,1297,0.04722222222222222,0.010416666666666666,0.017361111111111112,0.004861111111111111,0.019444444444444445,0.9006944444444445
688,Howard,1703,Howard Precinct 06-007,920,548,99,116,10,26,9,48,136,1703,1,0.540223135642983,0.3217850851438638,0.05813270698766882,0.07985907222548444,1494,0.06811509101585438,0.005871990604815032,0.015267175572519083,0.005284791544333529,0.028185554903112156,0.8772753963593658
689,Howard,3903,Howard Precinct 06-029,1974,852,170,365,42,92,26,164,907,3903,1,0.5057647963105304,0.21829362029208302,0.04355623879067384,0.23238534460671278,3214,0.0935178068152703,0.010760953112990008,0.023571611580835254,0.006661542403279528,0.04201895977453241,0.8234691263130925
690,Howard,1011,Howard Precinct 06-030,438,312,156,76,8,25,5,40,105,1011,1,0.4332344213649852,0.3086053412462908,0.1543026706231454,0.10385756676557864,857,0.0751730959446093,0.00791295746785361,0.024727992087042534,0.004945598417408506,0.03956478733926805,0.847675568743818
691,Howard,2972,Howard Precinct 01-006,1817,361,178,93,18,19,11,42,616,2972,1,0.6113728129205922,0.12146702557200538,0.059892328398384924,0.2072678331090175,2789,0.031292059219380886,0.006056527590847914,0.00639300134589502,0.0037012113055181696,0.014131897711978465,0.9384253028263796
694,Howard,4044,Howard Precinct 01-015,1543,1617,221,236,26,63,31,92,663,4044,1,0.3815529179030663,0.39985163204747776,0.054648862512364,0.163946587537092,3596,0.058358061325420374,0.006429277942631058,0.015578635014836795,0.007665677546983185,0.02274975272007913,0.8892185954500494
926,Howard,2116,Howard Precinct 04-004,1753,171,39,87,15,24,6,33,153,2116,1,0.8284499054820416,0.08081285444234404,0.018431001890359167,0.0723062381852552,1951,0.04111531190926276,0.007088846880907372,0.011342155009451797,0.002835538752362949,0.015595463137996219,0.9220226843100189
930,Howard,2206,Howard Precinct 03-002,1871,96,47,162,32,52,20,70,192,2206,1,0.8481414324569356,0.043517679057116954,0.02130553037171351,0.08703535811423391,1870,0.07343608340888486,0.014505893019038985,0.02357207615593835,0.009066183136899365,0.03173164097914778,0.8476881233000907
942,Howard,3762,Howard Precinct 03-005,2617,201,60,192,32,59,18,96,884,3762,1,0.6956406166932483,0.05342902711323764,0.01594896331738437,0.2349813928761297,3365,0.051036682615629984,0.008506113769271665,0.015683147262094632,0.004784688995215311,0.025518341307814992,0.8944710260499734
1349,Howard,2057,Howard Precinct 02-008,1283,171,67,134,26,45,16,62,536,2057,1,0.6237238697131745,0.08313077297034516,0.032571706368497814,0.2605736509479825,1774,0.06514341273699563,0.012639766650461837,0.021876519202722412,0.007778317938745746,0.030140982012639768,0.8624210014584346
1358,Howard,2252,Howard Precinct 01-008,1565,276,136,104,26,31,9,40,275,2252,1,0.6949378330373002,0.12255772646536411,0.06039076376554174,0.12211367673179396,2042,0.046181172291296625,0.011545293072824156,0.013765541740674956,0.003996447602131439,0.017761989342806393,0.9067495559502664
1359,Howard,1598,Howard Precinct 01-013,988,356,57,73,16,18,9,38,197,1598,1,0.6182728410513142,0.2227784730913642,0.03566958698372966,0.123279098873592,1444,0.045682102628285357,0.010012515644555695,0.011264080100125156,0.005632040050062578,0.023779724655819776,0.9036295369211514
1360,Howard,2627,Howard Precinct 01-001,2032,248,78,144,29,58,17,61,269,2627,1,0.7735059002664636,0.09440426341834793,0.029691663494480394,0.10239817282070804,2318,0.05481537875904073,0.011039208222306814,0.022078416444613627,0.006471259992386753,0.02322040350209364,0.8823753330795584
1409,Howard,1452,Howard Precinct 02-005,1077,25,28,100,21,50,17,54,322,1452,1,0.7417355371900827,0.01721763085399449,0.01928374655647383,0.22176308539944903,1210,0.06887052341597796,0.014462809917355372,0.03443526170798898,0.011707988980716254,0.0371900826446281,0.8333333333333334
1410,Howard,2087,Howard Precinct 02-015,1499,82,42,111,21,32,14,44,464,2087,1,0.7182558696693819,0.0392908481073311,0.020124580737901295,0.22232870148538572,1865,0.05318639195016771,0.010062290368950648,0.015333013895543843,0.006708193579300431,0.021082894106372783,0.8936272160996646
1411,Howard,2065,Howard Precinct 02-018,1679,80,49,130,19,46,20,59,257,2065,1,0.8130750605326876,0.0387409200968523,0.023728813559322035,0.12445520581113802,1791,0.06295399515738499,0.009200968523002421,0.022276029055690073,0.009685230024213076,0.02857142857142857,0.8673123486682809
1412,Howard,2274,Howard Precinct 02-011,1600,181,59,110,19,25,16,44,434,2274,1,0.7036059806508356,0.07959542656112577,0.025945470536499562,0.19085312225153914,2060,0.048372911169744945,0.008355321020228672,0.010993843447669306,0.007036059806508356,0.019349164467897976,0.9058927000879508
1413,Howard,1532,Howard Precinct 02-019,1154,100,30,83,18,24,8,46,248,1532,1,0.7532637075718016,0.06527415143603134,0.0195822454308094,0.1618798955613577,1353,0.054177545691906005,0.01174934725848564,0.015665796344647518,0.005221932114882507,0.030026109660574413,0.8831592689295039
1414,Howard,327,Howard Precinct 02-021,278,3,10,33,6,7,4,10,36,327,1,0.8501529051987767,0.009174311926605505,0.03058103975535168,0.11009174311926606,267,0.10091743119266056,0.01834862385321101,0.021406727828746176,0.012232415902140673,0.03058103975535168,0.8165137614678899
1415,Howard,2492,Howard Precinct 02-012,1768,140,62,151,49,58,16,90,522,2492,1,0.709470304975923,0.056179775280898875,0.024879614767255216,0.20947030497592295,2128,0.06059390048154093,0.019662921348314606,0.023274478330658106,0.006420545746388443,0.036115569823434994,0.8539325842696629
1416,Howard,1902,Howard Precinct 02-006,1286,153,46,98,21,24,10,37,417,1902,1,0.676130389064143,0.0804416403785489,0.024185068349106203,0.2192429022082019,1712,0.05152471083070452,0.011041009463722398,0.012618296529968454,0.005257623554153523,0.019453207150368034,0.900105152471083
1417,Howard,4633,Howard Precinct 02-009,1730,622,346,159,25,41,17,84,1935,4633,1,0.37340815886034967,0.13425426289661127,0.07468163177206993,0.41765594647096915,4307,0.03431901575652924,0.005396071659831643,0.008849557522123894,0.003669328728685517,0.018130800777034318,0.9296352255557954
1418,Howard,1313,Howard Precinct 02-024,1031,76,35,89,17,21,7,43,171,1313,1,0.7852246763137852,0.057882711348057884,0.026656511805026657,0.13023610053313023,1136,0.06778370144706779,0.012947448591012947,0.015993907083015995,0.005331302361005331,0.03274942878903275,0.8651942117288652
1419,Howard,1532,Howard Precinct 02-007,1267,55,38,101,16,23,17,44,172,1532,1,0.827023498694517,0.03590078328981723,0.024804177545691905,0.1122715404699739,1331,0.06592689295039164,0.010443864229765013,0.015013054830287207,0.011096605744125326,0.028720626631853787,0.868798955613577
1496,Howard,2112,Howard Precinct 05-011,1724,78,43,75,12,34,9,40,267,2112,1,0.8162878787878788,0.036931818181818184,0.020359848484848484,0.12642045454545456,1942,0.03551136363636364,0.005681818181818182,0.016098484848484848,0.004261363636363636,0.01893939393939394,0.9195075757575758
1497,Howard,1558,Howard Precinct 05-020,1249,96,50,106,14,31,12,64,163,1558,1,0.8016688061617459,0.06161745827984596,0.03209242618741977,0.10462130937098844,1331,0.06803594351732992,0.008985879332477536,0.01989730423620026,0.007702182284980745,0.0410783055198973,0.8543003851091142
1498,Howard,1752,Howard Precinct 04-006,1451,99,42,83,20,26,12,40,160,1752,1,0.8281963470319634,0.05650684931506849,0.023972602739726026,0.091324200913242,1571,0.04737442922374429,0.01141552511415525,0.014840182648401826,0.00684931506849315,0.0228310502283105,0.896689497716895
1499,Howard,1427,Howard Precinct 04-002,1273,39,31,87,16,25,12,42,84,1427,1,0.8920812894183602,0.027330063069376315,0.021723896285914507,0.05886475122634898,1245,0.06096706377014716,0.011212333566923615,0.01751927119831815,0.008409250175192713,0.02943237561317449,0.8724597056762439
1500,Howard,2228,Howard Precinct 05-019,1846,101,57,155,16,48,20,62,224,2228,1,0.8285457809694794,0.04533213644524237,0.025583482944344704,0.10053859964093358,1927,0.06956912028725314,0.00718132854578097,0.02154398563734291,0.008976660682226212,0.027827648114901255,0.8649012567324955
1501,Howard,2504,Howard Precinct 05-001,1817,162,73,160,29,53,17,87,452,2504,1,0.7256389776357828,0.06469648562300319,0.02915335463258786,0.1805111821086262,2158,0.06389776357827476,0.0115814696485623,0.021166134185303515,0.006789137380191693,0.0347444089456869,0.8618210862619808
1502,Howard,1727,Howard Precinct 03-006,1346,124,45,94,17,28,8,55,212,1727,1,0.7793862188766647,0.07180081065431385,0.02605674580196873,0.12275622466705269,1525,0.05442964678633468,0.009843659525188187,0.016213086276780544,0.004632310364794441,0.03184713375796178,0.8830341632889404
