,COUNTY,VAP,NAME,WVAP,GOV14PD_AB,GOV14PD_DG,GOV14PD_HM,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,GOV14PDNone,GOV14PD_AB_pct,GOV14PD_DG_pct,GOV14PD_HM_pct,GOV14PDNone_pct
99,Howard,1720,Howard Precinct 04-003,1518,76,65,33,202,1720,1,0.8825581395348837,0.11744186046511627,1546,0.044186046511627906,0.0377906976744186,0.01918604651162791,0.8988372093023256
129,Howard,1498,Howard Precinct 04-001,1349,45,28,26,149,1498,1,0.9005340453938585,0.09946595460614152,1399,0.030040053404539385,0.018691588785046728,0.017356475300400534,0.9339118825100133
131,Howard,1440,Howard Precinct 04-005,1280,58,53,41,160,1440,1,0.8888888888888888,0.1111111111111111,1288,0.04027777777777778,0.03680555555555556,0.02847222222222222,0.8944444444444445
688,Howard,1703,Howard Precinct 06-007,920,115,24,23,783,1703,1,0.540223135642983,0.45977686435701703,1541,0.06752789195537287,0.014092777451556078,0.013505578391074574,0.9048737522019965
689,Howard,3903,Howard Precinct 06-029,1974,382,83,102,1929,3903,1,0.5057647963105304,0.49423520368946966,3336,0.0978734306943377,0.02126569305662311,0.026133743274404306,0.8547271329746349
690,Howard,1011,Howard Precinct 06-030,438,70,17,25,573,1011,1,0.4332344213649852,0.5667655786350149,899,0.06923837784371908,0.016815034619188922,0.024727992087042534,0.8892185954500494
691,Howard,2972,Howard Precinct 01-006,1817,102,35,37,1155,2972,1,0.6113728129205922,0.3886271870794078,2798,0.034320323014804845,0.011776581426648721,0.012449528936742935,0.9414535666218035
694,Howard,4044,Howard Precinct 01-015,1543,180,37,46,2501,4044,1,0.3815529179030663,0.6184470820969338,3781,0.04451038575667656,0.009149357072205737,0.011374876360039565,0.9349653808110782
926,Howard,2116,Howard Precinct 04-004,1753,99,60,30,363,2116,1,0.8284499054820416,0.1715500945179584,1927,0.04678638941398866,0.02835538752362949,0.014177693761814745,0.9106805293005671
930,Howard,2206,Howard Precinct 03-002,1871,133,62,72,335,2206,1,0.8481414324569356,0.15185856754306437,1939,0.06029011786038078,0.028105167724388033,0.032638259292837715,0.8789664551223935
942,Howard,3762,Howard Precinct 03-005,2617,183,83,67,1145,3762,1,0.6956406166932483,0.3043593833067517,3429,0.04864433811802233,0.022062732589048378,0.017809675704412546,0.9114832535885168
1349,Howard,2057,Howard Precinct 02-008,1283,134,52,66,774,2057,1,0.6237238697131745,0.3762761302868255,1805,0.06514341273699563,0.025279533300923675,0.03208556149732621,0.8774914924647546
1358,Howard,2252,Howard Precinct 01-008,1565,96,46,55,687,2252,1,0.6949378330373002,0.30506216696269983,2055,0.04262877442273535,0.020426287744227355,0.024422735346358793,0.9125222024866785
1359,Howard,1598,Howard Precinct 01-013,988,77,33,36,610,1598,1,0.6182728410513142,0.38172715894868586,1452,0.04818523153942428,0.02065081351689612,0.02252816020025031,0.9086357947434293
1360,Howard,2627,Howard Precinct 01-001,2032,147,73,67,595,2627,1,0.7735059002664636,0.22649409973353635,2340,0.05595736581652075,0.027788351732013702,0.025504377617053674,0.8907499048344119
1409,Howard,1452,Howard Precinct 02-005,1077,111,56,60,375,1452,1,0.7417355371900827,0.25826446280991733,1225,0.07644628099173553,0.03856749311294766,0.04132231404958678,0.84366391184573
1410,Howard,2087,Howard Precinct 02-015,1499,130,51,65,588,2087,1,0.7182558696693819,0.2817441303306181,1841,0.06229036895064686,0.024436990896023,0.03114518447532343,0.8821274556780067
1411,Howard,2065,Howard Precinct 02-018,1679,145,53,59,386,2065,1,0.8130750605326876,0.18692493946731234,1808,0.07021791767554479,0.025665859564164648,0.02857142857142857,0.875544794188862
1412,Howard,2274,Howard Precinct 02-011,1600,108,39,45,674,2274,1,0.7036059806508356,0.2963940193491645,2082,0.047493403693931395,0.017150395778364115,0.01978891820580475,0.9155672823218998
1413,Howard,1532,Howard Precinct 02-019,1154,86,54,43,378,1532,1,0.7532637075718016,0.24673629242819844,1349,0.05613577023498695,0.03524804177545692,0.028067885117493474,0.8805483028720626
1414,Howard,327,Howard Precinct 02-021,278,27,6,17,49,327,1,0.8501529051987767,0.14984709480122324,277,0.08256880733944955,0.01834862385321101,0.05198776758409786,0.8470948012232415
1415,Howard,2492,Howard Precinct 02-012,1768,171,86,79,724,2492,1,0.709470304975923,0.29052969502407705,2156,0.06861958266452649,0.03451043338683788,0.03170144462279294,0.8651685393258427
1416,Howard,1902,Howard Precinct 02-006,1286,96,59,51,616,1902,1,0.676130389064143,0.323869610935857,1696,0.050473186119873815,0.031019978969505785,0.026813880126182965,0.8916929547844374
1417,Howard,4633,Howard Precinct 02-009,1730,184,53,51,2903,4633,1,0.37340815886034967,0.6265918411396504,4345,0.039715087416360886,0.011439671918843082,0.011007986186056551,0.9378372544787394
1418,Howard,1313,Howard Precinct 02-024,1031,89,39,47,282,1313,1,0.7852246763137852,0.21477532368621477,1138,0.06778370144706779,0.0297029702970297,0.0357958872810358,0.8667174409748667
1419,Howard,1532,Howard Precinct 02-007,1267,112,49,47,265,1532,1,0.827023498694517,0.17297650130548303,1324,0.0731070496083551,0.03198433420365535,0.030678851174934726,0.8642297650130548
1496,Howard,2112,Howard Precinct 05-011,1724,71,39,40,388,2112,1,0.8162878787878788,0.18371212121212122,1962,0.03361742424242424,0.018465909090909092,0.01893939393939394,0.9289772727272727
1497,Howard,1558,Howard Precinct 05-020,1249,93,43,29,309,1558,1,0.8016688061617459,0.19833119383825418,1393,0.05969191270860077,0.027599486521181,0.018613607188703467,0.8940949935815148
1498,Howard,1752,Howard Precinct 04-006,1451,94,27,43,301,1752,1,0.8281963470319634,0.17180365296803654,1588,0.05365296803652968,0.015410958904109588,0.02454337899543379,0.906392694063927
1499,Howard,1427,Howard Precinct 04-002,1273,99,41,50,154,1427,1,0.8920812894183602,0.1079187105816398,1237,0.06937631394533987,0.028731604765241767,0.0350385423966363,0.866853538892782
1500,Howard,2228,Howard Precinct 05-019,1846,125,75,55,382,2228,1,0.8285457809694794,0.17145421903052063,1973,0.056104129263913824,0.033662477558348294,0.024685816876122084,0.8855475763016158
1501,Howard,2504,Howard Precinct 05-001,1817,159,52,59,687,2504,1,0.7256389776357828,0.2743610223642173,2234,0.06349840255591055,0.020766773162939296,0.02356230031948882,0.8921725239616614
1502,Howard,1727,Howard Precinct 03-006,1346,92,43,49,381,1727,1,0.7793862188766647,0.22061378112333527,1543,0.05327156919513607,0.024898668210770122,0.028372900984365953,0.8934568616097278
