,COUNTY,VAP,NAME,WVAP,AG14PD_BFR,AG14PD_ABR,AG14PD_JCA,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,AG14PDNone,AG14PD_BFR_pct,AG14PD_ABR_pct,AG14PD_JCA_pct,AG14PDNone_pct
100,Frederick,3630,Frederick Precinct 14-001,3427,152,23,104,203,3630,1,0.9440771349862259,0.0559228650137741,3351,0.0418732782369146,0.006336088154269973,0.02865013774104683,0.9231404958677686
101,Frederick,2062,Frederick Precinct 03-001,1930,81,16,62,132,2062,1,0.9359844810863239,0.06401551891367604,1903,0.039282250242483024,0.007759456838021339,0.030067895247332686,0.922890397672163
102,Frederick,4117,Frederick Precinct 23-001,3207,148,42,116,910,4117,1,0.7789652659703667,0.22103473402963322,3811,0.03594850619383046,0.010201603109059995,0.028175856205975226,0.9256740344911343
103,Frederick,674,Frederick Precinct 24-003,646,50,8,23,28,674,1,0.9584569732937686,0.04154302670623145,593,0.07418397626112759,0.011869436201780416,0.03412462908011869,0.8798219584569733
104,Frederick,2134,Frederick Precinct 03-003,1924,78,11,62,210,2134,1,0.901593252108716,0.09840674789128398,1983,0.03655107778819119,0.005154639175257732,0.029053420805998126,0.9292408622305529
105,Frederick,1667,Frederick Precinct 24-001,1533,92,23,69,134,1667,1,0.9196160767846431,0.08038392321535692,1483,0.055188962207558485,0.013797240551889621,0.041391721655668866,0.889622075584883
106,Frederick,3265,Frederick Precinct 02-015,2683,182,39,124,582,3265,1,0.8217457886676875,0.1782542113323124,2920,0.0557427258805513,0.011944869831546707,0.03797856049004594,0.8943338437978561
107,Frederick,3578,Frederick Precinct 26-001,3149,161,37,126,429,3578,1,0.8801006148686417,0.1198993851313583,3254,0.04499720514253773,0.01034097261039687,0.03521520402459474,0.9094466182224706
112,Frederick,1799,Frederick Precinct 10-001,1737,44,13,23,62,1799,1,0.9655364091161757,0.03446359088382435,1719,0.024458032240133407,0.007226236798221234,0.012784880489160644,0.9555308504724848
113,Frederick,2997,Frederick Precinct 15-001,2874,54,28,85,123,2997,1,0.958958958958959,0.04104104104104104,2830,0.018018018018018018,0.009342676009342675,0.028361695028361694,0.9442776109442776
114,Frederick,3794,Frederick Precinct 15-002,3627,91,25,99,167,3794,1,0.955983131259884,0.04401686874011597,3579,0.023985239852398525,0.006589351607801793,0.0260938323668951,0.9433315761729046
115,Frederick,1007,Frederick Precinct 04-001,964,11,0,13,43,1007,1,0.9572989076464746,0.04270109235352532,983,0.010923535253227408,0.0,0.012909632571996028,0.9761668321747765
116,Frederick,4025,Frederick Precinct 07-002,2268,124,45,81,1757,4025,1,0.5634782608695652,0.4365217391304348,3775,0.03080745341614907,0.011180124223602485,0.020124223602484472,0.937888198757764
117,Frederick,2425,Frederick Precinct 09-001,2177,111,31,73,248,2425,1,0.8977319587628866,0.1022680412371134,2210,0.04577319587628866,0.012783505154639175,0.030103092783505155,0.911340206185567
118,Frederick,2868,Frederick Precinct 09-006,2447,129,31,97,421,2868,1,0.8532078103207811,0.14679218967921898,2611,0.04497907949790795,0.010808926080892609,0.033821478382147836,0.9103905160390516
119,Frederick,3752,Frederick Precinct 13-001,3415,151,37,117,337,3752,1,0.910181236673774,0.08981876332622601,3447,0.040245202558635396,0.009861407249466951,0.031183368869936032,0.9187100213219617
120,Frederick,3625,Frederick Precinct 09-007,3267,163,36,113,358,3625,1,0.9012413793103449,0.09875862068965517,3313,0.04496551724137931,0.009931034482758621,0.031172413793103447,0.9139310344827586
121,Frederick,3137,Frederick Precinct 09-004,2926,110,23,68,211,3137,1,0.932738284985655,0.06726171501434491,2936,0.035065349059611096,0.007331845712464138,0.021676761236850493,0.9359260439910743
122,Frederick,3312,Frederick Precinct 09-002,3071,121,32,101,241,3312,1,0.9272342995169082,0.07276570048309179,3058,0.036533816425120776,0.00966183574879227,0.030495169082125604,0.9233091787439613
123,Frederick,1427,Frederick Precinct 09-005,1331,71,7,32,96,1427,1,0.9327259985984583,0.0672740014015417,1317,0.049754730203223546,0.004905395935529082,0.02242466713384723,0.9229152067274001
124,Frederick,3254,Frederick Precinct 26-002,2717,122,33,83,537,3254,1,0.8349723417332514,0.16502765826674862,3016,0.037492317148125384,0.010141364474492931,0.025507068223724647,0.926859250153657
125,Frederick,2580,Frederick Precinct 11-001,2415,79,12,58,165,2580,1,0.936046511627907,0.06395348837209303,2431,0.03062015503875969,0.004651162790697674,0.02248062015503876,0.9422480620155039
126,Frederick,1877,Frederick Precinct 08-001,1780,64,21,53,97,1877,1,0.94832179009057,0.051678209909429944,1739,0.034096963239211506,0.011188066062866276,0.02823654768247203,0.9264784230154501
127,Frederick,1703,Frederick Precinct 17-001,1646,51,4,39,57,1703,1,0.9665296535525543,0.03347034644744568,1609,0.029947152084556665,0.002348796241926013,0.022900763358778626,0.9448032883147387
