,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,SEN18D,SEN18R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SEN18None,SEN18D_pct,SEN18R_pct,SEN18None_pct
100,Frederick,3630,Frederick Precinct 14-001,3427,67,63,1088,1491,73,3630,1,0.9440771349862259,0.018457300275482095,0.017355371900826446,0.020110192837465565,1051,0.2997245179063361,0.41074380165289254,0.2895316804407714
101,Frederick,2062,Frederick Precinct 03-001,1930,31,47,544,624,54,2062,1,0.9359844810863239,0.015033947623666343,0.02279340446168768,0.026188166828322017,894,0.2638215324927255,0.3026188166828322,0.4335596508244423
102,Frederick,4117,Frederick Precinct 23-001,3207,344,306,1743,1184,260,4117,1,0.7789652659703667,0.08355598736944377,0.07432596550886568,0.06315278115132378,1190,0.4233665290259898,0.28758804955064365,0.28904542142336653
103,Frederick,674,Frederick Precinct 24-003,646,4,13,222,195,11,674,1,0.9584569732937686,0.005934718100890208,0.019287833827893175,0.016320474777448073,257,0.3293768545994065,0.2893175074183976,0.38130563798219586
104,Frederick,2134,Frederick Precinct 03-003,1924,47,67,631,649,96,2134,1,0.901593252108716,0.022024367385192128,0.03139643861293346,0.04498594189315839,854,0.29568884723523897,0.30412371134020616,0.4001874414245548
105,Frederick,1667,Frederick Precinct 24-001,1533,23,54,603,595,57,1667,1,0.9196160767846431,0.013797240551889621,0.03239352129574085,0.03419316136772645,469,0.36172765446910615,0.35692861427714456,0.28134373125374923
106,Frederick,3265,Frederick Precinct 02-015,2683,296,133,1460,855,153,3265,1,0.8217457886676875,0.09065849923430322,0.040735068912710566,0.046860643185298624,950,0.44716692189892804,0.26186830015313933,0.29096477794793263
107,Frederick,3578,Frederick Precinct 26-001,3149,181,130,1159,1100,118,3578,1,0.8801006148686417,0.05058692006707658,0.03633314700950251,0.03297931805477921,1319,0.32392397987702626,0.3074343208496367,0.36864169927333706
112,Frederick,1799,Frederick Precinct 10-001,1737,20,29,258,654,13,1799,1,0.9655364091161757,0.011117287381878822,0.016120066703724293,0.007226236798221234,887,0.1434130072262368,0.36353529738743745,0.49305169538632576
113,Frederick,2997,Frederick Precinct 15-001,2874,33,39,535,960,51,2997,1,0.958958958958959,0.011011011011011011,0.013013013013013013,0.01701701701701702,1502,0.17851184517851185,0.3203203203203203,0.5011678345011679
114,Frederick,3794,Frederick Precinct 15-002,3627,24,72,606,1084,71,3794,1,0.955983131259884,0.0063257775434897206,0.018977332630469163,0.01871375856615709,2104,0.15972588297311544,0.2857142857142857,0.5545598313125989
115,Frederick,1007,Frederick Precinct 04-001,964,3,19,157,351,21,1007,1,0.9572989076464746,0.0029791459781529296,0.018867924528301886,0.020854021847070508,499,0.15590863952333664,0.3485600794438927,0.4955312810327706
116,Frederick,4025,Frederick Precinct 07-002,2268,408,411,1690,886,938,4025,1,0.5634782608695652,0.1013664596273292,0.10211180124223602,0.23304347826086957,1449,0.41987577639751555,0.22012422360248446,0.36
117,Frederick,2425,Frederick Precinct 09-001,2177,79,73,994,1110,96,2425,1,0.8977319587628866,0.03257731958762886,0.030103092783505155,0.03958762886597938,321,0.40989690721649485,0.4577319587628866,0.13237113402061856
118,Frederick,2868,Frederick Precinct 09-006,2447,162,114,1105,894,145,2868,1,0.8532078103207811,0.056485355648535567,0.0397489539748954,0.050557880055788006,869,0.3852859135285914,0.3117154811715481,0.30299860529986056
119,Frederick,3752,Frederick Precinct 13-001,3415,115,119,1424,1334,103,3752,1,0.910181236673774,0.030650319829424306,0.03171641791044776,0.027452025586353946,994,0.3795309168443497,0.35554371002132196,0.26492537313432835
120,Frederick,3625,Frederick Precinct 09-007,3267,86,156,1443,1395,116,3625,1,0.9012413793103449,0.02372413793103448,0.04303448275862069,0.032,787,0.39806896551724136,0.38482758620689655,0.21710344827586206
121,Frederick,3137,Frederick Precinct 09-004,2926,42,96,909,1263,73,3137,1,0.932738284985655,0.0133885878227606,0.030602486452024225,0.02327064073956009,965,0.2897672935926044,0.40261396238444375,0.30761874402295186
122,Frederick,3312,Frederick Precinct 09-002,3071,42,99,1127,1400,100,3312,1,0.9272342995169082,0.012681159420289856,0.029891304347826088,0.030193236714975844,785,0.3402777777777778,0.4227053140096618,0.23701690821256038
123,Frederick,1427,Frederick Precinct 09-005,1331,21,38,464,471,37,1427,1,0.9327259985984583,0.014716187806587245,0.026629292221443588,0.02592852137351086,492,0.3251576734407849,0.33006306937631397,0.3447792571829012
124,Frederick,3254,Frederick Precinct 26-002,2717,243,189,1013,983,105,3254,1,0.8349723417332514,0.07467732022126614,0.05808236017209588,0.0322679778733866,1258,0.31130915795943453,0.3020897357098955,0.38660110633066996
125,Frederick,2580,Frederick Precinct 11-001,2415,40,73,497,917,52,2580,1,0.936046511627907,0.015503875968992248,0.028294573643410852,0.020155038759689922,1166,0.19263565891472867,0.3554263565891473,0.45193798449612405
126,Frederick,1877,Frederick Precinct 08-001,1780,39,30,456,803,28,1877,1,0.94832179009057,0.02077783697389451,0.015982951518380393,0.014917421417155035,618,0.24294086307938198,0.4278103356419819,0.3292488012786361
127,Frederick,1703,Frederick Precinct 17-001,1646,14,30,352,693,13,1703,1,0.9665296535525543,0.008220786846741044,0.017615971814445096,0.007633587786259542,658,0.20669406928948914,0.40692894891368175,0.3863769817968291
128,Frederick,4393,Frederick Precinct 18-001,3975,135,167,1291,1700,116,4393,1,0.9048486228090143,0.030730707944457092,0.03801502390166173,0.026405645344866835,1402,0.29387662189847485,0.3869792852264967,0.31914409287502843
130,Frederick,2489,Frederick Precinct 18-002,2395,27,29,561,1144,38,2489,1,0.9622338288469264,0.010847730012053034,0.011651265568501407,0.015267175572519083,784,0.22539172358376858,0.45962233828846927,0.31498593812776216
133,Frederick,1309,Frederick Precinct 19-001,1228,26,36,259,612,19,1309,1,0.9381207028265852,0.019862490450725745,0.02750190985485103,0.014514896867838044,438,0.19786096256684493,0.4675324675324675,0.33460656990068754
136,Frederick,1991,Frederick Precinct 24-002,1555,185,122,477,465,129,1991,1,0.7810145655449523,0.09291813159216473,0.06127574083375188,0.06479156202913108,1049,0.2395781014565545,0.233550979407333,0.5268709191361125
137,Frederick,3176,Frederick Precinct 03-002,3012,43,54,938,1106,67,3176,1,0.9483627204030227,0.01353904282115869,0.01700251889168766,0.021095717884130984,1132,0.29534005037783373,0.3482367758186398,0.35642317380352645
138,Frederick,3128,Frederick Precinct 16-001,2963,37,63,902,1254,65,3128,1,0.9472506393861893,0.011828644501278773,0.02014066496163683,0.02078005115089514,972,0.2883631713554987,0.4008951406649616,0.31074168797953966
139,Frederick,1661,Frederick Precinct 06-001,1618,8,16,306,809,19,1661,1,0.9741119807344973,0.00481637567730283,0.00963275135460566,0.011438892233594221,546,0.18422636965683323,0.48705599036724867,0.32871763997591813
140,Frederick,2498,Frederick Precinct 21-001,2294,33,95,638,829,76,2498,1,0.9183346677341874,0.01321056845476381,0.038030424339471576,0.03042433947157726,1031,0.255404323458767,0.3318654923939151,0.4127301841473179
141,Frederick,1672,Frederick Precinct 02-014,1157,207,124,714,380,184,1672,1,0.6919856459330144,0.12380382775119617,0.07416267942583732,0.11004784688995216,578,0.4270334928229665,0.22727272727272727,0.3456937799043062
142,Frederick,2944,Frederick Precinct 02-006,2149,346,218,1079,631,231,2944,1,0.7299592391304348,0.11752717391304347,0.07404891304347826,0.07846467391304347,1234,0.366508152173913,0.21433423913043478,0.41915760869565216
143,Frederick,2897,Frederick Precinct 01-002,1883,406,319,1526,721,289,2897,1,0.64998274076631,0.1401449775629962,0.11011391094235416,0.09975837072833967,650,0.5267518122195375,0.24887814981014844,0.22437003797031413
144,Frederick,2912,Frederick Precinct 02-016,1692,660,291,897,288,269,2912,1,0.5810439560439561,0.22664835164835165,0.09993131868131869,0.09237637362637363,1727,0.3080357142857143,0.0989010989010989,0.5930631868131868
146,Frederick,92,Frederick Precinct 23-002,90,2,0,15,6,0,92,1,0.9782608695652174,0.021739130434782608,0.0,0.0,71,0.16304347826086957,0.06521739130434782,0.7717391304347826
147,Frederick,2535,Frederick Precinct 02-017,1087,670,522,878,163,256,2535,1,0.4287968441814596,0.26429980276134124,0.20591715976331362,0.1009861932938856,1494,0.3463510848126233,0.06429980276134123,0.5893491124260355
148,Frederick,5267,Frederick Precinct 02-008,2880,856,1008,1389,570,523,5267,1,0.5468008353901652,0.16252135940763243,0.19138029238655782,0.09929751281564458,3308,0.2637174862350484,0.1082209986709702,0.6280615150939814
149,Frederick,4053,Frederick Precinct 02-013,2109,902,641,1263,395,401,4053,1,0.5203552923760177,0.22255119664446088,0.15815445349124105,0.09893905748828029,2395,0.31162102146558107,0.09745867258820627,0.5909203059462127
150,Frederick,3697,Frederick Precinct 02-001,2254,852,311,1339,359,280,3697,1,0.6096835271842034,0.23045712740059507,0.08412226129294022,0.0757370841222613,1999,0.3621855558560995,0.09710576142818501,0.5407086827157155
151,Frederick,1499,Frederick Precinct 02-002,1162,217,77,511,174,43,1499,1,0.7751834556370913,0.1447631754503002,0.0513675783855904,0.028685790527018012,814,0.3408939292861908,0.11607738492328219,0.543028685790527
152,Frederick,3655,Frederick Precinct 02-011,2395,623,370,998,319,267,3655,1,0.655266757865937,0.1704514363885089,0.1012311901504788,0.07305061559507524,2338,0.27305061559507526,0.08727770177838577,0.639671682626539
153,Frederick,1931,Frederick Precinct 07-004,1435,112,139,831,502,245,1931,1,0.7431382703262558,0.05800103573278094,0.07198342827550493,0.12687726566545832,598,0.43034697048161574,0.25996892801657173,0.3096841015018125
154,Frederick,1452,Frederick Precinct 09-003,1268,83,43,397,454,58,1452,1,0.8732782369146006,0.05716253443526171,0.029614325068870524,0.03994490358126722,601,0.2734159779614325,0.31267217630853994,0.41391184573002754
155,Frederick,3429,Frederick Precinct 02-003,2866,353,104,1347,458,106,3429,1,0.8358121901428988,0.10294546515018956,0.03032954214056576,0.030912802566345873,1624,0.39282589676290464,0.1335666375036454,0.47360746573345
156,Frederick,3603,Frederick Precinct 02-007,2732,476,234,1499,628,161,3603,1,0.7582570080488482,0.13211212878157091,0.0649458784346378,0.0446849847349431,1476,0.4160421870663336,0.1742991951151818,0.4096586178184846
157,Frederick,1560,Frederick Precinct 02-018,1056,231,121,744,412,152,1560,1,0.676923076923077,0.14807692307692308,0.07756410256410257,0.09743589743589744,404,0.47692307692307695,0.2641025641025641,0.258974358974359
158,Frederick,1203,Frederick Precinct 09-008,1049,53,52,447,356,49,1203,1,0.8719866999168745,0.04405652535328346,0.043225270157938485,0.040731504571903575,400,0.371571072319202,0.2959268495428096,0.3325020781379884
159,Frederick,584,Frederick Precinct 13-002,482,52,24,32,52,26,584,1,0.8253424657534246,0.08904109589041095,0.0410958904109589,0.04452054794520548,500,0.0547945205479452,0.08904109589041095,0.8561643835616438
160,Frederick,1787,Frederick Precinct 21-002,1398,167,88,779,432,134,1787,1,0.7823167319529939,0.09345271404588697,0.049244543928371576,0.07498601007274762,576,0.43592613318410744,0.2417459429210968,0.32232792389479575
161,Frederick,3099,Frederick Precinct 21-003,2373,276,166,1057,773,284,3099,1,0.7657308809293321,0.08906098741529525,0.05356566634398193,0.09164246531139077,1269,0.3410777670216199,0.2494353017102291,0.409486931268151
162,Frederick,4379,Frederick Precinct 02-010,2919,752,423,1561,760,285,4379,1,0.6665905457867093,0.17172870518383193,0.09659739666590546,0.06508335236355332,2058,0.3564740808403745,0.17355560630280886,0.4699703128568166
163,Frederick,2457,Frederick Precinct 20-001,2341,27,52,505,870,37,2457,1,0.9527879527879528,0.01098901098901099,0.021164021164021163,0.015059015059015059,1082,0.20553520553520555,0.3540903540903541,0.4403744403744404
165,Frederick,2373,Frederick Precinct 12-001,2028,182,74,923,906,89,2373,1,0.854614412136536,0.07669616519174041,0.031184155077960386,0.03750526759376317,544,0.3889591234723978,0.38179519595448796,0.2292456805731142
166,Frederick,1222,Frederick Precinct 22-001,1156,28,16,350,425,22,1222,1,0.9459901800327333,0.022913256955810146,0.01309328968903437,0.01800327332242226,447,0.2864157119476268,0.34779050736497547,0.3657937806873977
242,Frederick,3605,Frederick Precinct 25-001,3213,193,112,1059,857,87,3605,1,0.8912621359223301,0.05353675450762829,0.031067961165048542,0.024133148404993063,1689,0.29375866851595006,0.23772538141470181,0.46851595006934815
