,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,AG14D,AG14R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,AG14None,AG14D_pct,AG14R_pct,AG14None_pct
341,Calvert,2692,Calvert Precinct 02-003,2313,227,42,405,888,110,2692,1,0.8592124814264487,0.08432392273402675,0.015601783060921248,0.04086181277860327,1399,0.15044576523031203,0.3298662704309064,0.5196879643387816
342,Calvert,2653,Calvert Precinct 02-006,2176,315,54,435,739,108,2653,1,0.8202035431586883,0.11873350923482849,0.020354315868827744,0.04070863173765549,1479,0.16396532227666794,0.27855258198266114,0.557482095740671
343,Calvert,3474,Calvert Precinct 02-008,2865,436,57,516,823,116,3474,1,0.8246977547495682,0.12550374208405296,0.016407599309153715,0.0333909038572251,2135,0.14853195164075994,0.23690270581462292,0.6145653425446171
344,Calvert,3228,Calvert Precinct 03-003,2225,859,68,569,826,76,3228,1,0.6892812887236679,0.2661090458488228,0.021065675340768277,0.023543990086741014,1833,0.17627013630731103,0.2558859975216852,0.5678438661710037
345,Calvert,1651,Calvert Precinct 02-007,1552,39,30,404,881,30,1651,1,0.9400363416111448,0.023622047244094488,0.018170805572380374,0.018170805572380374,366,0.24470018170805571,0.5336159903089037,0.2216838279830406
346,Calvert,2880,Calvert Precinct 03-005,2457,277,50,630,850,96,2880,1,0.853125,0.09618055555555556,0.017361111111111112,0.03333333333333333,1400,0.21875,0.2951388888888889,0.4861111111111111
347,Calvert,2230,Calvert Precinct 03-007,1946,154,27,487,1016,103,2230,1,0.8726457399103139,0.06905829596412556,0.01210762331838565,0.04618834080717489,727,0.21838565022421524,0.4556053811659193,0.32600896860986545
348,Calvert,3074,Calvert Precinct 03-004,2642,258,71,418,774,103,3074,1,0.8594664931685101,0.08392973324658426,0.02309694209499024,0.03350683148991542,1882,0.13597918022121014,0.2517891997397528,0.6122316200390371
349,Calvert,2683,Calvert Precinct 03-008,2217,296,68,665,880,102,2683,1,0.8263138278046962,0.11032426388371226,0.0253447633246366,0.0380171449869549,1138,0.24785687663063735,0.3279910547894148,0.4241520685799478
385,Calvert,3560,Calvert Precinct 02-002,2532,851,66,560,739,111,3560,1,0.7112359550561798,0.23904494382022473,0.01853932584269663,0.031179775280898877,2261,0.15730337078651685,0.20758426966292134,0.6351123595505618
386,Calvert,3011,Calvert Precinct 02-001,2414,454,74,567,827,69,3011,1,0.8017270009963468,0.15078047160411823,0.02457655264031883,0.022915974759216206,1617,0.18830953171703754,0.274659581534374,0.5370308867485885
393,Calvert,2367,Calvert Precinct 03-006,2018,200,42,408,940,107,2367,1,0.8525559780312632,0.08449514152936206,0.017743979721166033,0.0452049007182087,1019,0.17237008871989862,0.3971271651880017,0.4305027460920997
902,Calvert,2365,Calvert Precinct 01-004,1979,302,41,437,791,43,2365,1,0.8367864693446089,0.1276955602536998,0.01733615221987315,0.01818181818181818,1137,0.18477801268498942,0.33446088794926004,0.4807610993657505
903,Calvert,2363,Calvert Precinct 02-004,1630,617,52,580,663,64,2363,1,0.6898011002962336,0.26110876005078293,0.022005924672027083,0.027084214980956412,1120,0.24545069826491747,0.2805755395683453,0.4739737621667372
904,Calvert,2969,Calvert Precinct 01-003,2481,341,81,416,702,66,2969,1,0.8356348939036713,0.11485348602222971,0.027281913102054564,0.02222970697204446,1851,0.14011451667228023,0.23644324688447288,0.6234422364432469
905,Calvert,3541,Calvert Precinct 01-006,2855,415,127,490,833,144,3541,1,0.806269415419373,0.11719853148828015,0.035865574696413445,0.040666478395933355,2218,0.1383789889861621,0.23524428127647556,0.6263767297373624
906,Calvert,2965,Calvert Precinct 02-005,2571,223,65,486,998,106,2965,1,0.8671163575042159,0.07521079258010117,0.021922428330522766,0.0357504215851602,1481,0.1639123102866779,0.3365935919055649,0.49949409780775716
907,Calvert,3099,Calvert Precinct 03-002,2465,488,57,536,627,89,3099,1,0.7954178767344304,0.1574701516618264,0.018393030009680542,0.028718941594062602,1936,0.1729590190383995,0.20232333010648595,0.6247176508551145
908,Calvert,2398,Calvert Precinct 03-001,2042,218,62,454,525,76,2398,1,0.8515429524603837,0.09090909090909091,0.02585487906588824,0.0316930775646372,1419,0.18932443703085905,0.2189324437030859,0.591743119266055
955,Calvert,2874,Calvert Precinct 01-001,2444,317,44,570,751,69,2874,1,0.8503827418232429,0.11029923451635351,0.015309672929714684,0.024008350730688934,1553,0.19832985386221294,0.26130828114126653,0.5403618649965205
956,Calvert,2535,Calvert Precinct 01-007,2065,331,63,532,881,76,2535,1,0.814595660749507,0.13057199211045364,0.02485207100591716,0.029980276134122286,1122,0.20986193293885602,0.347534516765286,0.44260355029585796
957,Calvert,3483,Calvert Precinct 01-005,2710,501,139,484,819,133,3483,1,0.7780648865920183,0.1438415159345392,0.03990812517944301,0.03818547229399943,2180,0.13896066609244903,0.2351421188630491,0.6258972150445019
958,Calvert,3411,Calvert Precinct 01-002,2504,727,79,528,592,101,3411,1,0.7340955731457051,0.21313397830548225,0.02316036352975667,0.029610085019055994,2291,0.1547933157431838,0.17355614189387278,0.6716505423629434
