,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,AG14PD_BFR,AG14PD_ABR,AG14PD_JCA,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,AG14PDNone,AG14PD_BFR_pct,AG14PD_ABR_pct,AG14PD_JCA_pct,AG14PDNone_pct
341,Calvert,2692,Calvert Precinct 02-003,2313,227,42,92,33,66,110,2692,1,0.8592124814264487,0.08432392273402675,0.015601783060921248,0.04086181277860327,2501,0.03417533432392273,0.01225854383358098,0.02451708766716196,0.9290490341753344
342,Calvert,2653,Calvert Precinct 02-006,2176,315,54,88,25,79,108,2653,1,0.8202035431586883,0.11873350923482849,0.020354315868827744,0.04070863173765549,2461,0.033169996230682244,0.009423294383716547,0.02977761025254429,0.9276290991330569
343,Calvert,3474,Calvert Precinct 02-008,2865,436,57,88,35,96,116,3474,1,0.8246977547495682,0.12550374208405296,0.016407599309153715,0.0333909038572251,3255,0.025331030512377662,0.010074841681059297,0.027633851468048358,0.9369602763385146
344,Calvert,3228,Calvert Precinct 03-003,2225,859,68,116,33,106,76,3228,1,0.6892812887236679,0.2661090458488228,0.021065675340768277,0.023543990086741014,2973,0.03593556381660471,0.010223048327137546,0.03283767038413878,0.921003717472119
345,Calvert,1651,Calvert Precinct 02-007,1552,39,30,74,15,85,30,1651,1,0.9400363416111448,0.023622047244094488,0.018170805572380374,0.018170805572380374,1477,0.04482132041187159,0.009085402786190187,0.0514839491217444,0.8946093276801939
346,Calvert,2880,Calvert Precinct 03-005,2457,277,50,131,50,88,96,2880,1,0.853125,0.09618055555555556,0.017361111111111112,0.03333333333333333,2611,0.04548611111111111,0.017361111111111112,0.030555555555555555,0.9065972222222223
347,Calvert,2230,Calvert Precinct 03-007,1946,154,27,103,29,81,103,2230,1,0.8726457399103139,0.06905829596412556,0.01210762331838565,0.04618834080717489,2017,0.04618834080717489,0.013004484304932735,0.03632286995515695,0.9044843049327355
348,Calvert,3074,Calvert Precinct 03-004,2642,258,71,86,25,63,103,3074,1,0.8594664931685101,0.08392973324658426,0.02309694209499024,0.03350683148991542,2900,0.02797657774886142,0.008132726089785295,0.020494469746258945,0.9433962264150944
349,Calvert,2683,Calvert Precinct 03-008,2217,296,68,101,29,77,102,2683,1,0.8263138278046962,0.11032426388371226,0.0253447633246366,0.0380171449869549,2476,0.037644427879239654,0.01080879612374208,0.0286992172940738,0.9228475587029444
385,Calvert,3560,Calvert Precinct 02-002,2532,851,66,113,45,109,111,3560,1,0.7112359550561798,0.23904494382022473,0.01853932584269663,0.031179775280898877,3293,0.031741573033707865,0.012640449438202247,0.03061797752808989,0.925
386,Calvert,3011,Calvert Precinct 02-001,2414,454,74,108,35,108,69,3011,1,0.8017270009963468,0.15078047160411823,0.02457655264031883,0.022915974759216206,2760,0.03586848223181667,0.011624045167718366,0.03586848223181667,0.9166389903686483
393,Calvert,2367,Calvert Precinct 03-006,2018,200,42,90,14,74,107,2367,1,0.8525559780312632,0.08449514152936206,0.017743979721166033,0.0452049007182087,2189,0.03802281368821293,0.005914659907055344,0.03126320236586396,0.9247993240388678
902,Calvert,2365,Calvert Precinct 01-004,1979,302,41,101,37,88,43,2365,1,0.8367864693446089,0.1276955602536998,0.01733615221987315,0.01818181818181818,2139,0.0427061310782241,0.015644820295983086,0.037209302325581395,0.9044397463002114
