,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,GOV14PD_AB,GOV14PD_DG,GOV14PD_HM,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,GOV14PDNone,GOV14PD_AB_pct,GOV14PD_DG_pct,GOV14PD_HM_pct,GOV14PDNone_pct
341,Calvert,2692,Calvert Precinct 02-003,2313,227,42,93,77,37,110,2692,1,0.8592124814264487,0.08432392273402675,0.015601783060921248,0.04086181277860327,2485,0.034546805349182766,0.028603268945022287,0.0137444279346211,0.9231054977711739
342,Calvert,2653,Calvert Precinct 02-006,2176,315,54,112,54,37,108,2653,1,0.8202035431586883,0.11873350923482849,0.020354315868827744,0.04070863173765549,2450,0.04221635883905013,0.020354315868827744,0.01394647568790049,0.9234828496042217
343,Calvert,3474,Calvert Precinct 02-008,2865,436,57,107,82,42,116,3474,1,0.8246977547495682,0.12550374208405296,0.016407599309153715,0.0333909038572251,3243,0.030800230282095567,0.02360391479562464,0.012089810017271158,0.9335060449050087
344,Calvert,3228,Calvert Precinct 03-003,2225,859,68,172,74,39,76,3228,1,0.6892812887236679,0.2661090458488228,0.021065675340768277,0.023543990086741014,2943,0.05328376703841388,0.02292441140024783,0.012081784386617101,0.9117100371747212
345,Calvert,1651,Calvert Precinct 02-007,1552,39,30,69,82,40,30,1651,1,0.9400363416111448,0.023622047244094488,0.018170805572380374,0.018170805572380374,1460,0.041792852816474865,0.04966686856450636,0.024227740763173834,0.884312537855845
346,Calvert,2880,Calvert Precinct 03-005,2457,277,50,171,80,37,96,2880,1,0.853125,0.09618055555555556,0.017361111111111112,0.03333333333333333,2592,0.059375,0.027777777777777776,0.012847222222222222,0.9
347,Calvert,2230,Calvert Precinct 03-007,1946,154,27,104,72,44,103,2230,1,0.8726457399103139,0.06905829596412556,0.01210762331838565,0.04618834080717489,2010,0.04663677130044843,0.03228699551569507,0.019730941704035873,0.9013452914798207
348,Calvert,3074,Calvert Precinct 03-004,2642,258,71,78,68,43,103,3074,1,0.8594664931685101,0.08392973324658426,0.02309694209499024,0.03350683148991542,2885,0.025374105400130124,0.022121014964216004,0.01398828887443071,0.9385165907612232
349,Calvert,2683,Calvert Precinct 03-008,2217,296,68,110,62,45,102,2683,1,0.8263138278046962,0.11032426388371226,0.0253447633246366,0.0380171449869549,2466,0.04099888184867685,0.023108460678345134,0.016772269847185987,0.9191203876257921
385,Calvert,3560,Calvert Precinct 02-002,2532,851,66,162,87,42,111,3560,1,0.7112359550561798,0.23904494382022473,0.01853932584269663,0.031179775280898877,3269,0.04550561797752809,0.02443820224719101,0.011797752808988765,0.9182584269662921
