,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,SEN16PD_CV,SEN16PD_DE,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,SEN16PDNone,SEN16PD_CV_pct,SEN16PD_DE_pct,SEN16PDNone_pct
341,Calvert,2692,Calvert Precinct 02-003,2313,227,42,187,83,110,2692,1,0.8592124814264487,0.08432392273402675,0.015601783060921248,0.04086181277860327,2422,0.06946508172362556,0.030832095096582468,0.899702823179792
342,Calvert,2653,Calvert Precinct 02-006,2176,315,54,200,117,108,2653,1,0.8202035431586883,0.11873350923482849,0.020354315868827744,0.04070863173765549,2336,0.07538635506973237,0.044101017715793445,0.8805126272144742
343,Calvert,3474,Calvert Precinct 02-008,2865,436,57,189,145,116,3474,1,0.8246977547495682,0.12550374208405296,0.016407599309153715,0.0333909038572251,3140,0.054404145077720206,0.04173862982153138,0.9038572251007484
344,Calvert,3228,Calvert Precinct 03-003,2225,859,68,243,149,76,3228,1,0.6892812887236679,0.2661090458488228,0.021065675340768277,0.023543990086741014,2836,0.07527881040892194,0.046158612143742256,0.8785625774473358
345,Calvert,1651,Calvert Precinct 02-007,1552,39,30,209,79,30,1651,1,0.9400363416111448,0.023622047244094488,0.018170805572380374,0.018170805572380374,1363,0.1265899454875833,0.04784978800726832,0.8255602665051484
346,Calvert,2880,Calvert Precinct 03-005,2457,277,50,261,158,96,2880,1,0.853125,0.09618055555555556,0.017361111111111112,0.03333333333333333,2461,0.090625,0.05486111111111111,0.8545138888888889
347,Calvert,2230,Calvert Precinct 03-007,1946,154,27,224,113,103,2230,1,0.8726457399103139,0.06905829596412556,0.01210762331838565,0.04618834080717489,1893,0.10044843049327354,0.050672645739910316,0.8488789237668162
348,Calvert,3074,Calvert Precinct 03-004,2642,258,71,165,100,103,3074,1,0.8594664931685101,0.08392973324658426,0.02309694209499024,0.03350683148991542,2809,0.053675992192582955,0.03253090435914118,0.9137931034482759
349,Calvert,2683,Calvert Precinct 03-008,2217,296,68,263,164,102,2683,1,0.8263138278046962,0.11032426388371226,0.0253447633246366,0.0380171449869549,2256,0.0980245993291092,0.06112560566530004,0.8408497950055908
385,Calvert,3560,Calvert Precinct 02-002,2532,851,66,195,153,111,3560,1,0.7112359550561798,0.23904494382022473,0.01853932584269663,0.031179775280898877,3212,0.054775280898876406,0.04297752808988764,0.902247191011236
386,Calvert,3011,Calvert Precinct 02-001,2414,454,74,236,146,69,3011,1,0.8017270009963468,0.15078047160411823,0.02457655264031883,0.022915974759216206,2629,0.07837927598804384,0.048488874128196614,0.8731318498837596
393,Calvert,2367,Calvert Precinct 03-006,2018,200,42,211,111,107,2367,1,0.8525559780312632,0.08449514152936206,0.017743979721166033,0.0452049007182087,2045,0.08914237431347698,0.046894803548795945,0.8639628221377271
902,Calvert,2365,Calvert Precinct 01-004,1979,302,41,187,107,43,2365,1,0.8367864693446089,0.1276955602536998,0.01733615221987315,0.01818181818181818,2071,0.07906976744186046,0.045243128964059194,0.8756871035940803
903,Calvert,2363,Calvert Precinct 02-004,1630,617,52,217,162,64,2363,1,0.6898011002962336,0.26110876005078293,0.022005924672027083,0.027084214980956412,1984,0.09183241641980533,0.06855691917054592,0.8396106644096487
904,Calvert,2969,Calvert Precinct 01-003,2481,341,81,162,123,66,2969,1,0.8356348939036713,0.11485348602222971,0.027281913102054564,0.02222970697204446,2684,0.05456382620410913,0.04142809026608286,0.904008083529808
905,Calvert,3541,Calvert Precinct 01-006,2855,415,127,180,137,144,3541,1,0.806269415419373,0.11719853148828015,0.035865574696413445,0.040666478395933355,3224,0.05083309799491669,0.038689635696131035,0.9104772663089523
906,Calvert,2965,Calvert Precinct 02-005,2571,223,65,211,120,106,2965,1,0.8671163575042159,0.07521079258010117,0.021922428330522766,0.0357504215851602,2634,0.07116357504215852,0.04047217537942664,0.8883642495784149
907,Calvert,3099,Calvert Precinct 03-002,2465,488,57,201,147,89,3099,1,0.7954178767344304,0.1574701516618264,0.018393030009680542,0.028718941594062602,2751,0.06485963213939981,0.04743465634075508,0.8877057115198451
908,Calvert,2398,Calvert Precinct 03-001,2042,218,62,194,120,76,2398,1,0.8515429524603837,0.09090909090909091,0.02585487906588824,0.0316930775646372,2084,0.08090075062552127,0.05004170141784821,0.8690575479566305
955,Calvert,2874,Calvert Precinct 01-001,2444,317,44,262,130,69,2874,1,0.8503827418232429,0.11029923451635351,0.015309672929714684,0.024008350730688934,2482,0.09116214335421016,0.04523312456506611,0.8636047320807237
956,Calvert,2535,Calvert Precinct 01-007,2065,331,63,211,132,76,2535,1,0.814595660749507,0.13057199211045364,0.02485207100591716,0.029980276134122286,2192,0.08323471400394478,0.05207100591715976,0.8646942800788955
957,Calvert,3483,Calvert Precinct 01-005,2710,501,139,170,144,133,3483,1,0.7780648865920183,0.1438415159345392,0.03990812517944301,0.03818547229399943,3169,0.04880849842090152,0.041343669250646,0.9098478323284525
958,Calvert,3411,Calvert Precinct 01-002,2504,727,79,173,154,101,3411,1,0.7340955731457051,0.21313397830548225,0.02316036352975667,0.029610085019055994,3084,0.05071826443858106,0.04514805042509528,0.9041336851363236
