,COUNTY,VAP,NAME,WVAP,PRES12D,PRES12R,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,PRES12None,PRES12D_pct,PRES12R_pct,PRES12None_pct
341,Calvert,2692,Calvert Precinct 02-003,2313,720,1184,379,2692,1,0.8592124814264487,0.14078751857355126,788,0.2674591381872214,0.4398216939078752,0.29271916790490343
342,Calvert,2653,Calvert Precinct 02-006,2176,769,1088,477,2653,1,0.8202035431586883,0.17979645684131174,796,0.289860535243121,0.41010177157934413,0.30003769317753487
343,Calvert,3474,Calvert Precinct 02-008,2865,996,1102,609,3474,1,0.8246977547495682,0.17530224525043178,1376,0.2867012089810017,0.31721358664363847,0.3960852043753598
344,Calvert,3228,Calvert Precinct 03-003,2225,1121,1073,1003,3228,1,0.6892812887236679,0.3107187112763321,1034,0.34727385377943,0.33240396530359356,0.32032218091697645
345,Calvert,1651,Calvert Precinct 02-007,1552,544,911,99,1651,1,0.9400363416111448,0.05996365838885524,196,0.32949727437916415,0.5517867958812841,0.11871592973955179
346,Calvert,2880,Calvert Precinct 03-005,2457,976,1190,423,2880,1,0.853125,0.146875,714,0.3388888888888889,0.4131944444444444,0.24791666666666667
347,Calvert,2230,Calvert Precinct 03-007,1946,697,1045,284,2230,1,0.8726457399103139,0.1273542600896861,488,0.3125560538116592,0.46860986547085204,0.21883408071748878
348,Calvert,3074,Calvert Precinct 03-004,2642,956,1108,432,3074,1,0.8594664931685101,0.1405335068314899,1010,0.3109954456733897,0.3604424202992843,0.328562134027326
349,Calvert,2683,Calvert Precinct 03-008,2217,968,983,466,2683,1,0.8263138278046962,0.17368617219530377,732,0.3607901602683563,0.366380916884085,0.2728289228475587
385,Calvert,3560,Calvert Precinct 02-002,2532,1058,1149,1028,3560,1,0.7112359550561798,0.28876404494382024,1353,0.29719101123595504,0.322752808988764,0.3800561797752809
386,Calvert,3011,Calvert Precinct 02-001,2414,970,1073,597,3011,1,0.8017270009963468,0.19827299900365328,968,0.322152108933909,0.356360013284623,0.3214878777814679
393,Calvert,2367,Calvert Precinct 03-006,2018,712,1213,349,2367,1,0.8525559780312632,0.1474440219687368,442,0.30080270384452895,0.5124630333755809,0.18673426277989016
902,Calvert,2365,Calvert Precinct 01-004,1979,757,1017,386,2365,1,0.8367864693446089,0.16321353065539113,591,0.3200845665961945,0.43002114164904864,0.24989429175475686
903,Calvert,2363,Calvert Precinct 02-004,1630,819,674,733,2363,1,0.6898011002962336,0.3101988997037664,870,0.3465933135844266,0.28523063901819723,0.3681760473973762
904,Calvert,2969,Calvert Precinct 01-003,2481,897,1030,488,2969,1,0.8356348939036713,0.16436510609632873,1042,0.30212192657460424,0.34691815426069383,0.35095991916470193
905,Calvert,3541,Calvert Precinct 01-006,2855,959,1122,686,3541,1,0.806269415419373,0.19373058458062695,1460,0.27082744987291724,0.316859644168314,0.4123129059587687
906,Calvert,2965,Calvert Precinct 02-005,2571,908,1327,394,2965,1,0.8671163575042159,0.13288364249578416,730,0.3062394603709949,0.4475548060708263,0.24620573355817876
907,Calvert,3099,Calvert Precinct 03-002,2465,1123,1004,634,3099,1,0.7954178767344304,0.20458212326556954,972,0.36237495966440786,0.3239754759599871,0.31364956437560504
908,Calvert,2398,Calvert Precinct 03-001,2042,770,692,356,2398,1,0.8515429524603837,0.14845704753961636,936,0.3211009174311927,0.2885738115095913,0.390325271059216
955,Calvert,2874,Calvert Precinct 01-001,2444,890,967,430,2874,1,0.8503827418232429,0.14961725817675714,1017,0.30967292971468335,0.3364648573416841,0.35386221294363257
956,Calvert,2535,Calvert Precinct 01-007,2065,809,959,470,2535,1,0.814595660749507,0.1854043392504931,767,0.31913214990138067,0.3783037475345168,0.30256410256410254
957,Calvert,3483,Calvert Precinct 01-005,2710,1009,1082,773,3483,1,0.7780648865920183,0.22193511340798164,1392,0.28969279356876254,0.31065173700832616,0.3996554694229113
958,Calvert,3411,Calvert Precinct 01-002,2504,1090,947,907,3411,1,0.7340955731457051,0.26590442685429494,1374,0.31955438287892113,0.2776311931984755,0.40281442392260336
