,COUNTY,VAP,NAME,WVAP,AG14PD_BFR,AG14PD_ABR,AG14PD_JCA,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,AG14PDNone,AG14PD_BFR_pct,AG14PD_ABR_pct,AG14PD_JCA_pct,AG14PDNone_pct
341,Calvert,2692,Calvert Precinct 02-003,2313,92,33,66,379,2692,1,0.8592124814264487,0.14078751857355126,2501,0.03417533432392273,0.01225854383358098,0.02451708766716196,0.9290490341753344
342,Calvert,2653,Calvert Precinct 02-006,2176,88,25,79,477,2653,1,0.8202035431586883,0.17979645684131174,2461,0.033169996230682244,0.009423294383716547,0.02977761025254429,0.9276290991330569
343,Calvert,3474,Calvert Precinct 02-008,2865,88,35,96,609,3474,1,0.8246977547495682,0.17530224525043178,3255,0.025331030512377662,0.010074841681059297,0.027633851468048358,0.9369602763385146
344,Calvert,3228,Calvert Precinct 03-003,2225,116,33,106,1003,3228,1,0.6892812887236679,0.3107187112763321,2973,0.03593556381660471,0.010223048327137546,0.03283767038413878,0.921003717472119
345,Calvert,1651,Calvert Precinct 02-007,1552,74,15,85,99,1651,1,0.9400363416111448,0.05996365838885524,1477,0.04482132041187159,0.009085402786190187,0.0514839491217444,0.8946093276801939
346,Calvert,2880,Calvert Precinct 03-005,2457,131,50,88,423,2880,1,0.853125,0.146875,2611,0.04548611111111111,0.017361111111111112,0.030555555555555555,0.9065972222222223
347,Calvert,2230,Calvert Precinct 03-007,1946,103,29,81,284,2230,1,0.8726457399103139,0.1273542600896861,2017,0.04618834080717489,0.013004484304932735,0.03632286995515695,0.9044843049327355
348,Calvert,3074,Calvert Precinct 03-004,2642,86,25,63,432,3074,1,0.8594664931685101,0.1405335068314899,2900,0.02797657774886142,0.008132726089785295,0.020494469746258945,0.9433962264150944
349,Calvert,2683,Calvert Precinct 03-008,2217,101,29,77,466,2683,1,0.8263138278046962,0.17368617219530377,2476,0.037644427879239654,0.01080879612374208,0.0286992172940738,0.9228475587029444
385,Calvert,3560,Calvert Precinct 02-002,2532,113,45,109,1028,3560,1,0.7112359550561798,0.28876404494382024,3293,0.031741573033707865,0.012640449438202247,0.03061797752808989,0.925
386,Calvert,3011,Calvert Precinct 02-001,2414,108,35,108,597,3011,1,0.8017270009963468,0.19827299900365328,2760,0.03586848223181667,0.011624045167718366,0.03586848223181667,0.9166389903686483
393,Calvert,2367,Calvert Precinct 03-006,2018,90,14,74,349,2367,1,0.8525559780312632,0.1474440219687368,2189,0.03802281368821293,0.005914659907055344,0.03126320236586396,0.9247993240388678
902,Calvert,2365,Calvert Precinct 01-004,1979,101,37,88,386,2365,1,0.8367864693446089,0.16321353065539113,2139,0.0427061310782241,0.015644820295983086,0.037209302325581395,0.9044397463002114
903,Calvert,2363,Calvert Precinct 02-004,1630,113,38,90,733,2363,1,0.6898011002962336,0.3101988997037664,2122,0.047820567075751164,0.01608125264494287,0.03808717731696995,0.898011002962336
904,Calvert,2969,Calvert Precinct 01-003,2481,80,32,65,488,2969,1,0.8356348939036713,0.16436510609632873,2792,0.02694509936005389,0.010778039744021556,0.021892893230043786,0.9403839676658807
905,Calvert,3541,Calvert Precinct 01-006,2855,80,37,74,686,3541,1,0.806269415419373,0.19373058458062695,3350,0.022592487997740753,0.010449025698955098,0.020898051397910195,0.9460604349053939
906,Calvert,2965,Calvert Precinct 02-005,2571,80,26,80,394,2965,1,0.8671163575042159,0.13288364249578416,2779,0.026981450252951095,0.008768971332209106,0.026981450252951095,0.9372681281618886
907,Calvert,3099,Calvert Precinct 03-002,2465,90,30,85,634,3099,1,0.7954178767344304,0.20458212326556954,2894,0.02904162633107454,0.00968054211035818,0.027428202646014845,0.9338496289125524
908,Calvert,2398,Calvert Precinct 03-001,2042,78,26,69,356,2398,1,0.8515429524603837,0.14845704753961636,2225,0.03252710592160134,0.010842368640533779,0.028773978315262717,0.9278565471226021
955,Calvert,2874,Calvert Precinct 01-001,2444,142,35,89,430,2874,1,0.8503827418232429,0.14961725817675714,2608,0.049408489909533754,0.012178148921363952,0.030967292971468337,0.907446068197634
956,Calvert,2535,Calvert Precinct 01-007,2065,91,32,91,470,2535,1,0.814595660749507,0.1854043392504931,2321,0.035897435897435895,0.0126232741617357,0.035897435897435895,0.9155818540433925
957,Calvert,3483,Calvert Precinct 01-005,2710,79,37,69,773,3483,1,0.7780648865920183,0.22193511340798164,3298,0.02268159632500718,0.010623026126902095,0.019810508182601206,0.9468848693654895
958,Calvert,3411,Calvert Precinct 01-002,2504,73,35,71,907,3411,1,0.7340955731457051,0.26590442685429494,3232,0.02140134857812958,0.010260920551158018,0.02081501026092055,0.9475227206097918
