,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,GOV18PD_BJ,GOV18PD_JS,GOV18PD_KV,GOV18PD_RM,GOV18PD_RB,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,GOV18PDNone,GOV18PD_BJ_pct,GOV18PD_JS_pct,GOV18PD_KV_pct,GOV18PD_RM_pct,GOV18PD_RB_pct,GOV18PDNone_pct
0,Somerset,404,Somerset Precinct 02-001,324,74,2,4,2,1,0,1,4,404,1,0.801980198019802,0.18316831683168316,0.0049504950495049506,0.009900990099009901,396,0.009900990099009901,0.0049504950495049506,0.0024752475247524753,0.0,0.0024752475247524753,0.9801980198019802
1,Somerset,726,Somerset Precinct 05-001,591,124,2,11,12,7,2,8,9,726,1,0.8140495867768595,0.17079889807162535,0.0027548209366391185,0.012396694214876033,686,0.015151515151515152,0.01652892561983471,0.009641873278236915,0.0027548209366391185,0.011019283746556474,0.9449035812672176
2,Somerset,1165,Somerset Precinct 03-001,861,208,55,20,22,4,2,4,41,1165,1,0.7390557939914163,0.17854077253218884,0.04721030042918455,0.0351931330472103,1113,0.017167381974248927,0.01888412017167382,0.0034334763948497852,0.0017167381974248926,0.0034334763948497852,0.9553648068669528
3,Somerset,217,Somerset Precinct 13-003,159,53,5,1,0,0,0,1,0,217,1,0.7327188940092166,0.24423963133640553,0.02304147465437788,0.0,215,0.004608294930875576,0.0,0.0,0.0,0.004608294930875576,0.9907834101382489
4,Somerset,3664,Somerset Precinct 13-002,1072,2541,34,7,7,1,1,1,17,3664,1,0.2925764192139738,0.693504366812227,0.009279475982532752,0.004639737991266376,3647,0.001910480349344978,0.001910480349344978,0.0002729257641921397,0.0002729257641921397,0.0002729257641921397,0.9953602620087336
5,Somerset,151,Somerset Precinct 13-001,122,26,1,0,2,1,0,0,2,151,1,0.8079470198675497,0.17218543046357615,0.006622516556291391,0.013245033112582781,148,0.0,0.013245033112582781,0.006622516556291391,0.0,0.0,0.9801324503311258
6,Somerset,2355,Somerset Precinct 01-002,1257,928,129,42,34,7,3,12,41,2355,1,0.5337579617834395,0.3940552016985138,0.05477707006369427,0.01740976645435244,2257,0.017834394904458598,0.014437367303609342,0.0029723991507431,0.0012738853503184713,0.005095541401273885,0.9583864118895966
7,Somerset,186,Somerset Precinct 01-003,56,99,16,8,4,5,0,6,15,186,1,0.3010752688172043,0.532258064516129,0.08602150537634409,0.08064516129032258,163,0.043010752688172046,0.021505376344086023,0.026881720430107527,0.0,0.03225806451612903,0.8763440860215054
8,Somerset,1267,Somerset Precinct 15-002,234,950,37,25,21,7,3,10,46,1267,1,0.18468823993685873,0.749802683504341,0.02920284135753749,0.036306235201262825,1201,0.01973164956590371,0.016574585635359115,0.0055248618784530384,0.0023677979479084454,0.007892659826361484,0.9479084451460142
9,Somerset,1039,Somerset Precinct 01-001,633,349,24,25,15,1,0,4,33,1039,1,0.6092396535129933,0.33589990375360923,0.023099133782483156,0.03176130895091434,994,0.02406159769008662,0.014436958614051972,0.0009624639076034649,0.0,0.0038498556304138597,0.9566891241578441
