,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,AG18D,AG18R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,AG18None,AG18D_pct,AG18R_pct,AG18None_pct
74,Montgomery,3490,Montgomery Precinct 04-007,1550,258,1105,833,273,577,3490,1,0.44412607449856734,0.07392550143266476,0.3166189111747851,0.16532951289398282,2384,0.23868194842406876,0.07822349570200574,0.6830945558739255
75,Montgomery,2962,Montgomery Precinct 04-006,1536,136,922,766,265,368,2962,1,0.5185685347738015,0.04591492234976367,0.3112761647535449,0.12424037812288993,1931,0.2586090479405807,0.08946657663740716,0.6519243754220122
76,Montgomery,1587,Montgomery Precinct 04-027,360,206,510,263,33,511,1587,1,0.22684310018903592,0.12980466288594833,0.32136105860113423,0.3219911783238815,1291,0.1657214870825457,0.020793950850661626,0.8134845620667926
77,Montgomery,1951,Montgomery Precinct 04-009,995,122,505,549,176,329,1951,1,0.5099948744233727,0.06253203485392107,0.25884161968221425,0.16863147104049206,1226,0.2813941568426448,0.0902101486417222,0.628395694515633
78,Montgomery,3199,Montgomery Precinct 13-051,2034,239,525,988,359,401,3199,1,0.6358236949046577,0.07471084713973117,0.16411378555798686,0.12535167239762426,1852,0.3088465145357924,0.1122225695529853,0.5789309159112223
79,Montgomery,1806,Montgomery Precinct 04-034,1249,126,158,492,303,273,1806,1,0.6915836101882613,0.06976744186046512,0.08748615725359911,0.1511627906976744,1011,0.2724252491694352,0.16777408637873753,0.5598006644518272
80,Montgomery,2832,Montgomery Precinct 13-043,911,192,1240,687,191,489,2832,1,0.321680790960452,0.06779661016949153,0.4378531073446328,0.17266949152542374,1954,0.24258474576271186,0.06744350282485875,0.6899717514124294
81,Montgomery,2301,Montgomery Precinct 13-045,911,211,756,573,190,423,2301,1,0.3959148196436332,0.09169926119078661,0.3285528031290743,0.18383311603650587,1538,0.24902216427640156,0.08257279443720121,0.6684050412863972
82,Montgomery,4265,Montgomery Precinct 13-036,1040,440,1881,764,192,904,4265,1,0.24384525205158264,0.10316529894490035,0.441031652989449,0.211957796014068,3309,0.17913247362250878,0.045017584994138334,0.7758499413833528
83,Montgomery,3162,Montgomery Precinct 13-037,1002,276,1409,577,165,475,3162,1,0.31688804554079697,0.0872865275142315,0.44560404807084125,0.15022137887413028,2420,0.18247944339025932,0.05218216318785579,0.7653383934218849
84,Montgomery,3854,Montgomery Precinct 13-035,962,457,1733,764,218,702,3854,1,0.24961079398028022,0.11857810067462377,0.4496626881162429,0.18214841722885314,2872,0.19823559937727037,0.05656460819927348,0.7451997924234561
85,Montgomery,5497,Montgomery Precinct 13-064,833,2253,1847,973,105,564,5497,1,0.15153720211024194,0.40985992359468804,0.33600145533927595,0.10260141895579407,4419,0.17700563943969438,0.019101327997089322,0.8038930325632163
86,Montgomery,2249,Montgomery Precinct 13-052,1568,153,273,623,299,255,2249,1,0.6971987550022232,0.06803023566029347,0.12138728323699421,0.11338372610048911,1327,0.27701200533570475,0.1329479768786127,0.5900400177856825
87,Montgomery,2706,Montgomery Precinct 08-003,2131,125,127,813,536,323,2706,1,0.7875092387287509,0.046193643754619367,0.04693274205469328,0.11936437546193644,1357,0.3004434589800443,0.19807834441980784,0.5014781966001478
88,Montgomery,2330,Montgomery Precinct 13-046,1386,209,414,580,322,321,2330,1,0.5948497854077254,0.08969957081545064,0.17768240343347638,0.13776824034334764,1428,0.24892703862660945,0.13819742489270387,0.6128755364806867
89,Montgomery,1337,Montgomery Precinct 08-004,1020,77,72,366,254,168,1337,1,0.762902019446522,0.05759162303664921,0.05385190725504862,0.1256544502617801,717,0.2737471952131638,0.18997756170531038,0.5362752430815259
90,Montgomery,2775,Montgomery Precinct 08-008,1990,217,170,791,474,398,2775,1,0.7171171171171171,0.0781981981981982,0.06126126126126126,0.14342342342342343,1510,0.285045045045045,0.17081081081081081,0.5441441441441441
91,Montgomery,3472,Montgomery Precinct 08-009,2306,348,411,947,490,407,3472,1,0.6641705069124424,0.10023041474654378,0.11837557603686635,0.11722350230414746,2035,0.2727534562211982,0.14112903225806453,0.5861175115207373
92,Montgomery,3315,Montgomery Precinct 08-001,2336,356,270,991,469,353,3315,1,0.7046757164404224,0.10739064856711915,0.08144796380090498,0.10648567119155354,1855,0.2989441930618401,0.14147812971342383,0.5595776772247361
93,Montgomery,2576,Montgomery Precinct 08-012,1661,311,153,774,444,451,2576,1,0.6447981366459627,0.12072981366459627,0.0593944099378882,0.1750776397515528,1358,0.3004658385093168,0.17236024844720496,0.5271739130434783
94,Montgomery,2565,Montgomery Precinct 08-005,2188,142,117,696,556,118,2565,1,0.8530214424951267,0.055360623781676416,0.0456140350877193,0.04600389863547758,1313,0.27134502923976606,0.21676413255360624,0.5118908382066277
95,Montgomery,3510,Montgomery Precinct 01-002,2324,496,378,507,459,312,3510,1,0.6621082621082621,0.1413105413105413,0.1076923076923077,0.08888888888888889,2544,0.14444444444444443,0.13076923076923078,0.7247863247863248
96,Montgomery,3657,Montgomery Precinct 12-003,2956,189,252,697,775,260,3657,1,0.8083128247197157,0.051681706316652996,0.06890894175553733,0.07109652720809406,2185,0.190593382554006,0.21192234071643423,0.5974842767295597
97,Montgomery,2213,Montgomery Precinct 12-001,1875,77,195,369,555,66,2213,1,0.8472661545413466,0.034794396746497966,0.08811568007230004,0.0298237686398554,1289,0.166741979213737,0.2507907817442386,0.5824672390420244
