,COUNTY,VAP,NAME,WVAP,GOV18PD_BJ,GOV18PD_JS,GOV18PD_KV,GOV18PD_RM,GOV18PD_RB,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,GOV18PDNone,GOV18PD_BJ_pct,GOV18PD_JS_pct,GOV18PD_KV_pct,GOV18PD_RM_pct,GOV18PD_RB_pct,GOV18PDNone_pct
74,Montgomery,3490,Montgomery Precinct 04-007,1550,136,12,20,33,87,1940,3490,1,0.44412607449856734,0.5558739255014327,3202,0.03896848137535817,0.0034383954154727794,0.0057306590257879654,0.009455587392550143,0.02492836676217765,0.9174785100286533
75,Montgomery,2962,Montgomery Precinct 04-006,1536,98,6,27,29,51,1426,2962,1,0.5185685347738015,0.4814314652261985,2751,0.03308575286968265,0.002025658338960162,0.00911546252532073,0.009790681971640782,0.017218095881161376,0.9287643484132343
76,Montgomery,1587,Montgomery Precinct 04-027,360,29,1,5,5,8,1227,1587,1,0.22684310018903592,0.7731568998109641,1539,0.018273471959672338,0.000630119722747322,0.00315059861373661,0.00315059861373661,0.005040957781978576,0.9697542533081286
77,Montgomery,1951,Montgomery Precinct 04-009,995,108,10,26,39,55,956,1951,1,0.5099948744233727,0.4900051255766274,1713,0.055356227575602254,0.005125576627370579,0.013326499231163505,0.01998974884674526,0.028190671450538187,0.8780112762685802
78,Montgomery,3199,Montgomery Precinct 13-051,2034,185,17,45,82,164,1165,3199,1,0.6358236949046577,0.36417630509534227,2706,0.0578305720537668,0.0053141606752110035,0.014066895904970303,0.025633010315723664,0.05126602063144733,0.8458893404188809
79,Montgomery,1806,Montgomery Precinct 04-034,1249,111,12,32,23,68,557,1806,1,0.6915836101882613,0.30841638981173863,1560,0.061461794019933555,0.006644518272425249,0.017718715393133997,0.01273532668881506,0.03765227021040975,0.8637873754152824
80,Montgomery,2832,Montgomery Precinct 13-043,911,85,7,29,29,67,1921,2832,1,0.321680790960452,0.678319209039548,2615,0.03001412429378531,0.0024717514124293787,0.010240112994350282,0.010240112994350282,0.02365819209039548,0.9233757062146892
81,Montgomery,2301,Montgomery Precinct 13-045,911,76,9,22,24,65,1390,2301,1,0.3959148196436332,0.6040851803563668,2105,0.03302911777488049,0.003911342894393742,0.009561060408518035,0.010430247718383311,0.02824858757062147,0.914819643633203
82,Montgomery,4265,Montgomery Precinct 13-036,1040,90,6,29,45,50,3225,4265,1,0.24384525205158264,0.7561547479484173,4045,0.021101992966002344,0.001406799531066823,0.006799531066822978,0.010550996483001172,0.011723329425556858,0.9484173505275498
83,Montgomery,3162,Montgomery Precinct 13-037,1002,70,7,20,33,53,2160,3162,1,0.31688804554079697,0.683111954459203,2979,0.022137887413029727,0.002213788741302973,0.006325110689437065,0.010436432637571158,0.016761543327008223,0.9421252371916509
84,Montgomery,3854,Montgomery Precinct 13-035,962,126,3,26,30,54,2892,3854,1,0.24961079398028022,0.7503892060197198,3615,0.03269330565646082,0.0007784120394395433,0.006746237675142709,0.007784120394395433,0.01401141670991178,0.9379865075246497
85,Montgomery,5497,Montgomery Precinct 13-064,833,116,5,15,22,82,4664,5497,1,0.15153720211024194,0.8484627978897581,5257,0.0211024195015463,0.0009095870474804438,0.0027287611424413314,0.004002183008913953,0.01491722757867928,0.9563398217209387
86,Montgomery,2249,Montgomery Precinct 13-052,1568,143,12,36,38,112,681,2249,1,0.6971987550022232,0.3028012449977768,1908,0.06358381502890173,0.005335704757670075,0.01600711427301023,0.016896398399288574,0.04979991107158737,0.848377056469542
87,Montgomery,2706,Montgomery Precinct 08-003,2131,168,24,32,73,141,575,2706,1,0.7875092387287509,0.21249076127124908,2268,0.06208425720620843,0.008869179600886918,0.011825572801182557,0.02697708795269771,0.052106430155210645,0.8381374722838137
88,Montgomery,2330,Montgomery Precinct 13-046,1386,113,9,21,25,103,944,2330,1,0.5948497854077254,0.4051502145922747,2059,0.04849785407725322,0.0038626609442060085,0.009012875536480686,0.01072961373390558,0.04420600858369099,0.8836909871244635
89,Montgomery,1337,Montgomery Precinct 08-004,1020,53,6,8,13,43,317,1337,1,0.762902019446522,0.23709798055347794,1214,0.039640987284966345,0.004487658937920718,0.005983545250560957,0.009723261032161555,0.03216155572176515,0.9080029917726253
90,Montgomery,2775,Montgomery Precinct 08-008,1990,102,16,35,30,118,785,2775,1,0.7171171171171171,0.2828828828828829,2474,0.036756756756756756,0.005765765765765766,0.012612612612612612,0.010810810810810811,0.042522522522522525,0.8915315315315315
91,Montgomery,3472,Montgomery Precinct 08-009,2306,177,13,33,86,113,1166,3472,1,0.6641705069124424,0.3358294930875576,3050,0.05097926267281106,0.0037442396313364054,0.009504608294930876,0.02476958525345622,0.032546082949308754,0.8784562211981567
92,Montgomery,3315,Montgomery Precinct 08-001,2336,197,15,36,48,135,979,3315,1,0.7046757164404224,0.2953242835595777,2884,0.05942684766214178,0.004524886877828055,0.01085972850678733,0.014479638009049774,0.04072398190045249,0.8699849170437406
93,Montgomery,2576,Montgomery Precinct 08-012,1661,114,7,34,27,95,915,2576,1,0.6447981366459627,0.35520186335403725,2299,0.04425465838509317,0.002717391304347826,0.013198757763975156,0.01048136645962733,0.03687888198757764,0.8924689440993789
94,Montgomery,2565,Montgomery Precinct 08-005,2188,124,11,25,35,84,377,2565,1,0.8530214424951267,0.1469785575048733,2286,0.04834307992202729,0.0042884990253411305,0.009746588693957114,0.01364522417153996,0.03274853801169591,0.8912280701754386
95,Montgomery,3510,Montgomery Precinct 01-002,2324,100,10,17,33,62,1186,3510,1,0.6621082621082621,0.3378917378917379,3288,0.02849002849002849,0.002849002849002849,0.004843304843304843,0.009401709401709401,0.017663817663817662,0.9367521367521368
96,Montgomery,3657,Montgomery Precinct 12-003,2956,112,16,27,18,68,701,3657,1,0.8083128247197157,0.1916871752802844,3416,0.030626196335794366,0.004375170905113481,0.007383100902378999,0.004922067268252666,0.018594476346732294,0.9340989882417282
97,Montgomery,2213,Montgomery Precinct 12-001,1875,48,5,10,17,25,338,2213,1,0.8472661545413466,0.1527338454586534,2108,0.021690013556258474,0.0022593764121102574,0.004518752824220515,0.0076818798011748755,0.011296882060551287,0.9525530953456846
98,Montgomery,2541,Montgomery Precinct 01-001,2052,65,7,15,14,44,489,2541,1,0.807556080283353,0.19244391971664698,2396,0.02558048012593467,0.0027548209366391185,0.0059031877213695395,0.005509641873278237,0.017316017316017316,0.9429358520267611
