,COUNTY,VAP,NAME,WVAP,GOV18D,GOV18R,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,GOV18None,GOV18D_pct,GOV18R_pct,GOV18None_pct
74,Montgomery,3490,Montgomery Precinct 04-007,1550,589,505,1940,3490,1,0.44412607449856734,0.5558739255014327,2396,0.1687679083094556,0.14469914040114612,0.6865329512893983
75,Montgomery,2962,Montgomery Precinct 04-006,1536,528,503,1426,2962,1,0.5185685347738015,0.4814314652261985,1931,0.17825793382849425,0.16981769074949357,0.6519243754220122
76,Montgomery,1587,Montgomery Precinct 04-027,360,221,75,1227,1587,1,0.22684310018903592,0.7731568998109641,1291,0.13925645872715817,0.04725897920604915,0.8134845620667926
77,Montgomery,1951,Montgomery Precinct 04-009,995,392,325,956,1951,1,0.5099948744233727,0.4900051255766274,1234,0.2009226037929267,0.16658124038954383,0.6324961558175295
78,Montgomery,3199,Montgomery Precinct 13-051,2034,667,685,1165,3199,1,0.6358236949046577,0.36417630509534227,1847,0.2085026570803376,0.21412941544232572,0.5773679274773367
79,Montgomery,1806,Montgomery Precinct 04-034,1249,315,491,557,1806,1,0.6915836101882613,0.30841638981173863,1000,0.1744186046511628,0.2718715393133998,0.5537098560354374
80,Montgomery,2832,Montgomery Precinct 13-043,911,561,329,1921,2832,1,0.321680790960452,0.678319209039548,1942,0.19809322033898305,0.1161723163841808,0.6857344632768362
81,Montgomery,2301,Montgomery Precinct 13-045,911,426,324,1390,2301,1,0.3959148196436332,0.6040851803563668,1551,0.18513689700130379,0.1408083441981747,0.6740547588005215
82,Montgomery,4265,Montgomery Precinct 13-036,1040,629,339,3225,4265,1,0.24384525205158264,0.7561547479484173,3297,0.1474794841735053,0.0794841735052755,0.7730363423212192
83,Montgomery,3162,Montgomery Precinct 13-037,1002,445,304,2160,3162,1,0.31688804554079697,0.683111954459203,2413,0.1407337128399747,0.0961416824794434,0.763124604680582
84,Montgomery,3854,Montgomery Precinct 13-035,962,637,367,2892,3854,1,0.24961079398028022,0.7503892060197198,2850,0.16528282304099637,0.09522573949143746,0.7394914374675662
85,Montgomery,5497,Montgomery Precinct 13-064,833,819,251,4664,5497,1,0.15153720211024194,0.8484627978897581,4427,0.1489903583772967,0.04566126978351828,0.8053483718391851
86,Montgomery,2249,Montgomery Precinct 13-052,1568,406,524,681,2249,1,0.6971987550022232,0.3028012449977768,1319,0.18052467763450422,0.23299244108492664,0.5864828812805691
87,Montgomery,2706,Montgomery Precinct 08-003,2131,458,916,575,2706,1,0.7875092387287509,0.21249076127124908,1332,0.16925351071692535,0.3385070214338507,0.49223946784922396
88,Montgomery,2330,Montgomery Precinct 13-046,1386,362,560,944,2330,1,0.5948497854077254,0.4051502145922747,1408,0.15536480686695278,0.24034334763948498,0.6042918454935622
89,Montgomery,1337,Montgomery Precinct 08-004,1020,206,427,317,1337,1,0.762902019446522,0.23709798055347794,704,0.15407629020194466,0.3193717277486911,0.5265519820493643
90,Montgomery,2775,Montgomery Precinct 08-008,1990,447,837,785,2775,1,0.7171171171171171,0.2828828828828829,1491,0.16108108108108107,0.3016216216216216,0.5372972972972972
91,Montgomery,3472,Montgomery Precinct 08-009,2306,619,825,1166,3472,1,0.6641705069124424,0.3358294930875576,2028,0.17828341013824886,0.23761520737327188,0.5841013824884793
92,Montgomery,3315,Montgomery Precinct 08-001,2336,632,833,979,3315,1,0.7046757164404224,0.2953242835595777,1850,0.19064856711915534,0.2512820512820513,0.5580693815987934
93,Montgomery,2576,Montgomery Precinct 08-012,1661,467,763,915,2576,1,0.6447981366459627,0.35520186335403725,1346,0.18128881987577639,0.296195652173913,0.5225155279503105
94,Montgomery,2565,Montgomery Precinct 08-005,2188,402,871,377,2565,1,0.8530214424951267,0.1469785575048733,1292,0.1567251461988304,0.3395711500974659,0.5037037037037037
95,Montgomery,3510,Montgomery Precinct 01-002,2324,314,655,1186,3510,1,0.6621082621082621,0.3378917378917379,2541,0.08945868945868946,0.1866096866096866,0.7239316239316239
96,Montgomery,3657,Montgomery Precinct 12-003,2956,394,1088,701,3657,1,0.8083128247197157,0.1916871752802844,2175,0.10773858353841947,0.2975116215477167,0.5947497949138638
97,Montgomery,2213,Montgomery Precinct 12-001,1875,210,717,338,2213,1,0.8472661545413466,0.1527338454586534,1286,0.09489380930863081,0.3239945774966109,0.5811116131947582
98,Montgomery,2541,Montgomery Precinct 01-001,2052,279,824,489,2541,1,0.807556080283353,0.19244391971664698,1438,0.10979929161747344,0.32428177882723336,0.5659189295552932
353,Montgomery,2107,Montgomery Precinct 03-002,1792,374,908,315,2107,1,0.8504983388704319,0.14950166112956811,825,0.17750355956336022,0.43094447081158044,0.39155196962505934
354,Montgomery,2553,Montgomery Precinct 03-001,2159,485,1013,394,2553,1,0.8456717587152369,0.15432824128476302,1055,0.1899725812769291,0.39678809244026636,0.4132393262828045
355,Montgomery,1784,Montgomery Precinct 11-000,1537,274,594,247,1784,1,0.8615470852017937,0.1384529147982063,916,0.15358744394618834,0.3329596412556054,0.5134529147982063
357,Montgomery,2683,Montgomery Precinct 10-010,2126,438,752,557,2683,1,0.7923965710026091,0.20760342899739098,1493,0.16325009317927694,0.28028326500186357,0.5564666418188595
358,Montgomery,2533,Montgomery Precinct 10-002,1848,235,666,685,2533,1,0.7295696802210817,0.2704303197789183,1632,0.0927753651796289,0.2629293328069483,0.6442953020134228
359,Montgomery,1582,Montgomery Precinct 10-001,1196,183,376,386,1582,1,0.7560050568900126,0.24399494310998734,1023,0.11567635903919089,0.23767383059418457,0.6466498103666245
360,Montgomery,1642,Montgomery Precinct 10-013,1102,166,335,540,1642,1,0.6711327649208283,0.32886723507917176,1141,0.10109622411693057,0.20401948842874543,0.694884287454324
