,COUNTY,VAP,NAME,WVAP,AG14PD_BFR,AG14PD_ABR,AG14PD_JCA,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,AG14PDNone,AG14PD_BFR_pct,AG14PD_ABR_pct,AG14PD_JCA_pct,AG14PDNone_pct
74,Montgomery,3490,Montgomery Precinct 04-007,1550,148,21,58,1940,3490,1,0.44412607449856734,0.5558739255014327,3263,0.042406876790830945,0.006017191977077364,0.0166189111747851,0.9349570200573066
75,Montgomery,2962,Montgomery Precinct 04-006,1536,133,20,45,1426,2962,1,0.5185685347738015,0.4814314652261985,2764,0.04490209318028359,0.00675219446320054,0.015192437542201216,0.9331532748143146
76,Montgomery,1587,Montgomery Precinct 04-027,360,13,3,6,1227,1587,1,0.22684310018903592,0.7731568998109641,1565,0.008191556395715185,0.001890359168241966,0.003780718336483932,0.9861373660995589
77,Montgomery,1951,Montgomery Precinct 04-009,995,113,26,49,956,1951,1,0.5099948744233727,0.4900051255766274,1763,0.057919015889287544,0.013326499231163505,0.025115325474115838,0.9036391594054332
78,Montgomery,3199,Montgomery Precinct 13-051,2034,282,14,109,1165,3199,1,0.6358236949046577,0.36417630509534227,2794,0.08815254767114723,0.00437636761487965,0.03407314785870585,0.8733979368552672
79,Montgomery,1806,Montgomery Precinct 04-034,1249,160,19,50,557,1806,1,0.6915836101882613,0.30841638981173863,1577,0.08859357696567,0.010520487264673311,0.02768549280177187,0.8732004429678848
80,Montgomery,2832,Montgomery Precinct 13-043,911,100,12,32,1921,2832,1,0.321680790960452,0.678319209039548,2688,0.03531073446327684,0.00423728813559322,0.011299435028248588,0.9491525423728814
81,Montgomery,2301,Montgomery Precinct 13-045,911,106,14,33,1390,2301,1,0.3959148196436332,0.6040851803563668,2148,0.04606692742285962,0.006084311169056932,0.014341590612777053,0.9335071707953064
82,Montgomery,4265,Montgomery Precinct 13-036,1040,95,38,74,3225,4265,1,0.24384525205158264,0.7561547479484173,4058,0.022274325908558032,0.008909730363423213,0.01735052754982415,0.9514654161781946
83,Montgomery,3162,Montgomery Precinct 13-037,1002,90,21,43,2160,3162,1,0.31688804554079697,0.683111954459203,3008,0.028462998102466792,0.006641366223908918,0.01359898798228969,0.9512966476913346
84,Montgomery,3854,Montgomery Precinct 13-035,962,100,31,71,2892,3854,1,0.24961079398028022,0.7503892060197198,3652,0.02594706798131811,0.008043591074208614,0.01842241826673586,0.9475869226777374
85,Montgomery,5497,Montgomery Precinct 13-064,833,85,33,103,4664,5497,1,0.15153720211024194,0.8484627978897581,5276,0.015462979807167546,0.006003274513370929,0.018737493178097146,0.9597962525013644
86,Montgomery,2249,Montgomery Precinct 13-052,1568,192,18,54,681,2249,1,0.6971987550022232,0.3028012449977768,1985,0.0853712761227212,0.008003557136505114,0.02401067140951534,0.8826144953312584
87,Montgomery,2706,Montgomery Precinct 08-003,2131,270,19,71,575,2706,1,0.7875092387287509,0.21249076127124908,2346,0.09977827050997783,0.007021433850702144,0.0262379896526238,0.8669623059866962
88,Montgomery,2330,Montgomery Precinct 13-046,1386,126,19,66,944,2330,1,0.5948497854077254,0.4051502145922747,2119,0.05407725321888412,0.00815450643776824,0.02832618025751073,0.909442060085837
89,Montgomery,1337,Montgomery Precinct 08-004,1020,64,9,38,317,1337,1,0.762902019446522,0.23709798055347794,1226,0.04786836200448766,0.006731488406881077,0.028421839940164548,0.9169783096484667
90,Montgomery,2775,Montgomery Precinct 08-008,1990,151,27,74,785,2775,1,0.7171171171171171,0.2828828828828829,2523,0.054414414414414414,0.00972972972972973,0.02666666666666667,0.9091891891891892
91,Montgomery,3472,Montgomery Precinct 08-009,2306,242,39,93,1166,3472,1,0.6641705069124424,0.3358294930875576,3098,0.06970046082949309,0.011232718894009217,0.026785714285714284,0.8922811059907834
92,Montgomery,3315,Montgomery Precinct 08-001,2336,247,17,88,979,3315,1,0.7046757164404224,0.2953242835595777,2963,0.07450980392156863,0.005128205128205128,0.02654600301659125,0.893815987933635
93,Montgomery,2576,Montgomery Precinct 08-012,1661,104,14,68,915,2576,1,0.6447981366459627,0.35520186335403725,2390,0.040372670807453416,0.005434782608695652,0.026397515527950312,0.9277950310559007
94,Montgomery,2565,Montgomery Precinct 08-005,2188,165,20,71,377,2565,1,0.8530214424951267,0.1469785575048733,2309,0.06432748538011696,0.007797270955165692,0.027680311890838208,0.9001949317738791
95,Montgomery,3510,Montgomery Precinct 01-002,2324,115,18,32,1186,3510,1,0.6621082621082621,0.3378917378917379,3345,0.03276353276353276,0.005128205128205128,0.009116809116809116,0.9529914529914529
96,Montgomery,3657,Montgomery Precinct 12-003,2956,132,23,75,701,3657,1,0.8083128247197157,0.1916871752802844,3427,0.03609515996718622,0.006289308176100629,0.020508613617719443,0.9371069182389937
97,Montgomery,2213,Montgomery Precinct 12-001,1875,59,16,25,338,2213,1,0.8472661545413466,0.1527338454586534,2113,0.02666064166290104,0.0072300045187528245,0.011296882060551287,0.9548124717577948
98,Montgomery,2541,Montgomery Precinct 01-001,2052,111,9,22,489,2541,1,0.807556080283353,0.19244391971664698,2399,0.043683589138134596,0.0035419126328217238,0.008658008658008658,0.944116489571035
353,Montgomery,2107,Montgomery Precinct 03-002,1792,94,12,49,315,2107,1,0.8504983388704319,0.14950166112956811,1952,0.044613194114855245,0.005695301376364499,0.023255813953488372,0.9264356905552918
354,Montgomery,2553,Montgomery Precinct 03-001,2159,122,21,34,394,2553,1,0.8456717587152369,0.15432824128476302,2376,0.04778691735213474,0.008225616921269096,0.013317665491578536,0.9306698002350177
355,Montgomery,1784,Montgomery Precinct 11-000,1537,156,11,43,247,1784,1,0.8615470852017937,0.1384529147982063,1574,0.08744394618834081,0.00616591928251121,0.024103139013452915,0.8822869955156951
357,Montgomery,2683,Montgomery Precinct 10-010,2126,294,5,36,557,2683,1,0.7923965710026091,0.20760342899739098,2348,0.10957882966828178,0.0018635855385762206,0.013417815877748788,0.8751397689153932
358,Montgomery,2533,Montgomery Precinct 10-002,1848,153,20,42,685,2533,1,0.7295696802210817,0.2704303197789183,2318,0.06040268456375839,0.007895775759968417,0.016581129095933674,0.9151204105803395
359,Montgomery,1582,Montgomery Precinct 10-001,1196,82,8,31,386,1582,1,0.7560050568900126,0.24399494310998734,1461,0.051833122629582805,0.0050568900126422255,0.019595448798988623,0.9235145385587863
360,Montgomery,1642,Montgomery Precinct 10-013,1102,170,5,39,540,1642,1,0.6711327649208283,0.32886723507917176,1428,0.10353227771010962,0.0030450669914738123,0.023751522533495738,0.8696711327649208
361,Montgomery,2293,Montgomery Precinct 10-006,1631,234,7,35,662,2293,1,0.7112952464020933,0.28870475359790665,2017,0.1020497165285652,0.0030527692978630614,0.015263846489315308,0.8796336676842564
362,Montgomery,2754,Montgomery Precinct 10-007,2119,320,13,46,635,2754,1,0.7694262890341321,0.23057371096586782,2375,0.11619462599854757,0.004720406681190995,0.01670297748729121,0.8623819898329702
363,Montgomery,2878,Montgomery Precinct 07-003,2258,467,22,33,620,2878,1,0.7845726198749131,0.21542738012508686,2356,0.16226546212647672,0.007644197359277276,0.011466296038915913,0.8186240444753301
364,Montgomery,2119,Montgomery Precinct 07-022,1760,358,12,23,359,2119,1,0.830580462482303,0.16941953751769703,1726,0.16894761680037754,0.005663048607833884,0.010854176498348278,0.8145351580934403
365,Montgomery,2648,Montgomery Precinct 10-009,1916,176,18,36,732,2648,1,0.7235649546827795,0.2764350453172205,2418,0.06646525679758308,0.006797583081570997,0.013595166163141994,0.9131419939577039
366,Montgomery,1510,Montgomery Precinct 10-004,1093,173,6,42,417,1510,1,0.723841059602649,0.276158940397351,1289,0.11456953642384106,0.003973509933774834,0.02781456953642384,0.8536423841059603
367,Montgomery,2274,Montgomery Precinct 10-005,1625,250,10,48,649,2274,1,0.7145998240985049,0.2854001759014952,1966,0.10993843447669305,0.0043975373790677225,0.021108179419525065,0.8645558487247141
368,Montgomery,3358,Montgomery Precinct 04-012,2173,373,28,71,1185,3358,1,0.6471113758189398,0.35288862418106015,2886,0.11107802263251935,0.008338296605122097,0.02114353782013103,0.8594401429422275
369,Montgomery,2320,Montgomery Precinct 10-003,1721,194,17,31,599,2320,1,0.7418103448275862,0.25818965517241377,2078,0.08362068965517241,0.007327586206896552,0.013362068965517242,0.8956896551724138
370,Montgomery,3272,Montgomery Precinct 07-015,2621,495,9,38,651,3272,1,0.801039119804401,0.19896088019559902,2730,0.1512836185819071,0.0027506112469437654,0.011613691931540342,0.8343520782396088
414,Montgomery,1927,Montgomery Precinct 07-005,1663,377,13,47,264,1927,1,0.8629994810586403,0.13700051894135962,1490,0.19564089257913855,0.006746237675142709,0.024390243902439025,0.7732226258432797
415,Montgomery,2403,Montgomery Precinct 13-039,1605,288,14,47,798,2403,1,0.6679151061173533,0.33208489388264667,2054,0.1198501872659176,0.005826050769870994,0.019558884727424054,0.8547648772367874
416,Montgomery,4752,Montgomery Precinct 13-047,2084,158,41,53,2668,4752,1,0.4385521885521885,0.5614478114478114,4500,0.03324915824915825,0.008627946127946129,0.011153198653198653,0.946969696969697
417,Montgomery,2398,Montgomery Precinct 13-004,1617,443,32,87,781,2398,1,0.6743119266055045,0.3256880733944954,1836,0.1847372810675563,0.013344453711426188,0.03628023352793995,0.7656380316930775
418,Montgomery,3101,Montgomery Precinct 13-008,1299,232,32,87,1802,3101,1,0.41889712995807804,0.581102870041922,2750,0.07481457594324412,0.010319251854240567,0.028055465978716543,0.8868107062237988
419,Montgomery,2029,Montgomery Precinct 13-003,1652,330,16,46,377,2029,1,0.8141941843272548,0.1858058156727452,1637,0.1626416954164613,0.007885657959586003,0.022671266633809757,0.8068013799901429
420,Montgomery,3334,Montgomery Precinct 13-016,768,208,50,78,2566,3334,1,0.23035392921415718,0.7696460707858428,2998,0.0623875224955009,0.014997000599880024,0.023395320935812838,0.8992201559688062
421,Montgomery,2788,Montgomery Precinct 13-065,1261,62,20,29,1527,2788,1,0.45229555236728836,0.5477044476327116,2677,0.02223816355810617,0.007173601147776184,0.010401721664275465,0.9601865136298422
422,Montgomery,2551,Montgomery Precinct 13-007,1648,397,44,76,903,2551,1,0.6460211681693454,0.35397883183065465,2034,0.15562524500196,0.01724813798510388,0.029792238337906705,0.7973343786750294
423,Montgomery,2274,Montgomery Precinct 13-024,1361,282,40,86,913,2274,1,0.5985048372911169,0.401495162708883,1866,0.12401055408970976,0.01759014951627089,0.03781882145998241,0.820580474934037
1110,Montgomery,1766,Montgomery Precinct 07-028,1362,217,6,27,404,1766,1,0.7712344280860702,0.2287655719139298,1516,0.12287655719139298,0.0033975084937712344,0.015288788221970554,0.8584371460928653
1111,Montgomery,3027,Montgomery Precinct 10-012,1945,263,21,44,1082,3027,1,0.6425503799141064,0.35744962008589365,2699,0.08688470432771721,0.006937561942517344,0.01453584407003634,0.8916418896597291
1112,Montgomery,1301,Montgomery Precinct 04-032,978,132,2,29,323,1301,1,0.7517294388931591,0.2482705611068409,1138,0.10146041506533436,0.0015372790161414297,0.022290545734050732,0.8747117601844735
1113,Montgomery,2349,Montgomery Precinct 10-011,1333,122,10,27,1016,2349,1,0.56747552149851,0.43252447850149,2190,0.0519369944657301,0.004257130693912303,0.011494252873563218,0.9323116219667944
1114,Montgomery,1957,Montgomery Precinct 04-013,1683,377,2,34,274,1957,1,0.8599897802759325,0.14001021972406746,1544,0.19264179867143588,0.001021972406745018,0.017373530914665303,0.7889626980071538
1115,Montgomery,2330,Montgomery Precinct 07-018,2050,413,12,27,280,2330,1,0.8798283261802575,0.12017167381974249,1878,0.17725321888412018,0.005150214592274678,0.011587982832618025,0.8060085836909872
1116,Montgomery,2454,Montgomery Precinct 07-024,2091,359,3,22,363,2454,1,0.8520782396088019,0.14792176039119803,2070,0.1462917685411573,0.0012224938875305623,0.008964955175224124,0.843520782396088
1117,Montgomery,1711,Montgomery Precinct 07-027,1486,221,5,14,225,1711,1,0.8684979544126242,0.1315020455873758,1471,0.12916423144360023,0.0029222676797194622,0.008182349503214495,0.8597311513734658
1118,Montgomery,3393,Montgomery Precinct 07-013,2701,432,10,29,692,3393,1,0.7960506926024168,0.20394930739758327,2922,0.1273209549071618,0.0029472443265546712,0.008547008547008548,0.861184792219275
1119,Montgomery,2602,Montgomery Precinct 07-012,2240,363,13,28,362,2602,1,0.8608762490392006,0.13912375096079937,2198,0.13950807071483473,0.004996156802459646,0.010760953112990008,0.8447348193697156
1120,Montgomery,4520,Montgomery Precinct 07-004,3440,474,10,49,1080,4520,1,0.7610619469026548,0.23893805309734514,3987,0.10486725663716814,0.0022123893805309734,0.01084070796460177,0.8820796460176992
1121,Montgomery,1823,Montgomery Precinct 07-007,1553,337,6,18,270,1823,1,0.8518924849149753,0.14810751508502468,1462,0.18486012068019747,0.0032912781130005485,0.009873834339001646,0.8019747668678003
1122,Montgomery,3525,Montgomery Precinct 07-011,2810,574,14,20,715,3525,1,0.7971631205673759,0.2028368794326241,2917,0.16283687943262412,0.003971631205673759,0.005673758865248227,0.8275177304964539
1123,Montgomery,5321,Montgomery Precinct 07-026,3875,500,17,40,1446,5321,1,0.7282465701935726,0.27175342980642736,4764,0.09396729937981582,0.003194888178913738,0.007517383950385266,0.8953204284908852
1124,Montgomery,2181,Montgomery Precinct 07-001,1599,168,10,26,582,2181,1,0.7331499312242091,0.2668500687757909,1977,0.07702888583218707,0.004585052728106373,0.01192113709307657,0.90646492434663
1125,Montgomery,1793,Montgomery Precinct 07-002,1663,305,9,46,130,1793,1,0.9274958170663692,0.07250418293363078,1433,0.1701059676519799,0.0050195203569436695,0.025655326268823202,0.7992191857222533
1126,Montgomery,2058,Montgomery Precinct 07-006,1844,241,5,30,214,2058,1,0.8960155490767736,0.10398445092322643,1782,0.11710398445092322,0.0024295432458697765,0.014577259475218658,0.8658892128279884
1127,Montgomery,1085,Montgomery Precinct 07-021,993,189,3,26,92,1085,1,0.9152073732718894,0.0847926267281106,867,0.17419354838709677,0.0027649769585253456,0.023963133640552997,0.7990783410138249
1128,Montgomery,2548,Montgomery Precinct 07-020,1786,248,13,37,762,2548,1,0.7009419152276295,0.2990580847723705,2250,0.09733124018838304,0.00510204081632653,0.014521193092621664,0.8830455259026687
1129,Montgomery,2356,Montgomery Precinct 07-025,1718,247,16,50,638,2356,1,0.7292020373514432,0.2707979626485569,2043,0.10483870967741936,0.006791171477079796,0.021222410865874362,0.8671477079796265
1130,Montgomery,3378,Montgomery Precinct 07-010,2587,417,8,27,791,3378,1,0.7658377738306691,0.23416222616933097,2926,0.12344582593250444,0.002368265245707519,0.007992895204262877,0.8661930136175252
1131,Montgomery,1339,Montgomery Precinct 07-031,1068,153,14,22,271,1339,1,0.7976101568334578,0.20238984316654218,1150,0.11426437640029873,0.010455563853622106,0.016430171769977596,0.8588498879761016
1132,Montgomery,3359,Montgomery Precinct 04-018,2439,340,7,45,920,3359,1,0.7261089610002978,0.2738910389997023,2967,0.1012206013694552,0.0020839535576064306,0.013396844298898482,0.8832986007740399
1133,Montgomery,2203,Montgomery Precinct 04-028,1437,70,9,23,766,2203,1,0.6522923286427599,0.3477076713572401,2101,0.03177485247389923,0.0040853381752156154,0.01044030866999546,0.9536995006808897
1134,Montgomery,3906,Montgomery Precinct 04-031,2703,246,9,40,1203,3906,1,0.6920122887864824,0.30798771121351765,3611,0.0629800307219662,0.002304147465437788,0.010240655401945725,0.9244751664106503
1135,Montgomery,3257,Montgomery Precinct 04-010,2452,201,8,26,805,3257,1,0.7528400368437212,0.24715996315627878,3022,0.06171323303653669,0.002456248081056187,0.007982806263432606,0.9278477126189745
1136,Montgomery,2490,Montgomery Precinct 04-017,1774,255,15,44,716,2490,1,0.7124497991967872,0.28755020080321286,2176,0.10240963855421686,0.006024096385542169,0.017670682730923693,0.8738955823293173
1137,Montgomery,3550,Montgomery Precinct 04-008,2235,276,11,59,1315,3550,1,0.6295774647887324,0.3704225352112676,3204,0.07774647887323943,0.0030985915492957746,0.016619718309859154,0.9025352112676056
1264,Montgomery,3965,Montgomery Precinct 07-008,2981,214,10,23,984,3965,1,0.7518284993694829,0.24817150063051702,3718,0.053972257250945774,0.0025220680958385876,0.005800756620428752,0.9377049180327869
1265,Montgomery,2847,Montgomery Precinct 07-009,2231,313,13,25,616,2847,1,0.7836318932209343,0.21636810677906568,2496,0.1099402880224798,0.0045662100456621,0.008781173164734809,0.8767123287671232
1266,Montgomery,1400,Montgomery Precinct 07-032,1222,147,5,31,178,1400,1,0.8728571428571429,0.12714285714285714,1217,0.105,0.0035714285714285713,0.02214285714285714,0.8692857142857143
1267,Montgomery,1964,Montgomery Precinct 07-016,1563,290,19,45,401,1964,1,0.7958248472505092,0.20417515274949083,1610,0.14765784114052954,0.009674134419551934,0.022912423625254582,0.8197556008146639
1268,Montgomery,3443,Montgomery Precinct 04-004,2536,309,24,58,907,3443,1,0.7365669474295672,0.26343305257043276,3052,0.08974731338948591,0.0069706651176299735,0.016845774034272436,0.8864362474586117
1269,Montgomery,5607,Montgomery Precinct 04-015,2542,57,17,26,3065,5607,1,0.45336186909220616,0.5466381309077938,5507,0.010165864098448368,0.003031924380238987,0.004637060816836098,0.9821651507044765
1270,Montgomery,4958,Montgomery Precinct 13-025,1182,128,45,78,3776,4958,1,0.23840258168616377,0.7615974183138362,4707,0.02581686163775716,0.009076240419524002,0.01573215006050827,0.9493747478822105
