,COUNTY,VAP,NAME,WVAP,BVAP,HVAP,GOV18D,GOV18R,OVAP,TOT_VOTES,factor,WVAP_pct,BVAP_pct,HVAP_pct,OVAP_pct,GOV18None,GOV18D_pct,GOV18R_pct,GOV18None_pct
74,Montgomery,3490,Montgomery Precinct 04-007,1550,258,1105,589,505,577,3490,1,0.44412607449856734,0.07392550143266476,0.3166189111747851,0.16532951289398282,2396,0.1687679083094556,0.14469914040114612,0.6865329512893983
75,Montgomery,2962,Montgomery Precinct 04-006,1536,136,922,528,503,368,2962,1,0.5185685347738015,0.04591492234976367,0.3112761647535449,0.12424037812288993,1931,0.17825793382849425,0.16981769074949357,0.6519243754220122
76,Montgomery,1587,Montgomery Precinct 04-027,360,206,510,221,75,511,1587,1,0.22684310018903592,0.12980466288594833,0.32136105860113423,0.3219911783238815,1291,0.13925645872715817,0.04725897920604915,0.8134845620667926
77,Montgomery,1951,Montgomery Precinct 04-009,995,122,505,392,325,329,1951,1,0.5099948744233727,0.06253203485392107,0.25884161968221425,0.16863147104049206,1234,0.2009226037929267,0.16658124038954383,0.6324961558175295
78,Montgomery,3199,Montgomery Precinct 13-051,2034,239,525,667,685,401,3199,1,0.6358236949046577,0.07471084713973117,0.16411378555798686,0.12535167239762426,1847,0.2085026570803376,0.21412941544232572,0.5773679274773367
79,Montgomery,1806,Montgomery Precinct 04-034,1249,126,158,315,491,273,1806,1,0.6915836101882613,0.06976744186046512,0.08748615725359911,0.1511627906976744,1000,0.1744186046511628,0.2718715393133998,0.5537098560354374
80,Montgomery,2832,Montgomery Precinct 13-043,911,192,1240,561,329,489,2832,1,0.321680790960452,0.06779661016949153,0.4378531073446328,0.17266949152542374,1942,0.19809322033898305,0.1161723163841808,0.6857344632768362
81,Montgomery,2301,Montgomery Precinct 13-045,911,211,756,426,324,423,2301,1,0.3959148196436332,0.09169926119078661,0.3285528031290743,0.18383311603650587,1551,0.18513689700130379,0.1408083441981747,0.6740547588005215
82,Montgomery,4265,Montgomery Precinct 13-036,1040,440,1881,629,339,904,4265,1,0.24384525205158264,0.10316529894490035,0.441031652989449,0.211957796014068,3297,0.1474794841735053,0.0794841735052755,0.7730363423212192
83,Montgomery,3162,Montgomery Precinct 13-037,1002,276,1409,445,304,475,3162,1,0.31688804554079697,0.0872865275142315,0.44560404807084125,0.15022137887413028,2413,0.1407337128399747,0.0961416824794434,0.763124604680582
84,Montgomery,3854,Montgomery Precinct 13-035,962,457,1733,637,367,702,3854,1,0.24961079398028022,0.11857810067462377,0.4496626881162429,0.18214841722885314,2850,0.16528282304099637,0.09522573949143746,0.7394914374675662
85,Montgomery,5497,Montgomery Precinct 13-064,833,2253,1847,819,251,564,5497,1,0.15153720211024194,0.40985992359468804,0.33600145533927595,0.10260141895579407,4427,0.1489903583772967,0.04566126978351828,0.8053483718391851
86,Montgomery,2249,Montgomery Precinct 13-052,1568,153,273,406,524,255,2249,1,0.6971987550022232,0.06803023566029347,0.12138728323699421,0.11338372610048911,1319,0.18052467763450422,0.23299244108492664,0.5864828812805691
87,Montgomery,2706,Montgomery Precinct 08-003,2131,125,127,458,916,323,2706,1,0.7875092387287509,0.046193643754619367,0.04693274205469328,0.11936437546193644,1332,0.16925351071692535,0.3385070214338507,0.49223946784922396
88,Montgomery,2330,Montgomery Precinct 13-046,1386,209,414,362,560,321,2330,1,0.5948497854077254,0.08969957081545064,0.17768240343347638,0.13776824034334764,1408,0.15536480686695278,0.24034334763948498,0.6042918454935622
89,Montgomery,1337,Montgomery Precinct 08-004,1020,77,72,206,427,168,1337,1,0.762902019446522,0.05759162303664921,0.05385190725504862,0.1256544502617801,704,0.15407629020194466,0.3193717277486911,0.5265519820493643
90,Montgomery,2775,Montgomery Precinct 08-008,1990,217,170,447,837,398,2775,1,0.7171171171171171,0.0781981981981982,0.06126126126126126,0.14342342342342343,1491,0.16108108108108107,0.3016216216216216,0.5372972972972972
91,Montgomery,3472,Montgomery Precinct 08-009,2306,348,411,619,825,407,3472,1,0.6641705069124424,0.10023041474654378,0.11837557603686635,0.11722350230414746,2028,0.17828341013824886,0.23761520737327188,0.5841013824884793
92,Montgomery,3315,Montgomery Precinct 08-001,2336,356,270,632,833,353,3315,1,0.7046757164404224,0.10739064856711915,0.08144796380090498,0.10648567119155354,1850,0.19064856711915534,0.2512820512820513,0.5580693815987934
93,Montgomery,2576,Montgomery Precinct 08-012,1661,311,153,467,763,451,2576,1,0.6447981366459627,0.12072981366459627,0.0593944099378882,0.1750776397515528,1346,0.18128881987577639,0.296195652173913,0.5225155279503105
94,Montgomery,2565,Montgomery Precinct 08-005,2188,142,117,402,871,118,2565,1,0.8530214424951267,0.055360623781676416,0.0456140350877193,0.04600389863547758,1292,0.1567251461988304,0.3395711500974659,0.5037037037037037
95,Montgomery,3510,Montgomery Precinct 01-002,2324,496,378,314,655,312,3510,1,0.6621082621082621,0.1413105413105413,0.1076923076923077,0.08888888888888889,2541,0.08945868945868946,0.1866096866096866,0.7239316239316239
96,Montgomery,3657,Montgomery Precinct 12-003,2956,189,252,394,1088,260,3657,1,0.8083128247197157,0.051681706316652996,0.06890894175553733,0.07109652720809406,2175,0.10773858353841947,0.2975116215477167,0.5947497949138638
97,Montgomery,2213,Montgomery Precinct 12-001,1875,77,195,210,717,66,2213,1,0.8472661545413466,0.034794396746497966,0.08811568007230004,0.0298237686398554,1286,0.09489380930863081,0.3239945774966109,0.5811116131947582
98,Montgomery,2541,Montgomery Precinct 01-001,2052,172,149,279,824,168,2541,1,0.807556080283353,0.06768988587170405,0.05863833136560409,0.06611570247933884,1438,0.10979929161747344,0.32428177882723336,0.5659189295552932
353,Montgomery,2107,Montgomery Precinct 03-002,1792,103,147,374,908,65,2107,1,0.8504983388704319,0.04888467014712862,0.06976744186046512,0.030849549121974372,825,0.17750355956336022,0.43094447081158044,0.39155196962505934
354,Montgomery,2553,Montgomery Precinct 03-001,2159,166,142,485,1013,86,2553,1,0.8456717587152369,0.06502154328241284,0.055620838229533884,0.033685859772816296,1055,0.1899725812769291,0.39678809244026636,0.4132393262828045
355,Montgomery,1784,Montgomery Precinct 11-000,1537,130,72,274,594,45,1784,1,0.8615470852017937,0.07286995515695067,0.04035874439461883,0.02522421524663677,916,0.15358744394618834,0.3329596412556054,0.5134529147982063
357,Montgomery,2683,Montgomery Precinct 10-010,2126,73,89,438,752,395,2683,1,0.7923965710026091,0.02720834886321282,0.03317182258665673,0.14722325754752144,1493,0.16325009317927694,0.28028326500186357,0.5564666418188595
358,Montgomery,2533,Montgomery Precinct 10-002,1848,50,137,235,666,498,2533,1,0.7295696802210817,0.01973943939992104,0.05408606395578366,0.1966048164232136,1632,0.0927753651796289,0.2629293328069483,0.6442953020134228
359,Montgomery,1582,Montgomery Precinct 10-001,1196,49,44,183,376,293,1582,1,0.7560050568900126,0.030973451327433628,0.02781289506953224,0.18520859671302148,1023,0.11567635903919089,0.23767383059418457,0.6466498103666245
360,Montgomery,1642,Montgomery Precinct 10-013,1102,47,62,166,335,431,1642,1,0.6711327649208283,0.028623629719853837,0.037758830694275276,0.2624847746650426,1141,0.10109622411693057,0.20401948842874543,0.694884287454324
361,Montgomery,2293,Montgomery Precinct 10-006,1631,68,130,249,494,464,2293,1,0.7112952464020933,0.02965547317924117,0.056694286960314,0.2023549934583515,1550,0.10859136502398604,0.2154382904491932,0.6759703445268208
362,Montgomery,2754,Montgomery Precinct 10-007,2119,112,120,465,645,403,2754,1,0.7694262890341321,0.04066811909949165,0.04357298474945534,0.14633260711692084,1644,0.16884531590413943,0.23420479302832245,0.5969498910675382
363,Montgomery,2878,Montgomery Precinct 07-003,2258,107,131,777,592,382,2878,1,0.7845726198749131,0.03717859624739402,0.04551772063933287,0.13273106323835998,1509,0.26997915218902013,0.20569840166782488,0.5243224461431549
364,Montgomery,2119,Montgomery Precinct 07-022,1760,67,106,577,454,186,2119,1,0.830580462482303,0.03161868806040585,0.05002359603586597,0.0877772534214252,1088,0.27229825389334594,0.2142520056630486,0.5134497404436055
365,Montgomery,2648,Montgomery Precinct 10-009,1916,105,133,268,718,494,2648,1,0.7235649546827795,0.03965256797583082,0.05022658610271903,0.1865558912386707,1662,0.10120845921450151,0.2711480362537764,0.627643504531722
366,Montgomery,1510,Montgomery Precinct 10-004,1093,60,74,235,354,283,1510,1,0.723841059602649,0.039735099337748346,0.04900662251655629,0.18741721854304635,921,0.15562913907284767,0.23443708609271524,0.6099337748344371
367,Montgomery,2274,Montgomery Precinct 10-005,1625,65,107,268,486,477,2274,1,0.7145998240985049,0.028583992963940194,0.047053649956024624,0.20976253298153033,1520,0.11785400175901495,0.21372031662269128,0.6684256816182937
368,Montgomery,3358,Montgomery Precinct 04-012,2173,110,277,565,675,798,3358,1,0.6471113758189398,0.03275759380583681,0.0824895771292436,0.23764145324597974,2118,0.16825491363907089,0.20101250744490767,0.6307325789160214
369,Montgomery,2320,Montgomery Precinct 10-003,1721,91,176,370,603,332,2320,1,0.7418103448275862,0.039224137931034485,0.07586206896551724,0.14310344827586208,1347,0.15948275862068967,0.25991379310344825,0.5806034482758621
370,Montgomery,3272,Montgomery Precinct 07-015,2621,86,174,663,793,391,3272,1,0.801039119804401,0.02628361858190709,0.053178484107579464,0.11949877750611247,1816,0.20262836185819072,0.242359413202934,0.5550122249388753
414,Montgomery,1927,Montgomery Precinct 07-005,1663,77,75,430,468,112,1927,1,0.8629994810586403,0.03995848469122989,0.038920601971977165,0.05812143227815257,1029,0.22314478463933576,0.2428645563051375,0.5339906590555267
415,Montgomery,2403,Montgomery Precinct 13-039,1605,319,264,631,329,215,2403,1,0.6679151061173533,0.13275072825634623,0.10986267166042447,0.08947149396587599,1443,0.262588431127757,0.13691219309196836,0.6004993757802747
416,Montgomery,4752,Montgomery Precinct 13-047,2084,1670,390,1031,291,608,4752,1,0.4385521885521885,0.3514309764309764,0.08207070707070707,0.12794612794612795,3430,0.21696127946127947,0.061237373737373736,0.7218013468013468
417,Montgomery,2398,Montgomery Precinct 13-004,1617,354,254,856,223,173,2398,1,0.6743119266055045,0.14762301918265222,0.10592160133444536,0.07214345287739783,1319,0.35696413678065053,0.09299416180150125,0.5500417014178482
418,Montgomery,3101,Montgomery Precinct 13-008,1299,1083,432,601,197,287,3101,1,0.41889712995807804,0.3492421799419542,0.13930990003224766,0.09255079006772009,2303,0.19380844888745566,0.0635278942276685,0.7426636568848759
