,COUNTY,VAP,NAME,WVAP,SEN12PD_BC,SEN12PD_CM,OVAP,TOT_VOTES,factor,WVAP_pct,OVAP_pct,SEN12PDNone,SEN12PD_BC_pct,SEN12PD_CM_pct,SEN12PDNone_pct
74,Montgomery,3490,Montgomery Precinct 04-007,1550,119,5,1940,3490,1,0.44412607449856734,0.5558739255014327,3366,0.034097421203438394,0.0014326647564469914,0.9644699140401146
75,Montgomery,2962,Montgomery Precinct 04-006,1536,111,7,1426,2962,1,0.5185685347738015,0.4814314652261985,2844,0.037474679270763,0.002363268062120189,0.9601620526671168
76,Montgomery,1587,Montgomery Precinct 04-027,360,15,2,1227,1587,1,0.22684310018903592,0.7731568998109641,1570,0.00945179584120983,0.001260239445494644,0.9892879647132955
77,Montgomery,1951,Montgomery Precinct 04-009,995,88,5,956,1951,1,0.5099948744233727,0.4900051255766274,1858,0.0451050743208611,0.0025627883136852894,0.9523321373654536
78,Montgomery,3199,Montgomery Precinct 13-051,2034,273,8,1165,3199,1,0.6358236949046577,0.36417630509534227,2918,0.08533916849015317,0.0025007814942169426,0.9121600500156298
79,Montgomery,1806,Montgomery Precinct 04-034,1249,161,3,557,1806,1,0.6915836101882613,0.30841638981173863,1642,0.08914728682170543,0.0016611295681063123,0.9091915836101883
80,Montgomery,2832,Montgomery Precinct 13-043,911,73,12,1921,2832,1,0.321680790960452,0.678319209039548,2747,0.02577683615819209,0.00423728813559322,0.9699858757062146
81,Montgomery,2301,Montgomery Precinct 13-045,911,113,8,1390,2301,1,0.3959148196436332,0.6040851803563668,2180,0.049109083007388095,0.003476749239461104,0.9474141677531508
82,Montgomery,4265,Montgomery Precinct 13-036,1040,102,9,3225,4265,1,0.24384525205158264,0.7561547479484173,4154,0.02391559202813599,0.0021101992966002345,0.9739742086752637
83,Montgomery,3162,Montgomery Precinct 13-037,1002,101,7,2160,3162,1,0.31688804554079697,0.683111954459203,3054,0.03194180898165718,0.002213788741302973,0.9658444022770398
84,Montgomery,3854,Montgomery Precinct 13-035,962,113,16,2892,3854,1,0.24961079398028022,0.7503892060197198,3725,0.029320186818889465,0.0041515308770108976,0.9665282823040996
85,Montgomery,5497,Montgomery Precinct 13-064,833,93,49,4664,5497,1,0.15153720211024194,0.8484627978897581,5355,0.016918319083136256,0.00891395306530835,0.9741677278515554
86,Montgomery,2249,Montgomery Precinct 13-052,1568,208,5,681,2249,1,0.6971987550022232,0.3028012449977768,2036,0.09248554913294797,0.0022232103156958646,0.9052912405513561
87,Montgomery,2706,Montgomery Precinct 08-003,2131,261,8,575,2706,1,0.7875092387287509,0.21249076127124908,2437,0.09645232815964523,0.0029563932002956393,0.9005912786400592
88,Montgomery,2330,Montgomery Precinct 13-046,1386,156,14,944,2330,1,0.5948497854077254,0.4051502145922747,2160,0.06695278969957082,0.006008583690987125,0.927038626609442
89,Montgomery,1337,Montgomery Precinct 08-004,1020,63,5,317,1337,1,0.762902019446522,0.23709798055347794,1269,0.04712041884816754,0.0037397157816005983,0.9491398653702319
90,Montgomery,2775,Montgomery Precinct 08-008,1990,123,13,785,2775,1,0.7171171171171171,0.2828828828828829,2639,0.04432432432432432,0.0046846846846846845,0.9509909909909909
