race,COMP14D,COMP14R,COMP14Turnout
WVAP,0.318 (0.2279-0.4031),0.682 (0.5969-0.7721),0.3233 (0.2839-0.3646)
BVAP,0.9411 (0.8708-0.9825),0.0589 (0.0175-0.1292),0.3341 (0.2677-0.4039)
HVAP,0.7301 (0.4346-0.912),0.2699 (0.088-0.5654),0.474 (0.2333-0.7685)
OVAP,0.764 (0.4626-0.9281),0.236 (0.0719-0.5374),0.5519 (0.2801-0.8078)
